rep,run,shelf,plate,line,trt,read time,start,end,start count,end count,germinated,notes
1,1,1,10,174-1,0,1/22/16 8:24,54,101.9,0,3,3,
1,1,1,10,174-1,0,1/24/16 8:50,101.9,150.33,3,6,3,
1,1,5,170,177-2,20,1/28/16 8:41,198.38,246.18,0,3,3,
1,1,8,286,177-2,15,1/24/16 9:10,102.28,150.67,0,3,3,
1,1,9,308,177-2,10,1/22/16 8:49,54.18,102.32,0,3,3,
1,1,3,85,179-1,15,1/30/16 9:33,246.05,295.05,5,8,3,
1,1,8,261,179-1,10,1/24/16 9:10,102.28,150.67,1,4,3,
1,1,9,315,179-1,0,1/26/16 9:07,150.73,198.62,5,8,3,
1,1,1,1,181-1,0,1/24/16 8:50,101.9,150.33,5,8,3,
1,1,5,175,181-1,15,1/24/16 9:02,102.07,150.53,1,4,3,
1,1,4,127,182-1,0,1/26/16 8:49,150.48,198.32,2,5,3,
1,1,4,127,182-1,0,,437.9,Inf,7,10,3,
1,1,2,72,184-1,20,1/28/16 8:28,198.17,245.97,4,7,3,
1,1,9,301,184-1,0,1/24/16 9:14,102.32,150.73,0,3,3,
1,1,9,301,184-1,0,1/26/16 9:07,150.73,198.62,3,6,3,
1,1,8,263,186-1,0,1/24/16 9:10,102.28,150.67,0,3,3,
1,1,4,120,187-2,20,2/3/16 8:32,342.27,390.03,4,7,3,
1,1,4,122,188-1,15,1/26/16 8:49,150.48,198.32,1,4,3,
1,1,4,122,188-1,15,1/28/16 8:36,198.32,246.1,4,7,3,
1,1,4,122,188-1,15,1/30/16 9:39,246.1,295.15,7,10,3,
1,1,7,241,188-1,10,1/26/16 8:59,150.62,198.48,5,8,3,
1,1,4,140,190-1,0,1/28/16 8:36,198.32,246.1,4,7,3,
1,1,5,168,190-1,20,1/28/16 8:41,198.38,246.18,1,4,3,
1,1,8,282,190-1,15,1/24/16 9:10,102.28,150.67,0,3,3,
1,1,2,52,190-2,20,,437.63,Inf,7,10,3,
1,1,5,148,190-2,15,,438.45,Inf,7,10,3,
1,1,6,200,191-2,0,1/26/16 8:56,150.57,198.43,1,4,3,
1,1,7,218,204-2,10,2/3/16 8:42,342.48,390.2,7,10,3,
1,1,1,7,208-1,15,2/3/16 8:23,342.03,389.88,1,4,3,
1,1,7,222,208-1,10,1/30/16 9:53,246.28,295.38,5,8,3,
1,1,7,229,208-1,0,1/26/16 8:59,150.62,198.48,0,3,3,
1,1,4,110,208-2,0,1/28/16 8:36,198.32,246.1,2,5,3,
1,1,4,110,208-2,0,1/30/16 9:39,246.1,295.15,5,8,3,
1,1,7,237,215-1,10,,440.23,Inf,7,10,3,
1,1,4,125,215-2,10,1/24/16 8:59,101.98,150.48,0,3,3,
1,1,7,228,215-2,0,1/22/16 8:41,54.13,102.18,0,3,3,
1,1,9,307,215-2,15,,440.62,Inf,7,10,3,
1,1,9,291,216-1,15,1/24/16 9:14,102.32,150.73,1,4,3,
1,1,6,203,218-1,10,1/24/16 9:04,102.07,150.57,6,9,3,
1,1,9,292,218-1,15,1/24/16 9:14,102.32,150.73,0,3,3,
1,1,1,3,75-1,10,1/24/16 8:50,101.9,150.33,1,4,3,
1,1,1,3,75-1,10,1/26/16 8:37,150.33,198.12,4,7,3,
1,1,1,22,75-1,0,1/28/16 8:28,198.12,245.97,5,8,3,
1,1,2,54,75-1,15,1/26/16 8:40,150.4,198.17,2,5,3,
1,1,5,157,75-1,20,1/30/16 9:39,246.18,295.15,1,4,3,
1,2,4,126,75-2,10,2/13/16 8:33,59.93,107.8,0,3,3,
1,2,6,206,76-1,10,2/13/16 8:39,59.58,107.48,0,3,3,
1,1,1,9,77-1,10,1/24/16 8:50,101.9,150.33,7,10,3,
1,1,1,24,77-1,15,1/22/16 8:24,54,101.9,0,3,3,
1,1,5,166,79-1,0,1/22/16 8:34,54,102.07,0,3,3,
1,1,5,145,81-2,0,1/24/16 9:02,102.07,150.53,4,7,3,
1,1,5,171,84-1,10,1/24/16 9:02,102.07,150.53,7,10,3,
1,1,9,310,84-1,20,1/30/16 9:56,246.33,295.43,6,9,3,
1,1,3,100,92-1,20,,437.9,Inf,7,10,3,
1,1,7,240,92-1,0,1/30/16 9:53,246.28,295.38,4,7,3,
1,1,2,39,93-1,20,,437.63,Inf,7,10,3,
1,1,8,270,93-1,15,1/24/16 9:10,102.28,150.67,0,3,3,
1,1,8,270,93-1,15,1/30/16 9:56,246.33,295.43,5,8,3,
1,1,9,289,93-1,10,1/22/16 8:49,54.13,102.32,0,3,3,
1,1,2,45,98-1,10,,437.63,Inf,7,10,3,
1,1,2,63,Johnny's,15,,437.63,Inf,7,10,3,
1,1,5,177,Johnny's,15,,438.45,Inf,7,10,3,
1,1,6,197,Johnny's,10,,439.78,Inf,7,10,3,
1,1,8,275,Johnny's,10,1/26/16 9:03,150.67,198.55,0,3,3,
1,1,8,275,Johnny's,10,,440.4,Inf,7,10,3,
1,1,8,277,Johnny's,0,1/28/16 8:50,198.55,246.33,1,4,3,
1,1,9,324,Johnny's,10,1/28/16 8:50,198.62,246.33,1,4,3,
1,1,6,209,001-1,15,1/26/16 8:56,150.57,198.43,1,3,2,5 non-viable seeds
1,1,7,227,001-1,10,1/22/16 8:41,54.13,102.18,0,2,2,
1,1,1,2,100-1,10,1/28/16 8:28,198.12,245.97,0,2,2,
1,1,1,2,100-1,10,1/30/16 9:25,245.97,294.92,2,4,2,
1,1,1,2,100-1,10,2/1/16 8:32,294.92,342.03,4,6,2,
1,1,1,35,100-1,15,1/26/16 8:37,150.33,198.12,0,2,2,
1,1,1,35,100-1,15,2/5/16 8:08,389.88,437.63,3,5,2,
1,1,2,67,100-1,15,1/30/16 9:29,245.97,294.98,1,3,2,
1,1,3,90,100-1,15,1/28/16 8:33,198.22,246.05,0,2,2,
1,1,3,90,100-1,15,2/3/16 8:32,342.18,390.03,4,6,2,
1,1,4,114,100-1,0,1/30/16 9:39,246.1,295.15,6,8,2,
1,1,7,223,100-1,10,1/26/16 8:59,150.62,198.48,1,3,2,
1,1,7,223,100-1,10,1/28/16 8:47,198.48,246.28,3,5,2,
1,1,7,223,100-1,10,1/30/16 9:53,246.28,295.38,5,7,2,
1,1,7,225,100-1,0,1/30/16 9:53,246.28,295.38,5,7,2,
1,1,8,255,100-1,0,1/28/16 8:50,198.55,246.33,1,3,2,
1,1,8,255,100-1,0,2/5/16 10:54,390.38,440.4,7,9,2,
1,1,8,259,100-1,10,1/26/16 9:03,150.67,198.55,0,2,2,
1,1,1,25,100-2,10,1/28/16 8:28,198.12,245.97,0,2,2,
1,1,4,131,100-2,20,2/5/16 8:24,390.03,437.9,0,2,2,
1,1,5,174,100-2,0,2/1/16 8:51,295.15,342.35,4,6,2,
1,1,3,80,104-2,10,1/28/16 8:33,198.22,246.05,0,2,2,
1,1,4,138,104-2,0,1/26/16 8:49,150.48,198.32,0,2,2,
1,1,8,253,104-2,15,2/5/16 10:54,390.38,440.4,2,4,2,
1,2,4,128,118-1,10,2/13/16 8:33,59.93,107.8,0,2,2,
1,1,8,260,118-2,0,1/24/16 9:10,102.28,150.67,0,2,2,
1,1,2,48,122-2,0,1/30/16 9:29,245.97,294.98,6,8,2,
1,1,2,48,122-2,0,,437.63,Inf,8,10,2,
1,1,3,76,122-2,15,1/30/16 9:33,246.05,295.05,0,2,2,
1,1,1,17,125-2,0,1/30/16 9:25,245.97,294.92,2,4,2,
1,1,3,77,126-2,10,2/3/16 8:32,342.18,390.03,1,3,2,
1,1,3,79,126-2,15,2/5/16 8:24,390.03,437.9,0,2,2,
1,1,1,28,129-1,0,1/24/16 8:50,101.9,150.33,0,2,2,
1,1,2,55,129-1,15,1/24/16 8:54,101.95,150.4,0,2,2,
1,1,3,107,130-1,0,1/24/16 8:56,101.98,150.43,1,3,2,
1,1,4,144,130-1,20,1/28/16 8:36,198.32,246.1,0,2,2,
1,1,5,156,130-1,10,1/22/16 8:34,54,102.07,0,2,2,
1,1,5,156,130-1,10,1/24/16 9:02,102.07,150.53,2,4,2,
1,2,3,94,130-2,10,2/13/16 8:31,60.15,108.02,0,2,2,
1,1,3,81,131-1,15,1/24/16 8:56,101.98,150.43,0,2,2,
1,1,3,81,131-1,15,1/26/16 8:43,150.43,198.22,2,4,2,
1,1,3,108,131-1,0,1/26/16 8:43,150.43,198.22,3,5,2,
1,1,6,213,132-1,15,1/26/16 8:56,150.57,198.43,0,2,2,
1,1,1,4,132-2,15,1/24/16 8:50,101.9,150.33,0,2,2,
1,1,3,74,132-2,20,1/28/16 8:33,198.22,246.05,3,5,2,
1,1,3,74,132-2,20,1/30/16 9:33,246.05,295.05,5,7,2,
1,1,3,104,132-2,10,1/24/16 8:56,101.98,150.43,3,5,2,
1,1,6,195,132-2,0,1/22/16 8:34,54.07,102.07,0,2,2,
1,1,6,195,132-2,0,1/24/16 9:04,102.07,150.57,2,4,2,
1,1,6,195,132-2,0,1/26/16 8:56,150.57,198.43,4,6,2,
1,1,3,82,135-1,15,1/22/16 8:29,54,101.98,0,2,2,
1,1,4,121,135-1,20,1/24/16 8:59,101.98,150.48,0,2,2,
1,1,4,121,135-1,20,1/28/16 8:36,198.32,246.1,5,7,2,
1,1,4,121,135-1,20,1/30/16 9:39,246.1,295.15,7,9,2,
1,1,7,247,135-2,15,1/24/16 9:07,102.18,150.62,1,3,2,
1,1,7,247,135-2,15,1/30/16 9:53,246.28,295.38,6,8,2,
1,1,7,247,135-2,15,,440.23,Inf,8,10,2,
1,2,5,176,136-2,0,2/13/16 8:36,59.72,107.6,0,2,2,
1,2,5,148,137-1,15,2/13/16 8:36,59.72,107.6,0,2,2,
1,1,1,23,137-2,0,1/24/16 8:50,101.9,150.33,5,7,2,
1,1,2,65,137-2,20,1/30/16 9:29,245.97,294.98,5,7,2,
1,1,6,186,137-2,10,1/24/16 9:04,102.07,150.57,3,5,2,
1,1,8,258,137-2,15,1/28/16 8:50,198.55,246.33,5,7,2,
1,1,1,36,138-1,15,2/1/16 8:32,294.92,342.03,5,7,2,
1,1,5,169,138-1,20,1/30/16 9:39,246.18,295.15,1,3,2,
1,1,7,234,138-1,0,1/28/16 8:47,198.48,246.28,4,6,2,
1,1,9,320,138-1,10,1/24/16 9:14,102.32,150.73,0,2,2,
1,2,8,262,139-2,15,2/13/16 8:44,59.32,107.23,0,2,2,
1,1,5,176,140-1,10,1/26/16 8:53,150.53,198.38,4,6,2,
1,1,8,281,140-1,20,1/24/16 9:10,102.28,150.67,0,2,2,
1,1,7,217,140-2,10,1/22/16 8:41,54.13,102.18,0,2,2,
1,1,7,217,140-2,10,1/24/16 9:07,102.18,150.62,2,4,2,
1,1,8,264,140-2,20,1/28/16 8:50,198.55,246.33,0,2,2,
1,2,5,170,141-1,10,2/13/16 8:36,59.72,107.6,0,2,2,
1,1,1,33,142-2,0,1/24/16 8:50,101.9,150.33,1,3,2,
1,1,6,190,142-2,20,1/28/16 8:45,198.43,246.25,0,2,2,
1,1,7,230,142-2,15,1/28/16 8:47,198.48,246.28,3,5,2,
1,1,4,129,143-1,15,1/22/16 8:29,54,101.98,0,2,2,
1,1,6,182,143-1,20,,439.78,Inf,8,10,2,
1,1,6,199,143-1,10,1/24/16 9:04,102.07,150.57,7,9,2,
1,1,3,94,144-1,20,1/28/16 8:33,198.22,246.05,2,4,2,
1,1,3,94,144-1,20,1/30/16 9:33,246.05,295.05,4,6,2,
1,1,4,141,144-1,0,1/26/16 8:49,150.48,198.32,3,5,2,
1,1,7,236,144-1,15,1/26/16 8:59,150.62,198.48,3,5,2,
1,1,7,236,144-1,15,1/28/16 8:47,198.48,246.28,5,7,2,
1,2,2,47,144-2,15,2/13/16 8:29,60.37,108.23,0,2,2,
1,2,8,278,144-2,0,2/13/16 8:44,59.32,107.23,0,2,2,
1,1,5,165,145-1,15,1/30/16 9:39,246.18,295.15,5,7,2,
1,1,5,165,145-1,15,,438.45,Inf,8,10,2,
1,1,5,173,145-1,0,1/26/16 8:53,150.53,198.38,0,2,2,
1,1,5,173,145-1,0,1/28/16 8:41,198.38,246.18,2,4,2,
1,1,6,193,145-1,20,1/26/16 8:56,150.57,198.43,0,2,2,
1,1,2,47,146-1,10,1/26/16 8:40,150.4,198.17,0,2,2,
1,1,7,248,146-1,20,2/1/16 8:59,295.38,342.48,1,3,2,
1,2,7,238,147-1,0,2/13/16 8:42,59.45,107.37,0,2,2,
1,2,8,284,148-2,10,2/13/16 8:44,59.32,107.23,0,2,2,
1,1,1,16,149-1,20,1/24/16 8:50,101.9,150.33,0,2,2,
1,1,1,16,149-1,20,1/28/16 8:28,198.12,245.97,6,8,2,
1,1,1,16,149-1,20,,437.63,Inf,8,10,2,
1,1,9,294,149-1,0,1/22/16 8:49,54.13,102.32,0,2,2,
1,1,5,146,149-2,0,1/24/16 9:02,102.07,150.53,0,2,2,
1,1,5,146,149-2,0,1/26/16 8:53,150.53,198.38,2,4,2,
1,1,8,265,149-2,10,1/26/16 9:03,150.67,198.55,3,5,2,
1,1,5,153,150-2,10,1/22/16 8:34,54,102.07,0,2,2,
1,1,3,84,151-2,20,1/28/16 8:33,198.22,246.05,3,5,2,
1,2,8,260,153-1,15,2/13/16 8:44,59.32,107.23,0,2,2,
1,2,9,298,153-1,10,2/13/16 8:46,59.1,107.02,0,2,2,
1,1,7,239,153-2,10,1/24/16 9:07,102.18,150.62,5,7,2,
1,1,7,239,153-2,10,,440.23,Inf,8,10,2,
1,1,8,256,156-1,10,2/5/16 10:54,390.38,440.4,3,5,2,
1,1,5,150,156-2,10,1/30/16 9:39,246.18,295.15,1,3,2,
1,1,9,322,156-2,0,1/28/16 8:50,198.62,246.33,0,2,2,
1,2,3,97,163-2,15,2/13/16 8:31,60.15,108.02,0,2,2,
1,1,1,18,164-2,10,1/26/16 8:37,150.33,198.12,0,2,2,
1,1,1,26,165-1,15,1/24/16 8:50,101.9,150.33,1,3,2,
1,1,1,26,165-1,15,2/1/16 8:32,294.92,342.03,4,6,2,
1,1,2,37,165-1,10,1/22/16 8:27,54,101.95,0,2,2,
1,1,2,37,165-1,10,1/24/16 8:54,101.95,150.4,2,4,2,
1,1,4,118,165-1,20,1/28/16 8:36,198.32,246.1,5,7,2,
1,1,4,118,165-1,20,,437.9,Inf,8,10,2,
1,1,8,284,165-1,0,,440.4,Inf,8,10,2,
1,2,1,23,168-1,0,2/13/16 8:26,60.58,108.43,0,2,2,
1,2,3,95,168-1,15,2/13/16 8:31,60.15,108.02,0,2,2,
1,2,6,209,168-1,20,2/13/16 8:39,59.58,107.48,0,2,2,
1,1,1,5,170-1,10,1/24/16 8:50,101.9,150.33,4,6,2,
1,1,1,20,170-1,20,,437.63,Inf,8,10,2,
1,1,9,305,170-1,15,1/22/16 8:49,54.18,102.32,0,2,2,
1,1,9,305,170-1,15,1/26/16 9:07,150.73,198.62,7,9,2,
1,1,4,116,173-1,20,1/30/16 9:39,246.1,295.15,6,8,2,
1,1,8,288,173-1,15,,440.4,Inf,8,10,2,
1,1,2,50,173-2,0,1/24/16 8:54,101.95,150.4,0,2,2,
1,1,2,50,173-2,0,1/26/16 8:40,150.4,198.17,2,4,2,
1,1,4,113,173-2,15,1/24/16 8:59,101.98,150.48,1,3,2,
1,1,5,149,173-2,10,1/30/16 9:39,246.18,295.15,3,5,2,
1,1,1,10,174-1,0,1/26/16 8:37,150.33,198.12,6,7,2,
1,1,1,10,174-1,0,,437.63,Inf,8,10,2,
1,1,8,285,174-1,10,,440.4,Inf,8,10,2,
1,1,9,323,174-1,20,2/1/16 8:59,295.43,342.48,7,9,2,
1,2,9,293,174-2,0,2/13/16 8:46,59.1,107.02,0,2,2,
1,2,1,3,177-1,10,2/13/16 8:26,60.58,108.43,0,2,2,
1,1,2,70,177-2,0,1/24/16 8:54,101.95,150.4,0,2,2,
1,1,2,70,177-2,0,1/26/16 8:40,150.4,198.17,2,4,2,
1,1,5,170,177-2,20,2/1/16 8:51,295.15,342.35,3,5,2,
1,1,9,308,177-2,10,1/24/16 9:14,102.32,150.73,3,5,2,
1,1,3,85,179-1,15,1/24/16 8:56,101.98,150.43,0,2,2,
1,1,3,85,179-1,15,1/28/16 8:33,198.22,246.05,3,5,2,
1,1,9,315,179-1,0,1/28/16 8:50,198.62,246.33,8,10,2,
1,1,3,75,181-1,10,1/22/16 8:29,54,101.98,0,2,2,
1,1,3,75,181-1,10,,437.9,Inf,8,10,2,
1,1,3,95,181-1,20,2/1/16 8:41,295.05,342.18,6,8,2,
1,1,4,127,182-1,0,1/24/16 8:59,101.98,150.48,0,2,2,
1,1,5,158,182-1,10,,438.45,Inf,8,10,2,
1,1,6,211,182-1,15,1/26/16 8:56,150.57,198.43,5,7,2,
1,1,6,211,182-1,15,,439.78,Inf,8,10,2,
1,1,2,68,184-1,15,1/26/16 8:40,150.4,198.17,7,9,2,
1,1,2,72,184-1,20,2/1/16 8:38,294.98,342.13,7,9,2,last one diseased
1,1,9,301,184-1,0,1/28/16 8:50,198.62,246.33,6,8,2,
1,1,9,301,184-1,0,,440.62,Inf,8,10,2,
1,1,9,300,186-1,15,1/26/16 9:07,150.73,198.62,2,4,2,
1,1,1,13,187-2,10,1/26/16 8:37,150.33,198.12,1,3,2,
1,1,4,120,187-2,20,1/26/16 8:49,150.48,198.32,0,2,2,
1,1,4,120,187-2,20,,437.9,Inf,8,10,2,
1,1,8,279,187-2,15,2/1/16 8:59,295.43,342.48,4,6,2,
1,1,4,137,188-1,20,1/26/16 8:49,150.48,198.32,0,2,2,
1,1,4,137,188-1,20,1/28/16 8:36,198.32,246.1,2,4,2,
1,1,7,241,188-1,10,1/28/16 8:47,198.48,246.28,8,10,2,
1,1,8,274,188-1,0,1/26/16 9:03,150.67,198.55,4,6,2,
1,1,4,115,189-1,0,1/26/16 8:49,150.48,198.32,0,2,2,
1,1,5,172,189-1,15,1/26/16 8:53,150.53,198.38,1,3,2,
1,1,4,140,190-1,0,1/24/16 8:59,101.98,150.48,0,2,2,
1,1,4,140,190-1,0,1/26/16 8:49,150.48,198.32,2,4,2,
1,1,5,168,190-1,20,1/30/16 9:39,246.18,295.15,4,6,2,
1,1,8,262,190-1,10,1/26/16 9:03,150.67,198.55,5,7,2,
1,1,8,262,190-1,10,2/1/16 8:59,295.43,342.48,7,9,2,
1,1,2,52,190-2,20,1/26/16 8:40,150.4,198.17,0,2,2,
1,1,4,123,190-2,0,1/30/16 9:39,246.1,295.15,1,3,2,
1,1,4,139,190-2,10,1/26/16 8:49,150.48,198.32,0,2,2,
1,1,5,148,190-2,15,1/26/16 8:53,150.53,198.38,0,2,2,
1,1,5,148,190-2,15,1/28/16 8:41,198.38,246.18,2,4,2,
1,1,5,148,190-2,15,2/5/16 8:57,390.2,438.45,5,7,2,
1,1,6,194,191-2,15,1/28/16 8:45,198.43,246.25,5,7,2,
1,1,6,194,191-2,15,,439.78,Inf,8,10,2,
1,1,6,200,191-2,0,1/28/16 8:45,198.43,246.25,4,6,2,
1,1,6,200,191-2,0,,439.78,Inf,8,10,2,
1,1,9,319,191-2,20,1/28/16 8:50,198.62,246.33,0,2,2,
1,1,9,319,191-2,20,2/1/16 8:59,295.43,342.48,2,4,2,
1,1,7,218,204-2,10,1/30/16 9:53,246.28,295.38,1,3,2,
1,1,4,110,208-2,0,1/26/16 8:49,150.48,198.32,0,2,2,
1,1,8,273,208-2,15,2/5/16 10:54,390.38,440.4,2,4,2,
1,1,3,78,215-1,15,1/26/16 8:43,150.43,198.22,1,3,2,
1,1,3,96,215-1,0,1/22/16 8:29,54,101.98,0,2,2,
1,1,3,96,215-1,0,1/24/16 8:56,101.98,150.43,2,4,2,
1,1,3,96,215-1,0,1/28/16 8:33,198.22,246.05,4,6,2,
1,1,6,216,216-1,0,1/22/16 8:34,54.13,102.07,0,2,2,
1,1,9,316,216-1,10,1/24/16 9:14,102.32,150.73,0,2,2,
1,2,1,7,217-1,10,2/13/16 8:26,60.58,108.43,0,2,2,
1,2,1,25,217-2,10,2/13/16 8:26,60.58,108.43,0,2,2,
1,2,2,61,217-2,0,2/13/16 8:29,60.37,108.23,0,2,2,
1,1,7,220,218-1,0,1/24/16 9:07,102.18,150.62,7,9,2,
1,1,1,34,218-2,10,1/22/16 8:24,54,101.9,0,2,2,
1,1,5,178,218-2,15,1/28/16 8:41,198.38,246.18,8,10,2,
1,1,3,87,219-1,0,2/5/16 8:24,390.03,437.9,2,4,2,
1,1,1,3,75-1,10,1/28/16 8:28,198.12,245.97,7,9,2,
1,1,2,54,75-1,15,1/24/16 8:54,101.95,150.4,0,2,2,
1,1,2,54,75-1,15,2/1/16 8:38,294.98,342.13,6,8,2,
1,1,2,54,75-1,15,,437.63,Inf,8,10,2,
1,1,1,24,77-1,15,1/26/16 8:37,150.33,198.12,8,10,2,
1,1,4,134,77-1,20,1/28/16 8:36,198.32,246.1,6,8,2,
1,2,2,68,77-2,20,2/13/16 8:29,60.37,108.23,0,2,2,
1,1,6,184,79-1,15,1/24/16 9:04,102.07,150.57,1,3,2,
1,1,6,184,79-1,15,1/28/16 8:45,198.43,246.25,3,5,2,
1,2,3,93,79-2,15,2/13/16 8:31,60.15,108.02,0,2,2,
1,1,3,97,81-2,15,,437.9,Inf,8,10,2,
1,1,5,145,81-2,0,1/26/16 8:53,150.53,198.38,7,9,2,
1,1,1,27,92-1,10,2/3/16 8:23,342.03,389.88,7,9,2,
1,1,7,240,92-1,0,1/24/16 9:07,102.18,150.62,0,2,2,
1,1,7,240,92-1,0,1/28/16 8:47,198.48,246.28,2,4,2,
1,1,2,39,93-1,20,1/28/16 8:28,198.17,245.97,1,3,2,
1,1,2,59,93-1,0,,437.63,Inf,8,10,2,
1,1,8,270,93-1,15,,440.4,Inf,8,10,2,
1,2,7,233,98-2,20,2/13/16 8:42,59.45,107.37,0,2,2,
1,1,2,42,Johnny's,15,1/28/16 8:28,198.17,245.97,0,2,2,
1,1,2,42,Johnny's,15,1/30/16 9:29,245.97,294.98,2,4,2,
1,1,2,42,Johnny's,15,2/5/16 8:08,389.88,437.63,4,6,2,
1,1,2,69,Johnny's,20,2/1/16 8:38,294.98,342.13,2,4,2,
1,1,4,124,Johnny's,15,1/28/16 8:36,198.32,246.1,1,3,2,
1,1,6,197,Johnny's,10,1/26/16 8:56,150.57,198.43,0,2,2,
1,1,8,275,Johnny's,10,1/30/16 9:56,246.33,295.43,4,6,2,
1,1,8,277,Johnny's,0,1/30/16 9:56,246.33,295.43,4,6,2,
1,1,5,167,001-1,20,1/28/16 8:41,198.38,246.18,3,4,1,
1,1,6,209,001-1,15,1/24/16 9:04,102.07,150.57,0,1,1,
1,1,6,209,001-1,15,1/30/16 9:48,246.25,295.3,3,4,1,
1,1,7,227,001-1,10,1/24/16 9:07,102.18,150.62,2,3,1,
1,1,8,266,001-1,0,1/22/16 8:47,54.13,102.28,0,1,1,
1,1,8,266,001-1,0,1/24/16 9:10,102.28,150.67,1,2,1,
1,1,1,2,100-1,10,2/3/16 8:23,342.03,389.88,6,7,1,
1,1,1,11,100-1,10,1/24/16 8:50,101.9,150.33,0,1,1,
1,1,1,11,100-1,10,2/1/16 8:32,294.92,342.03,8,9,1,
1,1,1,11,100-1,10,,437.63,Inf,9,10,1,
1,1,1,35,100-1,15,2/3/16 8:23,342.03,389.88,2,3,1,
1,1,2,38,100-1,15,1/30/16 9:29,245.97,294.98,0,1,1,
1,1,2,38,100-1,15,2/3/16 8:23,342.13,389.88,1,2,1,
1,2,2,44,100-1,0,2/13/16 8:29,60.37,108.23,0,1,1,
1,1,2,67,100-1,15,1/26/16 8:40,150.4,198.17,0,1,1,
1,1,2,67,100-1,15,2/5/16 8:08,389.88,437.63,3,4,1,
1,1,3,90,100-1,15,1/30/16 9:33,246.05,295.05,2,3,1,
1,1,3,90,100-1,15,2/1/16 8:41,295.05,342.18,3,4,1,
1,1,3,90,100-1,15,2/5/16 8:24,390.03,437.9,6,7,1,
1,1,3,91,100-1,0,1/30/16 9:33,246.05,295.05,5,6,1,
1,1,3,91,100-1,0,2/3/16 8:32,342.18,390.03,9,10,1,
1,1,4,114,100-1,0,1/24/16 8:59,101.98,150.48,0,1,1,
1,1,4,114,100-1,0,1/26/16 8:49,150.48,198.32,1,2,1,
1,1,4,114,100-1,0,2/1/16 8:46,295.15,342.27,8,9,1,
1,1,4,114,100-1,0,2/5/16 8:24,390.03,437.9,9,10,1,
1,2,4,125,100-1,15,2/13/16 8:33,59.93,107.8,0,1,1,
1,1,7,223,100-1,10,1/24/16 9:07,102.18,150.62,0,1,1,
1,1,7,223,100-1,10,2/1/16 8:59,295.38,342.48,7,8,1,
1,1,7,223,100-1,10,2/3/16 8:42,342.48,390.2,8,9,1,
1,1,7,223,100-1,10,,440.23,Inf,9,10,1,
1,1,7,225,100-1,0,1/26/16 8:59,150.62,198.48,0,1,1,
1,1,7,244,100-1,20,2/1/16 8:59,295.38,342.48,0,1,1,
1,2,8,254,100-1,10,2/13/16 8:44,59.32,107.23,0,1,1,
1,1,8,255,100-1,0,1/24/16 9:10,102.28,150.67,0,1,1,
1,1,8,255,100-1,0,2/3/16 8:53,342.48,390.38,6,7,1,
1,1,8,255,100-1,0,,440.4,Inf,9,10,1,
1,1,8,259,100-1,10,2/5/16 10:54,390.38,440.4,8,9,1,
1,1,8,259,100-1,10,,440.4,Inf,9,10,1,
1,1,1,25,100-2,10,2/1/16 8:32,294.92,342.03,2,3,1,
1,1,1,25,100-2,10,,437.63,Inf,9,10,1,
1,1,5,160,100-2,15,2/1/16 8:51,295.15,342.35,0,1,1,
1,1,5,160,100-2,15,2/3/16 8:42,342.35,390.2,1,2,1,
1,1,5,174,100-2,0,1/28/16 8:41,198.38,246.18,0,1,1,
1,1,5,174,100-2,0,2/5/16 8:57,390.2,438.45,6,7,1,
1,2,9,306,102-1,15,2/13/16 8:46,59.1,107.02,0,1,1,
1,1,3,80,104-2,10,1/30/16 9:33,246.05,295.05,2,3,1,
1,1,3,80,104-2,10,2/5/16 8:24,390.03,437.9,6,7,1,
1,1,4,138,104-2,0,1/30/16 9:39,246.1,295.15,7,8,1,
1,1,4,138,104-2,0,2/1/16 8:46,295.15,342.27,8,9,1,
1,1,4,138,104-2,0,,437.9,Inf,9,10,1,
1,1,8,253,104-2,15,1/30/16 9:56,246.33,295.43,0,1,1,
1,1,8,253,104-2,15,2/1/16 8:59,295.43,342.48,1,2,1,
1,2,1,24,109-2,15,2/13/16 8:26,60.58,108.43,0,1,1,
1,2,2,48,118-1,15,2/13/16 8:29,60.37,108.23,0,1,1,
1,2,4,141,118-1,0,2/13/16 8:33,59.93,107.8,0,1,1,
1,1,1,31,118-2,15,1/28/16 8:28,198.12,245.97,0,1,1,
1,1,1,31,118-2,15,2/3/16 8:23,342.03,389.88,7,8,1,
1,1,1,31,118-2,15,2/5/16 8:08,389.88,437.63,8,9,1,
1,1,1,31,118-2,15,,437.63,Inf,9,10,1,
1,1,2,57,118-2,20,2/5/16 8:08,389.88,437.63,0,1,1,
1,1,8,260,118-2,0,1/26/16 9:03,150.67,198.55,2,3,1,
1,1,8,269,118-2,10,1/30/16 9:56,246.33,295.43,0,1,1,
1,1,8,269,118-2,10,2/5/16 10:54,390.38,440.4,1,2,1,
1,2,9,310,119-2,15,2/13/16 8:46,59.1,107.02,0,1,1,
1,2,1,5,120-1,20,2/13/16 8:26,60.58,108.43,0,1,1,
1,2,7,220,120-1,0,2/13/16 8:42,59.45,107.37,0,1,1,
1,2,4,111,122-1,10,2/13/16 8:33,59.93,107.8,0,1,1,
1,1,2,46,122-2,10,1/30/16 9:29,245.97,294.98,0,1,1,
1,1,2,46,122-2,10,2/5/16 8:08,389.88,437.63,1,2,1,
1,1,2,48,122-2,0,1/24/16 8:54,101.95,150.4,0,1,1,
1,1,3,76,122-2,15,2/5/16 8:24,390.03,437.9,2,3,1,
