rep,run,shelf,plate,line,trt,read time,start,end,start count,end count,germinated,notes
1,1,1,17,125-2,0,1/26/16 8:37,150.33,198.12,0,1,1,
1,1,1,17,125-2,0,1/28/16 8:28,198.12,245.97,1,2,1,
1,1,1,17,125-2,0,2/1/16 8:32,294.92,342.03,4,5,1,
1,1,9,290,125-2,10,1/30/16 9:56,246.33,295.43,0,1,1,
1,1,9,312,125-2,15,1/24/16 9:14,102.32,150.73,0,1,1,
1,1,9,312,125-2,15,2/5/16 11:07,390.47,440.62,1,2,1,
1,2,5,166,126-1,10,2/13/16 8:36,59.72,107.6,0,1,1,
1,1,3,77,126-2,10,1/30/16 9:33,246.05,295.05,0,1,1,
1,1,5,180,126-2,0,1/26/16 8:53,150.53,198.38,0,1,1,
1,2,5,160,128-1,0,2/13/16 8:36,59.72,107.6,0,1,1,"not parafilmed, water added"
1,1,2,53,128-2,0,1/24/16 8:54,101.95,150.4,0,1,1,
1,1,3,105,128-2,10,1/24/16 8:56,101.98,150.43,0,1,1,
1,1,8,272,128-2,15,1/26/16 9:03,150.67,198.55,0,1,1,
1,1,8,272,128-2,15,2/1/16 8:59,295.43,342.48,1,2,1,
1,1,9,295,129-1,10,1/22/16 8:49,54.13,102.32,0,1,1,
1,1,9,295,129-1,10,1/24/16 9:14,102.32,150.73,1,2,1,
1,1,3,107,130-1,0,1/22/16 8:29,54,101.98,0,1,1,
1,1,3,107,130-1,0,2/3/16 8:32,342.18,390.03,3,4,1,
1,1,4,126,130-1,15,1/26/16 8:49,150.48,198.32,4,5,1,
1,1,4,144,130-1,20,1/30/16 9:39,246.1,295.15,2,3,1,
1,1,4,144,130-1,20,2/1/16 8:46,295.15,342.27,3,4,1,
1,1,5,156,130-1,10,1/26/16 8:53,150.53,198.38,4,5,1,
1,1,3,81,131-1,15,1/28/16 8:33,198.22,246.05,4,5,1,
1,1,3,108,131-1,0,1/30/16 9:33,246.05,295.05,5,6,1,
1,1,3,108,131-1,0,2/5/16 8:24,390.03,437.9,6,7,1,
1,1,4,111,131-1,10,1/26/16 8:49,150.48,198.32,4,5,1,
1,1,3,99,132-1,0,1/24/16 8:56,101.98,150.43,0,1,1,
1,1,6,213,132-1,15,1/28/16 8:45,198.43,246.25,2,3,1,
1,1,7,235,132-1,20,1/30/16 9:53,246.28,295.38,0,1,1,
1,1,7,235,132-1,20,2/5/16 10:44,390.2,440.23,1,2,1,
1,1,1,4,132-2,15,1/28/16 8:28,198.12,245.97,7,8,1,
1,1,1,4,132-2,15,2/1/16 8:32,294.92,342.03,8,9,1,
1,1,1,4,132-2,15,,437.63,Inf,9,10,1,
1,2,1,30,133-1,0,2/13/16 8:26,60.58,108.43,0,1,1,
1,2,3,107,134-1,15,2/13/16 8:31,60.15,108.02,0,1,1,
1,1,4,121,135-1,20,,437.9,Inf,9,10,1,
1,1,6,181,135-1,10,1/24/16 9:04,102.07,150.57,4,5,1,
1,1,6,212,135-1,0,1/20/16 8:38,0,54.13,0,1,1,
1,1,6,212,135-1,0,1/24/16 9:04,102.07,150.57,5,6,1,
1,1,2,51,135-2,10,1/24/16 8:54,101.95,150.4,0,1,1,
1,1,7,247,135-2,15,1/22/16 8:41,54.13,102.18,0,1,1,
1,1,8,287,135-2,20,1/26/16 9:03,150.67,198.55,0,1,1,
1,1,8,287,135-2,20,1/30/16 9:56,246.33,295.43,4,5,1,
1,1,8,287,135-2,20,2/5/16 10:54,390.38,440.4,5,6,1,
1,2,4,138,136-1,0,2/13/16 8:33,59.93,107.8,0,1,1,
1,2,1,35,136-2,10,2/11/16 8:35,0,60.58,,1,1,
1,2,2,67,136-2,15,2/13/16 8:29,60.37,108.23,0,1,1,
1,2,5,179,137-1,10,2/13/16 8:36,59.72,107.6,0,1,1,
1,1,2,65,137-2,20,1/28/16 8:28,198.17,245.97,4,5,1,
1,1,8,258,137-2,15,1/26/16 9:03,150.67,198.55,4,5,1,
1,1,1,36,138-1,15,1/26/16 8:37,150.33,198.12,4,5,1,
1,1,5,169,138-1,20,1/28/16 8:41,198.38,246.18,0,1,1,
1,1,5,169,138-1,20,2/1/16 8:51,295.15,342.35,3,4,1,
1,1,5,169,138-1,20,2/5/16 8:57,390.2,438.45,4,5,1,
1,1,7,234,138-1,0,1/26/16 8:59,150.62,198.48,3,4,1,
1,1,9,320,138-1,10,1/26/16 9:07,150.73,198.62,2,3,1,
1,2,2,50,138-2,15,2/13/16 8:29,60.37,108.23,0,1,1,
1,2,5,161,138-2,0,2/13/16 8:36,59.72,107.6,0,1,1,
1,1,3,83,139-1,0,1/28/16 8:33,198.22,246.05,6,7,1,
1,1,3,89,139-1,10,1/28/16 8:33,198.22,246.05,3,4,1,
1,1,9,317,139-1,15,1/22/16 8:49,54.18,102.32,0,1,1,
1,1,9,317,139-1,15,1/26/16 9:07,150.73,198.62,1,2,1,
1,1,9,317,139-1,15,2/5/16 11:07,390.47,440.62,5,6,1,
1,1,9,321,139-1,20,2/1/16 8:59,295.43,342.48,0,1,1,
1,1,1,14,140-1,0,1/22/16 8:24,54,101.9,0,1,1,
1,1,1,14,140-1,0,1/24/16 8:50,101.9,150.33,1,2,1,
1,1,1,14,140-1,0,1/26/16 8:37,150.33,198.12,2,3,1,
1,1,5,151,140-1,15,1/28/16 8:41,198.38,246.18,0,1,1,
1,1,5,151,140-1,15,2/1/16 8:51,295.15,342.35,1,2,1,
1,1,5,151,140-1,15,2/3/16 8:42,342.35,390.2,2,3,1,
1,1,8,281,140-1,20,1/28/16 8:50,198.55,246.33,2,3,1,
1,1,8,281,140-1,20,1/30/16 9:56,246.33,295.43,3,4,1,
1,1,8,281,140-1,20,2/1/16 8:59,295.43,342.48,4,5,1,
1,1,1,12,140-2,15,1/24/16 8:50,101.9,150.33,0,1,1,
1,1,1,12,140-2,15,1/28/16 8:28,198.12,245.97,1,2,1,
1,1,4,128,140-2,0,1/22/16 8:29,54,101.98,0,1,1,
1,1,4,128,140-2,0,1/24/16 8:59,101.98,150.48,1,2,1,
1,1,4,128,140-2,0,1/26/16 8:49,150.48,198.32,2,3,1,
1,1,7,217,140-2,10,1/26/16 8:59,150.62,198.48,4,5,1,
1,2,7,244,141-2,10,2/13/16 8:42,59.45,107.37,0,1,1,
1,1,1,33,142-2,0,1/22/16 8:24,54,101.9,0,1,1,
1,1,6,190,142-2,20,1/30/16 9:48,246.25,295.3,2,3,1,
1,1,6,190,142-2,20,2/1/16 8:56,295.3,342.43,3,4,1,
1,1,6,190,142-2,20,2/3/16 8:42,342.43,390.2,4,5,1,
1,1,4,129,143-1,15,1/26/16 8:49,150.48,198.32,8,9,1,
1,1,4,129,143-1,15,,437.9,Inf,9,10,1,
1,1,5,154,143-1,0,1/22/16 8:34,54,102.07,0,1,1,
1,1,5,154,143-1,0,,438.45,Inf,9,10,1,
1,1,6,199,143-1,10,,439.78,Inf,9,10,1,
1,1,3,94,144-1,20,1/24/16 8:56,101.98,150.43,0,1,1,
1,1,3,94,144-1,20,1/26/16 8:43,150.43,198.22,1,2,1,
1,1,3,94,144-1,20,2/1/16 8:41,295.05,342.18,6,7,1,
1,1,4,141,144-1,0,1/28/16 8:36,198.32,246.1,5,6,1,
1,1,9,298,144-1,10,1/24/16 9:14,102.32,150.73,4,5,1,
1,1,9,298,144-1,10,1/26/16 9:07,150.73,198.62,5,6,1,
1,2,1,12,144-2,20,2/13/16 8:26,60.58,108.43,0,1,1,
1,1,4,119,145-1,10,1/28/16 8:36,198.32,246.1,5,6,1,
1,1,5,165,145-1,15,1/28/16 8:41,198.38,246.18,4,5,1,
1,1,5,165,145-1,15,2/5/16 8:57,390.2,438.45,7,8,1,
1,1,6,193,145-1,20,1/30/16 9:48,246.25,295.3,2,3,1,
1,1,6,193,145-1,20,2/1/16 8:56,295.3,342.43,3,4,1,
1,2,1,4,145-2,15,2/13/16 8:26,60.58,108.43,0,1,1,
1,1,2,47,146-1,10,1/30/16 9:29,245.97,294.98,2,3,1,
1,1,2,47,146-1,10,2/1/16 8:38,294.98,342.13,3,4,1,
1,1,2,47,146-1,10,2/3/16 8:23,342.13,389.88,4,5,1,
1,1,2,47,146-1,10,2/5/16 8:08,389.88,437.63,5,6,1,
1,1,2,56,146-1,0,1/22/16 8:27,54,101.95,0,1,1,
1,1,2,56,146-1,0,1/24/16 8:54,101.95,150.4,1,2,1,
1,1,2,56,146-1,0,1/28/16 8:28,198.17,245.97,2,3,1,
1,1,2,56,146-1,0,1/30/16 9:29,245.97,294.98,3,4,1,
1,1,7,248,146-1,20,1/30/16 9:53,246.28,295.38,0,1,1,
1,2,2,60,147-1,10,2/13/16 8:29,60.37,108.23,0,1,1,
1,2,4,110,147-1,15,2/13/16 8:33,59.93,107.8,0,1,1,
1,2,3,83,147-2,15,2/13/16 8:31,60.15,108.02,0,1,1,
1,2,8,270,148-1,15,2/13/16 8:44,59.32,107.23,0,1,1,
1,2,2,54,148-2,0,2/13/16 8:29,60.37,108.23,0,1,1,
1,2,2,56,148-2,15,2/13/16 8:29,60.37,108.23,0,1,1,
1,1,3,86,149-1,10,1/26/16 8:43,150.43,198.22,7,8,1,
1,1,3,86,149-1,10,1/30/16 9:33,246.05,295.05,8,9,1,
1,1,3,86,149-1,10,,437.9,Inf,9,10,1,
1,1,9,294,149-1,0,1/28/16 8:50,198.62,246.33,8,9,1,
1,1,9,294,149-1,0,,440.62,Inf,9,10,1,
1,1,5,146,149-2,0,1/28/16 8:41,198.38,246.18,4,5,1,
1,1,5,146,149-2,0,2/1/16 8:51,295.15,342.35,5,6,1,
1,1,5,179,149-2,20,1/26/16 8:53,150.53,198.38,0,1,1,
1,1,7,252,149-2,15,1/24/16 9:07,102.28,150.62,0,1,1,
1,1,7,252,149-2,15,1/28/16 8:47,198.48,246.28,1,2,1,
1,1,8,265,149-2,10,1/30/16 9:56,246.33,295.43,5,6,1,
1,1,8,265,149-2,10,2/5/16 10:54,390.38,440.4,6,7,1,
1,1,5,153,150-2,10,1/24/16 9:02,102.07,150.53,2,3,1,
1,1,5,159,150-2,20,1/26/16 8:53,150.53,198.38,0,1,1,
1,1,6,196,150-2,0,1/24/16 9:04,102.07,150.57,0,1,1,
1,1,6,196,150-2,0,1/26/16 8:56,150.57,198.43,1,2,1,
1,1,7,224,150-2,15,1/22/16 8:41,54.13,102.18,0,1,1,
1,1,1,21,151-2,10,1/24/16 8:50,101.9,150.33,3,4,1,
1,1,1,21,151-2,10,1/30/16 9:25,245.97,294.92,4,5,1,
1,1,3,84,151-2,20,2/3/16 8:32,342.18,390.03,5,6,1,
1,1,8,278,151-2,15,1/22/16 8:47,54.13,102.28,0,1,1,
1,1,8,278,151-2,15,1/26/16 9:03,150.67,198.55,9,10,1,
1,2,4,116,153-1,0,2/13/16 8:33,59.93,107.8,0,1,1,
1,1,5,164,153-2,20,1/24/16 9:02,102.07,150.53,0,1,1,
1,1,5,164,153-2,20,1/30/16 9:39,246.18,295.15,7,8,1,
1,1,5,164,153-2,20,2/1/16 8:51,295.15,342.35,8,9,1,
1,1,5,164,153-2,20,,438.45,Inf,9,10,1,
1,1,7,226,153-2,0,1/26/16 8:59,150.62,198.48,3,4,1,
1,1,7,226,153-2,0,1/28/16 8:47,198.48,246.28,4,5,1,
1,1,7,239,153-2,10,1/26/16 8:59,150.62,198.48,7,8,1,
1,1,3,106,156-1,0,1/28/16 8:33,198.22,246.05,0,1,1,
1,1,3,106,156-1,0,2/5/16 8:24,390.03,437.9,4,5,1,
1,1,8,256,156-1,10,1/28/16 8:50,198.55,246.33,0,1,1,
1,1,8,256,156-1,10,1/30/16 9:56,246.33,295.43,1,2,1,
1,1,8,256,156-1,10,2/1/16 8:59,295.43,342.48,2,3,1,
1,1,4,109,156-2,15,2/5/16 8:24,390.03,437.9,0,1,1,
1,1,5,150,156-2,10,1/26/16 8:53,150.53,198.38,0,1,1,
1,1,5,150,156-2,10,2/1/16 8:51,295.15,342.35,3,4,1,
1,1,5,150,156-2,10,2/3/16 8:42,342.35,390.2,4,5,1,
1,1,5,150,156-2,10,2/5/16 8:57,390.2,438.45,5,6,1,
1,1,9,322,156-2,0,1/30/16 9:56,246.33,295.43,2,3,1,
1,1,9,322,156-2,0,2/3/16 8:58,342.48,390.47,9,10,1,
1,2,4,112,163-1,20,2/13/16 8:33,59.93,107.8,0,1,1,
1,2,7,247,163-1,0,2/13/16 8:42,59.45,107.37,0,1,1,
1,2,9,323,163-1,15,2/13/16 8:46,59.1,107.02,1,2,1,
1,2,7,237,163-2,20,2/13/16 8:42,59.45,107.37,0,1,1,
1,2,6,191,164-1,15,2/13/16 8:39,59.58,107.48,0,1,1,
1,1,1,18,164-2,10,2/1/16 8:32,294.92,342.03,2,3,1,
1,1,1,18,164-2,10,2/3/16 8:23,342.03,389.88,3,4,1,
1,1,2,58,164-2,20,1/28/16 8:28,198.17,245.97,0,1,1,
1,1,7,232,164-2,0,1/26/16 8:59,150.62,198.48,0,1,1,
1,1,7,232,164-2,0,1/28/16 8:47,198.48,246.28,1,2,1,
1,1,7,232,164-2,0,1/30/16 9:53,246.28,295.38,2,3,1,
1,1,1,26,165-1,15,1/22/16 8:24,54,101.9,0,1,1,
1,1,1,26,165-1,15,1/26/16 8:37,150.33,198.12,3,4,1,
1,1,2,37,165-1,10,1/28/16 8:28,198.17,245.97,4,5,1,
1,1,4,118,165-1,20,1/24/16 8:59,101.98,150.48,0,1,1,
1,1,4,118,165-1,20,2/1/16 8:46,295.15,342.27,7,8,1,
1,1,8,284,165-1,0,1/26/16 9:03,150.67,198.55,7,7,1,
1,1,8,284,165-1,0,1/30/16 9:56,246.33,295.43,7,8,1,
1,2,7,217,167-1,15,2/13/16 8:42,59.45,107.37,0,1,1,
1,2,7,248,167-1,10,2/13/16 8:42,59.45,107.37,0,1,1,
1,2,2,55,168-2,10,2/13/16 8:29,60.37,108.23,1,2,1,
1,2,3,92,169-1,0,2/13/16 8:31,60.15,108.02,0,1,1,
1,2,8,285,169-1,15,2/13/16 8:44,59.32,107.23,0,1,1,
1,2,1,19,169-2,15,2/13/16 8:26,60.58,108.43,0,1,1,
1,1,1,20,170-1,20,1/30/16 9:25,245.97,294.92,7,8,1,
1,1,9,305,170-1,15,,440.62,Inf,9,10,1,
1,1,9,306,170-1,0,1/28/16 8:50,198.62,246.33,8,9,1,
1,1,9,306,170-1,0,,440.62,Inf,9,10,1,
1,1,1,6,173-1,10,1/22/16 8:24,54,101.9,0,1,1,
1,1,1,6,173-1,10,1/26/16 8:37,150.33,198.12,5,6,1,
1,1,4,116,173-1,20,1/26/16 8:49,150.48,198.32,0,1,1,
1,1,4,116,173-1,20,2/1/16 8:46,295.15,342.27,8,9,1,
1,1,4,116,173-1,20,,437.9,Inf,9,10,1,
1,1,8,280,173-1,0,1/22/16 8:47,54.13,102.28,0,1,1,
1,1,2,50,173-2,0,1/28/16 8:28,198.17,245.97,4,5,1,
1,1,2,50,173-2,0,1/30/16 9:29,245.97,294.98,5,6,1,
1,1,2,50,173-2,0,2/3/16 8:23,342.13,389.88,6,7,1,
1,1,4,113,173-2,15,1/22/16 8:29,54,101.98,0,1,1,
1,1,4,113,173-2,15,1/28/16 8:36,198.32,246.1,6,7,1,
1,1,5,149,173-2,10,1/22/16 8:34,54,102.07,0,1,1,
1,1,5,149,173-2,10,1/24/16 9:02,102.07,150.53,1,2,1,
1,1,5,149,173-2,10,1/26/16 8:53,150.53,198.38,2,3,1,
1,1,6,207,173-2,20,1/28/16 8:45,198.43,246.25,0,1,1,
1,1,6,207,173-2,20,2/1/16 8:56,295.3,342.43,4,5,1,
1,1,6,207,173-2,20,2/3/16 8:42,342.43,390.2,5,6,1,
1,1,1,10,174-1,0,1/30/16 9:25,245.97,294.92,7,8,1,
1,1,1,10,174-1,0,2/3/16 8:23,342.03,389.88,8,8,1,
1,1,8,285,174-1,10,1/22/16 8:47,54.13,102.28,0,1,1,
1,1,8,285,174-1,10,1/26/16 9:03,150.67,198.55,6,7,1,
1,1,8,285,174-1,10,1/28/16 8:50,198.55,246.33,7,8,1,
1,1,9,293,174-1,15,2/3/16 8:58,342.48,390.47,8,9,1,
1,1,9,293,174-1,15,,440.62,Inf,9,10,1,
1,1,9,323,174-1,20,1/28/16 8:50,198.62,246.33,5,6,1,
1,1,9,323,174-1,20,1/30/16 9:56,246.33,295.43,6,7,1,
1,1,9,323,174-1,20,,440.62,Inf,9,10,1,
1,2,4,135,174-2,15,2/13/16 8:33,59.93,107.8,0,1,1,
1,1,5,170,177-2,20,2/3/16 8:42,342.35,390.2,5,6,1,
1,1,8,286,177-2,15,1/26/16 9:03,150.67,198.55,3,4,1,
1,1,9,308,177-2,10,1/28/16 8:50,198.62,246.33,5,6,1,
1,1,3,85,179-1,15,1/26/16 8:43,150.43,198.22,2,3,1,
1,1,3,85,179-1,15,2/1/16 8:41,295.05,342.18,8,9,1,
1,1,3,85,179-1,15,,437.9,Inf,9,10,1,
1,1,4,133,179-1,20,1/28/16 8:36,198.32,246.1,6,7,1,
1,1,4,133,179-1,20,2/3/16 8:32,342.27,390.03,7,8,1,
1,1,4,133,179-1,20,2/5/16 8:24,390.03,437.9,8,9,1,
1,1,4,133,179-1,20,,437.9,Inf,9,10,1,
1,1,8,261,179-1,10,1/22/16 8:47,54.13,102.28,0,1,1,
1,1,9,315,179-1,0,1/22/16 8:49,54.18,102.32,0,1,1,
1,1,1,1,181-1,0,1/28/16 8:28,198.12,245.97,8,8,1,
1,1,1,1,181-1,0,2/1/16 8:32,294.92,342.03,8,9,1,
1,1,1,1,181-1,0,,437.63,Inf,9,10,1,
1,1,3,75,181-1,10,1/28/16 8:33,198.22,246.05,6,7,1,
1,1,3,75,181-1,10,1/30/16 9:33,246.05,295.05,7,8,1,
1,1,3,95,181-1,20,1/24/16 8:56,101.98,150.43,0,1,1,
1,1,3,95,181-1,20,2/3/16 8:32,342.18,390.03,8,9,1,
1,1,3,95,181-1,20,2/5/16 8:24,390.03,437.9,9,10,1,
1,1,5,175,181-1,15,1/20/16 8:34,0,54.07,0,1,1,
1,1,5,175,181-1,15,1/30/16 9:39,246.18,295.15,8,9,1,
1,1,5,175,181-1,15,,438.45,Inf,9,10,1,
1,1,4,127,182-1,0,1/30/16 9:39,246.1,295.15,5,6,1,
1,1,4,127,182-1,0,2/1/16 8:46,295.15,342.27,6,7,1,
1,1,5,158,182-1,10,1/28/16 8:41,198.38,246.18,6,7,1,
1,1,5,158,182-1,10,2/1/16 8:51,295.15,342.35,7,8,1,
1,1,6,211,182-1,15,1/22/16 8:34,54.07,102.07,0,1,1,
1,1,6,211,182-1,15,2/1/16 8:56,295.3,342.43,7,8,1,
1,1,7,238,182-1,20,1/24/16 9:07,102.18,150.62,0,1,1,
1,1,7,238,182-1,20,1/30/16 9:53,246.28,295.38,5,6,1,
1,1,2,68,184-1,15,,437.63,Inf,9,10,1,
1,1,2,72,184-1,20,,437.63,Inf,9,10,1,
1,1,6,191,184-1,10,,439.78,Inf,9,10,1,
1,1,1,32,186-1,20,1/24/16 8:50,101.9,150.33,0,1,1,
1,1,1,32,186-1,20,1/26/16 8:37,150.33,198.12,1,2,1,
1,1,1,32,186-1,20,2/5/16 8:08,389.88,437.63,2,3,1,
1,1,8,263,186-1,0,1/28/16 8:50,198.55,246.33,3,4,1,
1,1,8,263,186-1,0,1/30/16 9:56,246.33,295.43,4,5,1,
1,1,9,300,186-1,15,1/20/16 8:41,0,54.18,0,1,1,
1,1,9,300,186-1,15,1/22/16 8:49,54.18,102.32,1,2,1,
1,1,1,13,187-2,10,1/24/16 8:50,101.9,150.33,0,1,1,
1,1,1,13,187-2,10,2/1/16 8:32,294.92,342.03,9,10,1,
1,1,4,120,187-2,20,1/28/16 8:36,198.32,246.1,2,3,1,
1,1,4,120,187-2,20,2/1/16 8:46,295.15,342.27,3,4,1,
1,1,4,120,187-2,20,2/5/16 8:24,390.03,437.9,7,8,1,
1,1,8,279,187-2,15,1/24/16 9:10,102.28,150.67,0,1,1,
1,1,8,279,187-2,15,1/26/16 9:03,150.67,198.55,1,2,1,
1,1,8,279,187-2,15,1/28/16 8:50,198.55,246.33,2,3,1,
1,1,8,279,187-2,15,1/30/16 9:56,246.33,295.43,3,4,1,
1,1,8,283,187-2,0,1/28/16 8:50,198.55,246.33,8,9,1,
1,1,8,283,187-2,0,1/30/16 9:56,246.33,295.43,9,10,1,
1,1,4,122,188-1,15,1/24/16 8:59,101.98,150.48,0,1,1,
1,1,4,137,188-1,20,2/1/16 8:46,295.15,342.27,4,5,1,
1,1,4,137,188-1,20,,437.9,Inf,9,10,1,
1,1,3,92,189-1,10,1/26/16 8:43,150.43,198.22,4,5,1,
1,1,3,92,189-1,10,2/1/16 8:41,295.05,342.18,5,6,1,
1,1,4,115,189-1,0,1/28/16 8:36,198.32,246.1,2,3,1,
1,1,5,172,189-1,15,1/24/16 9:02,102.07,150.53,0,1,1,
1,1,5,172,189-1,15,1/28/16 8:41,198.38,246.18,3,4,1,
1,1,8,257,189-1,20,1/28/16 8:50,198.55,246.33,0,1,1,
1,1,8,257,189-1,20,1/30/16 9:56,246.33,295.43,1,2,1,
1,1,8,257,189-1,20,2/5/16 10:54,390.38,440.4,2,3,1,
1,1,4,140,190-1,0,2/1/16 8:46,295.15,342.27,7,8,1,
1,1,4,140,190-1,0,2/3/16 8:32,342.27,390.03,8,9,1,
1,1,4,140,190-1,0,,437.9,Inf,9,10,1,
1,1,5,168,190-1,20,1/26/16 8:53,150.53,198.38,0,1,1,
1,1,8,262,190-1,10,1/22/16 8:47,54.13,102.28,0,1,1,
1,1,8,262,190-1,10,,440.4,Inf,9,10,1,
1,1,8,282,190-1,15,1/26/16 9:03,150.67,198.55,3,4,1,
1,1,8,282,190-1,15,1/28/16 8:50,198.55,246.33,4,5,1,
1,1,8,282,190-1,15,1/30/16 9:56,246.33,295.43,5,6,1,
1,1,2,52,190-2,20,2/5/16 8:08,389.88,437.63,6,7,1,
1,1,4,123,190-2,0,1/28/16 8:36,198.32,246.1,0,1,1,
1,1,4,123,190-2,0,2/5/16 8:24,390.03,437.9,3,4,1,
1,1,4,139,190-2,10,1/28/16 8:36,198.32,246.1,2,3,1,
1,1,4,139,190-2,10,1/30/16 9:39,246.1,295.15,3,4,1,
1,1,4,139,190-2,10,2/1/16 8:46,295.15,342.27,4,5,1,
1,1,4,139,190-2,10,2/5/16 8:24,390.03,437.9,5,6,1,
1,1,5,148,190-2,15,1/30/16 9:39,246.18,295.15,4,5,1,
1,1,4,112,191-2,10,1/26/16 8:49,150.48,198.32,8,9,1,
1,1,4,112,191-2,10,1/30/16 9:39,246.1,295.15,9,10,1,
1,1,6,194,191-2,15,1/30/16 9:48,246.25,295.3,7,8,1,
1,1,6,200,191-2,0,1/24/16 9:04,102.07,150.57,0,1,1,
1,1,6,200,191-2,0,1/30/16 9:48,246.25,295.3,6,7,1,
1,1,6,200,191-2,0,2/3/16 8:42,342.43,390.2,7,8,1,
1,1,9,319,191-2,20,2/5/16 11:07,390.47,440.62,4,5,1,
1,2,4,121,202-1,10,2/13/16 8:33,59.93,107.8,0,1,1,
1,1,7,218,204-2,10,1/28/16 8:47,198.48,246.28,0,1,1,
1,1,7,219,204-2,0,1/30/16 9:53,246.28,295.38,4,5,1,
1,1,7,219,204-2,0,,440.23,Inf,9,10,1,
1,1,1,7,208-1,15,1/30/16 9:25,245.97,294.92,0,1,1,
1,1,7,222,208-1,10,1/26/16 8:59,150.62,198.48,0,1,1,
1,1,7,222,208-1,10,2/5/16 10:44,390.2,440.23,8,9,1,
1,1,7,222,208-1,10,,440.23,Inf,9,10,1,
1,1,7,229,208-1,0,1/30/16 9:53,246.28,295.38,7,8,1,
1,1,7,229,208-1,0,2/1/16 8:59,295.38,342.48,8,9,1,
1,1,7,229,208-1,0,2/5/16 10:44,390.2,440.23,9,10,1,
1,1,4,110,208-2,0,2/1/16 8:46,295.15,342.27,8,9,1,
1,1,4,110,208-2,0,,437.9,Inf,9,10,1,
1,1,4,142,208-2,20,1/28/16 8:36,198.32,246.1,0,1,1,
1,1,7,249,208-2,10,1/26/16 8:59,150.62,198.48,0,1,1,
1,1,7,249,208-2,10,2/3/16 8:42,342.48,390.2,1,2,1,
1,1,7,249,208-2,10,2/5/16 10:44,390.2,440.23,2,3,1,
1,1,8,273,208-2,15,1/30/16 9:56,246.33,295.43,0,1,1,
1,1,8,273,208-2,15,2/1/16 8:59,295.43,342.48,1,2,1,
1,2,3,108,213-2,15,2/11/16 8:39,0,60.15,,1,1,
1,1,3,78,215-1,15,1/24/16 8:56,101.98,150.43,0,1,1,
1,1,7,237,215-1,10,1/24/16 9:07,102.18,150.62,4,5,1,
1,1,7,237,215-1,10,1/28/16 8:47,198.48,246.28,5,6,1,
1,1,7,237,215-1,10,2/5/16 10:44,390.2,440.23,6,7,1,
1,1,7,245,215-1,20,1/30/16 9:53,246.28,295.38,4,5,1,
1,1,9,307,215-2,15,1/26/16 9:07,150.73,198.62,6,7,1,
1,1,3,98,216-1,20,1/28/16 8:33,198.22,246.05,4,5,1,
1,1,3,98,216-1,20,1/30/16 9:33,246.05,295.05,5,6,1,
1,1,6,216,216-1,0,1/24/16 9:04,102.07,150.57,2,3,1,
1,1,9,291,216-1,15,1/22/16 8:49,54.13,102.32,0,1,1,
1,1,9,291,216-1,15,1/26/16 9:07,150.73,198.62,4,5,1,
1,1,9,291,216-1,15,2/1/16 8:59,295.43,342.48,5,6,1,
1,2,7,231,217-1,0,2/11/16 8:47,0,59.45,,1,1,
1,2,9,319,217-2,15,2/13/16 8:46,59.1,107.02,0,1,1,
1,1,3,103,218-1,20,2/5/16 8:24,390.03,437.9,0,1,1,
1,1,6,203,218-1,10,1/28/16 8:45,198.43,246.25,9,10,1,
1,1,7,220,218-1,0,2/1/16 8:59,295.38,342.48,9,10,1,
1,1,1,34,218-2,10,1/26/16 8:37,150.33,198.12,9,10,1,
1,1,9,304,218-2,20,2/3/16 8:58,342.48,390.47,0,1,1,
1,1,3,87,219-1,0,2/1/16 8:41,295.05,342.18,0,1,1,
1,1,3,87,219-1,0,2/3/16 8:32,342.18,390.03,1,2,1,
1,1,1,3,75-1,10,1/22/16 8:24,54,101.9,0,1,1,
1,1,1,3,75-1,10,,437.63,Inf,9,10,1,
1,1,1,22,75-1,0,1/24/16 8:50,101.9,150.33,0,1,1,
1,1,1,22,75-1,0,2/3/16 8:23,342.03,389.88,8,9,1,
1,1,1,22,75-1,0,,437.63,Inf,9,10,1,
1,1,2,54,75-1,15,1/28/16 8:28,198.17,245.97,5,6,1,
1,1,5,157,75-1,20,1/26/16 8:53,150.53,198.38,0,1,1,
1,1,5,157,75-1,20,2/3/16 8:42,342.35,390.2,8,9,1,
1,1,5,157,75-1,20,,438.45,Inf,9,10,1,
1,2,4,126,75-2,10,2/11/16 8:41,0,59.93,,1,1,
1,2,6,206,76-1,10,2/11/16 8:45,0,59.58,,1,1,
1,1,4,134,77-1,20,1/30/16 9:39,246.1,295.15,8,9,1,
1,1,4,134,77-1,20,,437.9,Inf,9,10,1,
1,2,6,212,77-2,15,2/11/16 8:45,0,59.58,,1,1,
1,1,5,166,79-1,0,1/24/16 9:02,102.07,150.53,3,4,1,
1,1,5,166,79-1,0,1/28/16 8:41,198.38,246.18,4,5,1,
1,1,6,184,79-1,15,1/22/16 8:34,54.07,102.07,0,1,1,
1,1,6,188,79-1,20,1/26/16 8:56,150.57,198.43,0,1,1,
1,1,6,188,79-1,20,1/28/16 8:45,198.43,246.25,1,2,1,
1,1,1,15,81-2,20,1/24/16 8:50,101.9,150.33,0,1,1,
1,1,1,15,81-2,20,1/28/16 8:28,198.12,245.97,8,9,1,
1,1,1,15,81-2,20,,437.63,Inf,9,10,1,
1,1,2,41,81-2,10,1/30/16 9:29,245.97,294.98,8,9,1,
