Rep,Run,Shelf,Plate,Line,Trt,start,end,start.germ,end.germ,germ,start.lost,end.lost,lost,drop,reason
3,5,9,320,182-1,15,156.75,207,1,2,1,0,0,0,,
3,5,9,320,182-1,15,207,254,2,3,1,0,3,3,Y,disease
3,5,9,320,182-1,15,254,303.75,3,3,0,3,3,0,Y,disease
3,5,9,320,182-1,15,303.75,352,3,3,0,3,4,1,Y,disease
3,5,9,320,182-1,15,352,397.5,3,3,0,4,5,1,Y,disease
3,5,9,320,182-1,15,397.5,446,3,3,0,5,5,0,Y,disease
3,1,9,320,182-1,15,493.5,522,3,3,0,5,5,0,Y,disease
5,5,9,320,182-1,15,522,Inf,3,3,0,5,7,2,,
3,5,9,321,179-1,15,109.5,156.75,0,2,2,0,0,0,,
3,5,9,321,179-1,15,207,254,2,8,6,0,0,0,,
5,5,9,321,179-1,15,522,Inf,8,8,0,0,2,2,,
5,5,9,322,77-2,20,522,Inf,0,9,9,0,1,1,,
3,5,9,323,143-1,15,61.75,109.5,0,2,2,0,0,0,,
3,5,9,323,143-1,15,109.5,156.75,2,5,3,0,0,0,,
3,5,9,323,143-1,15,207,254,5,7,2,0,0,0,,
3,5,9,323,143-1,15,303.75,352,7,7,0,0,3,3,,
3,5,9,323,143-1,15,352,397.5,7,7,0,3,3,0,,
3,5,9,323,143-1,15,397.5,446,7,7,0,3,3,0,,
3,5,9,324,208-2,10,109.5,156.75,0,2,2,0,0,0,,
3,5,9,324,208-2,10,156.75,207,2,5,3,0,0,0,,
3,5,9,324,208-2,10,207,254,5,6,1,0,0,0,,
3,5,9,324,208-2,10,303.75,352,6,9,3,0,1,1,,
3,5,9,324,208-2,10,352,397.5,9,9,0,1,1,0,,
3,5,9,324,208-2,10,397.5,446,9,9,0,1,1,0,,
