rep,run,shelf,plate,line,trt,start time,start hour,end time,end hour,start germ,end germ,germinated
1,2,3,77,164-1,20,,494.7166667,,Inf,6,10,4
1,2,3,78,139-2,0,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,78,139-2,0,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,78,139-2,0,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,2,2
1,2,3,78,139-2,0,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,2,5,3
1,2,3,78,139-2,0,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,5,6,1
1,2,3,78,139-2,0,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,6,6,0
1,2,3,78,139-2,0,2/08/16 20:30,302.9,2/23/16 10:06,349.6,6,6,0
1,2,3,78,139-2,0,2/08/16 20:30,349.6,2/25/16 08:24,395.9,6,6,0
1,2,3,78,139-2,0,2/08/16 20:30,395.9,2/27/16 10:03,445.55,6,6,0
1,2,3,78,139-2,0,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,6,6,0
1,2,3,78,139-2,0,,494.7166667,,Inf,6,10,4
1,2,3,79,75-2,20,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,79,75-2,20,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,79,75-2,20,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,4,4
1,2,3,79,75-2,20,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,4,6,2
1,2,3,79,75-2,20,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,6,7,1
1,2,3,79,75-2,20,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,7,8,1
1,2,3,79,75-2,20,2/08/16 20:30,302.9,2/23/16 10:06,349.6,8,8,0
1,2,3,79,75-2,20,2/08/16 20:30,349.6,2/25/16 08:24,395.9,8,9,1
1,2,3,79,75-2,20,2/08/16 20:30,395.9,2/27/16 10:03,445.55,9,9,0
1,2,3,79,75-2,20,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,9,9,0
1,2,3,79,75-2,20,,494.7166667,,Inf,9,10,1
1,2,3,80,163-1,10,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,80,163-1,10,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,3,3
1,2,3,80,163-1,10,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,3,9,6
1,2,3,80,163-1,10,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,9,9,0
1,2,3,80,163-1,10,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,9,9,0
1,2,3,80,163-1,10,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,9,10,1
1,2,3,80,163-1,10,2/08/16 20:30,302.9,2/23/16 10:06,349.6,10,10,0
1,2,3,80,163-1,10,2/08/16 20:30,349.6,2/25/16 08:24,395.9,10,10,0
1,2,3,80,163-1,10,2/08/16 20:30,395.9,2/27/16 10:03,445.55,10,10,0
1,2,3,80,163-1,10,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,10,10,0
1,2,3,80,163-1,10,,494.7166667,,Inf,10,10,0
1,2,3,81,131-2,0,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,81,131-2,0,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,3,3
1,2,3,81,131-2,0,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,3,4,1
1,2,3,81,131-2,0,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,4,5,1
1,2,3,81,131-2,0,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,5,7,2
1,2,3,81,131-2,0,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,7,7,0
1,2,3,81,131-2,0,2/08/16 20:30,302.9,2/23/16 10:06,349.6,7,7,0
1,2,3,81,131-2,0,2/08/16 20:30,349.6,2/25/16 08:24,395.9,7,7,0
1,2,3,81,131-2,0,2/08/16 20:30,395.9,2/27/16 10:03,445.55,7,7,0
1,2,3,81,131-2,0,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,7,7,0
1,2,3,81,131-2,0,,494.7166667,,Inf,7,10,3
1,2,3,82,Johnny's,10,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,82,Johnny's,10,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,82,Johnny's,10,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,82,Johnny's,10,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,2,2
1,2,3,82,Johnny's,10,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,2,3,1
1,2,3,82,Johnny's,10,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,3,4,1
1,2,3,82,Johnny's,10,2/08/16 20:30,302.9,2/23/16 10:06,349.6,4,4,0
1,2,3,82,Johnny's,10,2/08/16 20:30,349.6,2/25/16 08:24,395.9,4,6,2
1,2,3,82,Johnny's,10,2/08/16 20:30,395.9,2/27/16 10:03,445.55,6,6,0
1,2,3,82,Johnny's,10,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,6,6,0
1,2,3,82,Johnny's,10,,494.7166667,,Inf,6,10,4
1,2,3,83,147-2,15,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,83,147-2,15,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,1,1
1,2,3,83,147-2,15,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,1,3,2
1,2,3,83,147-2,15,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,3,8,5
1,2,3,83,147-2,15,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,8,8,0
1,2,3,83,147-2,15,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,8,8,0
1,2,3,83,147-2,15,2/08/16 20:30,302.9,2/23/16 10:06,349.6,8,8,0
1,2,3,83,147-2,15,2/08/16 20:30,349.6,2/25/16 08:24,395.9,8,8,0
1,2,3,83,147-2,15,2/08/16 20:30,395.9,2/27/16 10:03,445.55,8,8,0
1,2,3,83,147-2,15,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,8,8,0
1,2,3,83,147-2,15,,494.7166667,,Inf,8,10,2
1,2,3,84,167-1,0,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,84,167-1,0,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,84,167-1,0,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,84,167-1,0,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,3,3
1,2,3,84,167-1,0,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,3,3,0
1,2,3,84,167-1,0,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,3,3,0
1,2,3,84,167-1,0,2/08/16 20:30,302.9,2/23/16 10:06,349.6,3,3,0
1,2,3,84,167-1,0,2/08/16 20:30,349.6,2/25/16 08:24,395.9,3,3,0
1,2,3,84,167-1,0,2/08/16 20:30,395.9,2/27/16 10:03,445.55,3,3,0
1,2,3,84,167-1,0,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,3,3,0
1,2,3,84,167-1,0,,494.7166667,,Inf,3,10,7
1,2,3,86,185-2,15,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,86,185-2,15,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,86,185-2,15,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,86,185-2,15,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,1,1
1,2,3,86,185-2,15,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,1,5,4
1,2,3,86,185-2,15,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,5,7,2
1,2,3,86,185-2,15,2/08/16 20:30,302.9,2/23/16 10:06,349.6,7,8,1
1,2,3,86,185-2,15,2/08/16 20:30,349.6,2/25/16 08:24,395.9,8,8,0
1,2,3,86,185-2,15,2/08/16 20:30,395.9,2/27/16 10:03,445.55,8,8,0
1,2,3,86,185-2,15,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,8,8,0
1,2,3,86,185-2,15,,494.7166667,,Inf,8,10,2
1,2,3,87,122-1,0,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,87,122-1,0,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,87,122-1,0,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,87,122-1,0,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,0,0
1,2,3,87,122-1,0,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,0,6,6
1,2,3,87,122-1,0,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,6,7,1
1,2,3,87,122-1,0,2/08/16 20:30,302.9,2/23/16 10:06,349.6,7,9,2
1,2,3,87,122-1,0,2/08/16 20:30,349.6,2/25/16 08:24,395.9,9,9,0
1,2,3,87,122-1,0,2/08/16 20:30,395.9,2/27/16 10:03,445.55,9,9,0
1,2,3,87,122-1,0,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,9,9,0
1,2,3,87,122-1,0,,494.7166667,,Inf,9,10,1
1,2,3,88,119-2,20,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,88,119-2,20,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,88,119-2,20,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,88,119-2,20,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,0,0
1,2,3,88,119-2,20,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,0,0,0
1,2,3,88,119-2,20,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,0,1,1
1,2,3,88,119-2,20,2/08/16 20:30,302.9,2/23/16 10:06,349.6,1,1,0
1,2,3,88,119-2,20,2/08/16 20:30,349.6,2/25/16 08:24,395.9,1,1,0
1,2,3,88,119-2,20,2/08/16 20:30,395.9,2/27/16 10:03,445.55,1,1,0
1,2,3,88,119-2,20,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,1,1,0
1,2,3,88,119-2,20,,494.7166667,,Inf,1,10,9
1,2,3,89,202-1,20,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,89,202-1,20,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,89,202-1,20,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,89,202-1,20,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,0,0
1,2,3,89,202-1,20,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,0,0,0
1,2,3,89,202-1,20,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,0,0,0
1,2,3,89,202-1,20,2/08/16 20:30,302.9,2/23/16 10:06,349.6,0,0,0
1,2,3,89,202-1,20,2/08/16 20:30,349.6,2/25/16 08:24,395.9,0,0,0
1,2,3,89,202-1,20,2/08/16 20:30,395.9,2/27/16 10:03,445.55,0,0,0
1,2,3,89,202-1,20,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,0,0,0
1,2,3,89,202-1,20,,494.7166667,,Inf,0,10,10
1,2,3,90,219-2,10,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,90,219-2,10,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,90,219-2,10,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,90,219-2,10,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,2,2
1,2,3,90,219-2,10,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,2,4,2
1,2,3,90,219-2,10,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,4,9,5
1,2,3,90,219-2,10,2/08/16 20:30,302.9,2/23/16 10:06,349.6,9,9,0
1,2,3,90,219-2,10,2/08/16 20:30,349.6,2/25/16 08:24,395.9,9,9,0
1,2,3,90,219-2,10,2/08/16 20:30,395.9,2/27/16 10:03,445.55,9,9,0
1,2,3,90,219-2,10,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,9,9,0
1,2,3,90,219-2,10,,494.7166667,,Inf,9,10,1
1,2,3,91,125-1,10,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,91,125-1,10,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,91,125-1,10,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,91,125-1,10,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,1,1
1,2,3,91,125-1,10,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,1,2,1
1,2,3,91,125-1,10,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,2,4,2
1,2,3,91,125-1,10,2/08/16 20:30,302.9,2/23/16 10:06,349.6,4,6,2
1,2,3,91,125-1,10,2/08/16 20:30,349.6,2/25/16 08:24,395.9,6,8,2
1,2,3,91,125-1,10,2/08/16 20:30,395.9,2/27/16 10:03,445.55,8,8,0
1,2,3,91,125-1,10,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,8,8,0
1,2,3,91,125-1,10,,494.7166667,,Inf,8,10,2
1,2,3,92,169-1,0,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,92,169-1,0,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,1,1
1,2,3,92,169-1,0,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,1,5,4
1,2,3,92,169-1,0,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,5,8,3
1,2,3,92,169-1,0,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,8,8,0
1,2,3,92,169-1,0,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,8,8,0
1,2,3,92,169-1,0,2/08/16 20:30,302.9,2/23/16 10:06,349.6,8,8,0
1,2,3,92,169-1,0,2/08/16 20:30,349.6,2/25/16 08:24,395.9,8,8,0
1,2,3,92,169-1,0,2/08/16 20:30,395.9,2/27/16 10:03,445.55,8,8,0
1,2,3,92,169-1,0,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,8,8,0
1,2,3,92,169-1,0,,494.7166667,,Inf,8,10,2
1,2,3,93,79-2,15,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,93,79-2,15,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,2,2
1,2,3,93,79-2,15,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,2,10,8
1,2,3,93,79-2,15,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,10,10,0
1,2,3,93,79-2,15,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,10,10,0
1,2,3,93,79-2,15,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,10,10,0
1,2,3,93,79-2,15,2/08/16 20:30,302.9,2/23/16 10:06,349.6,10,10,0
1,2,3,93,79-2,15,2/08/16 20:30,349.6,2/25/16 08:24,395.9,10,10,0
1,2,3,93,79-2,15,2/08/16 20:30,395.9,2/27/16 10:03,445.55,10,10,0
1,2,3,93,79-2,15,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,10,10,0
1,2,3,93,79-2,15,,494.7166667,,Inf,10,10,0
1,2,3,94,130-2,10,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,94,130-2,10,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,2,2
1,2,3,94,130-2,10,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,2,3,1
1,2,3,94,130-2,10,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,3,3,0
1,2,3,94,130-2,10,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,3,3,0
1,2,3,94,130-2,10,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,3,3,0
1,2,3,94,130-2,10,2/08/16 20:30,302.9,2/23/16 10:06,349.6,3,3,0
1,2,3,94,130-2,10,2/08/16 20:30,349.6,2/25/16 08:24,395.9,3,3,0
1,2,3,94,130-2,10,2/08/16 20:30,395.9,2/27/16 10:03,445.55,3,3,0
1,2,3,94,130-2,10,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,3,3,0
1,2,3,94,130-2,10,,494.7166667,,Inf,3,10,7
1,2,3,95,168-1,15,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,95,168-1,15,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,2,2
1,2,3,95,168-1,15,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,2,7,5
1,2,3,95,168-1,15,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,7,9,2
1,2,3,95,168-1,15,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,9,9,0
1,2,3,95,168-1,15,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,9,9,0
1,2,3,95,168-1,15,2/08/16 20:30,302.9,2/23/16 10:06,349.6,9,9,0
1,2,3,95,168-1,15,2/08/16 20:30,349.6,2/25/16 08:24,395.9,9,9,0
1,2,3,95,168-1,15,2/08/16 20:30,395.9,2/27/16 10:03,445.55,9,9,0
1,2,3,95,168-1,15,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,9,9,0
1,2,3,95,168-1,15,,494.7166667,,Inf,9,10,1
1,2,3,96,141-2,20,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,96,141-2,20,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,96,141-2,20,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,96,141-2,20,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,0,0
1,2,3,96,141-2,20,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,0,1,1
1,2,3,96,141-2,20,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,1,1,0
1,2,3,96,141-2,20,2/08/16 20:30,302.9,2/23/16 10:06,349.6,1,1,0
1,2,3,96,141-2,20,2/08/16 20:30,349.6,2/25/16 08:24,395.9,1,2,1
1,2,3,96,141-2,20,2/08/16 20:30,395.9,2/27/16 10:03,445.55,2,2,0
1,2,3,96,141-2,20,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,2,2,0
1,2,3,96,141-2,20,,494.7166667,,Inf,2,10,8
1,2,3,97,163-2,15,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,97,163-2,15,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,2,2
1,2,3,97,163-2,15,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,2,7,5
1,2,3,97,163-2,15,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,7,9,2
1,2,3,97,163-2,15,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,9,10,1
1,2,3,97,163-2,15,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,10,10,0
1,2,3,97,163-2,15,2/08/16 20:30,302.9,2/23/16 10:06,349.6,10,10,0
1,2,3,97,163-2,15,2/08/16 20:30,349.6,2/25/16 08:24,395.9,10,10,0
1,2,3,97,163-2,15,2/08/16 20:30,395.9,2/27/16 10:03,445.55,10,10,0
1,2,3,97,163-2,15,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,10,10,0
1,2,3,97,163-2,15,,494.7166667,,Inf,10,10,0
1,2,3,98,177-1,0,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,98,177-1,0,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,5,5
1,2,3,98,177-1,0,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,5,5,0
1,2,3,98,177-1,0,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,5,5,0
1,2,3,98,177-1,0,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,5,6,1
1,2,3,98,177-1,0,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,6,6,0
1,2,3,98,177-1,0,2/08/16 20:30,302.9,2/23/16 10:06,349.6,6,6,0
1,2,3,98,177-1,0,2/08/16 20:30,349.6,2/25/16 08:24,395.9,6,6,0
1,2,3,98,177-1,0,2/08/16 20:30,395.9,2/27/16 10:03,445.55,6,6,0
1,2,3,98,177-1,0,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,6,6,0
1,2,3,98,177-1,0,,494.7166667,,Inf,6,10,4
1,2,3,99,100-1,0,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,99,100-1,0,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,99,100-1,0,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,99,100-1,0,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,6,6
1,2,3,99,100-1,0,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,6,7,1
1,2,3,99,100-1,0,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,7,10,3
1,2,3,99,100-1,0,2/08/16 20:30,302.9,2/23/16 10:06,349.6,10,10,0
1,2,3,99,100-1,0,2/08/16 20:30,349.6,2/25/16 08:24,395.9,10,10,0
1,2,3,99,100-1,0,2/08/16 20:30,395.9,2/27/16 10:03,445.55,10,10,0
1,2,3,99,100-1,0,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,10,10,0
1,2,3,99,100-1,0,,494.7166667,,Inf,10,10,0
1,2,3,100,188-2,20,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,100,188-2,20,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,100,188-2,20,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,100,188-2,20,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,0,0
1,2,3,100,188-2,20,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,0,0,0
1,2,3,100,188-2,20,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,0,1,1
1,2,3,100,188-2,20,2/08/16 20:30,302.9,2/23/16 10:06,349.6,1,7,6
1,2,3,100,188-2,20,2/08/16 20:30,349.6,2/25/16 08:24,395.9,7,7,0
1,2,3,100,188-2,20,2/08/16 20:30,395.9,2/27/16 10:03,445.55,7,7,0
1,2,3,100,188-2,20,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,7,7,0
1,2,3,100,188-2,20,,494.7166667,,Inf,7,10,3
1,2,3,101,141-2,0,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,101,141-2,0,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,101,141-2,0,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,3,3
1,2,3,101,141-2,0,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,3,5,2
1,2,3,101,141-2,0,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,5,6,1
1,2,3,101,141-2,0,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,6,6,0
1,2,3,101,141-2,0,2/08/16 20:30,302.9,2/23/16 10:06,349.6,6,6,0
1,2,3,101,141-2,0,2/08/16 20:30,349.6,2/25/16 08:24,395.9,6,7,1
1,2,3,101,141-2,0,2/08/16 20:30,395.9,2/27/16 10:03,445.55,7,7,0
1,2,3,101,141-2,0,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,7,7,0
1,2,3,101,141-2,0,,494.7166667,,Inf,7,10,3
1,2,3,102,217-2,20,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,102,217-2,20,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,102,217-2,20,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,102,217-2,20,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,1,1
1,2,3,102,217-2,20,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,1,6,5
1,2,3,102,217-2,20,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,6,8,2
1,2,3,102,217-2,20,2/08/16 20:30,302.9,2/23/16 10:06,349.6,8,8,0
1,2,3,102,217-2,20,2/08/16 20:30,349.6,2/25/16 08:24,395.9,8,8,0
1,2,3,102,217-2,20,2/08/16 20:30,395.9,2/27/16 10:03,445.55,8,8,0
1,2,3,102,217-2,20,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,8,8,0
1,2,3,102,217-2,20,,494.7166667,,Inf,8,10,2
1,2,3,103,126-1,0,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,103,126-1,0,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,103,126-1,0,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,103,126-1,0,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,2,2
1,2,3,103,126-1,0,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,2,7,5
1,2,3,103,126-1,0,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,7,9,2
1,2,3,103,126-1,0,2/08/16 20:30,302.9,2/23/16 10:06,349.6,9,9,0
1,2,3,103,126-1,0,2/08/16 20:30,349.6,2/25/16 08:24,395.9,9,9,0
1,2,3,103,126-1,0,2/08/16 20:30,395.9,2/27/16 10:03,445.55,9,9,0
1,2,3,103,126-1,0,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,9,9,0
1,2,3,103,126-1,0,,494.7166667,,Inf,9,10,1
1,2,3,104,109-2,0,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,104,109-2,0,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,104,109-2,0,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,104,109-2,0,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,0,0
1,2,3,104,109-2,0,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,0,4,4
1,2,3,104,109-2,0,2/08/16 20:30,253.8333333,2/21/16 11:24,302.9,4,9,5
1,2,3,104,109-2,0,2/08/16 20:30,302.9,2/23/16 10:06,349.6,9,10,1
1,2,3,104,109-2,0,2/08/16 20:30,349.6,2/25/16 08:24,395.9,10,10,0
1,2,3,104,109-2,0,2/08/16 20:30,395.9,2/27/16 10:03,445.55,10,10,0
1,2,3,104,109-2,0,2/08/16 20:30,445.55,2/29/16 11:13,494.7166667,10,10,0
1,2,3,104,109-2,0,,494.7166667,,Inf,10,10,0
1,2,3,105,105-1,0,2/08/16 20:30,0,2/11/16 08:39,60.15,0,0,0
1,2,3,105,105-1,0,2/08/16 20:30,60.15,2/13/16 08:31,108.0166667,0,0,0
1,2,3,105,105-1,0,2/08/16 20:30,108.0166667,2/15/16 08:29,155.9833333,0,0,0
1,2,3,105,105-1,0,2/08/16 20:30,155.9833333,2/17/16 10:36,206.1,0,0,0
1,2,3,105,105-1,0,2/08/16 20:30,206.1,2/19/16 10:20,253.8333333,0,4,4
