rep,run,shelf,plate,line,trt,type,end,status,germinated,notes
2,3,2,38,188-2,10,E3,302.1333333,1,1,
2,3,2,40,151-2,0,E3,302.1333333,1,1,
2,3,2,42,Johnny's,10,C1,302.1333333,1,1,
2,3,2,43,189-1,0,E3,302.1333333,1,1,
2,3,2,64,219-1,10,E3,302.1333333,1,1,
2,3,2,46,119-2,15,E3,302.1333333,1,2,
2,3,2,51,100-1,10,C2,302.1333333,1,2,
2,3,2,57,100-1,15,C2,302.1333333,1,2,
2,3,2,69,Johnny's,20,C1,302.1333333,1,2,
2,3,2,53,218-1,20,E3,302.1333333,1,3,
2,3,2,61,109-2,0,E3,302.1333333,1,3,
2,3,5,157,133-1,0,E3,301.7333333,1,1,
2,3,5,177,100-1,15,C2,301.7333333,1,1,
2,3,5,179,138-1,20,E3,301.7333333,1,1,
2,3,7,221,219-1,15,E3,301.7333333,1,1,
2,3,7,230,100-1,20,C2,301.7333333,1,1,
2,3,7,232,104-2,15,E3,301.7333333,1,1,
2,3,7,235,104-2,10,E3,301.7333333,1,1,
2,3,7,236,100-1,10,C2,301.7333333,1,1,
2,3,7,243,136-1,15,E3,301.7333333,1,1,
2,3,5,154,125-2,0,E3,301.7333333,1,2,
2,3,5,158,122-1,10,E3,301.7333333,1,2,
2,3,7,245,208-1,10,E3,301.7333333,1,2,
2,3,5,160,100-1,20,C2,301.7333333,1,3,
2,3,7,224,187-2,20,E3,301.7333333,1,3,
2,3,7,248,107-1,0,E3,301.7333333,1,5,
2,3,8,265,100-1,0,C2,301.1166667,1,1,
2,3,8,280,147-1,10,E3,301.1166667,1,1,
2,3,8,286,156-2,15,E3,301.1166667,1,1,
2,3,8,284,179-2,20,E3,301.1166667,1,2,
2,3,8,285,100-1,15,C2,301.1166667,1,2,
2,3,6,192,100-1,15,C2,301.0333333,1,1,
2,3,6,199,Johnny's,0,C1,301.0333333,1,1,
2,3,6,208,100-1,0,C2,301.0333333,1,1,
2,3,9,301,156-2,10,E3,300.75,1,1,
2,3,9,308,208-1,20,E3,300.75,1,1,
2,3,9,311,119-2,0,E3,300.75,1,1,
2,3,9,320,119-2,10,E3,300.75,1,1,
2,3,9,293,204-2,10,E3,300.75,1,2,
2,3,9,296,125-2,15,E3,300.75,1,2,
2,3,9,299,100-1,10,C2,300.75,1,3,
2,4,7,244,124-1,10,E3,256.85,1,1,
2,4,7,217,100-1,0,C2,256.85,1,2,
2,4,7,221,100-1,0,C2,256.85,1,2,
2,4,7,240,118-2,20,E3,256.85,1,2,
2,4,1,8,100-1,20,C2,256.58,1,1,
2,4,1,11,208-2,15,E3,256.58,1,1,
2,4,1,25,149-2,0,E3,256.58,1,1,
2,4,1,34,001-1,0,C2,256.58,1,1,
2,4,1,9,124-1,0,E3,256.58,1,3,
2,4,1,17,142-2,20,E3,256.58,1,3,
2,4,1,29,156-1,0,E3,256.58,1,3,
2,4,1,33,122-2,10,E3,256.58,1,4,
2,4,1,24,100-1,15,C2,256.58,1,5,
2,4,3,73,217-1,0,E3,256.45,1,1,
2,4,3,75,100-1,10,C2,256.45,1,1,
2,4,3,92,150-2,20,E3,256.45,1,1,
2,4,3,94,217-1,10,E3,256.45,1,1,
2,4,3,96,149-1,0,E3,256.45,1,1,
2,4,3,100,100-1,20,C2,256.45,1,1,
2,4,2,38,145-2,15,E3,256.42,1,1,
2,4,2,40,137-1,20,E3,256.42,1,1,
2,4,2,48,100-1,15,C2,256.42,1,1,
2,4,2,49,109-1,0,E3,256.42,1,1,
2,4,2,55,98-2,20,E3,256.42,1,2,
2,4,2,66,208-2,10,E3,256.42,1,2,
2,4,2,41,100-1,0,C2,256.42,1,3,
2,4,2,58,102-1,15,E3,256.42,1,3,
2,4,2,44,188-1,0,E3,256.42,1,5,
2,4,1,35,88-1,10,E3,256.33,1,1,
2,4,4,135,204-1,10,E3,256.32,1,1,
2,4,4,137,Johnny's,10,C1,256.32,1,1,
2,4,4,122,122-2,0,E3,256.32,1,2,
2,4,5,157,168-2,20,E3,256.27,1,1,
2,4,5,161,152-1,0,E3,256.27,1,1,
2,4,5,169,79-1,15,E3,256.27,1,1,
2,4,5,145,104-1,0,E3,256.27,1,2,
2,4,5,149,186-1,0,E3,256.27,1,2,
2,4,5,164,204-1,15,E3,256.27,1,4,
2,4,8,262,Johnny's,10,C1,256.25,1,1,
2,4,8,287,93-1,20,E3,256.25,1,1,
2,4,8,259,125-1,10,E3,256.25,1,2,
2,4,8,271,202-1,0,E3,256.25,1,2,
2,4,8,280,100-1,15,C2,256.25,1,2,
2,4,8,281,202-1,10,E3,256.25,1,2,
2,4,6,182,104-1,10,E3,256.23,1,1,
2,4,6,203,134-1,10,E3,256.23,1,1,
2,4,6,204,118-2,0,E3,256.23,1,1,
2,4,6,216,92-1,0,E3,256.23,1,1,
2,4,6,196,148-2,20,E3,256.23,1,2,
2,4,6,209,125-1,0,E3,256.23,1,2,
2,4,9,289,88-1,0,E3,256.18,1,1,
2,4,9,290,134-1,15,E3,256.18,1,1,
2,4,9,291,163-2,0,E3,256.18,1,1,
2,4,9,292,190-2,0,E3,256.18,1,1,
2,4,9,297,107-2,0,E3,256.18,1,1,
2,4,9,324,79-1,20,E3,256.18,1,1,
2,4,9,295,102-1,0,E3,256.18,1,2,
2,4,9,309,79-1,0,E3,256.18,1,2,
2,4,9,293,118-2,10,E3,256.18,1,3,
2,4,9,311,168-2,15,E3,256.18,1,3,
2,3,4,118,189-1,20,E3,255.2333333,1,1,
2,3,4,119,188-2,20,E3,255.2333333,1,1,
2,3,4,121,215-2,15,E3,255.2333333,1,1,
2,3,4,128,139-2,0,E3,255.2333333,1,1,
2,3,4,123,216-1,10,E3,255.2333333,1,2,
2,3,4,138,191-2,0,E3,255.2333333,1,2,
2,3,4,124,100-1,0,C2,255.2333333,1,3,
2,3,4,131,187-2,15,E3,255.2333333,1,3,
2,3,1,8,75-1,15,E3,255.0333333,1,1,
2,3,1,16,173-2,0,E3,255.0333333,1,1,
2,3,1,21,185-2,15,E3,255.0333333,1,1,
2,3,1,23,187-1,10,E3,255.0333333,1,1,
2,3,1,29,Johnny's,0,C1,255.0333333,1,1,
2,3,1,31,75-1,20,E3,255.0333333,1,1,
2,3,1,32,133-1,20,E3,255.0333333,1,1,
2,3,1,33,141-1,0,E3,255.0333333,1,1,
2,3,1,34,165-1,10,E3,255.0333333,1,1,
2,3,1,36,208-1,15,E3,255.0333333,1,1,
2,3,1,3,Johnny's,10,C1,255.0333333,1,2,
2,3,1,9,Johnny's,15,C1,255.0333333,1,2,
2,3,1,11,75-1,0,E3,255.0333333,1,2,
2,3,1,15,187-2,10,E3,255.0333333,1,2,
2,3,1,17,109-2,10,E3,255.0333333,1,2,
2,3,1,26,125-2,10,E3,255.0333333,1,2,
2,3,1,30,204-2,20,E3,255.0333333,1,2,
2,3,1,13,118-1,0,E3,255.0333333,1,3,
2,3,1,25,107-1,20,E3,255.0333333,1,3,
2,3,3,74,100-1,20,C2,254.85,1,1,
2,3,3,76,187-1,0,E3,254.85,1,1,
2,3,3,78,215-1,20,E3,254.85,1,1,
2,3,3,79,139-1,20,E3,254.85,1,1,
2,3,3,90,183-1,15,E3,254.85,1,1,
2,3,3,93,145-1,10,E3,254.85,1,1,
2,3,3,94,145-1,0,E3,254.85,1,1,
2,3,3,80,Johnny's,20,C1,254.85,1,2,
2,3,3,82,Johnny's,15,C1,254.85,1,2,
2,3,3,106,188-2,0,E3,254.85,1,2,
2,3,3,107,208-1,0,E3,254.85,1,2,
2,3,3,87,219-2,10,E3,254.85,1,3,
2,3,3,85,122-1,15,E3,254.85,1,5,
2,3,3,97,187-2,0,E3,254.85,1,5,
2,3,2,38,188-2,10,E3,254.7833333,1,1,
2,3,2,42,Johnny's,10,C1,254.7833333,1,1,
2,3,2,43,189-1,0,E3,254.7833333,1,1,
2,3,2,59,144-2,15,E3,254.7833333,1,1,
2,3,2,60,164-2,10,E3,254.7833333,1,1,
2,3,2,72,179-2,0,E3,254.7833333,1,1,
2,3,2,37,183-1,20,E3,254.7833333,1,2,
2,3,2,40,151-2,0,E3,254.7833333,1,2,
2,3,2,46,119-2,15,E3,254.7833333,1,2,
2,3,2,52,75-2,20,E3,254.7833333,1,2,
2,3,2,51,100-1,10,C2,254.7833333,1,3,
2,3,2,57,100-1,15,C2,254.7833333,1,3,
2,3,2,61,109-2,0,E3,254.7833333,1,3,
2,3,2,53,218-1,20,E3,254.7833333,1,6,
2,3,7,222,139-2,10,E3,254.5166667,1,1,
2,3,7,244,126-2,0,E3,254.5166667,1,1,
2,3,7,250,163-1,0,E3,254.5166667,1,1,
2,3,7,224,187-2,20,E3,254.5166667,1,2,
2,3,7,230,100-1,20,C2,254.5166667,1,2,
2,3,7,235,104-2,10,E3,254.5166667,1,2,
2,3,7,245,208-1,10,E3,254.5166667,1,2,
2,3,7,232,104-2,15,E3,254.5166667,1,3,
2,3,7,248,107-1,0,E3,254.5166667,1,3,
2,3,7,228,204-2,0,E3,254.5166667,1,4,
2,3,7,229,104-2,0,E3,254.5166667,1,5,
2,3,5,152,131-1,15,E3,254.3833333,1,1,
2,3,5,158,122-1,10,E3,254.3833333,1,1,
2,3,5,162,148-1,20,E3,254.3833333,1,1,
2,3,5,154,125-2,0,E3,254.3833333,1,2,
2,3,5,147,100-1,10,C2,254.3833333,1,4,
2,3,5,150,191-2,20,E3,254.3833333,1,4,
2,3,5,177,100-1,15,C2,254.3833333,1,4,
2,3,8,255,173-2,20,E3,253.9333333,1,1,
2,3,8,257,136-2,0,E3,253.9333333,1,1,
2,3,8,267,150-1,20,E3,253.9333333,1,1,
2,3,8,279,84-1,15,E3,253.9333333,1,1,
2,3,8,286,156-2,15,E3,253.9333333,1,1,
2,3,8,253,Johnny's,15,C1,253.9333333,1,2,
2,3,8,271,138-1,0,E3,253.9333333,1,2,
2,3,8,284,179-2,20,E3,253.9333333,1,2,
2,3,8,285,100-1,15,C2,253.9333333,1,2,
2,3,8,265,100-1,0,C2,253.9333333,1,3,
2,3,6,183,75-2,15,E3,253.7666667,1,1,
2,3,6,199,Johnny's,0,C1,253.7666667,1,1,
2,3,6,205,98-1,0,E3,253.7666667,1,1,
2,3,6,215,165-1,0,E3,253.7666667,1,1,
2,3,6,194,156-2,0,E3,253.7666667,1,2,
2,3,6,201,219-2,0,E3,253.7666667,1,2,
2,3,6,216,Johnny's,15,C1,253.7666667,1,2,
2,3,6,192,100-1,15,C2,253.7666667,1,3,
2,3,6,208,100-1,0,C2,253.7666667,1,3,
2,3,9,299,100-1,10,C2,253.5666667,1,1,
2,3,9,304,130-2,20,E3,253.5666667,1,1,
2,3,9,311,119-2,0,E3,253.5666667,1,1,
2,3,9,313,126-2,15,E3,253.5666667,1,1,
2,3,9,296,125-2,15,E3,253.5666667,1,2,
2,3,9,300,118-1,15,E3,253.5666667,1,2,
2,3,9,316,100-1,20,C2,253.5666667,1,2,
2,3,9,293,204-2,10,E3,253.5666667,1,3,
2,3,9,320,119-2,10,E3,253.5666667,1,3,
2,3,9,307,100-1,0,C2,253.5666667,1,5,
2,4,7,219,126-1,20,E3,208.77,1,1,
2,4,7,221,100-1,0,C2,208.77,1,1,
2,4,7,222,174-2,15,E3,208.77,1,1,
2,4,7,243,91-1,15,E3,208.77,1,1,
2,4,7,248,106-1,15,E3,208.77,1,1,
2,4,7,250,92-1,15,E3,208.77,1,1,
2,4,7,238,170-1,20,E3,208.77,1,2,
2,4,7,240,118-2,20,E3,208.77,1,2,
2,4,7,244,124-1,10,E3,208.77,1,2,
2,4,7,217,100-1,0,C2,208.77,1,3,
2,4,7,246,217-2,15,E3,208.77,1,3,
2,4,7,239,130-1,20,E3,208.77,1,4,
2,4,1,3,001-1,10,C2,208.45,1,1,
2,4,1,15,152-1,20,E3,208.45,1,1,
2,4,1,19,128-2,0,E3,208.45,1,1,
2,4,1,20,100-2,10,E3,208.45,1,1,
2,4,1,33,122-2,10,E3,208.45,1,1,
2,4,1,7,182-1,15,E3,208.45,1,2,
2,4,1,12,164-1,10,E3,208.45,1,2,
2,4,1,29,156-1,0,E3,208.45,1,2,
2,4,1,9,124-1,0,E3,208.45,1,4,
2,4,1,18,190-1,20,E3,208.45,1,4,
2,4,1,1,134-2,20,E3,208.45,1,5,
2,4,3,80,174-1,0,E3,208.3,1,1,
2,4,3,83,147-2,15,E3,208.3,1,1,
2,4,3,96,149-1,0,E3,208.3,1,1,
2,4,3,106,135-1,20,E3,208.3,1,1,
2,4,3,107,145-2,20,E3,208.3,1,1,
2,4,3,75,100-1,10,C2,208.3,1,2,
2,4,3,78,126-1,0,E3,208.3,1,2,
2,4,3,85,104-1,20,E3,208.3,1,2,
2,4,3,86,100-1,15,C2,208.3,1,2,
2,4,3,103,204-1,0,E3,208.3,1,2,
2,4,3,76,134-2,0,E3,208.3,1,3,
2,4,2,43,146-1,20,E3,208.25,1,1,
2,4,2,49,109-1,0,E3,208.25,1,1,
2,4,2,56,132-1,0,E3,208.25,1,1,
2,4,2,57,105-1,10,E3,208.25,1,1,
2,4,2,58,102-1,15,E3,208.25,1,1,
2,4,2,63,88-1,15,E3,208.25,1,1,
2,4,2,64,190-1,10,E3,208.25,1,1,
2,4,2,66,208-2,10,E3,208.25,1,1,
2,4,2,41,100-1,0,C2,208.25,1,2,
2,4,2,42,138-2,0,E3,208.25,1,2,
2,4,2,70,105-1,20,E3,208.25,1,2,
2,4,2,50,105-1,15,E3,208.25,1,3,
2,4,2,52,173-1,20,E3,208.25,1,3,
2,4,2,40,137-1,20,E3,208.25,1,4,
2,4,2,48,100-1,15,C2,208.25,1,4,
2,4,2,44,188-1,0,E3,208.25,1,5,
2,4,1,35,88-1,10,E3,208.2,1,2,
2,4,4,109,79-1,10,E3,208.17,1,1,
2,4,4,114,149-1,10,E3,208.17,1,1,
2,4,4,122,122-2,0,E3,208.17,1,1,
2,4,4,128,129-1,10,E3,208.17,1,1,
2,4,8,257,132-1,15,E3,208.17,1,1,
2,4,8,259,125-1,10,E3,208.17,1,1,
2,4,8,262,Johnny's,10,C1,208.17,1,1,
2,4,8,264,106-1,0,E3,208.17,1,1,
2,4,8,267,143-1,15,E3,208.17,1,1,
2,4,8,287,93-1,20,E3,208.17,1,1,
2,4,4,115,190-2,20,E3,208.17,1,2,
2,4,4,119,181-1,20,E3,208.17,1,2,
2,4,8,270,168-2,0,E3,208.17,1,2,
2,4,8,281,202-1,10,E3,208.17,1,2,
2,4,4,111,100-2,0,E3,208.17,1,3,
2,4,8,269,147-2,0,E3,208.17,1,3,
2,4,4,132,92-1,20,E3,208.17,1,4,
2,4,8,271,202-1,0,E3,208.17,1,5,
2,4,8,263,218-2,20,E3,208.17,1,10,
2,4,9,294,182-1,10,E3,208.15,1,1,
2,4,9,305,122-2,20,E3,208.15,1,1,
2,4,9,307,134-1,0,E3,208.15,1,1,
2,4,9,311,168-2,15,E3,208.15,1,1,
2,4,9,314,204-1,20,E3,208.15,1,1,
2,4,9,316,202-1,15,E3,208.15,1,1,
2,4,9,321,129-1,20,E3,208.15,1,1,
2,4,9,295,102-1,0,E3,208.15,1,2,
2,4,9,309,79-1,0,E3,208.15,1,2,
2,4,9,317,164-1,0,E3,208.15,1,2,
2,4,9,324,79-1,20,E3,208.15,1,2,
2,4,9,308,104-1,15,E3,208.15,1,3,
2,4,9,297,107-2,0,E3,208.15,1,4,
2,4,6,197,208-2,0,E3,208.13,1,1,
2,4,6,199,107-2,20,E3,208.13,1,1,
2,4,6,202,143-1,0,E3,208.13,1,1,
2,4,6,209,125-1,0,E3,208.13,1,1,
2,4,6,194,168-2,10,E3,208.13,1,2,
2,4,6,210,164-1,15,E3,208.13,1,2,
2,4,6,204,118-2,0,E3,208.13,1,6,
2,4,5,145,104-1,0,E3,208.12,1,1,
2,4,5,151,190-1,0,E3,208.12,1,1,
2,4,5,155,102-1,10,E3,208.12,1,1,
2,4,5,159,91-1,10,E3,208.12,1,1,
2,4,5,161,152-1,0,E3,208.12,1,1,
2,4,5,171,148-2,0,E3,208.12,1,1,
2,4,5,147,134-2,15,E3,208.12,1,2,
2,4,5,150,213-2,20,E3,208.12,1,2,
2,4,5,156,98-2,0,E3,208.12,1,2,
2,4,5,160,163-2,20,E3,208.12,1,2,
2,4,5,169,79-1,15,E3,208.12,1,2,
2,4,5,174,128-1,0,E3,208.12,1,2,
2,4,5,157,168-2,20,E3,208.12,1,4,
2,3,4,116,189-1,15,E3,207.1666667,1,1,
2,3,4,119,188-2,20,E3,207.1666667,1,1,
2,3,4,125,167-1,0,E3,207.1666667,1,1,
2,3,4,130,185-2,0,E3,207.1666667,1,1,
2,3,4,111,215-2,20,E3,207.1666667,1,2,
2,3,4,122,168-1,10,E3,207.1666667,1,2,
2,3,4,128,139-2,0,E3,207.1666667,1,2,
2,3,4,138,191-2,0,E3,207.1666667,1,2,
2,3,4,124,100-1,0,C2,207.1666667,1,3,
2,3,4,133,118-1,10,E3,207.1666667,1,4,
2,3,4,131,187-2,15,E3,207.1666667,1,5,
2,3,1,3,Johnny's,10,C1,206.85,1,1,
2,3,1,5,75-2,10,E3,206.85,1,1,
2,3,1,9,Johnny's,15,C1,206.85,1,1,
2,3,1,13,118-1,0,E3,206.85,1,1,
2,3,1,14,218-1,10,E3,206.85,1,1,
2,3,1,16,173-2,0,E3,206.85,1,1,
2,3,1,21,185-2,15,E3,206.85,1,1,
2,3,1,24,80-1,0,E3,206.85,1,1,
2,3,1,27,141-1,10,E3,206.85,1,1,
2,3,1,8,75-1,15,E3,206.85,1,2,
2,3,1,17,109-2,10,E3,206.85,1,2,
2,3,1,26,125-2,10,E3,206.85,1,2,
2,3,1,36,208-1,15,E3,206.85,1,2,
2,3,1,15,187-2,10,E3,206.85,1,3,
2,3,1,20,169-2,20,E3,206.85,1,3,
2,3,1,31,75-1,20,E3,206.85,1,3,
2,3,1,32,133-1,20,E3,206.85,1,3,
2,3,1,12,183-1,0,E3,206.85,1,5,
2,3,1,11,75-1,0,E3,206.85,1,6,
2,3,1,23,187-1,10,E3,206.85,1,8,
2,3,3,81,109-2,15,E3,206.75,1,1,
2,3,3,85,122-1,15,E3,206.75,1,1,
2,3,3,92,179-2,15,E3,206.75,1,1,
2,3,3,93,145-1,10,E3,206.75,1,1,
2,3,3,94,145-1,0,E3,206.75,1,1,
2,3,3,99,118-1,20,E3,206.75,1,1,
2,3,3,103,80-1,20,E3,206.75,1,1,
2,3,3,108,77-1,20,E3,206.75,1,1,
2,3,3,78,215-1,20,E3,206.75,1,2,
2,3,3,79,139-1,20,E3,206.75,1,2,
2,3,3,89,184-1,20,E3,206.75,1,2,
2,3,3,96,185-2,10,E3,206.75,1,2,
2,3,3,73,122-1,0,E3,206.75,1,3,
2,3,3,97,187-2,0,E3,206.75,1,3,
2,3,3,102,141-1,20,E3,206.75,1,3,
2,3,3,107,208-1,0,E3,206.75,1,3,
2,3,3,106,188-2,0,E3,206.75,1,5,
2,3,3,76,187-1,0,E3,206.75,1,7,
2,3,2,46,119-2,15,E3,206.6666667,1,1,
2,3,2,59,144-2,15,E3,206.6666667,1,1,
2,3,2,61,109-2,0,E3,206.6666667,1,1,
2,3,2,65,135-2,20,E3,206.6666667,1,1,
2,3,2,67,77-2,10,E3,206.6666667,1,1,
2,3,2,70,185-2,20,E3,206.6666667,1,1,
2,3,2,71,147-1,0,E3,206.6666667,1,1,
2,3,2,72,179-2,0,E3,206.6666667,1,1,
2,3,2,43,189-1,0,E3,206.6666667,1,2,
2,3,2,55,140-2,0,E3,206.6666667,1,2,
2,3,2,63,130-2,0,E3,206.6666667,1,2,
2,3,2,66,144-1,0,E3,206.6666667,1,2,
2,3,2,38,188-2,10,E3,206.6666667,1,3,
2,3,2,51,100-1,10,C2,206.6666667,1,3,
2,3,2,56,183-1,10,E3,206.6666667,1,3,
2,3,2,42,Johnny's,10,C1,206.6666667,1,5,
2,3,7,218,131-1,0,E3,206.3666667,1,1,
2,3,7,225,169-1,20,E3,206.3666667,1,1,
2,3,7,226,169-1,0,E3,206.3666667,1,1,
2,3,7,230,100-1,20,C2,206.3666667,1,1,
2,3,7,231,133-1,15,E3,206.3666667,1,1,
2,3,7,232,104-2,15,E3,206.3666667,1,1,
2,3,7,224,187-2,20,E3,206.3666667,1,2,
2,3,7,228,204-2,0,E3,206.3666667,1,2,
2,3,7,236,100-1,10,C2,206.3666667,1,2,
2,3,7,248,107-1,0,E3,206.3666667,1,2,
2,3,7,235,104-2,10,E3,206.3666667,1,3,
2,3,7,245,208-1,10,E3,206.3666667,1,3,
2,3,7,252,75-2,0,E3,206.3666667,1,3,
2,3,7,234,144-2,10,E3,206.3666667,1,4,
2,3,7,229,104-2,0,E3,206.3666667,1,5,
2,3,7,240,187-1,15,E3,206.3666667,1,9,
2,3,5,145,147-1,20,E3,206.3166667,1,1,
2,3,5,146,177-1,15,E3,206.3166667,1,1,
2,3,5,148,173-2,10,E3,206.3166667,1,1,
2,3,5,151,136-1,0,E3,206.3166667,1,1,
2,3,5,154,125-2,0,E3,206.3166667,1,1,
2,3,5,156,144-1,20,E3,206.3166667,1,1,
2,3,5,158,122-1,10,E3,206.3166667,1,1,
2,3,5,164,145-1,20,E3,206.3166667,1,1,
2,3,5,166,98-1,15,E3,206.3166667,1,1,
2,3,5,168,151-2,20,E3,206.3166667,1,1,
2,3,5,173,140-2,20,E3,206.3166667,1,1,
2,3,5,175,164-2,20,E3,206.3166667,1,1,
2,3,5,147,100-1,10,C2,206.3166667,1,2,
2,3,5,160,100-1,20,C2,206.3166667,1,2,
2,3,5,165,204-2,15,E3,206.3166667,1,2,
2,3,5,177,100-1,15,C2,206.3166667,1,3,
2,3,5,150,191-2,20,E3,206.3166667,1,6,
2,3,8,253,Johnny's,15,C1,205.8,1,1,
2,3,8,255,173-2,20,E3,205.8,1,1,
2,3,8,256,84-1,10,E3,205.8,1,1,
2,3,8,260,141-1,15,E3,205.8,1,1,
2,3,8,265,100-1,0,C2,205.8,1,1,
2,3,8,267,150-1,20,E3,205.8,1,1,
2,3,8,274,139-1,15,E3,205.8,1,1,
2,3,8,275,131-2,0,E3,205.8,1,1,
2,3,8,276,177-2,0,E3,205.8,1,1,
2,3,8,278,169-2,10,E3,205.8,1,1,
2,3,8,282,177-1,20,E3,205.8,1,1,
2,3,8,283,191-2,10,E3,205.8,1,1,
2,3,8,285,100-1,15,C2,205.8,1,1,
2,3,8,287,216-1,0,E3,205.8,1,1,
2,3,8,261,138-1,10,E3,205.8,1,2,
2,3,8,266,139-1,10,E3,205.8,1,3,
2,3,8,277,Johnny's,10,C1,205.8,1,3,
2,3,6,183,75-2,15,E3,205.6333333,1,1,
2,3,6,186,144-1,10,E3,205.6333333,1,1,
2,3,6,189,177-1,10,E3,205.6333333,1,1,
2,3,6,206,81-2,0,E3,205.6333333,1,1,
2,3,6,209,139-2,20,E3,205.6333333,1,1,
2,3,6,213,140-2,10,E3,205.6333333,1,1,
2,3,6,214,173-2,15,E3,205.6333333,1,1,
2,3,6,215,165-1,0,E3,205.6333333,1,1,
2,3,6,192,100-1,15,C2,205.6333333,1,2,
2,3,6,195,169-1,10,E3,205.6333333,1,2,
2,3,6,201,219-2,0,E3,205.6333333,1,2,
2,3,6,211,188-2,15,E3,205.6333333,1,2,
2,3,6,184,75-1,10,E3,205.6333333,1,3,
2,3,6,194,156-2,0,E3,205.6333333,1,3,
2,3,6,202,136-1,20,E3,205.6333333,1,3,
2,3,6,208,100-1,0,C2,205.6333333,1,3,
2,3,6,216,Johnny's,15,C1,205.6333333,1,4,
2,3,9,293,204-2,10,E3,205.45,1,1,
2,3,9,299,100-1,10,C2,205.45,1,1,
2,3,9,302,144-2,0,E3,205.45,1,1,
2,3,9,304,130-2,20,E3,205.45,1,1,
2,3,9,312,216-1,15,E3,205.45,1,1,
2,3,9,320,119-2,10,E3,205.45,1,1,
2,3,9,301,156-2,10,E3,205.45,1,2,
2,3,9,309,139-1,0,E3,205.45,1,2,
2,3,9,300,118-1,15,E3,205.45,1,3,
2,3,9,315,168-1,15,E3,205.45,1,3,
2,3,9,307,100-1,0,C2,205.45,1,4,
2,3,9,311,119-2,0,E3,205.45,1,4,
2,4,8,253,132-2,0,E3,160.82,1,4,
2,4,7,221,100-1,0,C2,160.78,1,1,
2,4,7,225,137-1,0,E3,160.78,1,1,
2,4,7,229,143-1,10,E3,160.78,1,1,
2,4,7,232,141-2,20,E3,160.78,1,1,
2,4,7,233,213-2,15,E3,160.78,1,1,
2,4,7,234,173-1,10,E3,160.78,1,1,
2,4,7,245,145-2,10,E3,160.78,1,1,
2,4,7,246,217-2,15,E3,160.78,1,1,
2,4,7,250,92-1,15,E3,160.78,1,2,
2,4,7,222,174-2,15,E3,160.78,1,3,
2,4,7,249,146-1,10,E3,160.78,1,3,
2,4,7,228,190-1,15,E3,160.78,1,4,
2,4,7,238,170-1,20,E3,160.78,1,4,
2,4,7,244,124-1,10,E3,160.78,1,6,
2,4,7,251,218-2,15,E3,160.78,1,8,
2,4,1,1,134-2,20,E3,160.53,1,1,
2,4,1,2,213-2,0,E3,160.53,1,1,
2,4,1,8,100-1,20,C2,160.53,1,1,
2,4,1,9,124-1,0,E3,160.53,1,1,
2,4,1,17,142-2,20,E3,160.53,1,1,
2,4,1,24,100-1,15,C2,160.53,1,1,
2,4,1,28,137-2,20,E3,160.53,1,1,
2,4,1,31,130-1,15,E3,160.53,1,1,
2,4,1,32,141-2,15,E3,160.53,1,1,
2,4,1,34,001-1,0,C2,160.53,1,1,
2,4,1,4,148-2,10,E3,160.53,1,2,
2,4,1,21,185-1,10,E3,160.53,1,2,
2,4,1,30,100-1,20,C2,160.53,1,2,
2,4,1,15,152-1,20,E3,160.53,1,3,
2,4,1,20,100-2,10,E3,160.53,1,3,
2,4,1,12,164-1,10,E3,160.53,1,4,
2,4,1,14,100-1,0,C2,160.53,1,5,
2,4,1,16,79-2,20,E3,160.53,1,5,
2,4,3,74,153-2,15,E3,160.37,1,1,
2,4,3,75,100-1,10,C2,160.37,1,1,
2,4,3,79,142-2,10,E3,160.37,1,1,
2,4,3,80,174-1,0,E3,160.37,1,1,
2,4,3,86,100-1,15,C2,160.37,1,1,
2,4,3,89,100-1,10,C2,160.37,1,1,
2,4,3,93,173-1,15,E3,160.37,1,1,
2,4,3,97,149-1,15,E3,160.37,1,1,
2,4,3,98,148-2,15,E3,160.37,1,1,
2,4,3,100,100-1,20,C2,160.37,1,1,
2,4,3,103,204-1,0,E3,160.37,1,1,
2,4,3,108,146-1,0,E3,160.37,1,1,
2,4,3,94,217-1,10,E3,160.37,1,2,
2,4,3,96,149-1,0,E3,160.37,1,2,
2,4,3,107,145-2,20,E3,160.37,1,2,
2,4,3,76,134-2,0,E3,160.37,1,3,
2,4,3,83,147-2,15,E3,160.37,1,3,
2,4,3,91,173-1,0,E3,160.37,1,3,
2,4,3,82,185-1,15,E3,160.37,1,4,
2,4,3,73,217-1,0,E3,160.37,1,5,
2,4,3,106,135-1,20,E3,160.37,1,6,
2,4,2,38,145-2,15,E3,160.32,1,1,
2,4,2,40,137-1,20,E3,160.32,1,1,
2,4,2,43,146-1,20,E3,160.32,1,1,
2,4,2,49,109-1,0,E3,160.32,1,1,
2,4,2,61,130-1,0,E3,160.32,1,1,
2,4,2,39,217-1,20,E3,160.32,1,2,
2,4,2,42,138-2,0,E3,160.32,1,2,
2,4,2,56,132-1,0,E3,160.32,1,2,
2,4,2,57,105-1,10,E3,160.32,1,2,
2,4,2,64,190-1,10,E3,160.32,1,2,
2,4,2,41,100-1,0,C2,160.32,1,3,
2,4,2,45,141-2,0,E3,160.32,1,3,
2,4,2,46,181-1,10,E3,160.32,1,3,
2,4,2,48,100-1,15,C2,160.32,1,3,
2,4,2,55,98-2,20,E3,160.32,1,3,
