Rep,Run,Shelf,Plate,Line,Trt,Type,end,germ,disease,drop
3,6,2,59,189-1,20,,Inf,7,3,
3,6,2,60,208-1,20,,71.95,0,0,
3,6,2,60,208-1,20,,120.03,1,0,
3,6,2,60,208-1,20,,167.99,2,0,
3,6,2,60,208-1,20,,215.66,3,2,
3,6,2,60,208-1,20,,264.06,4,3,
3,6,2,60,208-1,20,,312.03,4,3,
3,6,2,60,208-1,20,,360.06,4,3,
3,6,2,60,208-1,20,,408.1,4,3,
3,6,2,60,208-1,20,,456.02,4,3,
3,6,2,60,208-1,20,,527.81,4,3,
3,6,2,60,208-1,20,,Inf,7,3,
3,6,2,61,Johnny's,10,,71.95,0,0,
3,6,2,61,Johnny's,10,,120.03,0,0,
3,6,2,61,Johnny's,10,,167.99,1,1,
3,6,2,61,Johnny's,10,,215.66,1,1,
3,6,2,61,Johnny's,10,,264.06,4,4,
3,6,2,61,Johnny's,10,,312.03,4,4,
3,6,2,61,Johnny's,10,,360.06,4,5,
3,6,2,61,Johnny's,10,,408.1,4,5,
3,6,2,61,Johnny's,10,,456.02,4,6,
3,6,2,61,Johnny's,10,,527.81,4,6,
3,6,2,61,Johnny's,10,,Inf,4,6,
3,6,2,63,100-1,20,,71.95,0,0,
3,6,2,63,100-1,20,,120.03,0,0,
3,6,2,63,100-1,20,,167.99,0,0,
3,6,2,63,100-1,20,,215.66,3,0,
3,6,2,63,100-1,20,,264.06,3,0,
3,6,2,63,100-1,20,,312.03,3,0,
3,6,2,63,100-1,20,,360.06,4,0,
3,6,2,63,100-1,20,,408.1,4,0,
3,6,2,63,100-1,20,,456.02,5,0,
3,6,2,63,100-1,20,,527.81,5,0,
3,6,2,63,100-1,20,,Inf,9,1,
3,6,2,64,147-1,15,,71.95,0,0,
3,6,2,64,147-1,15,,120.03,4,0,
3,6,2,64,147-1,15,,167.99,4,1,
3,6,2,64,147-1,15,,215.66,4,1,
3,6,2,64,147-1,15,,264.06,4,3,
3,6,2,64,147-1,15,,312.03,4,3,
3,6,2,64,147-1,15,,360.06,4,5,
3,6,2,64,147-1,15,,408.1,4,5,
3,6,2,64,147-1,15,,456.02,4,5,
3,6,2,64,147-1,15,,527.81,4,5,
3,6,2,64,147-1,15,,Inf,5,5,
3,6,2,65,151-1,10,,71.95,5,2,
3,6,2,65,151-1,10,,120.03,5,2,
3,6,2,65,151-1,10,,167.99,5,2,
3,6,2,65,151-1,10,,215.66,5,2,
3,6,2,65,151-1,10,,264.06,5,2,
3,6,2,65,151-1,10,,312.03,5,3,
3,6,2,65,151-1,10,,360.06,5,3,
3,6,2,65,151-1,10,,408.1,5,3,
3,6,2,65,151-1,10,,456.02,5,3,
3,6,2,65,151-1,10,,527.81,5,5,
3,6,2,65,151-1,10,,Inf,5,5,
3,6,2,66,187-2,20,,71.95,0,0,
3,6,2,66,187-2,20,,120.03,0,0,
3,6,2,66,187-2,20,,167.99,1,1,
3,6,2,66,187-2,20,,215.66,1,1,
3,6,2,66,187-2,20,,264.06,1,2,
3,6,2,66,187-2,20,,312.03,1,2,
3,6,2,66,187-2,20,,360.06,1,2,
3,6,2,66,187-2,20,,408.1,1,2,
3,6,2,66,187-2,20,,456.02,1,2,
3,6,2,66,187-2,20,,527.81,1,2,
3,6,2,66,187-2,20,,Inf,6,4,
3,6,2,67,187-2,0,,71.95,0,0,
3,6,2,67,187-2,0,,120.03,0,0,
3,6,2,67,187-2,0,,167.99,1,0,
3,6,2,67,187-2,0,,215.66,1,0,
3,6,2,67,187-2,0,,264.06,2,1,
3,6,2,67,187-2,0,,312.03,3,3,
3,6,2,67,187-2,0,,360.06,4,3,
3,6,2,67,187-2,0,,408.1,4,3,
3,6,2,67,187-2,0,,456.02,4,3,
3,6,2,67,187-2,0,,527.81,4,3,
3,6,2,67,187-2,0,,Inf,5,5,
3,6,2,68,163-2,20,,71.95,0,0,
3,6,2,68,163-2,20,,120.03,5,0,
3,6,2,68,163-2,20,,167.99,6,1,
3,6,2,68,163-2,20,,215.66,7,1,
3,6,2,68,163-2,20,,264.06,7,1,
3,6,2,68,163-2,20,,312.03,7,1,
3,6,2,68,163-2,20,,360.06,7,2,
3,6,2,68,163-2,20,,408.1,7,2,
3,6,2,68,163-2,20,,456.02,7,2,
3,6,2,68,163-2,20,,527.81,7,2,
3,6,2,68,163-2,20,,Inf,7,3,
3,6,2,69,144-1,10,,71.95,0,0,
3,6,2,69,144-1,10,,120.03,8,0,
3,6,2,69,144-1,10,,167.99,8,0,
3,6,2,69,144-1,10,,215.66,8,0,
3,6,2,69,144-1,10,,264.06,8,0,
3,6,2,69,144-1,10,,312.03,8,0,
3,6,2,69,144-1,10,,360.06,8,2,
3,6,2,69,144-1,10,,408.1,8,2,
3,6,2,69,144-1,10,,456.02,8,2,
3,6,2,69,144-1,10,,527.81,8,2,
3,6,2,69,144-1,10,,Inf,8,2,
3,6,2,70,204-1,15,,71.95,0,0,
3,6,2,70,204-1,15,,120.03,1,0,
3,6,2,70,204-1,15,,167.99,6,0,
3,6,2,70,204-1,15,,215.66,9,0,
3,6,2,70,204-1,15,,264.06,9,0,
3,6,2,70,204-1,15,,312.03,10,0,
3,6,2,70,204-1,15,,360.06,10,0,
3,6,2,70,204-1,15,,408.1,10,0,
3,6,2,70,204-1,15,,456.02,10,0,
3,6,2,70,204-1,15,,527.81,10,0,
3,6,2,70,204-1,15,,Inf,10,0,
3,6,2,71,100-2,0,,71.95,0,0,
3,6,2,71,100-2,0,,120.03,0,0,
3,6,2,71,100-2,0,,167.99,1,0,
3,6,2,71,100-2,0,,215.66,2,0,
3,6,2,71,100-2,0,,264.06,3,0,
3,6,2,71,100-2,0,,312.03,3,0,
3,6,2,71,100-2,0,,360.06,3,2,
3,6,2,71,100-2,0,,408.1,3,3,
3,6,2,71,100-2,0,,456.02,3,3,
3,6,2,71,100-2,0,,527.81,3,4,
3,6,2,71,100-2,0,,Inf,5,5,
3,6,2,72,141-1,10,,71.95,0,0,
3,6,2,72,141-1,10,,120.03,3,0,
3,6,2,72,141-1,10,,167.99,4,0,
3,6,2,72,141-1,10,,215.66,5,0,
3,6,2,72,141-1,10,,264.06,5,1,
3,6,2,72,141-1,10,,312.03,5,2,
3,6,2,72,141-1,10,,360.06,5,3,
3,6,2,72,141-1,10,,408.1,5,4,
3,6,2,72,141-1,10,,456.02,5,3,
3,6,2,72,141-1,10,,527.81,5,5,
3,6,2,72,141-1,10,,Inf,5,5,
3,6,3,73,208-1,0,,71.95,0,0,
3,6,3,73,208-1,0,,120.03,0,0,
3,6,3,73,208-1,0,,167.99,2,0,
3,6,3,73,208-1,0,,215.66,3,0,
3,6,3,73,208-1,0,,264.06,9,0,
3,6,3,73,208-1,0,,312.03,9,1,
3,6,3,73,208-1,0,,360.06,9,1,
3,6,3,73,208-1,0,,408.1,9,1,
3,6,3,73,208-1,0,,456.02,9,1,
3,6,3,73,208-1,0,,527.81,9,1,
3,6,3,73,208-1,0,,Inf,9,1,
3,6,3,74,202-1,10,,71.95,0,0,
3,6,3,74,202-1,10,,120.03,0,0,
3,6,3,74,202-1,10,,167.99,1,0,
3,6,3,74,202-1,10,,215.66,2,0,
3,6,3,74,202-1,10,,264.06,2,0,
3,6,3,74,202-1,10,,312.03,3,0,
3,6,3,74,202-1,10,,360.06,3,1,
3,6,3,74,202-1,10,,408.1,5,1,
3,6,3,74,202-1,10,,456.02,5,1,
3,6,3,74,202-1,10,,527.81,6,1,
3,6,3,74,202-1,10,,Inf,6,4,
3,6,3,75,136-2,10,,71.95,1,0,
3,6,3,75,136-2,10,,120.03,3,1,
3,6,3,75,136-2,10,,167.99,5,1,
3,6,3,75,136-2,10,,215.66,5,2,
3,6,3,75,136-2,10,,264.06,5,3,
3,6,3,75,136-2,10,,312.03,5,3,
3,6,3,75,136-2,10,,360.06,5,3,
3,6,3,75,136-2,10,,408.1,6,3,
3,6,3,75,136-2,10,,456.02,6,3,
3,6,3,75,136-2,10,,527.81,6,3,
3,6,3,75,136-2,10,,Inf,6,4,
3,6,3,76,122-1,20,,71.95,0,0,
3,6,3,76,122-1,20,,120.03,0,0,
3,6,3,76,122-1,20,,167.99,0,0,
3,6,3,76,122-1,20,,215.66,0,0,
3,6,3,76,122-1,20,,264.06,1,0,
3,6,3,76,122-1,20,,312.03,1,0,
3,6,3,76,122-1,20,,360.06,1,0,
3,6,3,76,122-1,20,,408.1,1,0,
3,6,3,76,122-1,20,,456.02,1,0,
3,6,3,76,122-1,20,,527.81,1,0,1
3,6,3,76,122-1,20,,Inf,9,0,
3,6,3,77,184-1,15,,71.95,0,0,
3,6,3,77,184-1,15,,120.03,0,0,
3,6,3,77,184-1,15,,167.99,1,1,
3,6,3,77,184-1,15,,215.66,4,1,
3,6,3,77,184-1,15,,264.06,5,2,
3,6,3,77,184-1,15,,312.03,5,3,
3,6,3,77,184-1,15,,360.06,5,2,
3,6,3,77,184-1,15,,408.1,5,3,
3,6,3,77,184-1,15,,456.02,6,3,
3,6,3,77,184-1,15,,527.81,6,3,
3,6,3,77,184-1,15,,Inf,7,3,
3,6,3,78,170-1,0,,71.95,0,0,
3,6,3,78,170-1,0,,120.03,4,0,
3,6,3,78,170-1,0,,167.99,5,0,
3,6,3,78,170-1,0,,215.66,6,0,
3,6,3,78,170-1,0,,264.06,7,1,
3,6,3,78,170-1,0,,312.03,7,2,
3,6,3,78,170-1,0,,360.06,7,2,
3,6,3,78,170-1,0,,408.1,7,2,
3,6,3,78,170-1,0,,456.02,7,2,
3,6,3,78,170-1,0,,527.81,7,3,
3,6,3,78,170-1,0,,Inf,7,3,
3,6,3,79,163-1,20,,71.95,0,1,
3,6,3,79,163-1,20,,120.03,0,2,
3,6,3,79,163-1,20,,167.99,4,2,
3,6,3,79,163-1,20,,215.66,4,2,
3,6,3,79,163-1,20,,264.06,4,2,
3,6,3,79,163-1,20,,312.03,4,2,
3,6,3,79,163-1,20,,360.06,4,2,
3,6,3,79,163-1,20,,408.1,4,3,
3,6,3,79,163-1,20,,456.02,5,3,
3,6,3,79,163-1,20,,527.81,5,3,
3,6,3,79,163-1,20,,Inf,7,3,
3,6,3,80,179-2,20,,71.95,0,0,
3,6,3,80,179-2,20,,120.03,0,0,
3,6,3,80,179-2,20,,167.99,2,2,
3,6,3,80,179-2,20,,215.66,2,2,
3,6,3,80,179-2,20,,264.06,2,3,
3,6,3,80,179-2,20,,312.03,2,4,
3,6,3,80,179-2,20,,360.06,3,4,
3,6,3,80,179-2,20,,408.1,3,4,
3,6,3,80,179-2,20,,456.02,3,4,
3,6,3,80,179-2,20,,527.81,3,4,
3,6,3,80,179-2,20,,Inf,5,5,
3,6,3,81,144-2,10,,71.95,0,0,
3,6,3,81,144-2,10,,120.03,4,1,
3,6,3,81,144-2,10,,167.99,4,2,
3,6,3,81,144-2,10,,215.66,4,2,
3,6,3,81,144-2,10,,264.06,4,3,
3,6,3,81,144-2,10,,312.03,4,6,
3,6,3,81,144-2,10,,360.06,4,6,
3,6,3,81,144-2,10,,408.1,4,6,
3,6,3,81,144-2,10,,456.02,4,6,
3,6,3,81,144-2,10,,527.81,4,6,
3,6,3,81,144-2,10,,Inf,4,6,
3,6,3,82,189-1,0,,71.95,0,0,
3,6,3,82,189-1,0,,120.03,0,0,
3,6,3,82,189-1,0,,167.99,1,0,
3,6,3,82,189-1,0,,215.66,2,2,
3,6,3,82,189-1,0,,264.06,3,2,
3,6,3,82,189-1,0,,312.03,3,5,
3,6,3,82,189-1,0,,360.06,3,6,
3,6,3,82,189-1,0,,408.1,3,7,
3,6,3,82,189-1,0,,456.02,3,7,
3,6,3,82,189-1,0,,527.81,3,7,
3,6,3,82,189-1,0,,Inf,3,7,
3,6,3,83,138-2,0,,71.95,0,0,
3,6,3,83,138-2,0,,120.03,2,0,
3,6,3,83,138-2,0,,167.99,2,1,
3,6,3,83,138-2,0,,215.66,2,1,
3,6,3,83,138-2,0,,264.06,2,3,
3,6,3,83,138-2,0,,312.03,2,3,
3,6,3,83,138-2,0,,360.06,2,6,
3,6,3,83,138-2,0,,408.1,2,6,
3,6,3,83,138-2,0,,456.02,2,6,
3,6,3,83,138-2,0,,527.81,2,8,
3,6,3,83,138-2,0,,Inf,2,8,
3,6,3,84,120-1,10,,71.95,2,0,
3,6,3,84,120-1,10,,120.03,4,1,
3,6,3,84,120-1,10,,167.99,4,1,
3,6,3,84,120-1,10,,215.66,4,4,
3,6,3,84,120-1,10,,264.06,4,6,
3,6,3,84,120-1,10,,312.03,4,6,
3,6,3,84,120-1,10,,360.06,4,6,
3,6,3,84,120-1,10,,408.1,4,6,
3,6,3,84,120-1,10,,456.02,4,6,
3,6,3,84,120-1,10,,527.81,4,6,
3,6,3,84,120-1,10,,Inf,4,6,
3,6,3,85,140-2,15,,71.95,0,0,
3,6,3,85,140-2,15,,120.03,2,1,
3,6,3,85,140-2,15,,167.99,2,2,
3,6,3,85,140-2,15,,215.66,2,2,
3,6,3,85,140-2,15,,264.06,3,5,
3,6,3,85,140-2,15,,312.03,3,5,
3,6,3,85,140-2,15,,360.06,3,5,
3,6,3,85,140-2,15,,408.1,3,5,
3,6,3,85,140-2,15,,456.02,3,7,
3,6,3,85,140-2,15,,527.81,3,7,
3,6,3,85,140-2,15,,Inf,3,7,
3,6,3,86,187-1,20,,71.95,0,0,
3,6,3,86,187-1,20,,120.03,0,0,
3,6,3,86,187-1,20,,167.99,7,0,
3,6,3,86,187-1,20,,215.66,7,0,
3,6,3,86,187-1,20,,264.06,6,0,
3,6,3,86,187-1,20,,312.03,6,0,
3,6,3,86,187-1,20,,360.06,6,0,
3,6,3,86,187-1,20,,408.1,6,0,
3,6,3,86,187-1,20,,456.02,6,0,
3,6,3,86,187-1,20,,527.81,6,0,
3,6,3,86,187-1,20,,Inf,10,0,
3,6,3,87,138-1,20,,71.95,0,0,
3,6,3,87,138-1,20,,120.03,0,2,
3,6,3,87,138-1,20,,167.99,2,2,
3,6,3,87,138-1,20,,215.66,2,2,
3,6,3,87,138-1,20,,264.06,2,3,
3,6,3,87,138-1,20,,312.03,2,3,
3,6,3,87,138-1,20,,360.06,3,6,
3,6,3,87,138-1,20,,408.1,3,6,
3,6,3,87,138-1,20,,456.02,3,6,
3,6,3,87,138-1,20,,527.81,3,7,
3,6,3,87,138-1,20,,Inf,3,7,
3,6,3,88,138-1,10,,71.95,0,0,
3,6,3,88,138-1,10,,120.03,1,4,
3,6,3,88,138-1,10,,167.99,1,4,
3,6,3,88,138-1,10,,215.66,1,6,
3,6,3,88,138-1,10,,264.06,1,9,
3,6,3,88,138-1,10,,312.03,1,9,
3,6,3,88,138-1,10,,360.06,1,9,
3,6,3,88,138-1,10,,408.1,1,9,
3,6,3,88,138-1,10,,456.02,1,9,
3,6,3,88,138-1,10,,527.81,1,9,
3,6,3,88,138-1,10,,Inf,1,9,
3,6,3,89,93-1,20,,71.95,0,0,
3,6,3,89,93-1,20,,120.03,0,0,
3,6,3,89,93-1,20,,167.99,2,0,
3,6,3,89,93-1,20,,215.66,6,0,
3,6,3,89,93-1,20,,264.06,6,0,
3,6,3,89,93-1,20,,312.03,6,0,
3,6,3,89,93-1,20,,360.06,6,1,
3,6,3,89,93-1,20,,408.1,6,1,
3,6,3,89,93-1,20,,456.02,6,1,
3,6,3,89,93-1,20,,527.81,6,1,
3,6,3,89,93-1,20,,Inf,9,1,
3,6,3,90,100-1,0,,71.95,0,0,
3,6,3,90,100-1,0,,120.03,0,0,
3,6,3,90,100-1,0,,167.99,1,0,
3,6,3,90,100-1,0,,215.66,2,0,
3,6,3,90,100-1,0,,264.06,4,0,
3,6,3,90,100-1,0,,312.03,4,0,
3,6,3,90,100-1,0,,360.06,7,1,
3,6,3,90,100-1,0,,408.1,8,1,
3,6,3,90,100-1,0,,456.02,8,2,
3,6,3,90,100-1,0,,527.81,8,2,
3,6,3,90,100-1,0,,Inf,8,2,
3,6,3,92,Johnny's,15,,71.95,0,0,
3,6,3,92,Johnny's,15,,120.03,0,0,
3,6,3,92,Johnny's,15,,167.99,0,0,
3,6,3,92,Johnny's,15,,215.66,0,1,
3,6,3,92,Johnny's,15,,264.06,1,1,
3,6,3,92,Johnny's,15,,312.03,2,1,
3,6,3,92,Johnny's,15,,360.06,2,1,
3,6,3,92,Johnny's,15,,408.1,2,1,
3,6,3,92,Johnny's,15,,456.02,3,3,
3,6,3,92,Johnny's,15,,527.81,3,3,
3,6,3,92,Johnny's,15,,Inf,6,4,
3,6,3,93,179-2,10,,71.95,0,0,
3,6,3,93,179-2,10,,120.03,2,0,
3,6,3,93,179-2,10,,167.99,8,0,
3,6,3,93,179-2,10,,215.66,9,1,
3,6,3,93,179-2,10,,264.06,9,1,
3,6,3,93,179-2,10,,312.03,9,1,
3,6,3,93,179-2,10,,360.06,9,1,
3,6,3,93,179-2,10,,408.1,9,1,
3,6,3,93,179-2,10,,456.02,9,1,
3,6,3,93,179-2,10,,527.81,9,1,
3,6,3,93,179-2,10,,Inf,9,1,
3,6,3,94,215-1,20,,71.95,0,0,
3,6,3,94,215-1,20,,120.03,0,0,
3,6,3,94,215-1,20,,167.99,1,0,
3,6,3,94,215-1,20,,215.66,1,4,
3,6,3,94,215-1,20,,264.06,1,6,
3,6,3,94,215-1,20,,312.03,1,6,
3,6,3,94,215-1,20,,360.06,1,7,
3,6,3,94,215-1,20,,408.1,1,7,
3,6,3,94,215-1,20,,456.02,1,7,
3,6,3,94,215-1,20,,527.81,1,7,
3,6,3,94,215-1,20,,Inf,2,8,
3,6,3,95,105-1,15,,71.95,0,0,
3,6,3,95,105-1,15,,120.03,1,1,
3,6,3,95,105-1,15,,167.99,2,1,
3,6,3,95,105-1,15,,215.66,2,1,
3,6,3,95,105-1,15,,264.06,2,1,
3,6,3,95,105-1,15,,312.03,2,1,
3,6,3,95,105-1,15,,360.06,2,1,
3,6,3,95,105-1,15,,408.1,2,1,
3,6,3,95,105-1,15,,456.02,2,5,
3,6,3,95,105-1,15,,527.81,2,5,
3,6,3,95,105-1,15,,Inf,5,5,
3,6,3,96,187-2,15,,71.95,0,0,
3,6,3,96,187-2,15,,120.03,0,0,
3,6,3,96,187-2,15,,167.99,0,3,
3,6,3,96,187-2,15,,215.66,0,3,
3,6,3,96,187-2,15,,264.06,0,3,
3,6,3,96,187-2,15,,312.03,0,3,
3,6,3,96,187-2,15,,360.06,0,5,
3,6,3,96,187-2,15,,408.1,0,5,
3,6,3,96,187-2,15,,456.02,0,6,
3,6,3,96,187-2,15,,527.81,0,6,
3,6,3,96,187-2,15,,Inf,2,8,
3,6,3,97,92-1,10,,71.95,0,0,
3,6,3,97,92-1,10,,120.03,2,0,
3,6,3,97,92-1,10,,167.99,3,1,
3,6,3,97,92-1,10,,215.66,3,1,
3,6,3,97,92-1,10,,264.06,3,1,
3,6,3,97,92-1,10,,312.03,3,1,
3,6,3,97,92-1,10,,360.06,3,1,
3,6,3,97,92-1,10,,408.1,3,1,
3,6,3,97,92-1,10,,456.02,3,1,
3,6,3,97,92-1,10,,527.81,3,1,
3,6,3,97,92-1,10,,Inf,8,2,
3,6,3,98,170-1,10,,71.95,0,0,
3,6,3,98,170-1,10,,120.03,3,0,
3,6,3,98,170-1,10,,167.99,3,3,
3,6,3,98,170-1,10,,215.66,3,6,
3,6,3,98,170-1,10,,264.06,3,6,
3,6,3,98,170-1,10,,312.03,3,6,
3,6,3,98,170-1,10,,360.06,3,6,
3,6,3,98,170-1,10,,408.1,3,6,
3,6,3,98,170-1,10,,456.02,3,7,
3,6,3,98,170-1,10,,527.81,3,7,
3,6,3,98,170-1,10,,Inf,3,7,
3,6,3,99,140-1,20,,71.95,NA,NA,
3,6,3,99,140-1,20,,120.03,NA,NA,
3,6,3,99,140-1,20,,167.99,NA,NA,
3,6,3,99,140-1,20,,215.66,NA,NA,
3,6,3,99,140-1,20,,264.06,NA,NA,
3,6,3,99,140-1,20,,312.03,NA,NA,
3,6,3,99,140-1,20,,360.06,NA,NA,
3,6,3,99,140-1,20,,408.1,NA,NA,
3,6,3,99,140-1,20,,456.02,NA,NA,
3,6,3,99,140-1,20,,527.81,NA,NA,
3,6,3,99,140-1,20,,Inf,NA,NA,
3,6,3,100,104-2,15,,71.95,0,0,
3,6,3,100,104-2,15,,120.03,2,0,
3,6,3,100,104-2,15,,167.99,5,0,
3,6,3,100,104-2,15,,215.66,7,0,
3,6,3,100,104-2,15,,264.06,7,0,
3,6,3,100,104-2,15,,312.03,7,0,
3,6,3,100,104-2,15,,360.06,7,0,
3,6,3,100,104-2,15,,408.1,7,0,
3,6,3,100,104-2,15,,456.02,7,1,
3,6,3,100,104-2,15,,527.81,8,1,
3,6,3,100,104-2,15,,Inf,9,1,
3,6,3,101,145-2,20,,71.95,0,0,
3,6,3,101,145-2,20,,120.03,1,1,
3,6,3,101,145-2,20,,167.99,2,2,
3,6,3,101,145-2,20,,215.66,2,2,
3,6,3,101,145-2,20,,264.06,2,4,
3,6,3,101,145-2,20,,312.03,2,6,
3,6,3,101,145-2,20,,360.06,2,7,
3,6,3,101,145-2,20,,408.1,2,7,
3,6,3,101,145-2,20,,456.02,2,7,
3,6,3,101,145-2,20,,527.81,2,7,
3,6,3,101,145-2,20,,Inf,2,8,
3,6,3,102,132-1,10,,71.95,0,0,
3,6,3,102,132-1,10,,120.03,0,3,
3,6,3,102,132-1,10,,167.99,1,6,
3,6,3,102,132-1,10,,215.66,1,6,
3,6,3,102,132-1,10,,264.06,1,9,
3,6,3,102,132-1,10,,312.03,1,9,
3,6,3,102,132-1,10,,360.06,1,9,
3,6,3,102,132-1,10,,408.1,1,9,
3,6,3,102,132-1,10,,456.02,1,9,
3,6,3,102,132-1,10,,527.81,1,9,
3,6,3,102,132-1,10,,Inf,1,9,
3,6,3,103,217-2,20,,71.95,0,0,
3,6,3,103,217-2,20,,120.03,0,0,
3,6,3,103,217-2,20,,167.99,0,0,
3,6,3,103,217-2,20,,215.66,1,0,
3,6,3,103,217-2,20,,264.06,1,2,
3,6,3,103,217-2,20,,312.03,1,3,
3,6,3,103,217-2,20,,360.06,1,3,
3,6,3,103,217-2,20,,408.1,1,3,
3,6,3,103,217-2,20,,456.02,1,3,
3,6,3,103,217-2,20,,527.81,1,3,
3,6,3,103,217-2,20,,Inf,7,3,
3,6,3,104,169-1,20,,71.95,0,0,
3,6,3,104,169-1,20,,120.03,0,1,
3,6,3,104,169-1,20,,167.99,4,2,
3,6,3,104,169-1,20,,215.66,4,2,
3,6,3,104,169-1,20,,264.06,4,2,
3,6,3,104,169-1,20,,312.03,4,3,
3,6,3,104,169-1,20,,360.06,4,3,
3,6,3,104,169-1,20,,408.1,4,3,
3,6,3,104,169-1,20,,456.02,4,4,
3,6,3,104,169-1,20,,527.81,4,4,
3,6,3,104,169-1,20,,Inf,6,4,
3,6,3,106,Johnny's,0,,71.95,0,0,
3,6,3,106,Johnny's,0,,120.03,0,0,
3,6,3,106,Johnny's,0,,167.99,0,0,
3,6,3,106,Johnny's,0,,215.66,0,0,
3,6,3,106,Johnny's,0,,264.06,0,0,
3,6,3,106,Johnny's,0,,312.03,0,1,
3,6,3,106,Johnny's,0,,360.06,1,3,
3,6,3,106,Johnny's,0,,408.1,2,3,
3,6,3,106,Johnny's,0,,456.02,3,3,
3,6,3,106,Johnny's,0,,527.81,4,3,
3,6,3,106,Johnny's,0,,Inf,7,3,
3,6,3,107,93-1,15,,71.95,0,0,
3,6,3,107,93-1,15,,120.03,0,0,
3,6,3,107,93-1,15,,167.99,0,0,
3,6,3,107,93-1,15,,215.66,3,3,
3,6,3,107,93-1,15,,264.06,4,3,
3,6,3,107,93-1,15,,312.03,4,3,
3,6,3,107,93-1,15,,360.06,4,3,
3,6,3,107,93-1,15,,408.1,4,3,
3,6,3,107,93-1,15,,456.02,4,4,
3,6,3,107,93-1,15,,527.81,4,4,
3,6,3,107,93-1,15,,Inf,6,4,
3,6,3,108,216-1,10,,71.95,1,1,
3,6,3,108,216-1,10,,120.03,2,3,
3,6,3,108,216-1,10,,167.99,3,3,
3,6,3,108,216-1,10,,215.66,3,3,
3,6,3,108,216-1,10,,264.06,4,6,
3,6,3,108,216-1,10,,312.03,4,6,
3,6,3,108,216-1,10,,360.06,4,6,
3,6,3,108,216-1,10,,408.1,4,6,
3,6,3,108,216-1,10,,456.02,4,6,
3,6,3,108,216-1,10,,527.81,4,6,
3,6,3,108,216-1,10,,Inf,4,6,
3,6,4,109,163-1,15,,71.95,0,0,
3,6,4,109,163-1,15,,120.03,4,0,
3,6,4,109,163-1,15,,167.99,7,1,
3,6,4,109,163-1,15,,215.66,7,1,
3,6,4,109,163-1,15,,264.06,7,1,
3,6,4,109,163-1,15,,312.03,7,2,
3,6,4,109,163-1,15,,360.06,7,2,
3,6,4,109,163-1,15,,408.1,7,3,
3,6,4,109,163-1,15,,456.02,7,3,
3,6,4,109,163-1,15,,527.81,7,3,
3,6,4,109,163-1,15,,Inf,7,3,
3,6,4,110,151-1,20,,71.95,0,0,
3,6,4,110,151-1,20,,120.03,0,1,
3,6,4,110,151-1,20,,167.99,1,2,
3,6,4,110,151-1,20,,215.66,4,5,
3,6,4,110,151-1,20,,264.06,4,6,
3,6,4,110,151-1,20,,312.03,4,6,
3,6,4,110,151-1,20,,360.06,4,6,
3,6,4,110,151-1,20,,408.1,4,6,
3,6,4,110,151-1,20,,456.02,4,6,
3,6,4,110,151-1,20,,527.81,4,6,
3,6,4,110,151-1,20,,Inf,4,6,
3,6,4,111,119-2,0,,71.95,0,0,
3,6,4,111,119-2,0,,120.03,0,0,
3,6,4,111,119-2,0,,167.99,3,0,
3,6,4,111,119-2,0,,215.66,4,0,
3,6,4,111,119-2,0,,264.06,7,0,
3,6,4,111,119-2,0,,312.03,8,0,
3,6,4,111,119-2,0,,360.06,8,0,
3,6,4,111,119-2,0,,408.1,8,0,
3,6,4,111,119-2,0,,456.02,8,0,
3,6,4,111,119-2,0,,527.81,8,0,
3,6,4,111,119-2,0,,Inf,8,2,
3,6,4,112,216-1,0,,71.95,0,0,
3,6,4,112,216-1,0,,120.03,2,0,
3,6,4,112,216-1,0,,167.99,3,0,
3,6,4,112,216-1,0,,215.66,3,0,
3,6,4,112,216-1,0,,264.06,3,0,
3,6,4,112,216-1,0,,312.03,3,0,
3,6,4,112,216-1,0,,360.06,3,4,
3,6,4,112,216-1,0,,408.1,3,4,
3,6,4,112,216-1,0,,456.02,3,6,
3,6,4,112,216-1,0,,527.81,3,7,
3,6,4,112,216-1,0,,Inf,3,7,
3,6,4,113,93-1,10,,71.95,0,0,
3,6,4,113,93-1,10,,120.03,0,1,
3,6,4,113,93-1,10,,167.99,4,1,
3,6,4,113,93-1,10,,215.66,5,1,
3,6,4,113,93-1,10,,264.06,5,5,
3,6,4,113,93-1,10,,312.03,5,5,
3,6,4,113,93-1,10,,360.06,5,5,
3,6,4,113,93-1,10,,408.1,5,5,
3,6,4,113,93-1,10,,456.02,5,5,
3,6,4,113,93-1,10,,527.81,5,5,
3,6,4,113,93-1,10,,Inf,5,5,
3,6,4,114,151-1,0,,71.95,0,0,
3,6,4,114,151-1,0,,120.03,2,1,
3,6,4,114,151-1,0,,167.99,3,1,
3,6,4,114,151-1,0,,215.66,3,1,
3,6,4,114,151-1,0,,264.06,3,7,
3,6,4,114,151-1,0,,312.03,3,7,
3,6,4,114,151-1,0,,360.06,3,7,
3,6,4,114,151-1,0,,408.1,3,7,
3,6,4,114,151-1,0,,456.02,3,7,
3,6,4,114,151-1,0,,527.81,3,7,
3,6,4,114,151-1,0,,Inf,3,7,
3,6,4,115,189-1,10,,71.95,0,0,
3,6,4,115,189-1,10,,120.03,0,0,
3,6,4,115,189-1,10,,167.99,1,0,
3,6,4,115,189-1,10,,215.66,2,0,
3,6,4,115,189-1,10,,264.06,2,4,
