Rep,Run,Shelf,Plate,Line,Trt,start date,start time,end date,end time,start,end,end germ,end disease,germ,disease,,
4,7,1,2,208-1,15,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,2,208-1,15,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,2,208-1,15,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,1,2,208-1,15,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,1,0,1,0,,
4,7,1,2,208-1,15,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,1,0,0,0,,
4,7,1,2,208-1,15,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,1,0,0,0,,
4,7,1,2,208-1,15,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,3,0,2,0,,
4,7,1,2,208-1,15,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,4,1,1,1,,
4,7,1,2,208-1,15,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,4,1,0,0,,
4,7,1,2,208-1,15,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,5,1,1,0,,
4,7,1,2,208-1,15,,,,,501,Inf,9,1,4,0,,
4,7,1,3,141-2,20,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,3,141-2,20,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,3,141-2,20,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,1,3,141-2,20,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,1,0,1,,
4,7,1,3,141-2,20,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,0,1,0,0,,
4,7,1,3,141-2,20,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,0,1,0,0,,
4,7,1,3,141-2,20,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,0,1,0,0,,
4,7,1,3,141-2,20,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,1,1,1,0,,
4,7,1,3,141-2,20,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,1,1,0,0,,
4,7,1,3,141-2,20,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,1,8,0,7,,
4,7,1,3,141-2,20,,,,,501,Inf,2,8,1,0,,
4,7,1,4,188-1,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,4,188-1,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,4,188-1,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,1,0,1,0,,
4,7,1,4,188-1,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,1,0,0,0,,
4,7,1,4,188-1,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,2,0,1,0,,
4,7,1,4,188-1,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,4,0,2,0,,
4,7,1,4,188-1,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,5,0,1,0,,
4,7,1,4,188-1,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,5,0,0,0,,
4,7,1,4,188-1,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,6,0,1,0,,
4,7,1,4,188-1,10,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,6,0,0,0,,
4,7,1,4,188-1,10,,,,,501,Inf,8,2,2,2,,
4,7,1,5,156-1,20,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,5,156-1,20,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,5,156-1,20,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,1,5,156-1,20,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,1,5,156-1,20,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,0,0,0,0,,
4,7,1,5,156-1,20,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,0,0,0,0,,
4,7,1,5,156-1,20,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,0,0,0,0,,
4,7,1,5,156-1,20,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,0,0,0,0,,
4,7,1,5,156-1,20,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,0,0,0,0,,
4,7,1,5,156-1,20,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,0,0,0,0,,
4,7,1,5,156-1,20,,,,,501,Inf,8,2,8,2,,
4,7,1,6,156-2,20,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,6,156-2,20,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,6,156-2,20,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,1,6,156-2,20,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,1,6,156-2,20,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,0,0,0,0,,
4,7,1,6,156-2,20,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,0,0,0,0,,
4,7,1,6,156-2,20,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,0,0,0,0,,
4,7,1,6,156-2,20,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,0,0,0,0,,
4,7,1,6,156-2,20,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,0,0,0,0,,
4,7,1,6,156-2,20,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,0,0,0,0,,
4,7,1,6,156-2,20,,,,,501,Inf,10,0,10,0,,
4,7,1,7,75-1,15,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,7,75-1,15,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,7,75-1,15,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,1,0,1,0,,
4,7,1,7,75-1,15,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,1,0,0,0,,
4,7,1,7,75-1,15,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,1,0,0,0,,
4,7,1,7,75-1,15,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,1,0,0,0,,
4,7,1,7,75-1,15,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,1,0,0,0,,
4,7,1,7,75-1,15,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,1,0,0,0,,
4,7,1,7,75-1,15,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,1,0,0,0,,
4,7,1,7,75-1,15,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,1,0,0,0,,
4,7,1,7,75-1,15,,,,,501,Inf,10,0,9,0,,
4,7,1,8,148-2,0,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,8,148-2,0,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,1,0,1,0,,
4,7,1,8,148-2,0,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,3,0,2,0,,
4,7,1,8,148-2,0,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,3,0,0,0,,
4,7,1,8,148-2,0,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,5,0,2,0,,
4,7,1,8,148-2,0,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,5,0,0,0,,
4,7,1,8,148-2,0,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,5,0,0,0,,
4,7,1,8,148-2,0,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,5,0,0,0,,
4,7,1,8,148-2,0,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,5,0,0,0,,
4,7,1,8,148-2,0,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,5,0,0,0,,
4,7,1,8,148-2,0,,,,,501,Inf,6,4,1,4,,
4,7,1,9,91-1,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,9,91-1,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,9,91-1,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,1,9,91-1,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,1,9,91-1,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,2,0,2,0,,
4,7,1,9,91-1,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,3,0,1,0,,
4,7,1,9,91-1,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,4,0,1,0,,
4,7,1,9,91-1,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,4,0,0,0,,
4,7,1,9,91-1,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,4,0,0,0,,
4,7,1,9,91-1,10,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,4,0,0,0,,
4,7,1,9,91-1,10,,,,,501,Inf,8,2,4,2,,
4,7,1,10,Johnny's,0,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,10,Johnny's,0,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,10,Johnny's,0,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,1,10,Johnny's,0,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,1,10,Johnny's,0,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,1,0,1,0,,
4,7,1,10,Johnny's,0,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,1,0,0,0,,
4,7,1,10,Johnny's,0,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,2,0,1,0,,
4,7,1,10,Johnny's,0,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,3,0,1,0,,
4,7,1,10,Johnny's,0,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,3,0,0,0,,
4,7,1,10,Johnny's,0,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,4,0,1,0,,
4,7,1,10,Johnny's,0,,,,,501,Inf,6,4,2,4,,
4,7,1,11,204-2,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,NA,NA,NA,NA,,
4,7,1,11,204-2,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,NA,NA,NA,NA,,
4,7,1,11,204-2,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,NA,NA,NA,NA,,
4,7,1,11,204-2,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,NA,NA,NA,NA,,
4,7,1,11,204-2,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,NA,NA,NA,NA,,
4,7,1,11,204-2,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,NA,NA,NA,NA,,
4,7,1,11,204-2,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,NA,NA,NA,NA,,
4,7,1,11,204-2,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,NA,NA,NA,NA,,
4,7,1,11,204-2,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,NA,NA,NA,NA,,
4,7,1,11,204-2,10,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,NA,NA,NA,NA,,
4,7,1,11,204-2,10,,,,,501,Inf,NA,NA,NA,NA,,
4,7,1,12,135-1,0,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,12,135-1,0,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,4,0,4,0,,
4,7,1,12,135-1,0,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,7,0,3,0,,
4,7,1,12,135-1,0,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,7,0,0,0,,
4,7,1,12,135-1,0,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,9,0,2,0,,
4,7,1,12,135-1,0,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,9,0,0,0,,
4,7,1,12,135-1,0,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,9,1,0,1,,
4,7,1,12,135-1,0,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,9,1,0,0,,
4,7,1,12,135-1,0,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,9,1,0,0,,
4,7,1,12,135-1,0,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,9,1,0,0,,
4,7,1,12,135-1,0,,,,,501,Inf,9,1,0,0,,
4,7,1,13,146-1,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,13,146-1,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,1,1,1,1,,
4,7,1,13,146-1,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,3,1,2,0,,
4,7,1,13,146-1,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,3,2,0,1,,
4,7,1,13,146-1,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,6,2,3,0,,
4,7,1,13,146-1,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,7,2,1,0,,
4,7,1,13,146-1,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,7,3,0,1,,
4,7,1,13,146-1,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,7,3,0,0,,
4,7,1,13,146-1,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,7,3,0,0,,
4,7,1,13,146-1,10,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,7,3,0,0,,
4,7,1,13,146-1,10,,,,,501,Inf,7,3,0,0,,
4,7,1,14,81-2,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,14,81-2,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,9,0,9,0,,
4,7,1,14,81-2,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,9,0,0,0,,
4,7,1,14,81-2,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,9,0,0,0,,
4,7,1,14,81-2,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,9,0,0,0,,
4,7,1,14,81-2,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,9,0,0,0,,
4,7,1,14,81-2,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,9,0,0,0,,
4,7,1,14,81-2,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,9,0,0,0,,
4,7,1,14,81-2,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,9,0,0,0,,
4,7,1,14,81-2,10,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,9,0,0,0,,
4,7,1,14,81-2,10,,,,,501,Inf,9,1,0,1,,
4,7,1,15,138-1,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,15,138-1,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,3,0,3,0,,
4,7,1,15,138-1,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,3,0,0,0,,
4,7,1,15,138-1,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,4,0,1,0,,
4,7,1,15,138-1,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,4,0,0,0,,
4,7,1,15,138-1,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,4,0,0,0,,
4,7,1,15,138-1,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,4,0,0,0,,
4,7,1,15,138-1,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,4,0,0,0,,
4,7,1,15,138-1,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,4,0,0,0,,
4,7,1,15,138-1,10,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,5,3,1,3,,
4,7,1,15,138-1,10,,,,,501,Inf,5,5,0,2,,
4,7,1,16,93-1,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,16,93-1,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,16,93-1,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,1,16,93-1,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,2,0,2,0,,
4,7,1,16,93-1,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,2,0,0,0,,
4,7,1,16,93-1,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,2,0,0,0,,
4,7,1,16,93-1,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,3,0,1,0,,
4,7,1,16,93-1,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,3,0,0,0,,
4,7,1,16,93-1,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,3,0,0,0,,
4,7,1,16,93-1,10,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,3,0,0,0,,
4,7,1,16,93-1,10,,,,,501,Inf,6,4,3,4,,
4,7,1,17,88-1,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,17,88-1,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,17,88-1,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,1,0,1,0,,
4,7,1,17,88-1,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,4,0,3,0,,
4,7,1,17,88-1,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,5,0,1,0,,
4,7,1,17,88-1,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,6,0,1,0,,
4,7,1,17,88-1,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,6,0,0,0,,
4,7,1,17,88-1,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,6,0,0,0,,
4,7,1,17,88-1,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,6,0,0,0,,
4,7,1,17,88-1,10,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,7,0,1,0,,
4,7,1,17,88-1,10,,,,,501,Inf,9,1,2,1,,
4,7,1,18,138-2,10,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,18,138-2,10,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,4,0,4,0,,
4,7,1,18,138-2,10,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,4,0,0,0,,
4,7,1,18,138-2,10,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,4,0,0,0,,
4,7,1,18,138-2,10,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,4,0,0,0,,
4,7,1,18,138-2,10,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,4,0,0,0,,
4,7,1,18,138-2,10,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,4,0,0,0,,
4,7,1,18,138-2,10,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,4,0,0,0,,
4,7,1,18,138-2,10,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,4,0,0,0,,
4,7,1,18,138-2,10,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,4,4,0,4,,
4,7,1,18,138-2,10,,,,,501,Inf,4,6,0,2,,
4,7,1,19,219-1,20,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,19,219-1,20,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,19,219-1,20,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,1,19,219-1,20,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,1,19,219-1,20,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,0,0,0,0,,
4,7,1,19,219-1,20,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,0,0,0,0,,
4,7,1,19,219-1,20,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,0,0,0,0,,
4,7,1,19,219-1,20,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,0,0,0,0,,
4,7,1,19,219-1,20,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,0,0,0,0,,
4,7,1,19,219-1,20,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,0,1,0,1,,
4,7,1,19,219-1,20,,,,,501,Inf,6,4,6,3,,
4,7,1,20,150-2,0,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,20,150-2,0,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,20,150-2,0,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,1,0,1,0,,
4,7,1,20,150-2,0,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,3,0,2,0,,
4,7,1,20,150-2,0,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,3,0,0,0,,
4,7,1,20,150-2,0,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,3,0,0,0,,
4,7,1,20,150-2,0,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,3,0,0,0,,
4,7,1,20,150-2,0,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,3,0,0,0,,
4,7,1,20,150-2,0,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,3,0,0,0,,
4,7,1,20,150-2,0,11/12/16,12:00:00 AM,12/2/16,9:00 PM,445,501,3,1,0,1,,
4,7,1,20,150-2,0,,,,,501,Inf,3,7,0,6,,
4,7,1,22,124-1,0,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,22,124-1,0,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,3,0,3,0,,
4,7,1,22,124-1,0,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,8,0,5,0,,
4,7,1,22,124-1,0,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,9,0,1,0,,
4,7,1,22,124-1,0,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,9,0,0,0,,
4,7,1,22,124-1,0,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,10,0,1,0,,
4,7,1,22,124-1,0,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,10,0,0,0,,
4,7,1,22,124-1,0,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,10,0,0,0,,
4,7,1,22,124-1,0,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,10,0,0,0,,
4,7,1,22,124-1,0,11/12/16,12:00:00 AM,12/2/16,10:45 PM,445,502.75,10,0,0,0,,
4,7,1,22,124-1,0,,,,,502.75,Inf,10,0,0,0,,
4,7,1,23,125-2,20,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,23,125-2,20,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,23,125-2,20,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,1,23,125-2,20,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,1,23,125-2,20,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,0,0,0,0,,
4,7,1,23,125-2,20,11/12/16,12:00:00 AM,11/24/16,10:45:00 AM,253,298.75,0,0,0,0,,
4,7,1,23,125-2,20,11/12/16,12:00:00 AM,11/26/16,8:45:00 AM,298.75,344.75,0,0,0,0,,
4,7,1,23,125-2,20,11/12/16,12:00:00 AM,11/28/16,12:00:00 PM,344.75,396,0,0,0,0,,
4,7,1,23,125-2,20,11/12/16,12:00:00 AM,11/30/16,1:00:00 PM,396,445,1,0,1,0,,
4,7,1,23,125-2,20,11/12/16,12:00:00 AM,12/2/16,10:45 PM,445,502.75,1,0,0,0,,
4,7,1,23,125-2,20,,,,,502.75,Inf,9,1,8,1,,
4,7,1,24,146-1,20,11/12/16,12:00:00 AM,11/14/16,11:30:00 AM,0,59.5,0,0,0,0,,
4,7,1,24,146-1,20,11/12/16,12:00:00 AM,11/16/16,11:20:00 AM,59.5,107.3333333,0,0,0,0,,
4,7,1,24,146-1,20,11/12/16,12:00:00 AM,11/18/16,9:45:00 AM,107.3333333,153.75,0,0,0,0,,
4,7,1,24,146-1,20,11/12/16,12:00:00 AM,11/20/16,11:40:00 AM,153.75,203.6666667,0,0,0,0,,
4,7,1,24,146-1,20,11/12/16,12:00:00 AM,11/22/16,1:00:00 PM,203.6666667,253,0,0,0,0,,
