,sampleid,line,rep,run,shelf,plate,trt,type,end,status,germinated,pedigree,planting.date,landrace.abb,loc_id,region,pop,population.type,landrace.name,cultivation,main.use
3060,CanLabor1,134-2,2,4,8,266,10,E3,114.2,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3061,CanLabor1,134-2,2,4,1,1,20,E3,497.5,0,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3062,CanLabor1,134-2,1,2,8,275,20,E3,253.7166667,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3063,CanLabor1,134-2,1,2,3,75,0,E3,253.8333333,1,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3064,CanLabor1,134-2,1,2,1,8,15,E3,206.3333333,1,5,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3065,CanLabor1,134-2,3,5,2,53,15,E3,109.5,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3066,CanLabor1,134-2,1,2,1,8,15,E3,206.3333333,1,5,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3067,CanLabor1,134-1,1,2,5,165,20,E3,542.5,0,5,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3068,CanLabor1,134-1,2,4,6,203,10,E3,497.5,0,9,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3069,CanLabor1,134-1,2,4,9,290,15,E3,497.5,0,8,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3070,CanLabor1,134-1,2,4,9,307,0,E3,497.5,0,8,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3071,CanLabor1,134-1,1,2,5,165,20,E3,205.8,1,2,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3072,CanLabor1,134-1,2,4,6,203,10,E3,497.5,0,9,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3073,CanLabor1,134-1,1,2,3,107,15,E3,253.8333333,1,3,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3074,CanLabor1,134-1,1,2,1,28,10,E3,254.0666667,1,1,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3075,CanLabor1,134-1,2,4,9,290,15,E3,497.5,0,8,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3076,CanLabor1,134-1,2,4,9,307,0,E3,497.5,0,8,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3077,CanLabor1,134-1,2,4,9,307,0,E3,497.5,0,8,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3078,CanLabor1,134-1,1,2,3,107,15,E3,206.1,1,1,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3079,CanLabor1,134-1,1,2,3,107,15,E3,302.9,1,1,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3080,CanLabor1,134-1,1,2,1,28,10,E3,542.5,0,5,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3081,CanLabor1,134-1,1,2,3,107,15,E3,253.8333333,1,3,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3082,CanLabor1,134-2,3,5,2,53,15,E3,156.75,1,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3083,CanLabor1,134-2,1,2,3,75,0,E3,206.1,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3084,CanLabor1,134-2,3,5,1,12,0,E3,156.75,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3085,CanLabor1,134-2,1,2,2,41,10,E3,156.1666667,1,4,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3086,CanLabor1,134-2,3,5,1,12,0,E3,303.75,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3087,CanLabor1,134-2,3,5,1,12,0,E3,207,1,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3088,CanLabor1,134-2,1,2,8,275,20,E3,542.5,0,8,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3089,CanLabor1,134-2,3,5,5,152,10,E3,156.75,1,7,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3090,CanLabor1,134-2,2,4,5,147,15,E3,497.5,0,4,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3091,CanLabor1,134-2,2,4,5,147,15,E3,114.27,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3092,CanLabor1,134-2,2,4,5,147,15,E3,114.27,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3093,CanLabor1,134-2,3,5,7,235,10,E3,522,0,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3094,CanLabor1,134-2,1,2,2,41,10,E3,108.2333333,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3095,CanLabor1,134-2,5,5,5,152,10,E3,522,0,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3096,CanLabor1,134-1,1,2,3,107,15,E3,108.0166667,1,1,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3097,CanLabor1,134-1,1,2,5,165,20,E3,542.5,0,5,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3098,CanLabor1,134-1,2,4,9,307,0,E3,497.5,0,8,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3099,CanLabor1,134-1,2,4,2,53,20,E3,497.5,0,10,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3100,CanLabor1,134-1,1,2,9,292,0,E3,107.0166667,1,5,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3101,CanLabor1,134-1,1,2,9,292,0,E3,107.0166667,1,5,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3102,CanLabor1,134-1,2,4,2,53,20,E3,497.5,0,10,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3103,CanLabor1,134-1,1,2,1,28,10,E3,542.5,0,5,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3104,CanLabor1,134-1,2,4,2,53,20,E3,497.5,0,10,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3105,CanLabor1,134-1,1,2,5,165,20,E3,349.2833333,1,2,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3106,CanLabor1,134-1,2,4,2,53,20,E3,497.5,0,10,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3107,CanLabor1,134-2,5,5,1,12,0,E3,522,0,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3108,CanLabor1,134-2,2,4,3,76,0,E3,114.48,1,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3109,CanLabor1,134-2,1,2,8,275,20,E3,542.5,0,8,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3110,CanLabor1,134-2,1,2,8,275,20,E3,542.5,0,8,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3111,CanLabor1,134-1,1,2,9,292,0,E3,542.5,0,3,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3112,CanLabor1,134-1,1,2,5,165,20,E3,542.5,0,5,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3113,CanLabor1,134-2,2,4,1,1,20,E3,497.5,0,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3114,CanLabor1,134-2,1,2,3,75,0,E3,542.5,0,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3115,CanLabor1,134-2,1,2,2,41,10,E3,156.1666667,1,4,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3116,CanLabor1,134-2,1,2,2,41,10,E3,156.1666667,1,4,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3117,CanLabor1,134-2,2,4,3,76,0,E3,497.5,0,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3118,CanLabor1,134-2,2,4,5,147,15,E3,114.27,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3119,CanLabor1,134-2,3,5,7,235,10,E3,254,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3120,CanLabor1,134-2,3,5,7,235,10,E3,522,0,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3121,CanLabor1,134-2,2,4,3,76,0,E3,208.3,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3122,CanLabor1,134-2,3,5,7,235,10,E3,207,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3123,CanLabor1,134-2,2,4,3,76,0,E3,497.5,0,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3124,CanLabor1,134-2,1,2,8,275,20,E3,542.5,0,8,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3125,CanLabor1,134-2,1,2,3,75,0,E3,155.9833333,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3126,CanLabor1,134-2,1,2,3,75,0,E3,155.9833333,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3127,CanLabor1,134-2,1,2,2,41,10,E3,156.1666667,1,4,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3128,CanLabor1,134-2,3,5,1,12,0,E3,156.75,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3129,CanLabor1,134-2,1,2,3,75,0,E3,542.5,0,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3130,CanLabor1,134-2,1,2,8,275,20,E3,445.0166667,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3131,CanLabor1,134-2,1,2,1,8,15,E3,206.3333333,1,5,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3132,CanLabor1,134-2,1,2,1,8,15,E3,206.3333333,1,5,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3133,CanLabor1,134-2,3,5,7,235,10,E3,207,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3134,CanLabor1,134-2,3,5,2,53,15,E3,156.75,1,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3135,CanLabor1,134-2,2,4,5,147,15,E3,497.5,0,4,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3136,CanLabor1,134-2,3,5,2,53,15,E3,207,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3137,CanLabor1,134-2,2,4,1,1,20,E3,160.53,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3138,CanLabor1,134-2,1,2,3,75,0,E3,206.1,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3139,CanLabor1,134-2,1,2,3,75,0,E3,253.8333333,1,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3140,CanLabor1,134-2,1,2,2,41,10,E3,108.2333333,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3141,CanLabor1,134-2,3,5,1,12,0,E3,254,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3142,CanLabor1,134-2,2,4,5,147,15,E3,497.5,0,4,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3143,CanLabor1,134-2,3,5,7,235,20,E3,397.5,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3144,CanLabor1,134-2,2,4,8,266,10,E3,160.15,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3145,CanLabor1,134-2,2,4,5,147,15,E3,160.18,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3146,CanLabor1,134-2,2,4,8,266,10,E3,114.2,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3147,CanLabor1,134-2,2,4,5,147,15,E3,208.12,1,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3148,CanLabor1,134-2,3,5,7,235,10,E3,207,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3149,CanLabor1,134-2,2,4,3,76,0,E3,208.3,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3150,CanLabor1,134-2,5,5,2,53,15,E3,522,0,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3151,CanLabor1,134-2,2,4,3,76,0,E3,114.48,1,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3152,CanLabor1,134-2,1,2,3,75,0,E3,206.1,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3153,CanLabor1,134-2,3,5,1,12,0,E3,397.5,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3154,CanLabor1,134-2,3,5,1,12,0,E3,207,1,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3155,CanLabor1,134-2,2,4,8,266,10,E3,160.15,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3156,CanLabor1,134-2,3,5,5,152,10,E3,156.75,1,7,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3157,CanLabor1,134-2,5,5,2,53,15,E3,522,0,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3158,CanLabor1,134-2,5,5,1,12,0,E3,522,0,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3159,CanLabor1,134-2,2,4,5,147,15,E3,497.5,0,4,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3160,CanLabor1,134-2,1,2,1,8,15,E3,206.3333333,1,5,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3161,CanLabor1,134-2,2,4,8,266,10,E3,497.5,0,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3162,CanLabor1,134-2,3,5,2,53,15,E3,254,1,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3163,CanLabor1,134-2,3,5,2,53,15,E3,207,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3164,CanLabor1,134-2,2,4,5,147,15,E3,208.12,1,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3165,CanLabor1,134-2,1,2,2,41,10,E3,108.2333333,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3166,CanLabor1,134-2,2,4,1,1,20,E3,208.45,1,5,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3167,CanLabor1,134-2,2,4,1,1,20,E3,304.1,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3168,CanLabor1,134-2,1,2,2,41,10,E3,108.2333333,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3169,CanLabor1,134-2,2,4,1,1,20,E3,208.45,1,5,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3170,CanLabor1,134-2,3,5,5,152,10,E3,156.75,1,7,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3171,CanLabor1,134-2,2,4,1,1,20,E3,208.45,1,5,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3172,CanLabor1,134-2,3,5,5,152,10,E3,156.75,1,7,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3173,CanLabor1,134-2,1,2,1,8,15,E3,542.5,0,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3174,CanLabor1,134-2,2,4,3,76,0,E3,208.3,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3175,CanLabor1,134-2,1,2,2,41,10,E3,108.2333333,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3176,CanLabor1,134-2,2,4,8,266,10,E3,114.2,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3177,CanLabor1,134-2,1,2,8,275,20,E3,542.5,0,8,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3178,CanLabor1,134-2,1,2,1,8,15,E3,542.5,0,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3179,CanLabor1,134-2,1,2,1,8,15,E3,156.35,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3180,CanLabor1,134-2,2,4,3,76,0,E3,160.37,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3181,CanLabor1,134-2,3,5,1,12,0,E3,156.75,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3182,CanLabor1,134-2,2,4,3,76,0,E3,160.37,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3183,CanLabor1,134-2,3,5,7,235,10,E3,207,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3184,CanLabor1,134-2,1,2,8,275,20,E3,542.5,0,8,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3185,CanLabor1,134-2,3,5,7,235,10,E3,207,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3186,CanLabor1,134-2,1,2,8,275,20,E3,542.5,0,8,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3187,CanLabor1,134-2,3,5,7,235,10,E3,207,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3188,CanLabor1,134-1,2,4,6,203,10,E3,256.23,1,1,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3189,CanLabor1,134-1,2,4,6,203,10,E3,497.5,0,9,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3190,CanLabor1,134-1,1,2,5,165,20,E3,349.2833333,1,2,14CAg134-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3191,CanLabor1,134-2,3,5,5,152,10,E3,254,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3192,CanLabor1,134-2,2,4,8,266,10,E3,114.2,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3193,CanLabor1,134-2,3,5,5,152,10,E3,303.75,1,1,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3194,CanLabor1,134-2,3,5,5,152,10,E3,156.75,1,7,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3195,CanLabor1,134-2,3,5,2,53,15,E3,254,1,2,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3196,CanLabor1,134-2,1,2,8,275,20,E3,542.5,0,8,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3197,CanLabor1,134-2,2,4,1,1,20,E3,208.45,1,5,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3198,CanLabor1,134-2,2,4,1,1,20,E3,208.45,1,5,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3199,CanLabor1,134-2,3,5,5,152,10,E3,156.75,1,7,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3200,CanLabor1,134-2,3,5,5,152,10,E3,156.75,1,7,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3201,CanLabor1,134-2,3,5,2,53,15,E3,207,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3202,CanLabor1,134-2,2,4,8,266,10,E3,114.2,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3203,CanLabor1,134-2,2,4,8,266,10,E3,160.15,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3204,CanLabor1,134-2,1,2,1,8,15,E3,542.5,0,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3205,CanLabor1,134-2,2,4,3,76,0,E3,160.37,1,3,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3206,CanLabor1,134-2,1,2,2,41,10,E3,108.2333333,1,6,14CAg134-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3207,CanLabor2,135-1,3,5,7,221,15,E3,61.75,1,1,14CAg135-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3208,CanLabor2,135-1,3,5,7,221,15,E3,156.75,1,6,14CAg135-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3209,CanLabor2,135-1,1,1,6,181,10,E3,542.5,0,5,14CAg135-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3210,CanLabor2,135-1,1,1,4,121,20,E3,198.3166667,1,3,14CAg135-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3211,CanLabor2,135-1,5,5,4,127,10,E3,522,0,2,14CAg135-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3212,CanLabor2,135-1,1,1,6,212,0,E3,102.0666667,1,4,14CAg135-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3213,CanLabor2,135-1,3,5,5,167,20,E3,522,0,6,14CAg135-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3214,CanLabor2,135-1,1,1,6,212,0,E3,54.13333333,1,1,14CAg135-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3215,CanLabor2,135-1,1,1,3,82,15,E3,150.4333333,1,4,14CAg135-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3216,CanLabor2,135-1,2,4,2,54,0,E3,66.85,1,4,14CAg135-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
3217,CanLabor2,135-1,1,1,6,212,0,E3,542.5,0,4,14CAg135-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
