rep,run,shelf,plate,line,trt,type,end,status,germinated,,
4,7,4,115,100-1,0,,203.6666667,0,0,,
4,7,4,115,100-1,0,,253,0,0,,
4,7,4,115,100-1,0,,298.75,0,0,,
4,7,4,115,100-1,0,,344.75,0,0,,
4,7,4,115,100-1,0,,396,0,0,,
4,7,4,115,100-1,0,,445,0,0,,
4,7,4,115,100-1,0,,500,0,0,,
4,7,4,115,100-1,0,,Inf,0,0,,
4,7,4,116,156-1,10,,59.5,0,0,,
4,7,4,116,156-1,10,,107.3333333,0,0,,
4,7,4,116,156-1,10,,153.75,0,0,,
4,7,4,116,156-1,10,,203.6666667,0,0,,
4,7,4,116,156-1,10,,253,0,0,,
4,7,4,116,156-1,10,,298.75,0,0,,
4,7,4,116,156-1,10,,344.75,0,0,,
4,7,4,116,156-1,10,,396,0,0,,
4,7,4,116,156-1,10,,445,0,0,,
4,7,4,116,156-1,10,,501,0,1,,
4,7,4,116,156-1,10,,Inf,0,6,,
4,7,4,117,133-1,0,,59.5,0,0,,
4,7,4,117,133-1,0,,107.3333333,0,0,,
4,7,4,117,133-1,0,,153.75,0,0,,
4,7,4,117,133-1,0,,203.6666667,0,0,,
4,7,4,117,133-1,0,,253,0,1,,
4,7,4,117,133-1,0,,298.75,0,0,,
4,7,4,117,133-1,0,,344.75,0,0,,
4,7,4,117,133-1,0,,396,0,0,,
4,7,4,117,133-1,0,,445,0,2,,
4,7,4,117,133-1,0,,502.75,0,1,,
4,7,4,117,133-1,0,,Inf,0,0,,
4,7,4,118,Johnny's,15,,59.5,0,0,,
4,7,4,118,Johnny's,15,,107.3333333,0,0,,
4,7,4,118,Johnny's,15,,153.75,0,0,,
4,7,4,118,Johnny's,15,,203.6666667,0,0,,
4,7,4,118,Johnny's,15,,253,0,0,,
4,7,4,118,Johnny's,15,,298.75,0,0,,
4,7,4,118,Johnny's,15,,344.75,0,0,,
4,7,4,118,Johnny's,15,,396,0,0,,
4,7,4,118,Johnny's,15,,445,0,0,,
4,7,4,118,Johnny's,15,,501,0,0,,
4,7,4,118,Johnny's,15,,Inf,0,2,,
4,7,4,119,106-1,0,,59.5,0,0,,
4,7,4,119,106-1,0,,107.3333333,0,0,,
4,7,4,119,106-1,0,,153.75,0,0,,
4,7,4,119,106-1,0,,203.6666667,0,0,,
4,7,4,119,106-1,0,,253,0,0,,
4,7,4,119,106-1,0,,298.75,0,0,,
4,7,4,119,106-1,0,,344.75,0,0,,
4,7,4,119,106-1,0,,396,0,0,,
4,7,4,119,106-1,0,,445,0,0,,
4,7,4,119,106-1,0,,502.75,0,0,,
4,7,4,119,106-1,0,,Inf,0,0,,
4,7,4,120,129-1,15,,59.5,0,0,,
4,7,4,120,129-1,15,,107.3333333,0,0,,
4,7,4,120,129-1,15,,153.75,0,3,,
4,7,4,120,129-1,15,,203.6666667,0,4,,
4,7,4,120,129-1,15,,253,0,0,,
4,7,4,120,129-1,15,,298.75,0,1,,
4,7,4,120,129-1,15,,344.75,0,1,,
4,7,4,120,129-1,15,,396,0,0,,
4,7,4,120,129-1,15,,445,0,0,,
4,7,4,120,129-1,15,,502.75,0,0,,
4,7,4,120,129-1,15,,Inf,0,0,,
4,7,4,121,149-2,20,,59.5,0,NA,,
4,7,4,121,149-2,20,,107.3333333,0,NA,,
4,7,4,121,149-2,20,,153.75,0,NA,,
4,7,4,121,149-2,20,,203.6666667,0,NA,,
4,7,4,121,149-2,20,,253,0,NA,,
4,7,4,121,149-2,20,,298.75,0,NA,,
4,7,4,121,149-2,20,,344.75,0,NA,,
4,7,4,121,149-2,20,,396,0,NA,,
4,7,4,121,149-2,20,,445,0,NA,,
4,7,4,121,149-2,20,,501,0,NA,,
4,7,4,121,149-2,20,,Inf,0,NA,,
4,7,4,122,124-1,10,,59.5,0,0,,
4,7,4,122,124-1,10,,107.3333333,0,0,,
4,7,4,122,124-1,10,,153.75,0,0,,
4,7,4,122,124-1,10,,203.6666667,0,0,,
4,7,4,122,124-1,10,,253,0,0,,
4,7,4,122,124-1,10,,298.75,0,0,,
4,7,4,122,124-1,10,,344.75,0,0,,
4,7,4,122,124-1,10,,396,0,0,,
4,7,4,122,124-1,10,,445,0,0,,
4,7,4,122,124-1,10,,502.75,0,0,,
4,7,4,122,124-1,10,,Inf,0,0,,
4,7,4,123,141-2,10,,59.5,0,NA,,
4,7,4,123,141-2,10,,107.3333333,0,NA,,
4,7,4,123,141-2,10,,153.75,0,NA,,
4,7,4,123,141-2,10,,203.6666667,0,NA,,
4,7,4,123,141-2,10,,253,0,NA,,
4,7,4,123,141-2,10,,298.75,0,NA,,
4,7,4,123,141-2,10,,344.75,0,NA,,
4,7,4,123,141-2,10,,396,0,NA,,
4,7,4,123,141-2,10,,445,0,NA,,
4,7,4,123,141-2,10,,501,0,NA,,
4,7,4,123,141-2,10,,Inf,0,NA,,
4,7,4,124,109-2,20,,59.5,0,0,,
4,7,4,124,109-2,20,,107.3333333,0,0,,
4,7,4,124,109-2,20,,153.75,0,0,,
4,7,4,124,109-2,20,,203.6666667,0,0,,
4,7,4,124,109-2,20,,253,0,0,,
4,7,4,124,109-2,20,,298.75,0,0,,
4,7,4,124,109-2,20,,344.75,0,0,,
4,7,4,124,109-2,20,,396,0,0,,
4,7,4,124,109-2,20,,445,0,0,,
4,7,4,124,109-2,20,,502.75,0,0,,
4,7,4,124,109-2,20,,Inf,0,1,,
4,7,4,126,118-1,15,,59.5,0,0,,
4,7,4,126,118-1,15,,107.3333333,0,0,,
4,7,4,126,118-1,15,,153.75,0,0,,
4,7,4,126,118-1,15,,203.6666667,0,0,,
4,7,4,126,118-1,15,,253,0,0,,
4,7,4,126,118-1,15,,298.75,0,0,,
4,7,4,126,118-1,15,,344.75,0,0,,
4,7,4,126,118-1,15,,396,0,0,,
4,7,4,126,118-1,15,,445,0,0,,
4,7,4,126,118-1,15,,502.75,0,0,,
4,7,4,126,118-1,15,,Inf,0,2,,
4,7,4,127,125-1,20,,59.5,0,NA,,
4,7,4,127,125-1,20,,107.3333333,0,NA,,
4,7,4,127,125-1,20,,153.75,0,NA,,
4,7,4,127,125-1,20,,203.6666667,0,NA,,
4,7,4,127,125-1,20,,253,0,NA,,
4,7,4,127,125-1,20,,298.75,0,NA,,
4,7,4,127,125-1,20,,344.75,0,NA,,
4,7,4,127,125-1,20,,396,0,NA,,
4,7,4,127,125-1,20,,445,0,NA,,
4,7,4,127,125-1,20,,502.75,0,NA,,
4,7,4,127,125-1,20,,Inf,0,NA,,
4,7,4,128,182-1,0,,59.5,0,0,,
4,7,4,128,182-1,0,,107.3333333,0,0,,
4,7,4,128,182-1,0,,153.75,0,0,,
4,7,4,128,182-1,0,,203.6666667,0,1,,
4,7,4,128,182-1,0,,253,0,0,,
4,7,4,128,182-1,0,,298.75,0,0,,
4,7,4,128,182-1,0,,344.75,0,5,,
4,7,4,128,182-1,0,,396,0,0,,
4,7,4,128,182-1,0,,445,0,0,,
4,7,4,128,182-1,0,,501,0,0,,
4,7,4,128,182-1,0,,Inf,0,0,,
4,7,4,129,106-1,20,,59.5,0,0,,
4,7,4,129,106-1,20,,107.3333333,0,0,,
4,7,4,129,106-1,20,,153.75,0,0,,
4,7,4,129,106-1,20,,203.6666667,0,0,,
4,7,4,129,106-1,20,,253,0,0,,
4,7,4,129,106-1,20,,298.75,0,0,,
4,7,4,129,106-1,20,,344.75,0,0,,
4,7,4,129,106-1,20,,396,0,0,,
4,7,4,129,106-1,20,,445,0,0,,
4,7,4,129,106-1,20,,502.75,0,0,,
4,7,4,129,106-1,20,,Inf,0,0,,
4,7,4,130,191-2,10,,59.5,0,0,,
4,7,4,130,191-2,10,,107.3333333,0,0,,
4,7,4,130,191-2,10,,153.75,0,0,,
4,7,4,130,191-2,10,,203.6666667,0,1,,
4,7,4,130,191-2,10,,253,0,0,,
4,7,4,130,191-2,10,,298.75,0,0,,
4,7,4,130,191-2,10,,344.75,0,0,,
4,7,4,130,191-2,10,,396,0,0,,
4,7,4,130,191-2,10,,445,0,2,,
4,7,4,130,191-2,10,,501,0,1,,
4,7,4,130,191-2,10,,Inf,0,0,,
4,7,4,131,149-2,15,,59.5,0,0,,
4,7,4,131,149-2,15,,107.3333333,0,0,,
4,7,4,131,149-2,15,,153.75,0,0,,
4,7,4,131,149-2,15,,203.6666667,0,0,,
4,7,4,131,149-2,15,,253,0,0,,
4,7,4,131,149-2,15,,298.75,0,0,,
4,7,4,131,149-2,15,,344.75,0,0,,
4,7,4,131,149-2,15,,396,0,0,,
4,7,4,131,149-2,15,,445,0,0,,
4,7,4,131,149-2,15,,501,0,9,,
4,7,4,131,149-2,15,,Inf,0,0,,
4,7,4,132,150-2,20,,59.5,0,NA,,
4,7,4,132,150-2,20,,107.3333333,0,NA,,
4,7,4,132,150-2,20,,153.75,0,NA,,
4,7,4,132,150-2,20,,203.6666667,0,NA,,
4,7,4,132,150-2,20,,253,0,NA,,
4,7,4,132,150-2,20,,298.75,0,NA,,
4,7,4,132,150-2,20,,344.75,0,NA,,
4,7,4,132,150-2,20,,396,0,NA,,
4,7,4,132,150-2,20,,445,0,NA,,
4,7,4,132,150-2,20,,501,0,NA,,
4,7,4,132,150-2,20,,Inf,0,NA,,
4,7,4,133,122-2,10,,59.5,0,0,,
4,7,4,133,122-2,10,,107.3333333,0,0,,
4,7,4,133,122-2,10,,153.75,0,0,,
4,7,4,133,122-2,10,,203.6666667,0,0,,
4,7,4,133,122-2,10,,253,0,0,,
4,7,4,133,122-2,10,,298.75,0,0,,
4,7,4,133,122-2,10,,344.75,0,0,,
4,7,4,133,122-2,10,,396,0,0,,
4,7,4,133,122-2,10,,445,0,0,,
4,7,4,133,122-2,10,,502.75,0,0,,
4,7,4,133,122-2,10,,Inf,0,0,,
4,7,4,134,128-2,0,,59.5,0,NA,,
4,7,4,134,128-2,0,,107.3333333,0,NA,,
4,7,4,134,128-2,0,,153.75,0,NA,,
4,7,4,134,128-2,0,,203.6666667,0,NA,,
4,7,4,134,128-2,0,,253,0,NA,,
4,7,4,134,128-2,0,,298.75,0,NA,,
4,7,4,134,128-2,0,,344.75,0,NA,,
4,7,4,134,128-2,0,,396,0,NA,,
4,7,4,134,128-2,0,,445,0,NA,,
4,7,4,134,128-2,0,,502.75,0,NA,,
4,7,4,134,128-2,0,,Inf,0,NA,,
4,7,4,135,217-2,15,,59.5,0,0,,
4,7,4,135,217-2,15,,107.3333333,0,0,,
4,7,4,135,217-2,15,,153.75,0,0,,
4,7,4,135,217-2,15,,203.6666667,0,0,,
4,7,4,135,217-2,15,,253,0,0,,
4,7,4,135,217-2,15,,298.75,0,0,,
4,7,4,135,217-2,15,,344.75,0,0,,
4,7,4,135,217-2,15,,396,0,0,,
4,7,4,135,217-2,15,,445,0,5,,
4,7,4,135,217-2,15,,501,0,2,,
4,7,4,135,217-2,15,,Inf,0,0,,
4,7,4,136,118-1,20,,59.5,0,0,,
4,7,4,136,118-1,20,,107.3333333,0,0,,
4,7,4,136,118-1,20,,153.75,0,0,,
4,7,4,136,118-1,20,,203.6666667,0,0,,
4,7,4,136,118-1,20,,253,0,0,,
4,7,4,136,118-1,20,,298.75,0,0,,
4,7,4,136,118-1,20,,344.75,0,0,,
4,7,4,136,118-1,20,,396,0,0,,
4,7,4,136,118-1,20,,445,0,0,,
4,7,4,136,118-1,20,,502.75,0,0,,
4,7,4,136,118-1,20,,Inf,0,0,,
4,7,4,137,186-1,15,,59.5,0,0,,
4,7,4,137,186-1,15,,107.3333333,0,0,,
4,7,4,137,186-1,15,,153.75,0,0,,
4,7,4,137,186-1,15,,203.6666667,0,1,,
4,7,4,137,186-1,15,,253,0,0,,
4,7,4,137,186-1,15,,298.75,0,0,,
4,7,4,137,186-1,15,,344.75,0,0,,
4,7,4,137,186-1,15,,396,0,0,,
4,7,4,137,186-1,15,,445,0,0,,
4,7,4,137,186-1,15,,501,0,3,,
4,7,4,137,186-1,15,,Inf,0,0,,
4,7,4,138,118-2,20,,59.5,0,0,,
4,7,4,138,118-2,20,,107.3333333,0,0,,
4,7,4,138,118-2,20,,153.75,0,0,,
4,7,4,138,118-2,20,,203.6666667,0,2,,
4,7,4,138,118-2,20,,253,0,0,,
4,7,4,138,118-2,20,,298.75,0,2,,
4,7,4,138,118-2,20,,344.75,0,0,,
4,7,4,138,118-2,20,,396,0,0,,
4,7,4,138,118-2,20,,445,0,1,,
4,7,4,138,118-2,20,,502.75,0,0,,
4,7,4,138,118-2,20,,Inf,0,0,,
4,7,4,139,170-1,20,,59.5,0,0,,
4,7,4,139,170-1,20,,107.3333333,0,0,,
4,7,4,139,170-1,20,,153.75,0,0,,
4,7,4,139,170-1,20,,203.6666667,0,1,,
4,7,4,139,170-1,20,,253,0,0,,
4,7,4,139,170-1,20,,298.75,0,1,,
4,7,4,139,170-1,20,,344.75,0,0,,
4,7,4,139,170-1,20,,396,0,0,,
4,7,4,139,170-1,20,,445,0,0,,
4,7,4,139,170-1,20,,501,0,1,,
4,7,4,139,170-1,20,,Inf,0,2,,
4,7,4,140,93-1,20,,59.5,0,0,,
4,7,4,140,93-1,20,,107.3333333,0,0,,
4,7,4,140,93-1,20,,153.75,0,0,,
4,7,4,140,93-1,20,,203.6666667,0,0,,
4,7,4,140,93-1,20,,253,0,0,,
4,7,4,140,93-1,20,,298.75,0,0,,
4,7,4,140,93-1,20,,344.75,0,0,,
4,7,4,140,93-1,20,,396,0,2,,
4,7,4,140,93-1,20,,445,0,0,,
4,7,4,140,93-1,20,,501,0,6,,
4,7,4,140,93-1,20,,Inf,0,0,,
4,7,4,141,148-1,0,,59.5,0,0,,
4,7,4,141,148-1,0,,107.3333333,0,0,,
4,7,4,141,148-1,0,,153.75,0,0,,
4,7,4,141,148-1,0,,203.6666667,0,1,,
4,7,4,141,148-1,0,,253,0,1,,
4,7,4,141,148-1,0,,298.75,0,1,,
4,7,4,141,148-1,0,,344.75,0,0,,
4,7,4,141,148-1,0,,396,0,0,,
4,7,4,141,148-1,0,,445,0,0,,
4,7,4,141,148-1,0,,501,0,5,,
4,7,4,141,148-1,0,,Inf,0,0,,
4,7,4,142,100-1,20,,59.5,0,0,,
4,7,4,142,100-1,20,,107.3333333,0,0,,
4,7,4,142,100-1,20,,153.75,0,0,,
4,7,4,142,100-1,20,,203.6666667,0,0,,
4,7,4,142,100-1,20,,253,0,0,,
4,7,4,142,100-1,20,,298.75,0,0,,
4,7,4,142,100-1,20,,344.75,0,0,,
4,7,4,142,100-1,20,,396,0,0,,
4,7,4,142,100-1,20,,445,0,0,,
4,7,4,142,100-1,20,,500,0,7,,
4,7,4,142,100-1,20,,Inf,0,0,,
4,7,4,143,173-1,20,,59.5,0,0,,
4,7,4,143,173-1,20,,107.3333333,0,0,,
4,7,4,143,173-1,20,,153.75,0,0,,
4,7,4,143,173-1,20,,203.6666667,0,2,,
4,7,4,143,173-1,20,,253,0,0,,
4,7,4,143,173-1,20,,298.75,0,0,,
4,7,4,143,173-1,20,,344.75,0,0,,
4,7,4,143,173-1,20,,396,0,4,,
4,7,4,143,173-1,20,,445,0,0,,
4,7,4,143,173-1,20,,501,0,0,,
4,7,4,143,173-1,20,,Inf,0,0,,
4,7,4,144,177-2,0,,59.5,0,0,,
4,7,4,144,177-2,0,,107.3333333,0,0,,
4,7,4,144,177-2,0,,153.75,0,0,,
4,7,4,144,177-2,0,,203.6666667,0,0,,
4,7,4,144,177-2,0,,253,0,0,,
4,7,4,144,177-2,0,,298.75,0,0,,
4,7,4,144,177-2,0,,344.75,0,0,,
4,7,4,144,177-2,0,,396,0,0,,
4,7,4,144,177-2,0,,445,0,0,,
4,7,4,144,177-2,0,,501,0,0,,
4,7,4,144,177-2,0,,Inf,0,0,,
4,7,5,145,109-2,10,,59.5,0,0,,
4,7,5,145,109-2,10,,107.3333333,0,0,,
4,7,5,145,109-2,10,,153.75,0,0,,
4,7,5,145,109-2,10,,203.6666667,0,0,,
4,7,5,145,109-2,10,,253,0,0,,
4,7,5,145,109-2,10,,298.75,0,0,,
4,7,5,145,109-2,10,,344.75,0,0,,
4,7,5,145,109-2,10,,396,0,0,,
4,7,5,145,109-2,10,,445,0,0,,
4,7,5,145,109-2,10,,502.75,0,0,,
4,7,5,145,109-2,10,,Inf,0,3,,
4,7,5,146,120-1,0,,59.5,0,0,,
4,7,5,146,120-1,0,,107.3333333,0,0,,
4,7,5,146,120-1,0,,153.75,0,1,,
4,7,5,146,120-1,0,,203.6666667,0,0,,
4,7,5,146,120-1,0,,253,0,0,,
4,7,5,146,120-1,0,,298.75,0,2,,
4,7,5,146,120-1,0,,344.75,0,0,,
4,7,5,146,120-1,0,,396,0,0,,
4,7,5,146,120-1,0,,445,0,0,,
4,7,5,146,120-1,0,,502.75,0,0,,
4,7,5,146,120-1,0,,Inf,0,0,,
4,7,5,147,204-2,15,,59.5,0,NA,,
4,7,5,147,204-2,15,,107.3333333,0,NA,,
4,7,5,147,204-2,15,,153.75,0,NA,,
4,7,5,147,204-2,15,,203.6666667,0,NA,,
4,7,5,147,204-2,15,,253,0,NA,,
4,7,5,147,204-2,15,,298.75,0,NA,,
4,7,5,147,204-2,15,,344.75,0,NA,,
4,7,5,147,204-2,15,,396,0,NA,,
4,7,5,147,204-2,15,,445,0,NA,,
4,7,5,147,204-2,15,,501,0,NA,,
4,7,5,147,204-2,15,,Inf,0,NA,,
4,7,5,148,91-1,20,,59.5,0,0,,
4,7,5,148,91-1,20,,107.3333333,0,0,,
4,7,5,148,91-1,20,,153.75,0,1,,
4,7,5,148,91-1,20,,203.6666667,0,0,,
4,7,5,148,91-1,20,,253,0,0,,
4,7,5,148,91-1,20,,298.75,0,0,,
4,7,5,148,91-1,20,,344.75,0,0,,
4,7,5,148,91-1,20,,396,0,7,,
4,7,5,148,91-1,20,,445,0,0,,
4,7,5,148,91-1,20,,501,0,1,,
4,7,5,148,91-1,20,,Inf,0,0,,
4,7,5,149,165-1,20,,59.5,0,0,,
4,7,5,149,165-1,20,,107.3333333,0,0,,
4,7,5,149,165-1,20,,153.75,0,0,,
4,7,5,149,165-1,20,,203.6666667,0,0,,
4,7,5,149,165-1,20,,253,0,0,,
4,7,5,149,165-1,20,,298.75,0,0,,
4,7,5,149,165-1,20,,344.75,0,0,,
4,7,5,149,165-1,20,,396,0,0,,
4,7,5,149,165-1,20,,445,0,0,,
4,7,5,149,165-1,20,,501,0,6,,
4,7,5,149,165-1,20,,Inf,0,0,,
4,7,5,151,168-2,20,,59.5,0,0,,
4,7,5,151,168-2,20,,107.3333333,0,0,,
4,7,5,151,168-2,20,,153.75,0,0,,
4,7,5,151,168-2,20,,203.6666667,0,0,,
4,7,5,151,168-2,20,,253,0,0,,
4,7,5,151,168-2,20,,298.75,0,0,,
4,7,5,151,168-2,20,,344.75,0,0,,
4,7,5,151,168-2,20,,396,0,0,,
4,7,5,151,168-2,20,,445,0,0,,
4,7,5,151,168-2,20,,501,0,2,,
4,7,5,151,168-2,20,,Inf,0,0,,
4,7,5,152,139-1,20,,59.5,0,NA,,
4,7,5,152,139-1,20,,107.3333333,0,NA,,
4,7,5,152,139-1,20,,153.75,0,NA,,
4,7,5,152,139-1,20,,203.6666667,0,NA,,
4,7,5,152,139-1,20,,253,0,NA,,
4,7,5,152,139-1,20,,298.75,0,NA,,
4,7,5,152,139-1,20,,344.75,0,NA,,
4,7,5,152,139-1,20,,396,0,NA,,
4,7,5,152,139-1,20,,445,0,NA,,
4,7,5,152,139-1,20,,501,0,NA,,
4,7,5,152,139-1,20,,Inf,0,NA,,
4,7,5,153,Johnny's,20,,59.5,0,0,,
4,7,5,153,Johnny's,20,,107.3333333,0,0,,
4,7,5,153,Johnny's,20,,153.75,0,0,,
4,7,5,153,Johnny's,20,,203.6666667,0,0,,
4,7,5,153,Johnny's,20,,253,0,0,,
4,7,5,153,Johnny's,20,,298.75,0,0,,
4,7,5,153,Johnny's,20,,344.75,0,0,,
4,7,5,153,Johnny's,20,,396,0,0,,
4,7,5,153,Johnny's,20,,445,0,0,,
4,7,5,153,Johnny's,20,,501,0,1,,
4,7,5,153,Johnny's,20,,Inf,0,5,,
4,7,5,154,134-1,20,,59.5,0,0,,
4,7,5,154,134-1,20,,107.3333333,0,0,,
4,7,5,154,134-1,20,,153.75,0,0,,
4,7,5,154,134-1,20,,203.6666667,0,0,,
4,7,5,154,134-1,20,,253,0,0,,
4,7,5,154,134-1,20,,298.75,0,0,,
4,7,5,154,134-1,20,,344.75,0,0,,
4,7,5,154,134-1,20,,396,0,0,,
4,7,5,154,134-1,20,,445,0,1,,
4,7,5,154,134-1,20,,501,0,6,,
4,7,5,154,134-1,20,,Inf,0,1,,
4,7,5,155,136-1,15,,59.5,0,0,,
4,7,5,155,136-1,15,,107.3333333,0,0,,
4,7,5,155,136-1,15,,153.75,0,1,,
4,7,5,155,136-1,15,,203.6666667,0,0,,
4,7,5,155,136-1,15,,253,0,0,,
4,7,5,155,136-1,15,,298.75,0,0,,
4,7,5,155,136-1,15,,344.75,0,0,,
4,7,5,155,136-1,15,,396,0,0,,
4,7,5,155,136-1,15,,445,0,0,,
4,7,5,155,136-1,15,,501,0,3,,
4,7,5,155,136-1,15,,Inf,0,0,,
4,7,5,156,148-2,15,,59.5,0,0,,
4,7,5,156,148-2,15,,107.3333333,0,0,,
4,7,5,156,148-2,15,,153.75,0,0,,
4,7,5,156,148-2,15,,203.6666667,0,0,,
4,7,5,156,148-2,15,,253,0,0,,
4,7,5,156,148-2,15,,298.75,0,0,,
4,7,5,156,148-2,15,,344.75,0,0,,
4,7,5,156,148-2,15,,396,0,0,,
4,7,5,156,148-2,15,,445,0,0,,
4,7,5,156,148-2,15,,501,0,4,,
4,7,5,156,148-2,15,,Inf,0,1,,
4,7,5,157,118-1,0,,59.5,0,0,,
4,7,5,157,118-1,0,,107.3333333,0,0,,
4,7,5,157,118-1,0,,153.75,0,0,,
4,7,5,157,118-1,0,,203.6666667,0,0,,
4,7,5,157,118-1,0,,253,0,0,,
4,7,5,157,118-1,0,,298.75,0,0,,
4,7,5,157,118-1,0,,344.75,0,0,,
4,7,5,157,118-1,0,,396,0,0,,
4,7,5,157,118-1,0,,445,0,0,,
4,7,5,157,118-1,0,,502.75,0,0,,
4,7,5,157,118-1,0,,Inf,0,0,,
4,7,5,158,144-1,0,,59.5,0,0,,
4,7,5,158,144-1,0,,107.3333333,0,0,,
4,7,5,158,144-1,0,,153.75,0,0,,
4,7,5,158,144-1,0,,203.6666667,0,0,,
4,7,5,158,144-1,0,,253,0,0,,
4,7,5,158,144-1,0,,298.75,0,0,,
4,7,5,158,144-1,0,,344.75,0,0,,
4,7,5,158,144-1,0,,396,0,0,,
4,7,5,158,144-1,0,,445,0,0,,
4,7,5,158,144-1,0,,501,0,0,,
4,7,5,158,144-1,0,,Inf,0,0,,
4,7,5,159,100-1,15,,59.5,0,0,,
4,7,5,159,100-1,15,,107.3333333,0,0,,
4,7,5,159,100-1,15,,153.75,0,0,,
4,7,5,159,100-1,15,,203.6666667,0,0,,
4,7,5,159,100-1,15,,253,0,0,,
4,7,5,159,100-1,15,,298.75,0,0,,
4,7,5,159,100-1,15,,344.75,0,0,,
4,7,5,159,100-1,15,,396,0,0,,
4,7,5,159,100-1,15,,445,0,0,,
4,7,5,159,100-1,15,,500,0,0,,
4,7,5,159,100-1,15,,Inf,0,5,,
4,7,5,160,148-1,20,,59.5,0,0,,
4,7,5,160,148-1,20,,107.3333333,0,0,,
4,7,5,160,148-1,20,,153.75,0,0,,
4,7,5,160,148-1,20,,203.6666667,0,0,,
4,7,5,160,148-1,20,,253,0,0,,
4,7,5,160,148-1,20,,298.75,0,0,,
4,7,5,160,148-1,20,,344.75,0,0,,
4,7,5,160,148-1,20,,396,0,0,,
4,7,5,160,148-1,20,,445,0,0,,
4,7,5,160,148-1,20,,501,0,6,,
4,7,5,160,148-1,20,,Inf,0,0,,
4,7,5,161,81-2,20,,59.5,0,0,,
4,7,5,161,81-2,20,,107.3333333,0,0,,
4,7,5,161,81-2,20,,153.75,0,0,,
4,7,5,161,81-2,20,,203.6666667,0,0,,
4,7,5,161,81-2,20,,253,0,0,,
4,7,5,161,81-2,20,,298.75,0,0,,
4,7,5,161,81-2,20,,344.75,0,0,,
4,7,5,161,81-2,20,,396,0,0,,
4,7,5,161,81-2,20,,445,0,0,,
4,7,5,161,81-2,20,,501,0,0,,
4,7,5,161,81-2,20,,Inf,0,1,,
4,7,5,162,126-2,20,,59.5,0,0,,
4,7,5,162,126-2,20,,107.3333333,0,0,,
4,7,5,162,126-2,20,,153.75,0,0,,
4,7,5,162,126-2,20,,203.6666667,0,0,,
4,7,5,162,126-2,20,,253,0,0,,
4,7,5,162,126-2,20,,298.75,0,0,,
4,7,5,162,126-2,20,,344.75,0,0,,
4,7,5,162,126-2,20,,396,0,0,,
4,7,5,162,126-2,20,,445,0,0,,
4,7,5,162,126-2,20,,502.75,0,0,,
4,7,5,162,126-2,20,,Inf,0,2,,
4,7,5,163,131-1,10,,59.5,0,0,,
4,7,5,163,131-1,10,,107.3333333,0,0,,
4,7,5,163,131-1,10,,153.75,0,2,,
4,7,5,163,131-1,10,,203.6666667,0,0,,
4,7,5,163,131-1,10,,253,0,0,,
4,7,5,163,131-1,10,,298.75,0,3,,
4,7,5,163,131-1,10,,344.75,0,0,,
4,7,5,163,131-1,10,,396,0,4,,
4,7,5,163,131-1,10,,445,0,0,,
4,7,5,163,131-1,10,,502.75,0,0,,
4,7,5,163,131-1,10,,Inf,0,0,,
4,7,5,164,Johnny's,20,,59.5,0,0,,
4,7,5,164,Johnny's,20,,107.3333333,0,0,,
4,7,5,164,Johnny's,20,,153.75,0,0,,
4,7,5,164,Johnny's,20,,203.6666667,0,0,,
4,7,5,164,Johnny's,20,,253,0,0,,
4,7,5,164,Johnny's,20,,298.75,0,0,,
4,7,5,164,Johnny's,20,,344.75,0,0,,
4,7,5,164,Johnny's,20,,396,0,0,,
4,7,5,164,Johnny's,20,,445,0,0,,
4,7,5,164,Johnny's,20,,501,0,0,,
4,7,5,164,Johnny's,20,,Inf,0,5,,
4,7,5,165,148-2,20,,59.5,0,0,,
4,7,5,165,148-2,20,,107.3333333,0,0,,
4,7,5,165,148-2,20,,153.75,0,0,,
4,7,5,165,148-2,20,,203.6666667,0,0,,
4,7,5,165,148-2,20,,253,0,0,,
4,7,5,165,148-2,20,,298.75,0,0,,
4,7,5,165,148-2,20,,344.75,0,0,,
4,7,5,165,148-2,20,,396,0,0,,
4,7,5,165,148-2,20,,445,0,0,,
4,7,5,165,148-2,20,,501,0,0,,
4,7,5,165,148-2,20,,Inf,0,1,,
4,7,5,166,177-2,10,,59.5,0,0,,
4,7,5,166,177-2,10,,107.3333333,0,0,,
4,7,5,166,177-2,10,,153.75,0,0,,
4,7,5,166,177-2,10,,203.6666667,0,0,,
4,7,5,166,177-2,10,,253,0,0,,
4,7,5,166,177-2,10,,298.75,0,0,,
4,7,5,166,177-2,10,,344.75,0,0,,
4,7,5,166,177-2,10,,396,0,0,,
4,7,5,166,177-2,10,,445,0,0,,
4,7,5,166,177-2,10,,501,0,0,,
4,7,5,166,177-2,10,,Inf,0,2,,
4,7,5,167,165-1,10,,59.5,0,0,,
4,7,5,167,165-1,10,,107.3333333,0,0,,
4,7,5,167,165-1,10,,153.75,0,0,,
4,7,5,167,165-1,10,,203.6666667,0,0,,
4,7,5,167,165-1,10,,253,0,0,,
4,7,5,167,165-1,10,,298.75,0,0,,
4,7,5,167,165-1,10,,344.75,0,0,,
4,7,5,167,165-1,10,,396,0,0,,
4,7,5,167,165-1,10,,445,0,0,,
4,7,5,167,165-1,10,,501,0,0,,
4,7,5,167,165-1,10,,Inf,0,3,,
4,7,5,169,190-1,0,,59.5,0,0,,
