rep,run,shelf,plate,line,trt,type,end,status,germinated,,
4,7,6,206,152-1,10,,107.3333333,1,6,,
4,7,6,206,152-1,10,,153.75,1,0,,
4,7,6,206,152-1,10,,203.6666667,1,0,,
4,7,6,206,152-1,10,,253,1,2,,
4,7,6,206,152-1,10,,298.75,1,0,,
4,7,6,206,152-1,10,,344.75,1,0,,
4,7,6,206,152-1,10,,396,1,0,,
4,7,6,206,152-1,10,,445,1,0,,
4,7,6,206,152-1,10,,501,1,0,,
4,7,6,206,152-1,10,,Inf,1,0,,
4,7,6,207,217-1,20,,59.5,1,0,,
4,7,6,207,217-1,20,,107.3333333,1,0,,
4,7,6,207,217-1,20,,153.75,1,1,,
4,7,6,207,217-1,20,,203.6666667,1,0,,
4,7,6,207,217-1,20,,253,1,1,,
4,7,6,207,217-1,20,,298.75,1,0,,
4,7,6,207,217-1,20,,344.75,1,0,,
4,7,6,207,217-1,20,,396,1,0,,
4,7,6,207,217-1,20,,445,1,0,,
4,7,6,207,217-1,20,,501,1,0,,
4,7,6,207,217-1,20,,Inf,1,3,,
4,7,6,208,100-1,20,,59.5,1,0,,
4,7,6,208,100-1,20,,107.3333333,1,0,,
4,7,6,208,100-1,20,,153.75,1,1,,
4,7,6,208,100-1,20,,203.6666667,1,0,,
4,7,6,208,100-1,20,,253,1,2,,
4,7,6,208,100-1,20,,298.75,1,2,,
4,7,6,208,100-1,20,,344.75,1,1,,
4,7,6,208,100-1,20,,396,1,0,,
4,7,6,208,100-1,20,,445,1,0,,
4,7,6,208,100-1,20,,502.75,1,0,,
4,7,6,208,100-1,20,,Inf,1,4,,
4,7,6,209,81-2,15,,59.5,1,0,,
4,7,6,209,81-2,15,,107.3333333,1,6,,
4,7,6,209,81-2,15,,153.75,1,4,,
4,7,6,209,81-2,15,,203.6666667,1,0,,
4,7,6,209,81-2,15,,253,1,0,,
4,7,6,209,81-2,15,,298.75,1,0,,
4,7,6,209,81-2,15,,344.75,1,0,,
4,7,6,209,81-2,15,,396,1,0,,
4,7,6,209,81-2,15,,445,1,0,,
4,7,6,209,81-2,15,,501,1,0,,
4,7,6,209,81-2,15,,Inf,1,0,,
4,7,6,210,126-1,0,,59.5,1,0,,
4,7,6,210,126-1,0,,107.3333333,1,0,,
4,7,6,210,126-1,0,,153.75,1,0,,
4,7,6,210,126-1,0,,203.6666667,1,5,,
4,7,6,210,126-1,0,,253,1,1,,
4,7,6,210,126-1,0,,298.75,1,0,,
4,7,6,210,126-1,0,,344.75,1,0,,
4,7,6,210,126-1,0,,396,1,0,,
4,7,6,210,126-1,0,,445,1,0,,
4,7,6,210,126-1,0,,502.75,1,0,,
4,7,6,210,126-1,0,,Inf,1,0,,
4,7,6,211,122-2,15,,59.5,1,0,,
4,7,6,211,122-2,15,,107.3333333,1,0,,
4,7,6,211,122-2,15,,153.75,1,0,,
4,7,6,211,122-2,15,,203.6666667,1,0,,
4,7,6,211,122-2,15,,253,1,0,,
4,7,6,211,122-2,15,,298.75,1,0,,
4,7,6,211,122-2,15,,344.75,1,0,,
4,7,6,211,122-2,15,,396,1,0,,
4,7,6,211,122-2,15,,445,1,4,,
4,7,6,211,122-2,15,,502.75,1,1,,
4,7,6,211,122-2,15,,Inf,1,4,,
4,7,6,212,217-1,15,,59.5,1,0,,
4,7,6,212,217-1,15,,107.3333333,1,1,,
4,7,6,212,217-1,15,,153.75,1,0,,
4,7,6,212,217-1,15,,203.6666667,1,0,,
4,7,6,212,217-1,15,,253,1,0,,
4,7,6,212,217-1,15,,298.75,1,0,,
4,7,6,212,217-1,15,,344.75,1,1,,
4,7,6,212,217-1,15,,396,1,0,,
4,7,6,212,217-1,15,,445,1,0,,
4,7,6,212,217-1,15,,501,1,0,,
4,7,6,212,217-1,15,,Inf,1,3,,
4,7,6,213,133-1,20,,59.5,1,0,,
4,7,6,213,133-1,20,,107.3333333,1,0,,
4,7,6,213,133-1,20,,153.75,1,0,,
4,7,6,213,133-1,20,,203.6666667,1,0,,
4,7,6,213,133-1,20,,253,1,1,,
4,7,6,213,133-1,20,,298.75,1,0,,
4,7,6,213,133-1,20,,344.75,1,0,,
4,7,6,213,133-1,20,,396,1,0,,
4,7,6,213,133-1,20,,445,1,0,,
4,7,6,213,133-1,20,,502.75,1,0,,
4,7,6,213,133-1,20,,Inf,1,3,,
4,7,6,214,122-1,10,,59.5,1,0,,
4,7,6,214,122-1,10,,107.3333333,1,0,,
4,7,6,214,122-1,10,,153.75,1,0,,
4,7,6,214,122-1,10,,203.6666667,1,0,,
4,7,6,214,122-1,10,,253,1,1,,
4,7,6,214,122-1,10,,298.75,1,0,,
4,7,6,214,122-1,10,,344.75,1,0,,
4,7,6,214,122-1,10,,396,1,0,,
4,7,6,214,122-1,10,,445,1,1,,
4,7,6,214,122-1,10,,502.75,1,1,,
4,7,6,214,122-1,10,,Inf,1,1,,
4,7,6,215,190-1,20,,59.5,1,0,,
4,7,6,215,190-1,20,,107.3333333,1,0,,
4,7,6,215,190-1,20,,153.75,1,0,,
4,7,6,215,190-1,20,,203.6666667,1,0,,
4,7,6,215,190-1,20,,253,1,1,,
4,7,6,215,190-1,20,,298.75,1,0,,
4,7,6,215,190-1,20,,344.75,1,0,,
4,7,6,215,190-1,20,,396,1,0,,
4,7,6,215,190-1,20,,445,1,0,,
4,7,6,215,190-1,20,,501,1,0,,
4,7,6,215,190-1,20,,Inf,1,2,,
4,7,6,216,122-1,0,,59.5,1,0,,
4,7,6,216,122-1,0,,107.3333333,1,0,,
4,7,6,216,122-1,0,,153.75,1,4,,
4,7,6,216,122-1,0,,203.6666667,1,1,,
4,7,6,216,122-1,0,,253,1,3,,
4,7,6,216,122-1,0,,298.75,1,0,,
4,7,6,216,122-1,0,,344.75,1,1,,
4,7,6,216,122-1,0,,396,1,0,,
4,7,6,216,122-1,0,,445,1,0,,
4,7,6,216,122-1,0,,502.75,1,0,,
4,7,6,216,122-1,0,,Inf,1,0,,
4,7,7,217,188-1,15,,59.5,1,0,,
4,7,7,217,188-1,15,,107.3333333,1,0,,
4,7,7,217,188-1,15,,153.75,1,4,,
4,7,7,217,188-1,15,,203.6666667,1,0,,
4,7,7,217,188-1,15,,253,1,0,,
4,7,7,217,188-1,15,,298.75,1,0,,
4,7,7,217,188-1,15,,344.75,1,0,,
4,7,7,217,188-1,15,,396,1,0,,
4,7,7,217,188-1,15,,445,1,0,,
4,7,7,217,188-1,15,,501,1,0,,
4,7,7,217,188-1,15,,Inf,1,1,,
4,7,7,219,100-1,0,,59.5,1,0,,
4,7,7,219,100-1,0,,107.3333333,1,1,,
4,7,7,219,100-1,0,,153.75,1,1,,
4,7,7,219,100-1,0,,203.6666667,1,3,,
4,7,7,219,100-1,0,,253,1,2,,
4,7,7,219,100-1,0,,298.75,1,0,,
4,7,7,219,100-1,0,,344.75,1,0,,
4,7,7,219,100-1,0,,396,1,0,,
4,7,7,219,100-1,0,,445,1,0,,
4,7,7,219,100-1,0,,502.75,1,1,,
4,7,7,219,100-1,0,,Inf,1,0,,
4,7,7,220,163-1,20,,59.5,1,0,,
4,7,7,220,163-1,20,,107.3333333,1,3,,
4,7,7,220,163-1,20,,153.75,1,0,,
4,7,7,220,163-1,20,,203.6666667,1,4,,
4,7,7,220,163-1,20,,253,1,2,,
4,7,7,220,163-1,20,,298.75,1,1,,
4,7,7,220,163-1,20,,344.75,1,0,,
4,7,7,220,163-1,20,,396,1,0,,
4,7,7,220,163-1,20,,445,1,0,,
4,7,7,220,163-1,20,,501,1,0,,
4,7,7,220,163-1,20,,Inf,1,0,,
4,7,7,221,187-1,10,,59.5,1,0,,
4,7,7,221,187-1,10,,107.3333333,1,0,,
4,7,7,221,187-1,10,,153.75,1,1,,
4,7,7,221,187-1,10,,203.6666667,1,0,,
4,7,7,221,187-1,10,,253,1,1,,
4,7,7,221,187-1,10,,298.75,1,0,,
4,7,7,221,187-1,10,,344.75,1,0,,
4,7,7,221,187-1,10,,396,1,1,,
4,7,7,221,187-1,10,,445,1,0,,
4,7,7,221,187-1,10,,501,1,0,,
4,7,7,221,187-1,10,,Inf,1,0,,
4,7,7,223,150-2,10,,59.5,1,0,,
4,7,7,223,150-2,10,,107.3333333,1,1,,
4,7,7,223,150-2,10,,153.75,1,0,,
4,7,7,223,150-2,10,,203.6666667,1,0,,
4,7,7,223,150-2,10,,253,1,0,,
4,7,7,223,150-2,10,,298.75,1,0,,
4,7,7,223,150-2,10,,344.75,1,0,,
4,7,7,223,150-2,10,,396,1,0,,
4,7,7,223,150-2,10,,445,1,0,,
4,7,7,223,150-2,10,,501,1,1,,
4,7,7,223,150-2,10,,Inf,1,0,,
4,7,7,224,120-1,10,,59.5,1,0,,
4,7,7,224,120-1,10,,107.3333333,1,3,,
4,7,7,224,120-1,10,,153.75,1,0,,
4,7,7,224,120-1,10,,203.6666667,1,0,,
4,7,7,224,120-1,10,,253,1,0,,
4,7,7,224,120-1,10,,298.75,1,0,,
4,7,7,224,120-1,10,,344.75,1,0,,
4,7,7,224,120-1,10,,396,1,0,,
4,7,7,224,120-1,10,,445,1,0,,
4,7,7,224,120-1,10,,502.75,1,0,,
4,7,7,224,120-1,10,,Inf,1,0,,
4,7,7,225,118-2,15,,59.5,1,NA,,
4,7,7,225,118-2,15,,107.3333333,1,NA,,
4,7,7,225,118-2,15,,153.75,1,NA,,
4,7,7,225,118-2,15,,203.6666667,1,NA,,
4,7,7,225,118-2,15,,253,1,NA,,
4,7,7,225,118-2,15,,298.75,1,NA,,
4,7,7,225,118-2,15,,344.75,1,NA,,
4,7,7,225,118-2,15,,396,1,NA,,
4,7,7,225,118-2,15,,445,1,NA,,
4,7,7,225,118-2,15,,502.75,1,NA,,
4,7,7,225,118-2,15,,Inf,1,NA,,
4,7,7,226,187-1,20,,59.5,1,0,,
4,7,7,226,187-1,20,,107.3333333,1,0,,
4,7,7,226,187-1,20,,153.75,1,0,,
4,7,7,226,187-1,20,,203.6666667,1,1,,
4,7,7,226,187-1,20,,253,1,1,,
4,7,7,226,187-1,20,,298.75,1,1,,
4,7,7,226,187-1,20,,344.75,1,0,,
4,7,7,226,187-1,20,,396,1,0,,
4,7,7,226,187-1,20,,445,1,0,,
4,7,7,226,187-1,20,,501,1,0,,
4,7,7,226,187-1,20,,Inf,1,4,,
4,7,7,227,163-1,15,,59.5,1,0,,
4,7,7,227,163-1,15,,107.3333333,1,4,,
4,7,7,227,163-1,15,,153.75,1,1,,
4,7,7,227,163-1,15,,203.6666667,1,1,,
4,7,7,227,163-1,15,,253,1,1,,
4,7,7,227,163-1,15,,298.75,1,1,,
4,7,7,227,163-1,15,,344.75,1,0,,
4,7,7,227,163-1,15,,396,1,0,,
4,7,7,227,163-1,15,,445,1,0,,
4,7,7,227,163-1,15,,501,1,0,,
4,7,7,227,163-1,15,,Inf,1,0,,
4,7,7,228,217-2,20,,59.5,1,0,,
4,7,7,228,217-2,20,,107.3333333,1,0,,
4,7,7,228,217-2,20,,153.75,1,0,,
4,7,7,228,217-2,20,,203.6666667,1,1,,
4,7,7,228,217-2,20,,253,1,0,,
4,7,7,228,217-2,20,,298.75,1,0,,
4,7,7,228,217-2,20,,344.75,1,0,,
4,7,7,228,217-2,20,,396,1,0,,
4,7,7,228,217-2,20,,445,1,0,,
4,7,7,228,217-2,20,,501,1,0,,
4,7,7,228,217-2,20,,Inf,1,4,,
4,7,7,229,134-1,10,,59.5,1,0,,
4,7,7,229,134-1,10,,107.3333333,1,5,,
4,7,7,229,134-1,10,,153.75,1,2,,
4,7,7,229,134-1,10,,203.6666667,1,0,,
4,7,7,229,134-1,10,,253,1,0,,
4,7,7,229,134-1,10,,298.75,1,0,,
4,7,7,229,134-1,10,,344.75,1,0,,
4,7,7,229,134-1,10,,396,1,0,,
4,7,7,229,134-1,10,,445,1,0,,
4,7,7,229,134-1,10,,501,1,0,,
4,7,7,229,134-1,10,,Inf,1,0,,
4,7,7,230,135-1,10,,59.5,1,1,,
4,7,7,230,135-1,10,,107.3333333,1,5,,
4,7,7,230,135-1,10,,153.75,1,0,,
4,7,7,230,135-1,10,,203.6666667,1,1,,
4,7,7,230,135-1,10,,253,1,0,,
4,7,7,230,135-1,10,,298.75,1,0,,
4,7,7,230,135-1,10,,344.75,1,0,,
4,7,7,230,135-1,10,,396,1,0,,
4,7,7,230,135-1,10,,445,1,0,,
4,7,7,230,135-1,10,,501,1,0,,
4,7,7,230,135-1,10,,Inf,1,0,,
4,7,7,231,141-2,0,,59.5,1,0,,
4,7,7,231,141-2,0,,107.3333333,1,0,,
4,7,7,231,141-2,0,,153.75,1,0,,
4,7,7,231,141-2,0,,203.6666667,1,1,,
4,7,7,231,141-2,0,,253,1,1,,
4,7,7,231,141-2,0,,298.75,1,0,,
4,7,7,231,141-2,0,,344.75,1,1,,
4,7,7,231,141-2,0,,396,1,0,,
4,7,7,231,141-2,0,,445,1,0,,
4,7,7,231,141-2,0,,501,1,0,,
4,7,7,231,141-2,0,,Inf,1,0,,
4,7,7,232,131-1,0,,59.5,1,0,,
4,7,7,232,131-1,0,,107.3333333,1,1,,
4,7,7,232,131-1,0,,153.75,1,1,,
4,7,7,232,131-1,0,,203.6666667,1,0,,
4,7,7,232,131-1,0,,253,1,0,,
4,7,7,232,131-1,0,,298.75,1,0,,
4,7,7,232,131-1,0,,344.75,1,0,,
4,7,7,232,131-1,0,,396,1,0,,
4,7,7,232,131-1,0,,445,1,0,,
4,7,7,232,131-1,0,,502.75,1,0,,
4,7,7,232,131-1,0,,Inf,1,0,,
4,7,7,233,163-1,10,,59.5,1,2,,
4,7,7,233,163-1,10,,107.3333333,1,1,,
4,7,7,233,163-1,10,,153.75,1,2,,
4,7,7,233,163-1,10,,203.6666667,1,2,,
4,7,7,233,163-1,10,,253,1,1,,
4,7,7,233,163-1,10,,298.75,1,0,,
4,7,7,233,163-1,10,,344.75,1,0,,
4,7,7,233,163-1,10,,396,1,0,,
4,7,7,233,163-1,10,,445,1,0,,
4,7,7,233,163-1,10,,501,1,0,,
4,7,7,233,163-1,10,,Inf,1,0,,
4,7,7,234,156-2,15,,59.5,1,0,,
4,7,7,234,156-2,15,,107.3333333,1,0,,
4,7,7,234,156-2,15,,153.75,1,0,,
4,7,7,234,156-2,15,,203.6666667,1,1,,
4,7,7,234,156-2,15,,253,1,1,,
4,7,7,234,156-2,15,,298.75,1,0,,
4,7,7,234,156-2,15,,344.75,1,0,,
4,7,7,234,156-2,15,,396,1,0,,
4,7,7,234,156-2,15,,445,1,0,,
4,7,7,234,156-2,15,,501,1,0,,
4,7,7,234,156-2,15,,Inf,1,0,,
4,7,7,235,118-2,0,,59.5,1,0,,
4,7,7,235,118-2,0,,107.3333333,1,3,,
4,7,7,235,118-2,0,,153.75,1,2,,
4,7,7,235,118-2,0,,203.6666667,1,2,,
4,7,7,235,118-2,0,,253,1,0,,
4,7,7,235,118-2,0,,298.75,1,0,,
4,7,7,235,118-2,0,,344.75,1,2,,
4,7,7,235,118-2,0,,396,1,1,,
4,7,7,235,118-2,0,,445,1,0,,
4,7,7,235,118-2,0,,502.75,1,0,,
4,7,7,235,118-2,0,,Inf,1,0,,
4,7,7,236,Johnny's,10,,59.5,1,0,,
4,7,7,236,Johnny's,10,,107.3333333,1,0,,
4,7,7,236,Johnny's,10,,153.75,1,0,,
4,7,7,236,Johnny's,10,,203.6666667,1,0,,
4,7,7,236,Johnny's,10,,253,1,2,,
4,7,7,236,Johnny's,10,,298.75,1,1,,
4,7,7,236,Johnny's,10,,344.75,1,0,,
4,7,7,236,Johnny's,10,,396,1,1,,
4,7,7,236,Johnny's,10,,445,1,0,,
4,7,7,236,Johnny's,10,,501,1,0,,
4,7,7,236,Johnny's,10,,Inf,1,1,,
4,7,7,237,77-2,20,,59.5,1,0,,
4,7,7,237,77-2,20,,107.3333333,1,1,,
4,7,7,237,77-2,20,,153.75,1,1,,
4,7,7,237,77-2,20,,203.6666667,1,0,,
4,7,7,237,77-2,20,,253,1,6,,
4,7,7,237,77-2,20,,298.75,1,0,,
4,7,7,237,77-2,20,,344.75,1,0,,
4,7,7,237,77-2,20,,396,1,0,,
4,7,7,237,77-2,20,,445,1,0,,
4,7,7,237,77-2,20,,501,1,0,,
4,7,7,237,77-2,20,,Inf,1,0,,
4,7,7,238,104-1,0,,59.5,1,0,,
4,7,7,238,104-1,0,,107.3333333,1,2,,
4,7,7,238,104-1,0,,153.75,1,0,,
4,7,7,238,104-1,0,,203.6666667,1,1,,
4,7,7,238,104-1,0,,253,1,2,,
4,7,7,238,104-1,0,,298.75,1,1,,
4,7,7,238,104-1,0,,344.75,1,0,,
4,7,7,238,104-1,0,,396,1,0,,
4,7,7,238,104-1,0,,445,1,0,,
4,7,7,238,104-1,0,,502.75,1,0,,
4,7,7,238,104-1,0,,Inf,1,0,,
4,7,7,239,125-1,10,,59.5,1,0,,
4,7,7,239,125-1,10,,107.3333333,1,0,,
4,7,7,239,125-1,10,,153.75,1,0,,
4,7,7,239,125-1,10,,203.6666667,1,0,,
4,7,7,239,125-1,10,,253,1,0,,
4,7,7,239,125-1,10,,298.75,1,2,,
4,7,7,239,125-1,10,,344.75,1,0,,
4,7,7,239,125-1,10,,396,1,0,,
4,7,7,239,125-1,10,,445,1,0,,
4,7,7,239,125-1,10,,502.75,1,0,,
4,7,7,239,125-1,10,,Inf,1,1,,
4,7,7,240,104-1,20,,59.5,1,0,,
4,7,7,240,104-1,20,,107.3333333,1,0,,
4,7,7,240,104-1,20,,153.75,1,1,,
4,7,7,240,104-1,20,,203.6666667,1,0,,
4,7,7,240,104-1,20,,253,1,1,,
4,7,7,240,104-1,20,,298.75,1,0,,
4,7,7,240,104-1,20,,344.75,1,0,,
4,7,7,240,104-1,20,,396,1,0,,
4,7,7,240,104-1,20,,445,1,0,,
4,7,7,240,104-1,20,,502.75,1,0,,
4,7,7,240,104-1,20,,Inf,1,4,,
4,7,7,241,185-1,0,,59.5,1,0,,
4,7,7,241,185-1,0,,107.3333333,1,1,,
4,7,7,241,185-1,0,,153.75,1,3,,
4,7,7,241,185-1,0,,203.6666667,1,5,,
4,7,7,241,185-1,0,,253,1,1,,
4,7,7,241,185-1,0,,298.75,1,0,,
4,7,7,241,185-1,0,,344.75,1,0,,
4,7,7,241,185-1,0,,396,1,0,,
4,7,7,241,185-1,0,,445,1,0,,
4,7,7,241,185-1,0,,501,1,0,,
4,7,7,241,185-1,0,,Inf,1,0,,
4,7,7,242,109-2,15,,59.5,1,0,,
4,7,7,242,109-2,15,,107.3333333,1,0,,
4,7,7,242,109-2,15,,153.75,1,4,,
4,7,7,242,109-2,15,,203.6666667,1,0,,
4,7,7,242,109-2,15,,253,1,0,,
4,7,7,242,109-2,15,,298.75,1,0,,
4,7,7,242,109-2,15,,344.75,1,0,,
4,7,7,242,109-2,15,,396,1,0,,
4,7,7,242,109-2,15,,445,1,0,,
4,7,7,242,109-2,15,,502.75,1,0,,
4,7,7,242,109-2,15,,Inf,1,0,,
4,7,7,243,105-1,20,,59.5,1,0,,
4,7,7,243,105-1,20,,107.3333333,1,0,,
4,7,7,243,105-1,20,,153.75,1,1,,
4,7,7,243,105-1,20,,203.6666667,1,1,,
4,7,7,243,105-1,20,,253,1,0,,
4,7,7,243,105-1,20,,298.75,1,0,,
4,7,7,243,105-1,20,,344.75,1,0,,
4,7,7,243,105-1,20,,396,1,0,,
4,7,7,243,105-1,20,,445,1,0,,
4,7,7,243,105-1,20,,502.75,1,0,,
4,7,7,243,105-1,20,,Inf,1,2,,
4,7,7,245,133-1,15,,59.5,1,0,,
4,7,7,245,133-1,15,,107.3333333,1,0,,
4,7,7,245,133-1,15,,153.75,1,1,,
4,7,7,245,133-1,15,,203.6666667,1,1,,
4,7,7,245,133-1,15,,253,1,0,,
4,7,7,245,133-1,15,,298.75,1,0,,
4,7,7,245,133-1,15,,344.75,1,0,,
4,7,7,245,133-1,15,,396,1,0,,
4,7,7,245,133-1,15,,445,1,0,,
4,7,7,245,133-1,15,,502.75,1,0,,
4,7,7,245,133-1,15,,Inf,1,0,,
4,7,7,246,188-2,15,,59.5,1,0,,
4,7,7,246,188-2,15,,107.3333333,1,0,,
4,7,7,246,188-2,15,,153.75,1,1,,
4,7,7,246,188-2,15,,203.6666667,1,0,,
4,7,7,246,188-2,15,,253,1,0,,
4,7,7,246,188-2,15,,298.75,1,0,,
4,7,7,246,188-2,15,,344.75,1,0,,
4,7,7,246,188-2,15,,396,1,0,,
4,7,7,246,188-2,15,,445,1,0,,
4,7,7,246,188-2,15,,501,1,0,,
4,7,7,246,188-2,15,,Inf,1,1,,
4,7,7,247,77-2,10,,59.5,1,1,,
4,7,7,247,77-2,10,,107.3333333,1,2,,
4,7,7,247,77-2,10,,153.75,1,6,,
4,7,7,247,77-2,10,,203.6666667,1,1,,
4,7,7,247,77-2,10,,253,1,0,,
4,7,7,247,77-2,10,,298.75,1,0,,
4,7,7,247,77-2,10,,344.75,1,0,,
4,7,7,247,77-2,10,,396,1,0,,
4,7,7,247,77-2,10,,445,1,0,,
4,7,7,247,77-2,10,,501,1,0,,
4,7,7,247,77-2,10,,Inf,1,0,,
4,7,7,248,Johnny's,20,,59.5,1,0,,
4,7,7,248,Johnny's,20,,107.3333333,1,0,,
4,7,7,248,Johnny's,20,,153.75,1,0,,
4,7,7,248,Johnny's,20,,203.6666667,1,0,,
4,7,7,248,Johnny's,20,,253,1,0,,
4,7,7,248,Johnny's,20,,298.75,1,0,,
4,7,7,248,Johnny's,20,,344.75,1,0,,
4,7,7,248,Johnny's,20,,396,1,0,,
4,7,7,248,Johnny's,20,,445,1,0,,
4,7,7,248,Johnny's,20,,501,1,0,,
4,7,7,248,Johnny's,20,,Inf,1,1,,
4,7,7,249,126-2,0,,59.5,1,0,,
4,7,7,249,126-2,0,,107.3333333,1,0,,
4,7,7,249,126-2,0,,153.75,1,0,,
4,7,7,249,126-2,0,,203.6666667,1,0,,
4,7,7,249,126-2,0,,253,1,0,,
4,7,7,249,126-2,0,,298.75,1,0,,
4,7,7,249,126-2,0,,344.75,1,0,,
4,7,7,249,126-2,0,,396,1,0,,
4,7,7,249,126-2,0,,445,1,1,,
4,7,7,249,126-2,0,,502.75,1,1,,
4,7,7,249,126-2,0,,Inf,1,4,,
4,7,7,250,Johnny's,0,,59.5,1,NA,,
4,7,7,250,Johnny's,0,,107.3333333,1,NA,,
4,7,7,250,Johnny's,0,,153.75,1,NA,,
4,7,7,250,Johnny's,0,,203.6666667,1,NA,,
4,7,7,250,Johnny's,0,,253,1,NA,,
4,7,7,250,Johnny's,0,,298.75,1,NA,,
4,7,7,250,Johnny's,0,,344.75,1,NA,,
4,7,7,250,Johnny's,0,,396,1,NA,,
4,7,7,250,Johnny's,0,,445,1,NA,,
4,7,7,250,Johnny's,0,,501,1,NA,,
4,7,7,250,Johnny's,0,,Inf,1,NA,,
4,7,7,251,131-1,20,,59.5,1,0,,
4,7,7,251,131-1,20,,107.3333333,1,3,,
4,7,7,251,131-1,20,,153.75,1,3,,
4,7,7,251,131-1,20,,203.6666667,1,0,,
4,7,7,251,131-1,20,,253,1,0,,
4,7,7,251,131-1,20,,298.75,1,0,,
4,7,7,251,131-1,20,,344.75,1,0,,
4,7,7,251,131-1,20,,396,1,0,,
4,7,7,251,131-1,20,,445,1,0,,
4,7,7,251,131-1,20,,502.75,1,0,,
4,7,7,251,131-1,20,,Inf,1,0,,
4,7,7,252,151-1,20,,59.5,1,0,,
4,7,7,252,151-1,20,,107.3333333,1,4,,
4,7,7,252,151-1,20,,153.75,1,0,,
4,7,7,252,151-1,20,,203.6666667,1,1,,
4,7,7,252,151-1,20,,253,1,0,,
4,7,7,252,151-1,20,,298.75,1,0,,
4,7,7,252,151-1,20,,344.75,1,0,,
4,7,7,252,151-1,20,,396,1,0,,
4,7,7,252,151-1,20,,445,1,0,,
4,7,7,252,151-1,20,,501,1,0,,
4,7,7,252,151-1,20,,Inf,1,0,,
4,7,8,253,182-1,15,,59.5,1,0,,
4,7,8,253,182-1,15,,107.3333333,1,2,,
4,7,8,253,182-1,15,,153.75,1,0,,
4,7,8,253,182-1,15,,203.6666667,1,1,,
4,7,8,253,182-1,15,,253,1,1,,
4,7,8,253,182-1,15,,298.75,1,0,,
4,7,8,253,182-1,15,,344.75,1,0,,
4,7,8,253,182-1,15,,396,1,0,,
4,7,8,253,182-1,15,,445,1,0,,
4,7,8,253,182-1,15,,501,1,0,,
4,7,8,253,182-1,15,,Inf,1,0,,
4,7,8,254,139-1,15,,59.5,1,0,,
4,7,8,254,139-1,15,,107.3333333,1,0,,
4,7,8,254,139-1,15,,153.75,1,0,,
4,7,8,254,139-1,15,,203.6666667,1,0,,
4,7,8,254,139-1,15,,253,1,2,,
4,7,8,254,139-1,15,,298.75,1,1,,
4,7,8,254,139-1,15,,344.75,1,0,,
4,7,8,254,139-1,15,,396,1,0,,
4,7,8,254,139-1,15,,445,1,0,,
4,7,8,254,139-1,15,,501,1,0,,
4,7,8,254,139-1,15,,Inf,1,0,,
4,7,8,255,187-1,15,,59.5,1,0,,
4,7,8,255,187-1,15,,107.3333333,1,0,,
4,7,8,255,187-1,15,,153.75,1,2,,
4,7,8,255,187-1,15,,203.6666667,1,3,,
4,7,8,255,187-1,15,,253,1,0,,
4,7,8,255,187-1,15,,298.75,1,0,,
4,7,8,255,187-1,15,,344.75,1,0,,
4,7,8,255,187-1,15,,396,1,0,,
4,7,8,255,187-1,15,,445,1,0,,
4,7,8,255,187-1,15,,501,1,0,,
4,7,8,255,187-1,15,,Inf,1,4,,
4,7,8,256,100-1,10,,59.5,1,0,,
4,7,8,256,100-1,10,,107.3333333,1,0,,
4,7,8,256,100-1,10,,153.75,1,2,,
4,7,8,256,100-1,10,,203.6666667,1,0,,
4,7,8,256,100-1,10,,253,1,1,,
4,7,8,256,100-1,10,,298.75,1,1,,
4,7,8,256,100-1,10,,344.75,1,0,,
4,7,8,256,100-1,10,,396,1,2,,
4,7,8,256,100-1,10,,445,1,1,,
4,7,8,256,100-1,10,,502.75,1,2,,
4,7,8,256,100-1,10,,Inf,1,0,,
4,7,8,257,128-2,20,,59.5,1,0,,
4,7,8,257,128-2,20,,107.3333333,1,0,,
4,7,8,257,128-2,20,,153.75,1,0,,
4,7,8,257,128-2,20,,203.6666667,1,0,,
4,7,8,257,128-2,20,,253,1,1,,
4,7,8,257,128-2,20,,298.75,1,0,,
4,7,8,257,128-2,20,,344.75,1,0,,
4,7,8,257,128-2,20,,396,1,0,,
4,7,8,257,128-2,20,,445,1,0,,
4,7,8,257,128-2,20,,502.75,1,0,,
4,7,8,257,128-2,20,,Inf,1,1,,
4,7,8,258,204-2,0,,59.5,1,0,,
4,7,8,258,204-2,0,,107.3333333,1,0,,
4,7,8,258,204-2,0,,153.75,1,3,,
4,7,8,258,204-2,0,,203.6666667,1,7,,
4,7,8,258,204-2,0,,253,1,0,,
4,7,8,258,204-2,0,,298.75,1,0,,
4,7,8,258,204-2,0,,344.75,1,0,,
4,7,8,258,204-2,0,,396,1,0,,
4,7,8,258,204-2,0,,445,1,0,,
4,7,8,258,204-2,0,,501,1,0,,
4,7,8,258,204-2,0,,Inf,1,0,,
4,7,8,259,163-1,0,,59.5,1,0,,
4,7,8,259,163-1,0,,107.3333333,1,0,,
4,7,8,259,163-1,0,,153.75,1,4,,
4,7,8,259,163-1,0,,203.6666667,1,4,,
4,7,8,259,163-1,0,,253,1,0,,
4,7,8,259,163-1,0,,298.75,1,0,,
4,7,8,259,163-1,0,,344.75,1,0,,
4,7,8,259,163-1,0,,396,1,0,,
4,7,8,259,163-1,0,,445,1,0,,
4,7,8,259,163-1,0,,501,1,0,,
4,7,8,259,163-1,0,,Inf,1,0,,
4,7,8,260,188-2,10,,59.5,1,0,,
