,rep,run,shelf,plate,line,trt,end,status,number
2562.5,2,3,3,79,139-1,20,497.5,0,6
2563,2,3,3,80,Johnny's,20,350.3833333,1,3
2563.1,2,3,3,80,Johnny's,20,350.3833333,1,3
2563.2,2,3,3,80,Johnny's,20,350.3833333,1,3
2564,2,3,3,80,Johnny's,20,302.1833333,1,1
2565,2,3,3,80,Johnny's,20,254.85,1,2
2565.1,2,3,3,80,Johnny's,20,254.85,1,2
2566,2,3,3,80,Johnny's,20,497.5,0,4
2566.1,2,3,3,80,Johnny's,20,497.5,0,4
2566.2,2,3,3,80,Johnny's,20,497.5,0,4
2566.3,2,3,3,80,Johnny's,20,497.5,0,4
2567,2,3,3,81,109-2,15,302.1833333,1,2
2567.1,2,3,3,81,109-2,15,302.1833333,1,2
2568,2,3,3,81,109-2,15,206.75,1,1
2569,2,3,3,81,109-2,15,497.5,0,7
2569.1,2,3,3,81,109-2,15,497.5,0,7
2569.2,2,3,3,81,109-2,15,497.5,0,7
2569.3,2,3,3,81,109-2,15,497.5,0,7
2569.4,2,3,3,81,109-2,15,497.5,0,7
2569.5,2,3,3,81,109-2,15,497.5,0,7
2569.6,2,3,3,81,109-2,15,497.5,0,7
2570,2,3,3,82,Johnny's,15,350.3833333,1,1
2571,2,3,3,82,Johnny's,15,302.1833333,1,2
2571.1,2,3,3,82,Johnny's,15,302.1833333,1,2
2572,2,3,3,82,Johnny's,15,254.85,1,2
2572.1,2,3,3,82,Johnny's,15,254.85,1,2
2573,2,3,3,82,Johnny's,15,497.5,0,5
2573.1,2,3,3,82,Johnny's,15,497.5,0,5
2573.2,2,3,3,82,Johnny's,15,497.5,0,5
2573.3,2,3,3,82,Johnny's,15,497.5,0,5
2573.4,2,3,3,82,Johnny's,15,497.5,0,5
2574,2,3,3,84,125-2,20,497.5,0,10
2574.1,2,3,3,84,125-2,20,497.5,0,10
2574.2,2,3,3,84,125-2,20,497.5,0,10
2574.3,2,3,3,84,125-2,20,497.5,0,10
2574.4,2,3,3,84,125-2,20,497.5,0,10
2574.5,2,3,3,84,125-2,20,497.5,0,10
2574.6,2,3,3,84,125-2,20,497.5,0,10
2574.7,2,3,3,84,125-2,20,497.5,0,10
2574.8,2,3,3,84,125-2,20,497.5,0,10
2574.9,2,3,3,84,125-2,20,497.5,0,10
2575,2,3,3,85,122-1,15,302.1833333,1,3
2575.1,2,3,3,85,122-1,15,302.1833333,1,3
2575.2,2,3,3,85,122-1,15,302.1833333,1,3
2576,2,3,3,85,122-1,15,254.85,1,5
2576.1,2,3,3,85,122-1,15,254.85,1,5
2576.2,2,3,3,85,122-1,15,254.85,1,5
2576.3,2,3,3,85,122-1,15,254.85,1,5
2576.4,2,3,3,85,122-1,15,254.85,1,5
2577,2,3,3,85,122-1,15,206.75,1,1
2578,2,3,3,85,122-1,15,497.5,0,1
2579,2,3,3,86,133-1,10,350.3833333,1,1
2580,2,3,3,86,133-1,10,157.8666667,1,2
2580.1,2,3,3,86,133-1,10,157.8666667,1,2
2581,2,3,3,86,133-1,10,497.5,0,7
2581.1,2,3,3,86,133-1,10,497.5,0,7
2581.2,2,3,3,86,133-1,10,497.5,0,7
2581.3,2,3,3,86,133-1,10,497.5,0,7
2581.4,2,3,3,86,133-1,10,497.5,0,7
2581.5,2,3,3,86,133-1,10,497.5,0,7
2581.6,2,3,3,86,133-1,10,497.5,0,7
2582,2,3,3,87,219-2,10,350.3833333,1,3
2582.1,2,3,3,87,219-2,10,350.3833333,1,3
2582.2,2,3,3,87,219-2,10,350.3833333,1,3
2583,2,3,3,87,219-2,10,302.1833333,1,2
2583.1,2,3,3,87,219-2,10,302.1833333,1,2
2584,2,3,3,87,219-2,10,254.85,1,3
2584.1,2,3,3,87,219-2,10,254.85,1,3
2584.2,2,3,3,87,219-2,10,254.85,1,3
2585,2,3,3,87,219-2,10,497.5,0,2
2585.1,2,3,3,87,219-2,10,497.5,0,2
2586,2,3,3,88,84-1,20,157.8666667,1,8
2586.1,2,3,3,88,84-1,20,157.8666667,1,8
2586.2,2,3,3,88,84-1,20,157.8666667,1,8
2586.3,2,3,3,88,84-1,20,157.8666667,1,8
2586.4,2,3,3,88,84-1,20,157.8666667,1,8
2586.5,2,3,3,88,84-1,20,157.8666667,1,8
2586.6,2,3,3,88,84-1,20,157.8666667,1,8
2586.7,2,3,3,88,84-1,20,157.8666667,1,8
2587,2,3,3,88,84-1,20,497.5,0,2
2587.1,2,3,3,88,84-1,20,497.5,0,2
2588,2,3,3,89,184-1,20,206.75,1,2
2588.1,2,3,3,89,184-1,20,206.75,1,2
2589,2,3,3,89,184-1,20,157.8666667,1,6
2589.1,2,3,3,89,184-1,20,157.8666667,1,6
2589.2,2,3,3,89,184-1,20,157.8666667,1,6
2589.3,2,3,3,89,184-1,20,157.8666667,1,6
2589.4,2,3,3,89,184-1,20,157.8666667,1,6
2589.5,2,3,3,89,184-1,20,157.8666667,1,6
2590,2,3,3,89,184-1,20,497.5,0,2
2590.1,2,3,3,89,184-1,20,497.5,0,2
2591,2,3,3,90,183-1,15,254.85,1,1
2592,2,3,3,90,183-1,15,157.8666667,1,6
2592.1,2,3,3,90,183-1,15,157.8666667,1,6
2592.2,2,3,3,90,183-1,15,157.8666667,1,6
2592.3,2,3,3,90,183-1,15,157.8666667,1,6
2592.4,2,3,3,90,183-1,15,157.8666667,1,6
2592.5,2,3,3,90,183-1,15,157.8666667,1,6
2593,2,3,3,90,183-1,15,497.5,0,3
2593.1,2,3,3,90,183-1,15,497.5,0,3
2593.2,2,3,3,90,183-1,15,497.5,0,3
2594,2,3,3,91,177-2,20,157.8666667,1,5
2594.1,2,3,3,91,177-2,20,157.8666667,1,5
2594.2,2,3,3,91,177-2,20,157.8666667,1,5
2594.3,2,3,3,91,177-2,20,157.8666667,1,5
2594.4,2,3,3,91,177-2,20,157.8666667,1,5
2595,2,3,3,91,177-2,20,497.5,0,5
2595.1,2,3,3,91,177-2,20,497.5,0,5
2595.2,2,3,3,91,177-2,20,497.5,0,5
2595.3,2,3,3,91,177-2,20,497.5,0,5
2595.4,2,3,3,91,177-2,20,497.5,0,5
2596,2,3,3,92,179-2,15,206.75,1,1
2597,2,3,3,92,179-2,15,157.8666667,1,8
2597.1,2,3,3,92,179-2,15,157.8666667,1,8
2597.2,2,3,3,92,179-2,15,157.8666667,1,8
2597.3,2,3,3,92,179-2,15,157.8666667,1,8
2597.4,2,3,3,92,179-2,15,157.8666667,1,8
2597.5,2,3,3,92,179-2,15,157.8666667,1,8
2597.6,2,3,3,92,179-2,15,157.8666667,1,8
2597.7,2,3,3,92,179-2,15,157.8666667,1,8
2598,2,3,3,92,179-2,15,497.5,0,1
2599,2,3,3,93,145-1,10,495.1166667,1,1
2600,2,3,3,93,145-1,10,398.6333333,1,1
2601,2,3,3,93,145-1,10,254.85,1,1
2602,2,3,3,93,145-1,10,206.75,1,1
2603,2,3,3,93,145-1,10,157.8666667,1,3
2603.1,2,3,3,93,145-1,10,157.8666667,1,3
2603.2,2,3,3,93,145-1,10,157.8666667,1,3
2604,2,3,3,93,145-1,10,497.5,0,3
2604.1,2,3,3,93,145-1,10,497.5,0,3
2604.2,2,3,3,93,145-1,10,497.5,0,3
2605,2,3,3,94,145-1,0,254.85,1,1
2606,2,3,3,94,145-1,0,206.75,1,1
2607,2,3,3,94,145-1,0,497.5,0,8
2607.1,2,3,3,94,145-1,0,497.5,0,8
2607.2,2,3,3,94,145-1,0,497.5,0,8
2607.3,2,3,3,94,145-1,0,497.5,0,8
2607.4,2,3,3,94,145-1,0,497.5,0,8
2607.5,2,3,3,94,145-1,0,497.5,0,8
2607.6,2,3,3,94,145-1,0,497.5,0,8
2607.7,2,3,3,94,145-1,0,497.5,0,8
2608,2,3,3,95,Johnny's,0,398.6333333,1,2
2608.1,2,3,3,95,Johnny's,0,398.6333333,1,2
2609,2,3,3,95,Johnny's,0,350.3833333,1,6
2609.1,2,3,3,95,Johnny's,0,350.3833333,1,6
2609.2,2,3,3,95,Johnny's,0,350.3833333,1,6
2609.3,2,3,3,95,Johnny's,0,350.3833333,1,6
2609.4,2,3,3,95,Johnny's,0,350.3833333,1,6
2609.5,2,3,3,95,Johnny's,0,350.3833333,1,6
2610,2,3,3,95,Johnny's,0,302.1833333,1,1
2611,2,3,3,95,Johnny's,0,497.5,0,1
2612,2,3,3,96,185-2,10,206.75,1,2
2612.1,2,3,3,96,185-2,10,206.75,1,2
2613,2,3,3,96,185-2,10,157.8666667,1,8
2613.1,2,3,3,96,185-2,10,157.8666667,1,8
2613.2,2,3,3,96,185-2,10,157.8666667,1,8
2613.3,2,3,3,96,185-2,10,157.8666667,1,8
2613.4,2,3,3,96,185-2,10,157.8666667,1,8
2613.5,2,3,3,96,185-2,10,157.8666667,1,8
2613.6,2,3,3,96,185-2,10,157.8666667,1,8
2613.7,2,3,3,96,185-2,10,157.8666667,1,8
2614,2,3,3,97,187-2,0,350.3833333,1,2
2614.1,2,3,3,97,187-2,0,350.3833333,1,2
2615,2,3,3,97,187-2,0,254.85,1,5
2615.1,2,3,3,97,187-2,0,254.85,1,5
2615.2,2,3,3,97,187-2,0,254.85,1,5
2615.3,2,3,3,97,187-2,0,254.85,1,5
2615.4,2,3,3,97,187-2,0,254.85,1,5
2616,2,3,3,97,187-2,0,206.75,1,3
2616.1,2,3,3,97,187-2,0,206.75,1,3
2616.2,2,3,3,97,187-2,0,206.75,1,3
2617,2,3,3,99,118-1,20,206.75,1,1
2618,2,3,3,99,118-1,20,157.8666667,1,2
2618.1,2,3,3,99,118-1,20,157.8666667,1,2
2619,2,3,3,99,118-1,20,497.5,0,7
2619.1,2,3,3,99,118-1,20,497.5,0,7
2619.2,2,3,3,99,118-1,20,497.5,0,7
2619.3,2,3,3,99,118-1,20,497.5,0,7
2619.4,2,3,3,99,118-1,20,497.5,0,7
2619.5,2,3,3,99,118-1,20,497.5,0,7
2619.6,2,3,3,99,118-1,20,497.5,0,7
2620,2,3,3,100,140-1,20,350.3833333,1,1
2621,2,3,3,100,140-1,20,157.8666667,1,1
2622,2,3,3,100,140-1,20,497.5,0,8
2622.1,2,3,3,100,140-1,20,497.5,0,8
2622.2,2,3,3,100,140-1,20,497.5,0,8
2622.3,2,3,3,100,140-1,20,497.5,0,8
2622.4,2,3,3,100,140-1,20,497.5,0,8
2622.5,2,3,3,100,140-1,20,497.5,0,8
2622.6,2,3,3,100,140-1,20,497.5,0,8
2622.7,2,3,3,100,140-1,20,497.5,0,8
2623,2,3,3,101,150-1,0,157.8666667,1,3
2623.1,2,3,3,101,150-1,0,157.8666667,1,3
2623.2,2,3,3,101,150-1,0,157.8666667,1,3
2624,2,3,3,101,150-1,0,60.86666667,1,4
2624.1,2,3,3,101,150-1,0,60.86666667,1,4
2624.2,2,3,3,101,150-1,0,60.86666667,1,4
2624.3,2,3,3,101,150-1,0,60.86666667,1,4
2625,2,3,3,101,150-1,0,497.5,0,3
2625.1,2,3,3,101,150-1,0,497.5,0,3
2625.2,2,3,3,101,150-1,0,497.5,0,3
2626,2,3,3,102,141-1,20,447.75,1,1
2627,2,3,3,102,141-1,20,206.75,1,3
2627.1,2,3,3,102,141-1,20,206.75,1,3
2627.2,2,3,3,102,141-1,20,206.75,1,3
2628,2,3,3,102,141-1,20,157.8666667,1,4
2628.1,2,3,3,102,141-1,20,157.8666667,1,4
2628.2,2,3,3,102,141-1,20,157.8666667,1,4
2628.3,2,3,3,102,141-1,20,157.8666667,1,4
2629,2,3,3,102,141-1,20,497.5,0,2
2629.1,2,3,3,102,141-1,20,497.5,0,2
2630,2,3,3,103,80-1,20,206.75,1,1
2631,2,3,3,103,80-1,20,157.8666667,1,1
2632,2,3,3,103,80-1,20,497.5,0,8
2632.1,2,3,3,103,80-1,20,497.5,0,8
2632.2,2,3,3,103,80-1,20,497.5,0,8
2632.3,2,3,3,103,80-1,20,497.5,0,8
2632.4,2,3,3,103,80-1,20,497.5,0,8
2632.5,2,3,3,103,80-1,20,497.5,0,8
2632.6,2,3,3,103,80-1,20,497.5,0,8
2632.7,2,3,3,103,80-1,20,497.5,0,8
2633,2,3,3,104,136-2,15,495.1166667,1,1
2634,2,3,3,104,136-2,15,350.3833333,1,2
2634.1,2,3,3,104,136-2,15,350.3833333,1,2
2635,2,3,3,104,136-2,15,157.8666667,1,2
2635.1,2,3,3,104,136-2,15,157.8666667,1,2
2636,2,3,3,104,136-2,15,497.5,0,5
2636.1,2,3,3,104,136-2,15,497.5,0,5
2636.2,2,3,3,104,136-2,15,497.5,0,5
2636.3,2,3,3,104,136-2,15,497.5,0,5
2636.4,2,3,3,104,136-2,15,497.5,0,5
2637,2,3,3,105,140-1,10,157.8666667,1,2
2637.1,2,3,3,105,140-1,10,157.8666667,1,2
2638,2,3,3,105,140-1,10,497.5,0,8
2638.1,2,3,3,105,140-1,10,497.5,0,8
2638.2,2,3,3,105,140-1,10,497.5,0,8
2638.3,2,3,3,105,140-1,10,497.5,0,8
2638.4,2,3,3,105,140-1,10,497.5,0,8
2638.5,2,3,3,105,140-1,10,497.5,0,8
2638.6,2,3,3,105,140-1,10,497.5,0,8
2638.7,2,3,3,105,140-1,10,497.5,0,8
2639,2,3,3,106,188-2,0,254.85,1,2
2639.1,2,3,3,106,188-2,0,254.85,1,2
2640,2,3,3,106,188-2,0,206.75,1,5
2640.1,2,3,3,106,188-2,0,206.75,1,5
2640.2,2,3,3,106,188-2,0,206.75,1,5
2640.3,2,3,3,106,188-2,0,206.75,1,5
2640.4,2,3,3,106,188-2,0,206.75,1,5
2641,2,3,3,106,188-2,0,157.8666667,1,3
2641.1,2,3,3,106,188-2,0,157.8666667,1,3
2641.2,2,3,3,106,188-2,0,157.8666667,1,3
2642,2,3,3,107,208-1,0,302.1833333,1,3
2642.1,2,3,3,107,208-1,0,302.1833333,1,3
2642.2,2,3,3,107,208-1,0,302.1833333,1,3
2643,2,3,3,107,208-1,0,254.85,1,2
2643.1,2,3,3,107,208-1,0,254.85,1,2
2644,2,3,3,107,208-1,0,206.75,1,3
2644.1,2,3,3,107,208-1,0,206.75,1,3
2644.2,2,3,3,107,208-1,0,206.75,1,3
2645,2,3,3,107,208-1,0,157.8666667,1,2
2645.1,2,3,3,107,208-1,0,157.8666667,1,2
2646,2,3,3,108,77-1,20,206.75,1,1
2647,2,3,3,108,77-1,20,157.8666667,1,9
2647.1,2,3,3,108,77-1,20,157.8666667,1,9
2647.2,2,3,3,108,77-1,20,157.8666667,1,9
2647.3,2,3,3,108,77-1,20,157.8666667,1,9
2647.4,2,3,3,108,77-1,20,157.8666667,1,9
2647.5,2,3,3,108,77-1,20,157.8666667,1,9
2647.6,2,3,3,108,77-1,20,157.8666667,1,9
2647.7,2,3,3,108,77-1,20,157.8666667,1,9
2647.8,2,3,3,108,77-1,20,157.8666667,1,9
2648,2,3,4,109,189-1,10,158.2,1,5
2648.1,2,3,4,109,189-1,10,158.2,1,5
2648.2,2,3,4,109,189-1,10,158.2,1,5
2648.3,2,3,4,109,189-1,10,158.2,1,5
2648.4,2,3,4,109,189-1,10,158.2,1,5
2649,2,3,4,109,189-1,10,497.5,0,5
2649.1,2,3,4,109,189-1,10,497.5,0,5
2649.2,2,3,4,109,189-1,10,497.5,0,5
2649.3,2,3,4,109,189-1,10,497.5,0,5
2649.4,2,3,4,109,189-1,10,497.5,0,5
2650,2,3,4,110,187-1,20,302.5833333,1,2
2650.1,2,3,4,110,187-1,20,302.5833333,1,2
2651,2,3,4,110,187-1,20,497.5,0,8
2651.1,2,3,4,110,187-1,20,497.5,0,8
2651.2,2,3,4,110,187-1,20,497.5,0,8
2651.3,2,3,4,110,187-1,20,497.5,0,8
2651.4,2,3,4,110,187-1,20,497.5,0,8
2651.5,2,3,4,110,187-1,20,497.5,0,8
2651.6,2,3,4,110,187-1,20,497.5,0,8
2651.7,2,3,4,110,187-1,20,497.5,0,8
2652,2,3,4,111,215-2,20,207.1666667,1,2
2652.1,2,3,4,111,215-2,20,207.1666667,1,2
2653,2,3,4,111,215-2,20,158.2,1,1
2654,2,3,4,111,215-2,20,497.5,0,7
2654.1,2,3,4,111,215-2,20,497.5,0,7
2654.2,2,3,4,111,215-2,20,497.5,0,7
2654.3,2,3,4,111,215-2,20,497.5,0,7
2654.4,2,3,4,111,215-2,20,497.5,0,7
2654.5,2,3,4,111,215-2,20,497.5,0,7
2654.6,2,3,4,111,215-2,20,497.5,0,7
2655,2,3,4,112,Johnny's,0,495.4833333,1,1
2656,2,3,4,112,Johnny's,0,350.7666667,1,3
2656.1,2,3,4,112,Johnny's,0,350.7666667,1,3
2656.2,2,3,4,112,Johnny's,0,350.7666667,1,3
2657,2,3,4,112,Johnny's,0,302.5833333,1,3
2657.1,2,3,4,112,Johnny's,0,302.5833333,1,3
2657.2,2,3,4,112,Johnny's,0,302.5833333,1,3
2658,2,3,4,112,Johnny's,0,158.2,1,1
2659,2,3,4,112,Johnny's,0,497.5,0,2
2659.1,2,3,4,112,Johnny's,0,497.5,0,2
2660,2,3,4,114,131-1,20,158.2,1,3
2660.1,2,3,4,114,131-1,20,158.2,1,3
2660.2,2,3,4,114,131-1,20,158.2,1,3
2661,2,3,4,114,131-1,20,497.5,0,7
2661.1,2,3,4,114,131-1,20,497.5,0,7
2661.2,2,3,4,114,131-1,20,497.5,0,7
2661.3,2,3,4,114,131-1,20,497.5,0,7
2661.4,2,3,4,114,131-1,20,497.5,0,7
2661.5,2,3,4,114,131-1,20,497.5,0,7
2661.6,2,3,4,114,131-1,20,497.5,0,7
2662,2,3,4,115,163-1,20,158.2,1,7
2662.1,2,3,4,115,163-1,20,158.2,1,7
2662.2,2,3,4,115,163-1,20,158.2,1,7
2662.3,2,3,4,115,163-1,20,158.2,1,7
2662.4,2,3,4,115,163-1,20,158.2,1,7
2662.5,2,3,4,115,163-1,20,158.2,1,7
2662.6,2,3,4,115,163-1,20,158.2,1,7
2663,2,3,4,115,163-1,20,497.5,0,3
2663.1,2,3,4,115,163-1,20,497.5,0,3
2663.2,2,3,4,115,163-1,20,497.5,0,3
2664,2,3,4,116,189-1,15,207.1666667,1,1
2665,2,3,4,116,189-1,15,158.2,1,6
2665.1,2,3,4,116,189-1,15,158.2,1,6
2665.2,2,3,4,116,189-1,15,158.2,1,6
2665.3,2,3,4,116,189-1,15,158.2,1,6
2665.4,2,3,4,116,189-1,15,158.2,1,6
2665.5,2,3,4,116,189-1,15,158.2,1,6
2666,2,3,4,116,189-1,15,497.5,0,3
2666.1,2,3,4,116,189-1,15,497.5,0,3
2666.2,2,3,4,116,189-1,15,497.5,0,3
2667,2,3,4,117,153-1,15,158.2,1,2
2667.1,2,3,4,117,153-1,15,158.2,1,2
2668,2,3,4,117,153-1,15,497.5,0,8
2668.1,2,3,4,117,153-1,15,497.5,0,8
2668.2,2,3,4,117,153-1,15,497.5,0,8
2668.3,2,3,4,117,153-1,15,497.5,0,8
2668.4,2,3,4,117,153-1,15,497.5,0,8
2668.5,2,3,4,117,153-1,15,497.5,0,8
2668.6,2,3,4,117,153-1,15,497.5,0,8
2668.7,2,3,4,117,153-1,15,497.5,0,8
2669,2,3,4,118,189-1,20,255.2333333,1,1
2670,2,3,4,118,189-1,20,158.2,1,4
2670.1,2,3,4,118,189-1,20,158.2,1,4
2670.2,2,3,4,118,189-1,20,158.2,1,4
2670.3,2,3,4,118,189-1,20,158.2,1,4
2671,2,3,4,118,189-1,20,497.5,0,5
2671.1,2,3,4,118,189-1,20,497.5,0,5
2671.2,2,3,4,118,189-1,20,497.5,0,5
2671.3,2,3,4,118,189-1,20,497.5,0,5
2671.4,2,3,4,118,189-1,20,497.5,0,5
2672,2,3,4,119,188-2,20,399.0166667,1,2
2672.1,2,3,4,119,188-2,20,399.0166667,1,2
2673,2,3,4,119,188-2,20,302.5833333,1,3
2673.1,2,3,4,119,188-2,20,302.5833333,1,3
2673.2,2,3,4,119,188-2,20,302.5833333,1,3
2674,2,3,4,119,188-2,20,255.2333333,1,1
2675,2,3,4,119,188-2,20,207.1666667,1,1
2676,2,3,4,119,188-2,20,497.5,0,3
2676.1,2,3,4,119,188-2,20,497.5,0,3
2676.2,2,3,4,119,188-2,20,497.5,0,3
2677,2,3,4,120,77-2,20,158.2,1,10
2677.1,2,3,4,120,77-2,20,158.2,1,10
2677.2,2,3,4,120,77-2,20,158.2,1,10
2677.3,2,3,4,120,77-2,20,158.2,1,10
2677.4,2,3,4,120,77-2,20,158.2,1,10
2677.5,2,3,4,120,77-2,20,158.2,1,10
2677.6,2,3,4,120,77-2,20,158.2,1,10
2677.7,2,3,4,120,77-2,20,158.2,1,10
2677.8,2,3,4,120,77-2,20,158.2,1,10
2677.9,2,3,4,120,77-2,20,158.2,1,10
2678,2,3,4,121,215-2,15,255.2333333,1,1
2679,2,3,4,121,215-2,15,158.2,1,3
2679.1,2,3,4,121,215-2,15,158.2,1,3
2679.2,2,3,4,121,215-2,15,158.2,1,3
2680,2,3,4,121,215-2,15,497.5,0,6
2680.1,2,3,4,121,215-2,15,497.5,0,6
2680.2,2,3,4,121,215-2,15,497.5,0,6
2680.3,2,3,4,121,215-2,15,497.5,0,6
2680.4,2,3,4,121,215-2,15,497.5,0,6
2680.5,2,3,4,121,215-2,15,497.5,0,6
2681,2,3,4,122,168-1,10,207.1666667,1,2
2681.1,2,3,4,122,168-1,10,207.1666667,1,2
2682,2,3,4,122,168-1,10,158.2,1,6
2682.1,2,3,4,122,168-1,10,158.2,1,6
2682.2,2,3,4,122,168-1,10,158.2,1,6
2682.3,2,3,4,122,168-1,10,158.2,1,6
2682.4,2,3,4,122,168-1,10,158.2,1,6
2682.5,2,3,4,122,168-1,10,158.2,1,6
2683,2,3,4,122,168-1,10,61.3,1,1
2684,2,3,4,122,168-1,10,497.5,0,1
2685,2,3,4,123,216-1,10,255.2333333,1,2
2685.1,2,3,4,123,216-1,10,255.2333333,1,2
2686,2,3,4,123,216-1,10,158.2,1,3
2686.1,2,3,4,123,216-1,10,158.2,1,3
2686.2,2,3,4,123,216-1,10,158.2,1,3
2687,2,3,4,123,216-1,10,497.5,0,6
2687.1,2,3,4,123,216-1,10,497.5,0,6
2687.2,2,3,4,123,216-1,10,497.5,0,6
2687.3,2,3,4,123,216-1,10,497.5,0,6
2687.4,2,3,4,123,216-1,10,497.5,0,6
2687.5,2,3,4,123,216-1,10,497.5,0,6
2688,2,3,4,124,100-1,0,350.7666667,1,2
2688.1,2,3,4,124,100-1,0,350.7666667,1,2
2689,2,3,4,124,100-1,0,302.5833333,1,2
2689.1,2,3,4,124,100-1,0,302.5833333,1,2
2690,2,3,4,124,100-1,0,255.2333333,1,3
2690.1,2,3,4,124,100-1,0,255.2333333,1,3
2690.2,2,3,4,124,100-1,0,255.2333333,1,3
2691,2,3,4,124,100-1,0,207.1666667,1,3
2691.1,2,3,4,124,100-1,0,207.1666667,1,3
2691.2,2,3,4,124,100-1,0,207.1666667,1,3
2692,2,3,4,125,167-1,0,207.1666667,1,1
2693,2,3,4,125,167-1,0,158.2,1,2
2693.1,2,3,4,125,167-1,0,158.2,1,2
2694,2,3,4,125,167-1,0,497.5,0,7
2694.1,2,3,4,125,167-1,0,497.5,0,7
2694.2,2,3,4,125,167-1,0,497.5,0,7
2694.3,2,3,4,125,167-1,0,497.5,0,7
2694.4,2,3,4,125,167-1,0,497.5,0,7
2694.5,2,3,4,125,167-1,0,497.5,0,7
2694.6,2,3,4,125,167-1,0,497.5,0,7
2695,2,3,4,126,169-1,15,158.2,1,6
2695.1,2,3,4,126,169-1,15,158.2,1,6
2695.2,2,3,4,126,169-1,15,158.2,1,6
2695.3,2,3,4,126,169-1,15,158.2,1,6
2695.4,2,3,4,126,169-1,15,158.2,1,6
2695.5,2,3,4,126,169-1,15,158.2,1,6
2696,2,3,4,126,169-1,15,61.3,1,1
2697,2,3,4,126,169-1,15,497.5,0,3
2697.1,2,3,4,126,169-1,15,497.5,0,3
2697.2,2,3,4,126,169-1,15,497.5,0,3
2698,2,3,4,127,131-2,15,158.2,1,4
2698.1,2,3,4,127,131-2,15,158.2,1,4
2698.2,2,3,4,127,131-2,15,158.2,1,4
2698.3,2,3,4,127,131-2,15,158.2,1,4
2699,2,3,4,127,131-2,15,497.5,0,5
2699.1,2,3,4,127,131-2,15,497.5,0,5
2699.2,2,3,4,127,131-2,15,497.5,0,5
2699.3,2,3,4,127,131-2,15,497.5,0,5
2699.4,2,3,4,127,131-2,15,497.5,0,5
2700,2,3,4,128,139-2,0,255.2333333,1,1
2701,2,3,4,128,139-2,0,207.1666667,1,2
2701.1,2,3,4,128,139-2,0,207.1666667,1,2
2702,2,3,4,128,139-2,0,158.2,1,1
2703,2,3,4,128,139-2,0,497.5,0,6
2703.1,2,3,4,128,139-2,0,497.5,0,6
2703.2,2,3,4,128,139-2,0,497.5,0,6
2703.3,2,3,4,128,139-2,0,497.5,0,6
2703.4,2,3,4,128,139-2,0,497.5,0,6
2703.5,2,3,4,128,139-2,0,497.5,0,6
2704,2,3,4,129,168-1,20,158.2,1,9
2704.1,2,3,4,129,168-1,20,158.2,1,9
2704.2,2,3,4,129,168-1,20,158.2,1,9
2704.3,2,3,4,129,168-1,20,158.2,1,9
2704.4,2,3,4,129,168-1,20,158.2,1,9
2704.5,2,3,4,129,168-1,20,158.2,1,9
2704.6,2,3,4,129,168-1,20,158.2,1,9
2704.7,2,3,4,129,168-1,20,158.2,1,9
2704.8,2,3,4,129,168-1,20,158.2,1,9
2705,2,3,4,129,168-1,20,497.5,0,1
2706,2,3,4,130,185-2,0,207.1666667,1,1
2707,2,3,4,130,185-2,0,158.2,1,9
2707.1,2,3,4,130,185-2,0,158.2,1,9
2707.2,2,3,4,130,185-2,0,158.2,1,9
2707.3,2,3,4,130,185-2,0,158.2,1,9
2707.4,2,3,4,130,185-2,0,158.2,1,9
2707.5,2,3,4,130,185-2,0,158.2,1,9
2707.6,2,3,4,130,185-2,0,158.2,1,9
2707.7,2,3,4,130,185-2,0,158.2,1,9
2707.8,2,3,4,130,185-2,0,158.2,1,9
2708,2,3,4,131,187-2,15,255.2333333,1,3
2708.1,2,3,4,131,187-2,15,255.2333333,1,3
2708.2,2,3,4,131,187-2,15,255.2333333,1,3
2709,2,3,4,131,187-2,15,207.1666667,1,5
2709.1,2,3,4,131,187-2,15,207.1666667,1,5
2709.2,2,3,4,131,187-2,15,207.1666667,1,5
2709.3,2,3,4,131,187-2,15,207.1666667,1,5
2709.4,2,3,4,131,187-2,15,207.1666667,1,5
2710,2,3,4,131,187-2,15,497.5,0,2
2710.1,2,3,4,131,187-2,15,497.5,0,2
2711,2,3,4,132,215-2,0,158.2,1,5
2711.1,2,3,4,132,215-2,0,158.2,1,5
2711.2,2,3,4,132,215-2,0,158.2,1,5
2711.3,2,3,4,132,215-2,0,158.2,1,5
2711.4,2,3,4,132,215-2,0,158.2,1,5
2712,2,3,4,132,215-2,0,497.5,0,5
2712.1,2,3,4,132,215-2,0,497.5,0,5
2712.2,2,3,4,132,215-2,0,497.5,0,5
2712.3,2,3,4,132,215-2,0,497.5,0,5
2712.4,2,3,4,132,215-2,0,497.5,0,5
2713,2,3,4,133,118-1,10,350.7666667,1,1
2714,2,3,4,133,118-1,10,302.5833333,1,2
2714.1,2,3,4,133,118-1,10,302.5833333,1,2
2715,2,3,4,133,118-1,10,207.1666667,1,4
2715.1,2,3,4,133,118-1,10,207.1666667,1,4
2715.2,2,3,4,133,118-1,10,207.1666667,1,4
2715.3,2,3,4,133,118-1,10,207.1666667,1,4
2716,2,3,4,133,118-1,10,158.2,1,3
2716.1,2,3,4,133,118-1,10,158.2,1,3
2716.2,2,3,4,133,118-1,10,158.2,1,3
2717,2,3,4,135,219-1,0,495.4833333,1,1
2718,2,3,4,135,219-1,0,448.1333333,1,1
