,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use,uniqueplate
1199,CanGpe1,84-1,599,1,1,5,171,10,150.5,1,3,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_171
1200,CanGpe1,84-1,8714.2,4,8,7,234,0,114.2,1,6,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_234
1203,CanGpe1,84-1,9064.2,4,8,9,319,10,114.2,1,6,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_319
1204,CanGpe1,84-1,9065.3,4,8,9,319,10,164,1,4,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_319
1206,CanGpe1,84-1,2554.8,2,3,3,77,0,157.9,1,10,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,3_77
1208,CanGpe1,84-1,599.2,1,1,5,171,10,150.5,1,3,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_171
1209,CanGpe1,84-1,5004,3,5,6,199,10,61.8,1,2,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,5_199
1212,CanGpe1,84-1,8714,4,8,7,234,0,114.2,1,6,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_234
1217,CanGpe1,84-1,598.5,1,1,5,171,10,102.1,1,7,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_171
1219,CanGpe1,84-1,9064.5,4,8,9,319,10,114.2,1,6,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_319
1220,CanGpe1,84-1,9064.3,4,8,9,319,10,114.2,1,6,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_319
1224,CanGpe1,84-1,222.6,1,1,2,66,15,150.4,1,8,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_66
1226,CanGpe1,84-1,9065.1,4,8,9,319,10,164,1,4,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_319
1227,CanGpe1,84-1,598.4,1,1,5,171,10,102.1,1,7,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_171
1229,CanGpe1,84-1,2554.7,2,3,3,77,0,157.9,1,10,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,3_77
1230,CanGpe1,84-1,9064,4,8,9,319,10,114.2,1,6,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_319
1231,CanGpe1,84-1,9065.2,4,8,9,319,10,164,1,4,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_319
1233,CanGpe1,84-1,9065,4,8,9,319,10,164,1,4,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_319
1234,CanGpe1,84-1,8714.3,4,8,7,234,0,114.2,1,6,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_234
1236,CanGpe1,84-1,598.3,1,1,5,171,10,102.1,1,7,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_171
1237,CanGpe1,84-1,2554.6,2,3,3,77,0,157.9,1,10,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,3_77
1238,CanGpe1,84-1,598.2,1,1,5,171,10,102.1,1,7,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_171
1240,CanGpe1,84-1,598.1,1,1,5,171,10,102.1,1,7,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_171
1241,CanGpe1,84-1,9064.1,4,8,9,319,10,114.2,1,6,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_319
1242,CanGpe1,84-1,2554.5,2,3,3,77,0,157.9,1,10,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,3_77
1243,CanGpe1,84-1,598,1,1,5,171,10,102.1,1,7,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_171
1247,CanGpe1,84-1,599.1,1,1,5,171,10,150.5,1,3,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_171
1252,CanGpe1,84-1,222.7,1,1,2,66,15,150.4,1,8,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_66
1257,CanGpe1,84-1,222.5,1,1,2,66,15,150.4,1,8,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_66
1258,CanGpe1,84-1,2554.3,2,3,3,77,0,157.9,1,10,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,3_77
1263,CanGpe1,84-1,222.4,1,1,2,66,15,150.4,1,8,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_66
1264,CanGpe1,84-1,222.1,1,1,2,66,15,150.4,1,8,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_66
1267,CanGpe1,84-1,8715.1,4,8,7,234,0,164,1,3,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_234
1270,CanGpe1,84-1,8714.4,4,8,7,234,0,114.2,1,6,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_234
1272,CanGpe1,84-1,2554.4,2,3,3,77,0,157.9,1,10,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,3_77
1273,CanGpe1,84-1,223,1,1,2,66,15,198.2,1,1,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_66
1275,CanGpe1,84-1,8713,4,8,7,234,0,65.8,1,1,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_234
1276,CanGpe1,84-1,5005.7,3,5,6,199,10,156.8,1,8,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,5_199
1279,CanGpe1,84-1,9064.4,4,8,9,319,10,114.2,1,6,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_319
1281,CanGpe1,84-1,2554.1,2,3,3,77,0,157.9,1,10,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,3_77
1282,CanGpe1,84-1,2554,2,3,3,77,0,157.9,1,10,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,3_77
1283,CanGpe1,84-1,222.2,1,1,2,66,15,150.4,1,8,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_66
1284,CanGpe1,84-1,8715.2,4,8,7,234,0,164,1,3,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_234
1286,CanGpe1,84-1,5005.4,3,5,6,199,10,156.8,1,8,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,5_199
1287,CanGpe1,84-1,2554.2,2,3,3,77,0,157.9,1,10,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,3_77
1288,CanGpe1,84-1,222.3,1,1,2,66,15,150.4,1,8,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_66
1295,CanGpe1,84-1,8714.1,4,8,7,234,0,114.2,1,6,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,8_234
1297,CanGpe1,84-1,598.6,1,1,5,171,10,102.1,1,7,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_171
1298,CanGpe1,84-1,221,1,1,2,66,15,102,1,1,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_66
1300,CanGpe1,84-1,222,1,1,2,66,15,150.4,1,8,14CRo84-1,11/10/14,CRo,wcoast,CRo_2,landrace,Costeno Rojo,Plantation,Dry,1_66
1302,CanHuax2,88-1,5142.1,3,5,7,239,0,156.8,1,5,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_239
1306,CanHuax2,88-1,1884.2,1,2,6,216,0,253.8,1,3,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_216
1307,CanHuax2,88-1,5141,3,5,7,239,0,109.5,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_239
1309,CanHuax2,88-1,5140,3,5,7,239,0,61.8,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_239
1313,CanHuax2,88-1,1885,1,2,6,216,0,302.6,1,4,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_216
1318,CanHuax2,88-1,5250.2,3,5,8,262,15,156.8,1,3,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_262
1319,CanHuax2,88-1,5251.3,3,5,8,262,15,207,1,5,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_262
1332,CanHuax2,88-1,1819,1,2,6,200,15,542.3,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_200
1333,CanHuax2,88-1,5250.1,3,5,8,262,15,156.8,1,3,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_262
1339,CanHuax2,88-1,1883,1,2,6,216,0,205.7,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_216
1340,CanHuax2,88-1,1884,1,2,6,216,0,253.8,1,3,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_216
1345,CanHuax2,88-1,5142,3,5,7,239,0,156.8,1,5,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_239
1347,CanHuax2,88-1,1884.1,1,2,6,216,0,253.8,1,3,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_216
1348,CanHuax2,88-1,5144,3,5,7,239,0,254,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_239
1349,CanHuax2,88-1,5143,3,5,7,239,0,207,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_239
1350,CanHuax2,88-1,1887,1,2,6,216,0,494.2,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_216
1351,CanHuax2,88-1,5252.1,3,5,8,262,15,550,1,2,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_262
1352,CanHuax2,88-1,1813.3,1,2,6,200,15,107.5,1,4,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_200
1353,CanHuax2,88-1,1813.1,1,2,6,200,15,107.5,1,4,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_200
1354,CanHuax2,88-1,1813,1,2,6,200,15,107.5,1,4,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_200
1356,CanHuax2,88-1,5142.2,3,5,7,239,0,156.8,1,5,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_239
1357,CanHuax2,88-1,5251.4,3,5,8,262,15,207,1,5,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_262
1360,CanHuax2,88-1,1815,1,2,6,200,15,302.6,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_200
1361,CanHuax2,88-1,5251.2,3,5,8,262,15,207,1,5,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_262
1362,CanHuax2,88-1,1885.2,1,2,6,216,0,302.6,1,4,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_216
1363,CanHuax2,88-1,5251,3,5,8,262,15,207,1,5,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_262
1364,CanHuax2,88-1,5142.3,3,5,7,239,0,156.8,1,5,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_239
1365,CanHuax2,88-1,5142.4,3,5,7,239,0,156.8,1,5,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_239
1367,CanHuax2,88-1,5251.1,3,5,8,262,15,207,1,5,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_262
1368,CanHuax2,88-1,5250,3,5,8,262,15,156.8,1,3,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_262
1370,CanHuax2,88-1,1885.1,1,2,6,216,0,302.6,1,4,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_216
1372,CanHuax2,88-1,1816,1,2,6,200,15,395.4,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_200
1373,CanHuax2,88-1,1885.3,1,2,6,216,0,302.6,1,4,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_216
1374,CanHuax2,88-1,1813.2,1,2,6,200,15,107.5,1,4,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_200
1375,CanHuax2,88-1,5145,3,5,7,239,0,352,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_239
1376,CanHuax2,88-1,1814,1,2,6,200,15,253.8,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_200
1377,CanHuax2,88-1,1886,1,2,6,216,0,395.4,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_216
1378,CanHuax2,88-1,1818,1,2,6,200,15,494.2,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_200
1379,CanHuax2,88-1,1817,1,2,6,200,15,445.2,1,1,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,2_200
1380,CanHuax2,88-1,5252,3,5,8,262,15,550,1,2,14Piq88-1,11/10/14,Piq,wcoast,Piq_6,landrace,Piquin,Backyard,Fresh,5_262
1408,CanLabor1,134-2,1223.4,1,2,2,41,10,108.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
1409,CanLabor1,134-2,1223.2,1,2,2,41,10,108.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
1430,CanLabor1,134-2,1224,1,2,2,41,10,156.2,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
1449,CanLabor1,134-2,1223.3,1,2,2,41,10,108.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
1450,CanLabor1,134-2,1223.1,1,2,2,41,10,108.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
1455,CanLabor1,134-2,1224.1,1,2,2,41,10,156.2,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
1456,CanLabor1,134-2,1223.5,1,2,2,41,10,108.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
1458,CanLabor1,134-2,1223,1,2,2,41,10,108.2,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
1459,CanLabor1,134-2,1224.2,1,2,2,41,10,156.2,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
1468,CanLabor1,134-2,1224.3,1,2,2,41,10,156.2,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
1521,CanLabor4,137-2,83.1,1,1,1,23,0,198.1,1,3,14CAg137-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_23
1522,CanLabor4,137-2,83,1,1,1,23,0,198.1,1,3,14CAg137-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_23
1523,CanLabor4,137-2,81.3,1,1,1,23,0,101.9,1,5,14CAg137-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_23
1524,CanLabor4,137-2,83.2,1,1,1,23,0,198.1,1,3,14CAg137-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_23
1525,CanLabor4,137-2,81,1,1,1,23,0,101.9,1,5,14CAg137-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_23
1526,CanLabor4,137-2,81.4,1,1,1,23,0,101.9,1,5,14CAg137-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_23
1527,CanLabor4,137-2,82,1,1,1,23,0,150.3,1,2,14CAg137-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_23
1528,CanLabor4,137-2,81.1,1,1,1,23,0,101.9,1,5,14CAg137-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_23
1529,CanLabor4,137-2,82.1,1,1,1,23,0,150.3,1,2,14CAg137-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_23
1530,CanLabor4,137-2,81.2,1,1,1,23,0,101.9,1,5,14CAg137-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_23
1541,CanLag4,98-1,8215,4,8,3,89,15,114.2,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_89
1542,CanLag4,98-1,6936.1,3,6,9,307,10,72,1,3,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,6_307
1543,CanLag4,98-1,209.3,1,1,2,62,15,102,1,9,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,1_62
1544,CanLag4,98-1,8215.2,4,8,3,89,15,114.2,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_89
1545,CanLag4,98-1,6938.6,3,6,9,308,20,168,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,6_308
1546,CanLag4,98-1,2912.7,2,3,6,205,0,156.8,1,8,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,3_205
1547,CanLag4,98-1,8272.3,4,8,3,105,0,163.7,1,4,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_105
1548,CanLag4,98-1,8273,4,8,3,105,0,308.2,1,1,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_105
1549,CanLag4,98-1,6937.2,3,6,9,307,10,120,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,6_307
1550,CanLag4,98-1,8271.4,4,8,3,105,0,114.2,1,5,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_105
1551,CanLag4,98-1,8271,4,8,3,105,0,114.2,1,5,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_105
1552,CanLag4,98-1,8271.2,4,8,3,105,0,114.2,1,5,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_105
1553,CanLag4,98-1,563,1,1,5,161,0,550,1,1,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,1_161
1554,CanLag4,98-1,8109.2,4,8,2,58,10,114.2,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_58
1555,CanLag4,98-1,8109.1,4,8,2,58,10,114.2,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_58
1556,CanLag4,98-1,2912,2,3,6,205,0,156.8,1,8,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,3_205
1557,CanLag4,98-1,6938.5,3,6,9,308,20,168,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,6_308
1558,CanLag4,98-1,8606,4,8,6,204,20,211,1,1,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_204
1559,CanLag4,98-1,6938.4,3,6,9,308,20,168,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,6_308
1560,CanLag4,98-1,8108,4,8,2,58,10,65.8,1,1,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_58
1561,CanLag4,98-1,6936,3,6,9,307,10,72,1,3,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,6_307
1562,CanLag4,98-1,8271.3,4,8,3,105,0,114.2,1,5,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_105
1563,CanLag4,98-1,3242.9,2,3,9,318,20,156.7,1,10,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,3_318
1564,CanLag4,98-1,2913,2,3,6,205,0,59.9,1,1,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,3_205
1565,CanLag4,98-1,209.5,1,1,2,62,15,102,1,9,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,1_62
1566,CanLag4,98-1,209.4,1,1,2,62,15,102,1,9,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,1_62
1567,CanLag4,98-1,8109,4,8,2,58,10,114.2,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_58
1569,CanLag4,98-1,209,1,1,2,62,15,102,1,9,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,1_62
1570,CanLag4,98-1,6937.6,3,6,9,307,10,120,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,6_307
1571,CanLag4,98-1,6937,3,6,9,307,10,120,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,6_307
1572,CanLag4,98-1,8272,4,8,3,105,0,163.7,1,4,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_105
1573,CanLag4,98-1,8272.2,4,8,3,105,0,163.7,1,4,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_105
1575,CanLag4,98-1,561.5,1,1,5,161,0,102.1,1,8,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,1_161
1576,CanLag4,98-1,561.4,1,1,5,161,0,102.1,1,8,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,1_161
1577,CanLag4,98-1,561.3,1,1,5,161,0,102.1,1,8,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,1_161
1578,CanLag4,98-1,8272.1,4,8,3,105,0,163.7,1,4,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_105
1579,CanLag4,98-1,209.1,1,1,2,62,15,102,1,9,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,1_62
1580,CanLag4,98-1,6939,3,6,9,308,20,215.7,1,3,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,6_308
1581,CanLag4,98-1,6938.2,3,6,9,308,20,168,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,6_308
1582,CanLag4,98-1,6938,3,6,9,308,20,168,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,6_308
1583,CanLag4,98-1,2912.3,2,3,6,205,0,156.8,1,8,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,3_205
1584,CanLag4,98-1,2861.7,2,3,6,187,10,156.8,1,10,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,3_187
1585,CanLag4,98-1,8215.6,4,8,3,89,15,114.2,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_89
1586,CanLag4,98-1,8215.4,4,8,3,89,15,114.2,1,7,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_89
1587,CanLag4,98-1,8216.2,4,8,3,89,15,163.7,1,3,14CRo98-1,11/10/14,CRo,wcoast,CRo_8,landrace,Costeno Rojo,Milpa,Dry,8_89
