"","sampleid","line","rep","run","shelf","plate","trt","type","end","status","germinated","notes","pedigree","planting.date","landrace.abb","loc_id","region","pop","population.type","landrace.name","cultivation","main.use"
"2510","CanLobera4","143-1",1,1,4,129,15,"E3",150.4833333,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2511","CanLobera4","143-1",1,1,6,182,20,"E3",542.5,1,2,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2512","CanLobera4","143-1",1,1,5,154,0,"E3",150.5333333,1,8,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2513","CanLobera4","143-1",1,1,4,129,15,"E3",150.4833333,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2514","CanLobera4","143-1",1,1,5,154,0,"E3",150.5333333,1,8,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2515","CanLobera4","143-1",1,1,5,154,0,"E3",150.5333333,1,8,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2516","CanLobera4","143-1",2,4,5,172,20,"E3",160.18,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2517","CanLobera4","143-1",2,4,7,229,10,"E3",160.78,1,1,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2518","CanLobera4","143-1",1,1,6,199,10,"E3",102.0666667,1,7,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2519","CanLobera4","143-1",1,1,6,182,20,"E3",542.5,1,2,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2520","CanLobera4","143-1",1,1,4,129,15,"E3",198.3166667,1,1,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2521","CanLobera4","143-1",1,1,6,199,10,"E3",542.5,0,1,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2522","CanLobera4","143-1",1,1,6,199,10,"E3",102.0666667,1,7,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2523","CanLobera4","143-1",1,1,5,154,0,"E3",150.5333333,1,8,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2524","CanLobera4","143-1",2,4,5,172,20,"E3",114.27,1,3,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2525","CanLobera4","143-1",1,1,5,154,0,"E3",150.5333333,1,8,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2526","CanLobera4","143-1",1,1,6,182,20,"E3",198.4333333,1,5,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2527","CanLobera4","143-1",2,4,6,202,0,"E3",160.15,1,2,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2528","CanLobera4","143-1",1,1,6,199,10,"E3",150.5666667,1,2,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2529","CanLobera4","143-1",2,4,6,202,0,"E3",114.23,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2530","CanLobera4","143-1",2,4,6,202,0,"E3",114.23,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2531","CanLobera4","143-1",2,4,7,229,10,"E3",114.85,1,7,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2532","CanLobera4","143-1",1,1,5,154,0,"E3",150.5333333,1,8,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2533","CanLobera4","143-1",1,1,6,199,10,"E3",150.5666667,1,2,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2534","CanLobera4","143-1",2,4,5,172,20,"E3",114.27,1,3,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2535","CanLobera4","143-1",1,1,4,129,15,"E3",101.9833333,1,2,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2536","CanLobera4","143-1",1,1,4,129,15,"E3",150.4833333,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2537","CanLobera4","143-1",2,4,7,229,10,"E3",114.85,1,7,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2538","CanLobera4","143-1",2,4,8,267,15,"E3",114.2,1,2,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2539","CanLobera4","143-1",1,1,4,129,15,"E3",150.4833333,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2540","CanLobera4","143-1",1,1,6,199,10,"E3",102.0666667,1,7,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2541","CanLobera4","143-1",1,1,6,182,20,"E3",198.4333333,1,5,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2542","CanLobera4","143-1",1,1,6,182,20,"E3",246.25,1,3,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2543","CanLobera4","143-1",1,1,6,182,20,"E3",198.4333333,1,5,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2544","CanLobera4","143-1",2,4,6,202,0,"E3",160.15,1,2,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2545","CanLobera4","143-1",2,4,8,267,15,"E3",160.15,1,2,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2546","CanLobera4","143-1",1,1,5,154,0,"E3",150.5333333,1,8,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2547","CanLobera4","143-1",2,4,5,172,20,"E3",160.18,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2548","CanLobera4","143-1",2,4,5,172,20,"E3",160.18,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2549","CanLobera4","143-1",1,1,4,129,15,"E3",101.9833333,1,2,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2550","CanLobera4","143-1",1,1,6,182,20,"E3",246.25,1,3,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2551","CanLobera4","143-1",1,1,6,182,20,"E3",198.4333333,1,5,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2552","CanLobera4","143-1",2,4,5,172,20,"E3",160.18,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2553","CanLobera4","143-1",2,4,7,229,10,"E3",114.85,1,7,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2554","CanLobera4","143-1",2,4,7,229,10,"E3",114.85,1,7,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2555","CanLobera4","143-1",1,1,4,129,15,"E3",150.4833333,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2556","CanLobera4","143-1",1,1,6,199,10,"E3",102.0666667,1,7,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2557","CanLobera4","143-1",1,1,5,154,0,"E3",102.0666667,1,1,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2558","CanLobera4","143-1",2,4,5,172,20,"E3",114.27,1,3,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2559","CanLobera4","143-1",2,4,5,172,20,"E3",160.18,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2560","CanLobera4","143-1",2,4,8,267,15,"E3",208.17,1,1,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2561","CanLobera4","143-1",1,1,5,154,0,"E3",150.5333333,1,8,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2562","CanLobera4","143-1",1,1,6,199,10,"E3",102.0666667,1,7,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2563","CanLobera4","143-1",2,4,6,202,0,"E3",114.23,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2564","CanLobera4","143-1",2,4,8,267,15,"E3",114.2,1,2,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2565","CanLobera4","143-1",2,4,7,229,10,"E3",114.85,1,7,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2566","CanLobera4","143-1",2,4,6,202,0,"E3",208.13,1,1,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2567","CanLobera4","143-1",2,4,7,229,10,"E3",114.85,1,7,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2568","CanLobera4","143-1",1,1,4,129,15,"E3",150.4833333,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2569","CanLobera4","143-1",1,1,6,182,20,"E3",246.25,1,3,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2570","CanLobera4","143-1",2,4,7,229,10,"E3",114.85,1,7,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2571","CanLobera4","143-1",2,4,6,202,0,"E3",114.23,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2572","CanLobera4","143-1",2,4,5,172,20,"E3",160.18,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2573","CanLobera4","143-1",1,1,6,182,20,"E3",198.4333333,1,5,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2574","CanLobera4","143-1",2,4,6,202,0,"E3",114.23,1,6,NA,"14CAg143-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2575","CanLobera5","144-1",1,1,3,94,20,"E3",342.1833333,1,1,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2576","CanLobera5","144-1",2,3,6,186,10,"E3",156.75,1,7,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2577","CanLobera5","144-1",2,3,5,156,20,"E3",206.3166667,1,1,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2578","CanLobera5","144-1",2,3,6,186,10,"E3",156.75,1,7,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2579","CanLobera5","144-1",1,1,7,236,15,"E3",542.5,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2580","CanLobera5","144-1",1,1,3,94,20,"E3",150.4333333,1,1,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2581","CanLobera5","144-1",2,3,6,186,10,"E3",205.6333333,1,1,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2582","CanLobera5","144-1",1,1,4,141,0,"E3",150.4833333,1,3,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2583","CanLobera5","144-1",1,1,7,236,15,"E3",542.5,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2584","CanLobera5","144-1",1,1,3,94,20,"E3",198.2166667,1,1,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2585","CanLobera5","144-1",2,3,6,186,10,"E3",156.75,1,7,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2586","CanLobera5","144-1",1,1,9,298,10,"E3",150.7333333,1,1,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2587","CanLobera5","144-1",2,3,6,186,10,"E3",156.75,1,7,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2588","CanLobera5","144-1",1,1,9,298,10,"E3",102.3166667,1,4,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2589","CanLobera5","144-1",1,1,7,236,15,"E3",246.2833333,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2590","CanLobera5","144-1",1,1,7,236,15,"E3",150.6166667,1,3,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2591","CanLobera5","144-1",1,1,3,94,20,"E3",246.05,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2592","CanLobera5","144-1",1,1,7,236,15,"E3",150.6166667,1,3,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2593","CanLobera5","144-1",1,1,7,236,15,"E3",198.4833333,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2594","CanLobera5","144-1",1,1,9,298,10,"E3",542.5,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2595","CanLobera5","144-1",1,1,7,236,15,"E3",150.6166667,1,3,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2596","CanLobera5","144-1",1,1,7,236,15,"E3",198.4833333,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2597","CanLobera5","144-1",2,3,5,156,20,"E3",497.5,0,1,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2598","CanLobera5","144-1",2,3,2,66,0,"E3",206.6666667,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2599","CanLobera5","144-1",1,1,3,94,20,"E3",295.05,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2600","CanLobera5","144-1",2,3,1,28,15,"E3",157.9666667,1,4,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2601","CanLobera5","144-1",1,1,4,141,0,"E3",150.4833333,1,3,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2602","CanLobera5","144-1",2,3,5,156,20,"E3",157.5,1,5,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2603","CanLobera5","144-1",2,3,6,186,10,"E3",156.75,1,7,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2604","CanLobera5","144-1",2,3,1,28,15,"E3",157.9666667,1,4,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2605","CanLobera5","144-1",1,1,9,298,10,"E3",542.5,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2606","CanLobera5","144-1",2,3,2,66,0,"E3",206.6666667,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2607","CanLobera5","144-1",1,1,9,298,10,"E3",102.3166667,1,4,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2608","CanLobera5","144-1",1,1,4,141,0,"E3",150.4833333,1,3,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2609","CanLobera5","144-2",1,2,1,29,10,"E3",156.35,1,1,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2610","CanLobera5","144-1",2,3,5,156,20,"E3",157.5,1,5,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2611","CanLobera5","144-1",2,3,5,156,20,"E3",157.5,1,5,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2612","CanLobera5","144-1",1,1,4,141,0,"E3",246.1,1,1,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2613","CanLobera5","144-2",2,3,2,59,15,"E3",157.7833333,1,3,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2614","CanLobera5","144-2",2,3,5,149,20,"E3",157.5,1,2,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2615","CanLobera5","144-2",2,3,2,59,15,"E3",157.7833333,1,3,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2616","CanLobera5","144-2",1,2,1,12,20,"E3",156.35,1,5,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2617","CanLobera5","144-2",1,2,1,12,20,"E3",156.35,1,5,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2618","CanLobera5","144-2",2,3,9,302,0,"E3",205.45,1,1,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2619","CanLobera5","144-1",2,3,6,186,10,"E3",156.75,1,7,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2620","CanLobera5","144-1",1,1,9,298,10,"E3",198.6166667,1,1,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2621","CanLobera5","144-1",2,3,1,28,15,"E3",157.9666667,1,4,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2622","CanLobera5","144-1",1,1,4,141,0,"E3",198.3166667,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2623","CanLobera5","144-1",1,1,3,94,20,"E3",246.05,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2624","CanLobera5","144-1",1,1,3,94,20,"E3",295.05,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2625","CanLobera5","144-1",1,1,4,141,0,"E3",198.3166667,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2626","CanLobera5","144-1",1,1,7,236,15,"E3",246.2833333,1,2,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2627","CanLobera5","144-1",2,3,1,28,15,"E3",157.9666667,1,4,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2628","CanLobera5","144-1",2,3,2,66,0,"E3",157.7833333,1,1,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2629","CanLobera5","144-2",1,2,1,12,20,"E3",156.35,1,5,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2630","CanLobera5","144-2",2,3,2,59,15,"E3",254.7833333,1,1,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2631","CanLobera5","144-2",1,2,1,12,20,"E3",108.4333333,1,1,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2632","CanLobera5","144-2",2,3,7,234,10,"E3",157.6166667,1,2,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2633","CanLobera5","144-2",1,2,8,278,0,"E3",155.2833333,1,2,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2634","CanLobera5","144-2",1,2,1,29,10,"E3",108.4333333,1,3,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2635","CanLobera5","144-2",1,2,1,29,10,"E3",108.4333333,1,3,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2636","CanLobera5","144-2",2,3,7,234,10,"E3",157.6166667,1,2,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2637","CanLobera5","144-2",1,2,1,29,10,"E3",396.2833333,1,1,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2638","CanLobera5","144-2",2,3,9,302,0,"E3",156.7,1,5,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2639","CanLobera5","144-2",2,3,7,234,10,"E3",206.3666667,1,4,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2640","CanLobera5","144-2",1,2,2,47,15,"E3",108.2333333,1,2,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2641","CanLobera5","144-2",1,2,1,29,10,"E3",108.4333333,1,3,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2642","CanLobera5","144-2",2,3,7,234,10,"E3",206.3666667,1,4,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2643","CanLobera5","144-2",1,2,2,47,15,"E3",253.9833333,1,1,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2644","CanLobera5","144-2",2,3,5,149,20,"E3",497.5,0,2,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2645","CanLobera5","144-2",1,2,8,278,0,"E3",542.5,0,1,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2646","CanLobera5","144-2",1,2,8,278,0,"E3",395.25,1,1,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2647","CanLobera5","144-2",1,2,1,12,20,"E3",206.3333333,1,3,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2648","CanLobera5","144-2",1,2,1,12,20,"E3",156.35,1,5,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2649","CanLobera5","144-1",2,3,5,156,20,"E3",157.5,1,5,NA,"14CAg144-1","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2650","CanLobera5","144-2",1,2,8,278,0,"E3",107.2333333,1,2,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2651","CanLobera5","144-2",2,3,5,149,20,"E3",494.6,1,1,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"2652","CanLobera5","144-2",2,3,7,234,10,"E3",206.3666667,1,4,NA,"14CAg144-2","11/10/14","CAg",14,"central valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
