"","sampleid","line","rep","run","shelf","plate","trt","type","end","status","germinated","notes","pedigree","planting.date","landrace.abb","loc_id","region","pop","population.type","landrace.name","cultivation","main.use"
"3302","CanParaje4","148-2",1,2,2,54,0,"E3",156.1666667,1,3,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3303","CanParaje4","148-2",2,4,6,196,20,"E3",303.7,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3304","CanParaje4","148-2",2,4,1,4,10,"E3",114.67,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3305","CanParaje4","148-1",1,2,6,195,10,"E3",155.5,1,2,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3306","CanParaje4","148-1",1,2,8,270,15,"E3",155.2833333,1,2,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3307","CanParaje4","148-1",1,2,6,195,10,"E3",107.4833333,1,4,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3308","CanParaje4","148-1",1,2,6,195,10,"E3",107.4833333,1,4,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3309","CanParaje4","148-1",2,3,8,258,10,"E3",157.05,1,6,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3310","CanParaje4","148-1",1,2,8,270,15,"E3",302.4166667,1,1,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3311","CanParaje4","148-2",2,4,1,4,10,"E3",114.67,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3312","CanParaje4","148-2",1,2,7,242,20,"E3",205.6166667,1,3,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3313","CanParaje4","148-2",1,2,8,284,10,"E3",107.2333333,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3314","CanParaje4","148-2",1,2,8,284,10,"E3",542.5,1,3,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3315","CanParaje4","148-2",2,4,3,98,15,"E3",114.48,1,4,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3316","CanParaje4","148-2",2,4,1,4,10,"E3",160.53,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3317","CanParaje4","148-2",2,4,6,196,20,"E3",303.7,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3318","CanParaje4","148-2",1,2,2,56,15,"E3",156.1666667,1,6,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3319","CanParaje4","148-2",2,4,6,196,20,"E3",160.15,1,1,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3320","CanParaje4","148-2",1,2,2,54,0,"E3",156.1666667,1,3,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3321","CanParaje4","148-2",2,4,5,171,0,"E3",303.75,1,1,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3322","CanParaje4","148-2",2,4,5,171,0,"E3",160.18,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3323","CanParaje4","148-2",2,4,5,171,0,"E3",114.27,1,1,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3324","CanParaje4","148-1",2,3,8,258,10,"E3",157.05,1,6,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3325","CanParaje4","148-1",1,2,8,270,15,"E3",205.5166667,1,1,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3326","CanParaje4","148-1",1,2,7,246,20,"E3",253.7666667,1,1,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3327","CanParaje4","148-1",1,2,6,195,10,"E3",107.4833333,1,4,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3328","CanParaje4","148-1",2,3,4,142,15,"E3",158.2,1,6,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3329","CanParaje4","148-1",1,2,2,71,0,"E3",156.1666667,1,2,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3330","CanParaje4","148-1",2,3,8,263,0,"E3",157.05,1,7,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3331","CanParaje4","148-1",1,2,6,195,10,"E3",155.5,1,2,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3332","CanParaje4","148-1",1,2,7,246,20,"E3",302.4166667,1,3,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3333","CanParaje4","148-1",1,2,2,71,0,"E3",206.1833333,1,2,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3334","CanParaje4","148-1",2,3,5,162,20,"E3",157.5,1,2,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3335","CanParaje4","148-1",2,3,4,142,15,"E3",158.2,1,6,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3336","CanParaje4","148-1",1,2,2,71,0,"E3",156.1666667,1,2,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3337","CanParaje4","148-1",2,3,4,142,15,"E3",158.2,1,6,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3338","CanParaje4","148-1",2,3,8,263,0,"E3",157.05,1,7,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3339","CanParaje4","148-1",2,3,5,162,20,"E3",157.5,1,2,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3340","CanParaje4","148-1",2,3,8,258,10,"E3",157.05,1,6,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3341","CanParaje4","148-2",1,2,8,284,10,"E3",155.2833333,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3342","CanParaje4","148-2",2,4,6,196,20,"E3",256.23,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3343","CanParaje4","148-2",1,2,2,56,15,"E3",156.1666667,1,6,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3344","CanParaje4","148-2",1,2,7,242,20,"E3",205.6166667,1,3,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3345","CanParaje4","148-2",1,2,8,284,10,"E3",395.25,1,1,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3346","CanParaje4","148-1",2,3,8,263,0,"E3",157.05,1,7,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3347","CanParaje4","148-2",2,4,5,171,0,"E3",208.12,1,1,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3348","CanParaje4","148-2",1,2,7,242,20,"E3",205.6166667,1,3,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3349","CanParaje4","148-2",2,4,3,98,15,"E3",114.48,1,4,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3350","CanParaje4","148-2",1,2,7,242,20,"E3",302.4166667,1,1,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3351","CanParaje4","148-2",1,2,2,56,15,"E3",156.1666667,1,6,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3352","CanParaje4","148-2",2,4,1,4,10,"E3",160.53,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3353","CanParaje4","148-2",1,2,7,242,20,"E3",253.7666667,1,3,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3354","CanParaje4","148-2",1,2,2,56,15,"E3",108.2333333,1,1,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3355","CanParaje4","148-1",1,2,7,246,20,"E3",302.4166667,1,3,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3356","CanParaje4","148-1",2,3,5,162,20,"E3",254.3833333,1,1,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3357","CanParaje4","148-2",1,2,8,284,10,"E3",542.5,1,3,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3358","CanParaje4","148-2",1,2,2,56,15,"E3",206.1833333,1,1,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3359","CanParaje4","148-2",1,2,2,54,0,"E3",156.1666667,1,3,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3360","CanParaje4","148-2",2,4,6,196,20,"E3",401.68,1,1,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3361","CanParaje4","148-2",1,2,2,56,15,"E3",156.1666667,1,6,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3362","CanParaje4","148-2",1,2,2,56,15,"E3",156.1666667,1,6,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3363","CanParaje4","148-2",1,2,7,242,20,"E3",253.7666667,1,3,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3364","CanParaje4","148-2",1,2,2,56,15,"E3",156.1666667,1,6,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3365","CanParaje4","148-2",1,2,8,284,10,"E3",155.2833333,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3366","CanParaje4","148-2",2,4,3,98,15,"E3",114.48,1,4,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3367","CanParaje4","148-2",1,2,8,284,10,"E3",107.2333333,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3368","CanParaje4","148-2",1,2,2,54,0,"E3",108.2333333,1,1,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3369","CanParaje4","148-2",2,4,3,98,15,"E3",160.37,1,1,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3370","CanParaje4","148-2",1,2,8,284,10,"E3",542.5,1,3,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3371","CanParaje4","148-2",2,4,5,171,0,"E3",160.18,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3372","CanParaje4","148-2",1,2,7,242,20,"E3",253.7666667,1,3,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3373","CanParaje4","148-2",1,2,2,54,0,"E3",253.9833333,1,1,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3374","CanParaje4","148-2",2,4,3,98,15,"E3",114.48,1,4,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3375","CanParaje4","148-2",2,4,6,196,20,"E3",256.23,1,2,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3376","CanParaje4","148-2",1,2,2,56,15,"E3",253.9833333,1,1,NA,"14CAg148-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3377","CanParaje4","148-1",2,3,8,258,10,"E3",157.05,1,6,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3378","CanParaje4","148-1",2,3,8,263,0,"E3",157.05,1,7,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3379","CanParaje4","148-1",2,3,8,258,10,"E3",157.05,1,6,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3380","CanParaje4","148-1",1,2,7,246,20,"E3",349,1,1,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3381","CanParaje4","148-1",1,2,7,246,20,"E3",302.4166667,1,3,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3382","CanParaje4","148-1",2,3,8,258,10,"E3",157.05,1,6,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3383","CanParaje4","148-1",1,2,8,270,15,"E3",155.2833333,1,2,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3384","CanParaje4","148-1",2,3,8,263,0,"E3",157.05,1,7,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3385","CanParaje4","148-1",1,2,2,71,0,"E3",206.1833333,1,2,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3386","CanParaje4","148-1",2,3,4,142,15,"E3",158.2,1,6,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3387","CanParaje4","148-1",1,2,6,195,10,"E3",107.4833333,1,4,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3388","CanParaje4","148-1",2,3,8,263,0,"E3",157.05,1,7,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3389","CanParaje4","148-1",2,3,4,142,15,"E3",158.2,1,6,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3390","CanParaje4","148-1",1,2,8,270,15,"E3",107.2333333,1,1,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3391","CanParaje4","148-1",2,3,4,142,15,"E3",158.2,1,6,NA,"14CAg148-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3392","CanParaje5","149-1",1,1,3,86,10,"E3",101.9833333,1,4,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3393","CanParaje5","149-1",1,1,3,86,10,"E3",101.9833333,1,4,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3394","CanParaje5","149-1",2,4,6,215,20,"E3",303.7,1,1,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3395","CanParaje5","149-1",1,1,9,294,0,"E3",102.3166667,1,2,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3396","CanParaje5","149-1",2,4,3,96,0,"E3",448.38,1,1,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3397","CanParaje5","149-1",1,1,9,294,0,"E3",150.7333333,1,6,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3398","CanParaje5","149-1",1,1,9,294,0,"E3",150.7333333,1,6,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3399","CanParaje5","149-2",2,4,1,25,0,"E3",256.58,1,1,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3400","CanParaje5","149-1",1,1,9,294,0,"E3",246.3333333,1,1,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3401","CanParaje5","149-1",1,1,1,16,20,"E3",198.1166667,1,4,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3402","CanParaje5","149-1",2,4,3,96,0,"E3",160.37,1,2,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3403","CanParaje5","149-1",2,4,3,96,0,"E3",160.37,1,2,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3404","CanParaje5","149-1",2,4,4,114,10,"E3",114.33,1,5,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3405","CanParaje5","149-1",1,1,1,16,20,"E3",198.1166667,1,4,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3406","CanParaje5","149-1",2,4,4,114,10,"E3",208.17,1,1,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3407","CanParaje5","149-1",1,1,9,302,15,"E3",198.6166667,1,7,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3408","CanParaje5","149-1",1,1,1,16,20,"E3",198.1166667,1,4,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3409","CanParaje5","149-1",1,1,1,16,20,"E3",198.1166667,1,4,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3410","CanParaje5","149-2",1,1,8,265,10,"E3",295.4333333,1,1,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3411","CanParaje5","149-2",1,1,7,252,15,"E3",150.6166667,1,1,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3412","CanParaje5","149-2",1,1,7,252,15,"E3",246.2833333,1,1,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3413","CanParaje5","149-2",1,1,5,179,20,"E3",542.5,1,3,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3414","CanParaje5","149-2",1,1,5,146,0,"E3",342.35,1,1,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3415","CanParaje5","149-2",2,4,4,136,20,"E3",160.23,1,1,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3416","CanParaje5","149-2",1,1,8,265,10,"E3",150.6666667,1,3,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3417","CanParaje5","149-2",1,1,5,179,20,"E3",542.5,1,3,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3418","CanParaje5","149-2",1,1,8,265,10,"E3",440.4,1,1,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3419","CanParaje5","149-2",1,1,8,265,10,"E3",542.5,0,1,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3420","CanParaje5","149-2",1,1,5,146,0,"E3",542.5,0,1,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3421","CanParaje5","149-2",1,1,8,265,10,"E3",198.55,1,2,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3422","CanParaje5","149-2",1,1,8,265,10,"E3",150.6666667,1,3,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3423","CanParaje5","149-2",1,1,5,179,20,"E3",542.5,1,3,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3424","CanParaje5","149-2",2,4,4,136,20,"E3",497.5,0,1,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3425","CanParaje5","149-2",1,1,8,265,10,"E3",150.6666667,1,3,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3426","CanParaje5","149-2",1,1,5,146,0,"E3",150.5333333,1,2,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3427","CanParaje5","149-1",1,1,9,302,15,"E3",198.6166667,1,7,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3428","CanParaje5","149-1",2,4,6,215,20,"E3",160.15,1,3,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3429","CanParaje5","149-2",1,1,5,146,0,"E3",150.5333333,1,2,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3430","CanParaje5","149-2",1,1,8,265,10,"E3",198.55,1,2,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3431","CanParaje5","149-2",1,1,5,146,0,"E3",246.1833333,1,1,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3432","CanParaje5","149-2",1,1,5,146,0,"E3",198.3833333,1,2,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3433","CanParaje5","149-2",1,1,7,252,15,"E3",542.5,0,1,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3434","CanParaje5","149-2",1,1,5,146,0,"E3",198.3833333,1,2,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3435","CanParaje5","149-2",1,1,5,179,20,"E3",198.3833333,1,1,NA,"14CAg149-2","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3436","CanParaje5","149-1",1,1,3,86,10,"E3",101.9833333,1,4,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3437","CanParaje5","149-1",1,1,3,86,10,"E3",150.4333333,1,3,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3438","CanParaje5","149-1",1,1,9,294,0,"E3",102.3166667,1,2,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3439","CanParaje5","149-1",1,1,3,86,10,"E3",150.4333333,1,3,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3440","CanParaje5","149-1",1,1,3,86,10,"E3",295.05,1,1,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3441","CanParaje5","149-1",2,4,4,114,10,"E3",114.33,1,5,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3442","CanParaje5","149-1",1,1,3,86,10,"E3",101.9833333,1,4,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3443","CanParaje5","149-1",2,4,3,97,15,"E3",160.37,1,1,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"3444","CanParaje5","149-1",1,1,1,16,20,"E3",245.9666667,1,2,NA,"14CAg149-1","11/10/14","CAg",22,"central valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
