,sampleid,line,rep,run,shelf,plate,trt,end,status,germinated,pedigree,planting.date,landrace.abb,loc_id,region,pop,population.type,landrace.name,cultivation,main.use
5013,CanLabor4,137-2,1,1,1,23,0,101.9,1,5,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5014,CanLabor4,137-2,1,1,2,65,20,245.9666667,1,1,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5015,CanLabor4,137-2,4,8,9,290,0,356.75,0,2,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5016,CanLabor4,137-2,1,1,2,65,20,198.1666667,1,4,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5017,CanLabor4,137-2,1,1,1,23,0,101.9,1,5,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5018,CanLabor4,137-2,3,6,6,208,20,215.66,0,4,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5019,CanLabor4,137-2,4,8,5,178,20,356.75,0,3,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5020,CanLabor4,137-2,4,8,5,178,20,211,0,1,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5021,CanLabor4,137-2,3,6,6,208,20,527.81,0,1,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5022,CanLabor4,137-2,3,6,6,208,20,215.66,0,4,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5023,CanLabor4,137-2,4,8,6,200,15,308.5,0,4,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5024,CanLabor4,137-2,4,8,6,200,15,500,0,1,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5025,CanLabor4,137-2,1,1,6,186,10,150.5666667,1,2,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5026,CanLabor4,137-2,1,1,2,65,20,294.9833333,1,2,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5027,CanLabor4,137-2,2,4,7,252,15,114.85,1,4,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5028,CanLabor4,137-2,2,4,8,275,0,66.53,1,3,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5029,CanLabor4,137-2,2,4,4,123,10,114.33,1,7,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5030,CanLabor4,137-2,3,6,6,208,20,215.66,0,4,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5031,CanLabor4,137-2,4,8,5,178,20,163.6666667,0,1,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5032,CanLabor4,137-2,2,4,1,28,20,160.53,1,1,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5033,CanLabor4,137-2,4,8,5,178,20,356.75,0,3,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5034,CanLabor4,137-2,2,4,8,275,0,114.2,1,3,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5035,CanLabor4,137-2,1,1,1,23,0,150.3333333,1,2,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5036,CanLabor4,137-2,2,4,7,252,15,497.5,0,6,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5037,CanLabor4,137-2,2,4,7,252,15,497.5,0,6,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5038,CanLabor4,137-2,2,4,7,252,15,114.85,1,4,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5039,CanLabor4,137-2,2,4,1,28,20,497.5,0,9,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5040,CanLabor4,137-2,1,1,6,186,10,542.5,0,5,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5041,CanLabor4,137-2,1,1,2,65,20,542.5,0,3,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5042,CanLabor4,137-2,3,6,7,243,10,120.03,1,4,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5043,CanLabor4,137-2,1,1,6,186,10,542.5,0,5,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5044,CanLabor4,137-2,1,1,1,23,0,198.1166667,1,3,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5045,CanLabor4,137-2,3,6,4,128,0,71.95,1,2,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5046,CanLabor4,137-2,1,1,2,65,20,198.1666667,1,4,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5047,CanLabor4,137-2,3,6,6,208,20,456.02,0,1,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5048,CanLabor4,137-2,2,4,8,275,0,114.2,1,3,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5049,CanLabor4,137-2,1,1,6,186,10,542.5,0,5,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5050,CanLabor4,137-2,2,4,4,123,10,497.5,0,3,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5051,CanLabor4,137-2,1,1,8,258,15,542.5,0,3,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5052,CanLabor4,137-2,1,1,6,186,10,150.5666667,1,2,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5053,CanLabor4,137-2,1,1,8,258,15,246.3333333,1,2,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5054,CanLabor4,137-2,3,6,4,128,0,120.03,1,2,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5055,CanLabor4,137-2,1,1,2,65,20,542.5,0,3,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5056,CanLabor4,137-2,4,8,9,290,0,356.75,0,2,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5057,CanLabor4,137-2,3,6,5,165,15,167.99,0,1,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5058,CanLabor4,137-2,2,4,7,252,15,497.5,0,6,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5059,CanLabor4,137-2,3,6,7,243,10,456.02,0,1,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5060,CanLabor4,137-2,2,4,1,28,20,497.5,0,9,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5061,CanLabor4,137-2,2,4,1,28,20,497.5,0,9,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5062,CanLabor4,137-2,4,8,5,178,20,356.75,0,3,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5063,CanLabor4,137-2,1,1,8,258,15,150.6666667,1,4,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5064,CanLabor4,137-2,2,4,1,28,20,497.5,0,9,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5065,CanLabor4,137-2,1,1,8,258,15,246.3333333,1,2,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5066,CanLabor4,137-2,4,8,6,200,15,308.5,0,4,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5067,CanLabor4,137-1,1,2,8,269,20,542.5,0,2,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5068,CanLabor4,137-1,2,4,7,225,0,497.5,0,6,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5069,CanLabor4,137-1,1,2,6,199,0,542.5,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5070,CanLabor4,137-1,2,4,7,225,0,497.5,0,6,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5071,CanLabor4,137-1,2,4,7,225,0,497.5,0,6,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5072,CanLabor4,137-1,2,4,2,51,15,114.45,1,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5073,CanLabor4,137-1,1,2,5,179,10,542.5,0,6,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5074,CanLabor4,137-1,4,8,7,239,0,500,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5075,CanLabor4,137-1,1,2,5,179,10,155.5833333,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5076,CanLabor4,137-1,1,2,5,179,10,542.5,0,6,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5077,CanLabor4,137-1,1,2,5,148,15,155.5833333,1,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5078,CanLabor4,137-1,4,8,6,190,15,308.5,0,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5079,CanLabor4,137-1,2,4,2,51,15,497.5,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5080,CanLabor4,137-1,4,8,6,190,15,308.5,0,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5081,CanLabor4,137-1,2,4,2,51,15,497.5,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5082,CanLabor4,137-1,4,8,7,239,0,Inf,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5083,CanLabor4,137-1,2,4,1,6,10,497.5,0,7,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5084,CanLabor4,137-1,4,8,1,25,10,257,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5085,CanLabor4,137-1,2,4,1,6,10,497.5,0,7,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5086,CanLabor4,137-1,1,2,6,199,0,542.5,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5087,CanLabor4,137-1,2,4,7,225,0,160.78,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5088,CanLabor4,137-1,2,4,2,51,15,114.45,1,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5089,CanLabor4,137-1,4,8,7,239,0,Inf,0,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5090,CanLabor4,137-1,4,8,1,25,10,65.75,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5091,CanLabor4,137-1,1,2,5,179,10,253.85,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5092,CanLabor4,137-1,1,2,8,269,20,155.2833333,1,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5093,CanLabor4,137-1,2,4,2,40,20,497.5,0,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5094,CanLabor4,137-1,4,8,9,313,20,Inf,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5095,CanLabor4,137-1,1,2,5,148,15,155.5833333,1,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5096,CanLabor4,137-1,4,8,9,313,20,Inf,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5097,CanLabor4,137-1,4,8,9,313,20,Inf,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5098,CanLabor4,137-1,2,4,7,225,0,497.5,0,6,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5099,CanLabor4,137-1,2,4,7,225,0,114.85,1,2,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5100,CanLabor4,137-1,1,2,5,179,10,542.5,0,6,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5101,CanLabor4,137-1,1,2,6,199,0,155.5,1,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5102,CanLabor4,137-1,2,4,1,6,10,114.67,1,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5103,CanLabor4,137-1,2,4,7,225,0,114.85,1,2,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5104,CanLabor4,137-1,1,2,6,199,0,542.5,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5105,CanLabor4,137-2,4,8,9,290,0,453,0,1,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5106,CanLabor4,137-2,3,6,7,243,10,71.95,1,2,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5107,CanLabor4,137-2,3,6,4,128,0,120.03,0,2,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5108,CanLabor4,137-2,3,6,4,128,0,71.95,1,2,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5109,CanLabor4,137-2,1,1,1,23,0,198.1166667,1,3,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5110,CanLabor4,137-1,4,8,6,190,15,356.75,0,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5111,CanLabor4,137-1,1,2,6,199,0,155.5,1,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5112,CanLabor4,137-1,2,4,1,6,10,497.5,0,7,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5113,CanLabor4,137-1,2,4,2,51,15,114.45,1,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5114,CanLabor4,137-1,2,4,1,6,10,114.67,1,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5115,CanLabor4,137-1,2,4,1,6,10,497.5,0,7,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5116,CanLabor4,137-1,2,4,2,40,20,160.32,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5117,CanLabor4,137-1,2,4,2,40,20,208.25,1,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5118,CanLabor4,137-1,2,4,2,40,20,497.5,0,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5119,CanLabor4,137-1,4,8,9,313,20,Inf,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5120,CanLabor4,137-1,1,2,8,269,20,205.5166667,1,2,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5121,CanLabor4,137-1,2,4,1,6,10,497.5,0,7,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5122,CanLabor4,137-1,4,8,6,190,15,356.75,0,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5123,CanLabor4,137-1,2,4,2,40,20,497.5,0,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5124,CanLabor4,137-1,2,4,2,51,15,114.45,1,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5125,CanLabor4,137-1,1,2,5,148,15,205.8,1,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5126,CanLabor4,137-1,2,4,2,51,15,66.85,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5127,CanLabor4,137-1,2,4,2,40,20,208.25,1,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5128,CanLabor4,137-1,1,2,5,148,15,205.8,1,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5129,CanLabor4,137-1,1,2,6,199,0,155.5,1,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5130,CanLabor4,137-1,2,4,2,40,20,208.25,1,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5131,CanLabor4,137-1,4,8,6,190,15,114.25,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5132,CanLabor4,137-1,4,8,6,190,15,163.6666667,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5133,CanLabor4,137-1,4,8,1,25,10,Inf,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5134,CanLabor4,137-1,4,8,1,25,10,Inf,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5135,CanLabor4,137-1,4,8,9,313,20,258,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5136,CanLabor4,137-1,1,2,6,199,0,155.5,1,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5137,CanLabor4,137-1,1,2,8,269,20,205.5166667,1,2,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5138,CanLabor4,137-2,1,1,6,186,10,102.0666667,1,3,14CAg137-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5139,CanLabor4,137-1,2,4,1,6,10,497.5,0,7,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5140,CanLabor4,137-1,1,2,5,179,10,542.5,0,6,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5141,CanLabor4,137-1,2,4,7,225,0,497.5,0,6,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5142,CanLabor4,137-1,1,2,6,199,0,542.5,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5143,CanLabor4,137-1,1,2,8,269,20,253.7166667,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5144,CanLabor4,137-1,1,2,8,269,20,155.2833333,1,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5145,CanLabor4,137-1,2,4,1,6,10,114.67,1,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5146,CanLabor4,137-1,2,4,2,40,20,208.25,1,4,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5147,CanLabor4,137-1,2,4,1,6,10,497.5,0,7,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5148,CanLabor4,137-1,4,8,9,313,20,Inf,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5149,CanLabor4,137-1,1,2,5,148,15,205.8,1,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5150,CanLabor4,137-1,4,8,6,190,15,258,1,1,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5151,CanLabor4,137-1,4,8,1,25,10,Inf,0,5,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5152,CanLabor4,137-1,4,8,6,190,15,308.5,0,3,14CAg137-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5153,CanLabor5,138-2,4,7,1,18,10,Inf,0,2,14CAg138-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5154,CanLabor5,138-1,2,3,8,271,0,157.05,1,2,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5155,CanLabor5,138-1,1,1,9,320,10,542.5,0,7,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5156,CanLabor5,138-2,1,2,6,204,20,542.5,0,4,14CAg138-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5157,CanLabor5,138-1,1,1,5,169,20,246.1833333,1,1,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5158,CanLabor5,138-1,1,1,5,169,20,438.45,1,1,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5159,CanLabor5,138-1,3,6,8,280,0,360.06,0,3,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5160,CanLabor5,138-1,3,6,3,87,20,120.03,0,2,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5161,CanLabor5,138-1,4,7,4,109,0,445,0,2,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5162,CanLabor5,138-1,1,1,1,36,15,150.3333333,1,4,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5163,CanLabor5,138-1,3,6,3,88,10,120.03,1,1,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5164,CanLabor5,138-2,2,4,9,322,20,497.5,0,9,14CAg138-2,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5165,CanLabor5,138-1,1,1,1,36,15,150.3333333,1,4,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5166,CanLabor5,138-1,2,3,8,261,10,157.05,1,2,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5167,CanLabor5,138-1,1,1,7,234,0,246.2833333,1,2,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5168,CanLabor5,138-1,3,6,2,39,15,264.06,0,1,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5169,CanLabor5,138-1,3,6,2,39,15,456.02,0,3,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5170,CanLabor5,138-1,1,1,9,320,10,198.6166667,1,1,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5171,CanLabor5,138-1,3,6,3,88,10,215.66,0,2,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5172,CanLabor5,138-1,2,3,8,271,0,497.5,0,7,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5173,CanLabor5,138-1,3,6,3,88,10,120.03,0,4,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5174,CanLabor5,138-1,3,6,2,39,15,Inf,1,1,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5175,CanLabor5,138-1,2,3,5,179,20,497.5,0,9,14CAg138-1,11/10/14,CAg,13,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
