,sampleid,line,rep,run,shelf,plate,trt,end,status,germinated,pedigree,planting.date,landrace.abb,loc_id,region,pop,population.type,landrace.name,cultivation,main.use
7861,CanMani3,204-1,3,6,6,198,20,527.81,0,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7862,CanMani3,204-1,1,2,5,168,10,253.85,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7863,CanMani3,204-1,3,6,6,193,10,167.99,1,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7864,CanMani3,204-1,4,8,6,184,0,258,1,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7865,CanMani3,204-1,1,2,5,175,0,253.85,1,7,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7866,CanMani3,204-1,1,2,7,245,20,542.5,0,9,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7867,CanMani3,204-1,1,2,8,255,15,395.25,1,2,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7868,CanMani3,204-1,1,2,5,168,10,542.5,0,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7869,CanMani3,204-1,4,8,7,244,15,308.5,1,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7870,CanMani3,204-1,2,4,4,135,10,448.25,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7871,CanMani3,204-1,2,4,5,164,15,303.75,1,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7872,CanMani3,204-1,4,8,6,184,0,308.5,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7873,CanMani3,204-1,2,4,5,164,15,448.22,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7874,CanMani3,204-1,4,8,6,184,0,258,1,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7875,CanMani3,204-1,1,2,5,175,0,253.85,1,7,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7876,CanMani3,204-1,1,2,5,175,0,253.85,1,7,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7877,CanMani3,204-1,2,4,5,164,15,160.18,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7878,CanMani3,204-1,1,2,5,175,0,253.85,1,7,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7879,CanMani3,204-1,1,2,5,168,10,253.85,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7880,CanMani3,204-1,1,2,5,175,0,205.8,1,2,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7881,CanMani3,204-1,1,2,5,168,10,302.6666667,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7882,CanMani3,204-1,1,2,5,168,10,205.8,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7883,CanMani3,204-1,3,6,2,70,15,167.99,1,5,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7884,CanMani3,204-1,4,8,6,184,0,258,1,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7885,CanMani3,204-1,1,2,5,168,10,253.85,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7886,CanMani3,204-1,4,8,9,292,20,Inf,1,8,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7887,CanMani3,204-1,1,2,5,175,0,253.85,1,7,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7888,CanMani3,204-1,1,2,8,255,15,542.5,0,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7889,CanMani3,204-2,1,1,2,49,20,542.5,0,10,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7890,CanMani3,204-2,1,1,4,132,15,542.5,0,10,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7891,CanMani3,204-2,1,1,2,49,20,542.5,0,10,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7892,CanMani3,204-2,2,3,7,228,0,157.6166667,1,2,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7893,CanMani3,204-2,1,1,4,132,15,542.5,0,10,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7894,CanMani3,204-1,4,8,9,292,20,Inf,1,8,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7895,CanMani3,204-1,3,6,6,198,20,Inf,1,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7896,CanMani3,204-1,1,2,8,255,15,348.95,1,2,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7897,CanMani3,204-1,4,8,7,244,15,114.25,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7898,CanMani3,204-1,2,4,4,135,10,497.5,0,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7899,CanMani3,204-1,2,4,5,164,15,256.27,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7900,CanMani3,204-1,3,6,2,70,15,215.66,1,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7901,CanMani3,204-1,3,6,6,198,20,527.81,0,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7902,CanMani3,204-1,2,4,9,314,20,497.5,0,8,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7903,CanMani3,204-1,3,6,6,193,10,120.03,1,5,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7904,CanMani3,204-1,4,8,9,292,20,Inf,1,8,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7905,CanMani3,204-1,3,6,9,316,0,120.03,0,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7906,CanMani3,204-1,3,6,6,198,20,Inf,1,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7907,CanMani3,204-1,4,8,6,184,0,163.6666667,1,2,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7908,CanMani3,204-1,2,4,3,103,0,497.5,0,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7909,CanMani3,204-1,2,4,4,135,10,160.23,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7910,CanMani3,204-1,1,2,8,255,15,395.25,1,2,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7911,CanMani3,204-1,2,4,3,103,0,497.5,0,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7912,CanMani3,204-1,4,8,8,272,10,211,1,2,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7913,CanMani3,204-1,3,6,6,198,20,Inf,1,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7914,CanMani3,204-1,3,6,6,198,20,527.81,0,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7915,CanMani3,204-1,2,4,9,314,20,497.5,0,8,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7916,CanMani3,204-1,4,8,9,292,20,Inf,1,8,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7917,CanMani3,204-1,4,8,7,244,15,308.5,1,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7918,CanMani3,204-1,3,6,6,193,10,264.06,1,2,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7919,CanMani3,204-1,4,8,7,244,15,258,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7920,CanMani3,204-1,2,4,3,103,0,497.5,0,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7921,CanMani3,204-1,3,6,6,198,20,Inf,1,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7922,CanMani3,204-1,1,2,8,255,15,205.5166667,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7923,CanMani3,204-1,4,8,6,184,0,163.6666667,1,2,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7924,CanMani3,204-1,1,2,7,245,20,542.5,0,9,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7925,CanMani3,204-2,2,3,9,293,10,300.75,1,2,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7926,CanMani3,204-2,4,7,3,106,20,203.6666667,0,1,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7927,CanMani3,204-2,1,1,7,218,10,295.3833333,1,2,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7928,CanMani3,204-2,4,7,3,106,20,Inf,1,7,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7929,CanMani3,204-2,4,7,3,106,20,Inf,1,7,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7930,CanMani3,204-2,2,3,1,30,20,497.5,0,8,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7931,CanMani3,204-2,1,1,7,219,0,342.4833333,1,4,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7932,CanMani3,204-2,1,1,7,219,0,246.2833333,1,4,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7933,CanMani3,204-1,2,4,4,135,10,353.8,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7934,CanMani3,204-1,2,4,5,164,15,256.27,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7935,CanMani3,204-1,3,6,9,316,0,264.06,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7936,CanMani3,204-1,4,8,8,272,10,258,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7937,CanMani3,204-1,4,8,9,292,20,404,1,2,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7938,CanMani3,204-1,2,4,9,314,20,497.5,0,8,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7939,CanMani3,204-1,4,8,8,272,10,211,1,2,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7940,CanMani3,204-1,4,8,8,272,10,453,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7941,CanMani3,204-1,4,8,8,272,10,258,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7942,CanMani3,204-1,3,6,9,316,0,527.81,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7943,CanMani3,204-1,3,6,6,193,10,120.03,1,5,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7944,CanMani3,204-1,4,8,7,244,15,258,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7945,CanMani3,204-1,2,4,3,103,0,497.5,0,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7946,CanMani3,204-1,4,8,8,272,10,258,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7947,CanMani3,204-1,3,6,9,316,0,215.66,1,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7948,CanMani3,204-1,3,6,9,316,0,167.99,1,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7949,CanMani3,204-1,3,6,6,193,10,167.99,1,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7950,CanMani3,204-1,3,6,6,198,20,Inf,1,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7951,CanMani3,204-1,3,6,6,193,10,120.03,1,5,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7952,CanMani3,204-1,4,8,9,292,20,Inf,1,8,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7953,CanMani3,204-1,2,4,5,164,15,256.27,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7954,CanMani3,204-1,3,6,9,316,0,215.66,1,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7955,CanMani3,204-1,2,4,5,164,15,256.27,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7956,CanMani3,204-1,3,6,2,70,15,215.66,1,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7957,CanMani3,204-1,3,6,6,193,10,120.03,1,5,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7958,CanMani3,204-1,3,6,9,316,0,167.99,0,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7959,CanMani3,204-1,4,8,7,244,15,258,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7960,CanMani3,204-1,3,6,9,316,0,215.66,1,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7961,CanMani3,204-1,4,8,8,272,10,258,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7962,CanMani3,204-1,4,8,7,244,15,211,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7963,CanMani3,204-1,2,4,3,103,0,497.5,0,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7964,CanMani3,204-1,4,8,8,272,10,164,1,2,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7965,CanMani3,204-1,1,2,8,255,15,155.2833333,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7966,CanMani3,204-1,3,6,2,70,15,167.99,1,5,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7967,CanMani3,204-1,2,4,9,314,20,497.5,0,8,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7968,CanMani3,204-1,4,8,7,244,15,308.5,1,3,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7969,CanMani3,204-1,1,2,7,245,20,542.5,0,9,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7970,CanMani3,204-1,3,6,2,70,15,312.03,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7971,CanMani3,204-1,4,8,7,244,15,258,1,4,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7972,CanMani3,204-1,3,6,6,198,20,Inf,1,6,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7973,CanMani3,204-2,1,1,7,218,10,390.2,1,3,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7974,CanMani3,204-2,2,3,5,165,15,497.5,0,8,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7975,CanMani3,204-2,2,3,5,165,15,497.5,0,8,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7976,CanMani3,204-2,2,3,5,165,15,497.5,0,8,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7977,CanMani3,204-2,2,3,9,293,10,348.9,1,3,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7978,CanMani3,204-2,2,3,7,228,0,349.8833333,1,2,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7979,CanMani3,204-2,2,3,7,228,0,349.8833333,1,2,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7980,CanMani3,204-2,2,3,9,293,10,348.9,1,3,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7981,CanMani3,204-2,2,3,5,165,15,206.3166667,1,2,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7982,CanMani3,204-2,4,7,3,106,20,Inf,0,1,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7983,CanMani3,204-2,2,3,5,165,15,497.5,0,8,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7984,CanMani3,204-2,1,1,7,218,10,246.2833333,1,1,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7985,CanMani3,204-2,1,1,4,132,15,542.5,0,10,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7986,CanMani3,204-2,2,3,5,165,15,497.5,0,8,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7987,CanMani3,204-2,1,1,7,219,0,246.2833333,1,4,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7988,CanMani3,204-2,4,7,8,258,0,153.75,1,3,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7989,CanMani3,204-2,4,7,8,258,0,203.6666667,1,7,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7990,CanMani3,204-2,1,1,7,219,0,246.2833333,1,4,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7991,CanMani3,204-2,2,3,9,293,10,253.5666667,1,3,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7992,CanMani3,204-2,1,1,7,218,10,342.4833333,1,4,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7993,CanMani3,204-2,4,7,3,106,20,Inf,1,7,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7994,CanMani3,204-2,1,1,4,132,15,542.5,0,10,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7995,CanMani3,204-2,2,3,5,165,15,206.3166667,1,2,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7996,CanMani3,204-2,1,1,7,219,0,542.5,0,1,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7997,CanMani3,204-2,1,1,7,219,0,295.3833333,1,1,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7998,CanMani3,204-2,4,7,3,106,20,Inf,1,7,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
7999,CanMani3,204-2,4,7,3,106,20,501,1,1,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8000,CanMani3,204-2,1,1,7,218,10,342.4833333,1,4,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8001,CanMani3,204-2,2,3,5,165,15,497.5,0,8,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8002,CanMani3,204-2,4,7,3,106,20,Inf,1,7,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8003,CanMani3,204-2,1,1,2,49,20,542.5,0,10,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8004,CanMani3,204-2,4,7,8,258,0,153.75,1,3,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8005,CanMani3,204-1,4,8,8,272,10,114.25,1,1,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8006,CanMani3,204-1,4,8,8,272,10,164,1,2,14Par204-1,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8007,CanMani3,204-2,1,1,4,132,15,542.5,0,10,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8008,CanMani3,204-2,2,3,9,293,10,253.5666667,1,3,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8009,CanMani3,204-2,2,3,9,293,10,205.45,1,1,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8010,CanMani3,204-2,1,1,2,49,20,542.5,0,10,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8011,CanMani3,204-2,1,1,2,49,20,542.5,0,10,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8012,CanMani3,204-2,1,1,7,218,10,390.2,1,3,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8013,CanMani3,204-2,4,7,8,258,0,203.6666667,1,7,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8014,CanMani3,204-2,4,7,8,258,0,203.6666667,1,7,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8015,CanMani3,204-2,1,1,4,132,15,542.5,0,10,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8016,CanMani3,204-2,1,1,7,218,10,390.2,1,3,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8017,CanMani3,204-2,2,3,7,228,0,254.5166667,1,4,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8018,CanMani3,204-2,1,1,7,219,0,342.4833333,1,4,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8019,CanMani3,204-2,1,1,7,218,10,342.4833333,1,4,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8020,CanMani3,204-2,1,1,4,132,15,542.5,0,10,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8021,CanMani3,204-2,4,7,8,258,0,203.6666667,1,7,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8022,CanMani3,204-2,1,1,7,219,0,342.4833333,1,4,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8023,CanMani3,204-2,1,1,7,218,10,342.4833333,1,4,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8024,CanMani3,204-2,2,3,1,30,20,497.5,0,8,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8025,CanMani3,204-2,4,7,8,258,0,203.6666667,1,7,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8026,CanMani3,204-2,2,3,1,30,20,497.5,0,8,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8027,CanMani3,204-2,1,1,7,219,0,246.2833333,1,4,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8028,CanMani3,204-2,1,1,2,49,20,542.5,0,10,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8029,CanMani3,204-2,2,3,7,228,0,254.5166667,1,4,14Par204-2,11/10/14,Par,21,yucatan,Par_44,landrace,Paradito,Backyard,
8030,CanParaje1,146-1,4,7,9,312,15,153.75,0,1,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8031,CanParaje1,146-1,2,4,3,108,0,497.5,0,9,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8032,CanParaje1,146-1,4,7,1,13,10,107.3333333,0,1,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8033,CanParaje1,146-1,4,7,3,108,0,253,0,4,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8034,CanParaje1,146-1,4,7,9,312,15,253,1,1,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8035,CanParaje1,146-1,2,4,3,108,0,497.5,0,9,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8036,CanParaje1,146-1,1,1,8,254,15,542.5,0,6,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8037,CanParaje1,146-1,1,1,2,56,0,542.5,0,6,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8038,CanParaje1,146-1,1,1,2,56,0,542.5,0,6,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8039,CanParaje1,146-1,4,7,3,108,0,253,0,4,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8040,CanParaje1,146-1,2,4,2,43,20,497.5,0,8,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8041,CanParaje1,146-1,2,4,2,43,20,497.5,0,8,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8042,CanParaje1,146-1,1,1,7,248,20,542.5,0,7,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8043,CanParaje1,146-1,2,4,3,108,0,497.5,0,9,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8044,CanParaje1,146-1,4,7,1,24,20,501,0,7,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
8045,CanParaje1,146-1,1,1,8,254,15,198.55,1,4,14CAg146-1,11/10/14,CAg,22,central valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
