"","X","sampleid","line","rep","run","shelf","plate","trt","end","status","number","pedigree","planting.date","landrace.abb","loc_id","region","pop","population.type","landrace.name","cultivation","main.use","uniqueplate"
"15905",15905,"CanSPablo10","185-2",3,"5",2,51,10,207,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_51"
"15906",15906,"CanSPablo10","185-2",4,"8",1,22,20,211,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_22"
"15907",15907,"CanSPablo10","185-2",1,"2",3,86,15,302.9,1,2,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_86"
"15908",15908,"CanSPablo10","185-2",4,"8",8,278,15,164,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_278"
"15909",15909,"CanSPablo10","185-2",1,"2",3,106,20,542.4,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_106"
"15910",15910,"CanSPablo10","185-2",3,"5",1,6,15,Inf,1,8,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_6"
"15911",15911,"CanSPablo10","185-2",2,"3",4,130,0,207.2,1,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","3_130"
"15912",15912,"CanSPablo10","185-2",2,"3",4,130,0,158.2,1,9,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","3_130"
"15913",15913,"CanSPablo10","185-2",2,"3",3,96,10,206.8,1,2,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","3_96"
"15915",15915,"CanSPablo10","185-2",4,"8",2,63,10,163.5,1,6,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_63"
"15916",15916,"CanSPablo10","185-2",4,"8",1,22,20,211,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_22"
"15918",15918,"CanSPablo10","185-2",3,"5",5,165,0,207,1,7,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_165"
"15919",15919,"CanSPablo10","185-2",1,"2",3,86,15,542.4,1,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_86"
"15920",15920,"CanSPablo10","185-2",1,"2",6,213,10,542.5,0,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_213"
"15921",15921,"CanSPablo10","185-2",1,"2",3,106,20,542.4,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_106"
"15923",15923,"CanSPablo10","185-2",2,"3",4,130,0,158.2,1,9,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","3_130"
"15924",15924,"CanSPablo10","185-2",2,"3",4,130,0,158.2,1,9,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","3_130"
"15926",15926,"CanSPablo10","185-2",1,"2",3,86,15,253.8,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_86"
"15927",15927,"CanSPablo10","185-2",1,"2",6,213,10,205.7,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_213"
"15929",15929,"CanSPablo10","185-2",1,"2",3,106,20,302.9,1,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_106"
"15930",15930,"CanSPablo10","185-2",4,"8",2,63,10,114.2,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_63"
"15931",15931,"CanSPablo10","185-2",4,"8",6,215,0,114.2,1,2,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_215"
"15932",15932,"CanSPablo10","185-2",1,"2",3,106,20,542.5,0,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_106"
"15933",15933,"CanSPablo10","185-2",2,"3",4,130,0,158.2,1,9,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","3_130"
"15934",15934,"CanSPablo10","185-2",1,"2",6,213,10,205.7,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_213"
"15935",15935,"CanSPablo10","185-2",4,"8",8,278,15,258,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_278"
"15937",15937,"CanSPablo10","185-2",3,"5",1,6,15,Inf,1,8,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_6"
"15938",15938,"CanSPablo10","185-2",2,"3",4,130,0,158.2,1,9,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","3_130"
"15939",15939,"CanSPablo10","185-2",4,"8",2,63,10,114.2,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_63"
"15940",15940,"CanSPablo10","185-2",2,"3",3,96,10,157.9,1,8,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","3_96"
"15942",15942,"CanSPablo10","185-2",1,"2",3,86,15,302.9,1,2,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_86"
"15944",15944,"CanSPablo10","185-2",4,"8",8,278,15,164,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_278"
"15945",15945,"CanSPablo10","185-2",1,"2",6,213,10,253.8,1,2,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_213"
"15946",15946,"CanSPablo10","185-2",1,"2",3,106,20,494.7,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_106"
"15947",15947,"CanSPablo10","185-2",1,"2",3,86,15,542.5,0,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_86"
"15951",15951,"CanSPablo10","185-2",4,"8",1,22,20,257,1,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_22"
"15953",15953,"CanSPablo10","185-2",1,"2",3,86,15,253.8,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_86"
"15955",15955,"CanSPablo10","185-2",4,"8",6,215,0,163.7,1,6,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_215"
"15956",15956,"CanSPablo10","185-2",4,"8",6,215,0,163.7,1,6,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_215"
"15957",15957,"CanSPablo10","185-2",4,"8",6,215,0,163.7,1,6,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_215"
"15958",15958,"CanSPablo10","185-2",1,"2",5,169,0,253.8,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_169"
"15959",15959,"CanSPablo10","185-2",3,"5",5,165,0,156.8,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_165"
"15960",15960,"CanSPablo10","185-2",3,"5",2,51,10,254,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_51"
"15961",15961,"CanSPablo10","185-2",1,"2",5,169,0,253.8,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_169"
"15962",15962,"CanSPablo10","185-2",2,"3",3,96,10,157.9,1,8,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","3_96"
"15963",15963,"CanSPablo10","185-2",4,"8",2,63,10,163.5,1,6,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_63"
"15964",15964,"CanSPablo10","185-2",4,"8",2,63,10,163.5,1,6,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_63"
"15965",15965,"CanSPablo10","185-2",4,"8",8,278,15,258,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_278"
"15966",15966,"CanSPablo10","185-2",2,"3",3,96,10,157.9,1,8,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","3_96"
"15967",15967,"CanSPablo10","185-2",3,"5",1,6,15,Inf,0,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_6"
"15968",15968,"CanSPablo10","185-2",1,"2",3,86,15,206.1,1,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_86"
"15970",15970,"CanSPablo10","185-2",4,"8",6,215,0,163.7,1,6,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_215"
"15974",15974,"CanSPablo10","185-2",1,"2",5,169,0,302.7,1,2,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_169"
"15975",15975,"CanSPablo10","185-2",1,"2",5,169,0,205.8,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_169"
"15976",15976,"CanSPablo10","185-2",3,"5",2,51,10,254,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_51"
"15977",15977,"CanSPablo10","185-2",3,"5",1,6,15,397.5,1,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_6"
"15978",15978,"CanSPablo10","185-2",1,"2",3,106,20,494.7,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_106"
"15979",15979,"CanSPablo10","185-2",3,"5",1,6,15,Inf,1,8,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_6"
"15980",15980,"CanSPablo10","185-2",1,"2",3,86,15,349.6,1,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_86"
"15983",15983,"CanSPablo10","185-2",4,"8",8,278,15,211,1,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_278"
"15984",15984,"CanSPablo10","185-2",3,"5",2,51,10,Inf,1,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_51"
"15985",15985,"CanSPablo10","185-2",3,"5",5,165,0,207,1,7,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_165"
"15986",15986,"CanSPablo10","185-2",1,"2",5,169,0,542.5,0,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_169"
"15988",15988,"CanSPablo10","185-2",3,"5",2,51,10,156.8,1,2,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_51"
"15990",15990,"CanSPablo10","185-2",1,"2",6,213,10,205.7,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_213"
"15991",15991,"CanSPablo10","185-2",3,"5",1,6,15,Inf,1,8,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_6"
"15993",15993,"CanSPablo10","185-2",1,"2",5,169,0,253.8,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_169"
"15994",15994,"CanSPablo10","185-2",4,"8",8,278,15,453,0,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_278"
"15995",15995,"CanSPablo10","185-2",1,"2",3,86,15,253.8,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_86"
"15996",15996,"CanSPablo10","185-2",4,"8",6,215,0,211,1,2,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_215"
"15997",15997,"CanSPablo10","185-2",4,"8",6,215,0,211,1,2,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_215"
"15998",15998,"CanSPablo10","185-2",3,"5",2,51,10,207,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_51"
"15999",15999,"CanSPablo10","185-2",4,"8",6,215,0,163.7,1,6,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_215"
"16000",16000,"CanSPablo10","185-2",3,"5",2,51,10,254,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_51"
"16001",16001,"CanSPablo10","185-2",3,"5",2,51,10,207,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_51"
"16002",16002,"CanSPablo10","185-2",3,"5",2,51,10,156.8,1,2,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_51"
"16003",16003,"CanSPablo10","185-2",1,"2",3,106,20,542.4,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_106"
"16004",16004,"CanSPablo10","185-2",3,"5",1,6,15,Inf,1,8,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_6"
"16005",16005,"CanSPablo10","185-2",1,"2",3,106,20,494.7,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_106"
"16006",16006,"CanSPablo10","185-2",2,"3",3,96,10,206.8,1,2,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","3_96"
"16007",16007,"CanSPablo10","185-2",4,"8",8,278,15,258,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_278"
"16009",16009,"CanSPablo10","185-2",3,"5",1,6,15,Inf,1,8,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_6"
"16010",16010,"CanSPablo10","185-2",2,"3",3,96,10,157.9,1,8,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","3_96"
"16013",16013,"CanSPablo10","185-2",1,"2",6,213,10,155.5,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_213"
"16014",16014,"CanSPablo10","185-2",3,"5",5,165,0,207,1,7,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_165"
"16015",16015,"CanSPablo10","185-2",1,"2",6,213,10,155.5,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_213"
"16016",16016,"CanSPablo10","185-2",1,"2",5,169,0,205.8,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_169"
"16017",16017,"CanSPablo10","185-2",4,"8",1,22,20,Inf,1,4,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_22"
"16018",16018,"CanSPablo10","185-2",2,"3",3,96,10,157.9,1,8,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","3_96"
"16019",16019,"CanSPablo10","185-2",1,"2",6,213,10,155.5,1,3,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_213"
"16020",16020,"CanSPablo10","185-2",1,"2",5,169,0,302.7,1,2,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_169"
"16021",16021,"CanSPablo10","185-2",3,"5",5,165,0,207,1,7,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_165"
"16022",16022,"CanSPablo10","185-2",4,"8",6,215,0,114.2,1,2,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_215"
"16023",16023,"CanSPablo10","185-2",3,"5",5,165,0,207,1,7,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","5_165"
"16024",16024,"CanSPablo10","185-2",1,"2",3,106,20,253.8,1,1,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","2_106"
"16025",16025,"CanSPablo10","185-2",4,"8",2,63,10,163.5,1,6,"14Tus185-2","11/10/14","Tus","39","central valleys","Tus_38","landrace","Tusta","Milpa","Dry","8_63"
"16188",16188,"CanSPablo4","181-1",4,"8",3,88,20,Inf,1,1,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_88"
"16189",16189,"CanSPablo4","181-1",4,"8",2,44,15,163.5,1,8,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_44"
"16190",16190,"CanSPablo4","181-1",1,"1",3,95,20,437.9,1,1,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_95"
"16195",16195,"CanSPablo4","181-1",4,"8",2,44,15,163.5,1,8,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_44"
"16198",16198,"CanSPablo4","181-1",1,"1",3,95,20,295.1,1,5,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_95"
"16199",16199,"CanSPablo4","181-1",1,"1",3,95,20,295.1,1,5,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_95"
"16200",16200,"CanSPablo4","181-1",1,"1",3,95,20,295.1,1,5,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_95"
"16202",16202,"CanSPablo4","181-1",3,"5",3,105,10,156.8,1,5,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","5_105"
"16204",16204,"CanSPablo4","181-1",1,"1",3,95,20,150.4,1,1,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_95"
"16206",16206,"CanSPablo4","181-1",1,"1",3,95,20,342.2,1,2,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_95"
"16207",16207,"CanSPablo4","181-1",4,"8",2,44,15,163.5,1,8,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_44"
"16209",16209,"CanSPablo4","181-1",1,"1",5,175,15,295.1,1,1,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_175"
"16210",16210,"CanSPablo4","181-1",1,"1",5,175,15,542.5,0,1,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_175"
"16211",16211,"CanSPablo4","181-1",1,"1",3,95,20,342.2,1,2,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_95"
"16213",16213,"CanSPablo4","181-1",1,"1",3,95,20,295.1,1,5,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_95"
"16214",16214,"CanSPablo4","181-1",4,"8",3,88,20,308.2,1,2,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_88"
"16215",16215,"CanSPablo4","181-1",3,"5",3,105,10,109.5,1,2,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","5_105"
"16218",16218,"CanSPablo4","181-1",1,"1",3,95,20,295.1,1,5,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_95"
"16219",16219,"CanSPablo4","181-1",1,"1",3,95,20,390,1,1,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_95"
"16220",16220,"CanSPablo4","181-1",1,"1",5,175,15,150.5,1,3,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_175"
"16221",16221,"CanSPablo4","181-1",4,"8",2,44,15,163.5,1,8,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_44"
"16222",16222,"CanSPablo4","181-1",3,"5",3,105,10,61.8,1,1,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","5_105"
"16223",16223,"CanSPablo4","181-1",4,"8",3,88,20,308.2,1,2,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_88"
"16225",16225,"CanSPablo4","181-1",4,"8",3,88,20,258,1,2,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_88"
"16226",16226,"CanSPablo4","181-1",4,"8",2,44,15,163.5,1,8,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_44"
"16229",16229,"CanSPablo4","181-1",4,"8",6,206,10,163.7,1,1,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_206"
"16230",16230,"CanSPablo4","181-1",4,"8",3,88,20,211,1,3,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_88"
"16231",16231,"CanSPablo4","181-1",2,"4",2,46,10,160.3,1,3,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","4_46"
"16232",16232,"CanSPablo4","181-1",2,"4",2,46,10,160.3,1,3,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","4_46"
"16233",16233,"CanSPablo4","181-1",4,"8",6,206,10,65.8,1,5,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_206"
"16236",16236,"CanSPablo4","181-1",4,"8",9,296,0,164,1,2,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_296"
"16237",16237,"CanSPablo4","181-1",1,"1",3,75,10,150.4,1,4,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_75"
"16238",16238,"CanSPablo4","181-1",3,"5",3,105,10,254,1,1,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","5_105"
"16240",16240,"CanSPablo4","181-1",1,"1",1,1,0,542.5,0,1,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_1"
"16241",16241,"CanSPablo4","181-1",4,"8",6,206,10,308.5,1,1,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_206"
"16242",16242,"CanSPablo4","181-1",2,"4",2,46,10,114.5,1,6,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","4_46"
"16243",16243,"CanSPablo4","181-1",4,"8",9,296,0,114.2,1,2,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_296"
"16244",16244,"CanSPablo4","181-1",2,"4",2,46,10,114.5,1,6,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","4_46"
"16245",16245,"CanSPablo4","181-1",4,"8",6,206,10,65.8,1,5,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_206"
"16246",16246,"CanSPablo4","181-1",1,"1",3,75,10,150.4,1,4,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_75"
"16250",16250,"CanSPablo4","181-1",4,"8",6,206,10,114.2,1,3,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_206"
"16251",16251,"CanSPablo4","181-1",2,"4",2,46,10,114.5,1,6,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","4_46"
"16252",16252,"CanSPablo4","181-1",4,"8",3,88,20,211,1,3,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_88"
"16254",16254,"CanSPablo4","181-1",4,"8",6,206,10,65.8,1,5,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_206"
"16255",16255,"CanSPablo4","181-1",4,"8",9,296,0,114.2,1,2,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_296"
"16256",16256,"CanSPablo4","181-1",3,"5",5,150,15,397.5,1,2,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","5_150"
"16257",16257,"CanSPablo4","181-1",4,"8",3,88,20,211,1,3,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_88"
"16258",16258,"CanSPablo4","181-1",1,"1",1,1,0,150.3,1,3,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_1"
"16259",16259,"CanSPablo4","181-1",3,"5",3,105,10,156.8,1,5,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","5_105"
"16260",16260,"CanSPablo4","181-1",1,"1",1,1,0,342,1,1,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","1_1"
"16261",16261,"CanSPablo4","181-1",4,"8",9,296,0,164,1,2,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","8_296"
"16263",16263,"CanSPablo4","181-1",3,"5",3,105,10,156.8,1,5,"14Tav181-1","11/10/14","Tav","39","central valleys","Tav_37","landrace","Taviche","Milpa","Dry","5_105"
