"","X","sampleid","line","rep","run","shelf","plate","trt","end","status","number","pedigree","planting.date","landrace.abb","loc_id","region","pop","population.type","landrace.name","cultivation","main.use","uniqueplate"
"6377",6377,"CanLag4","98-2",1,"2",5,157,0,107.6,1,5,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","2_157"
"6378",6378,"CanLag4","98-2",1,"2",2,43,10,156.2,1,2,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","2_43"
"6379",6379,"CanLag4","98-2",2,"4",5,156,0,114.3,1,2,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","4_156"
"6380",6380,"CanLag4","98-2",3,"5",5,147,20,156.8,1,9,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","5_147"
"6381",6381,"CanLag4","98-2",4,"8",6,188,10,114.2,1,9,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_188"
"6382",6382,"CanLag4","98-2",3,"5",6,184,15,109.5,1,6,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","5_184"
"6383",6383,"CanLag4","98-2",3,"5",5,147,20,156.8,1,9,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","5_147"
"6384",6384,"CanLag4","98-2",4,"8",6,188,10,114.2,1,9,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_188"
"6385",6385,"CanLag4","98-2",2,"4",4,133,10,497.5,0,3,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","4_133"
"6386",6386,"CanLag4","98-2",2,"4",2,55,20,160.3,1,3,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","4_55"
"6387",6387,"CanLag4","98-2",2,"4",4,133,10,114.3,1,7,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","4_133"
"6388",6388,"CanLag4","98-2",3,"5",6,184,15,61.8,1,1,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","5_184"
"6390",6390,"CanLag4","98-2",3,"5",6,184,15,Inf,0,2,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","5_184"
"6391",6391,"CanLag4","98-2",1,"2",2,43,10,108.2,1,6,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","2_43"
"6392",6392,"CanLag4","98-2",1,"2",4,131,15,155.8,1,2,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","2_131"
"6393",6393,"CanLag4","98-2",3,"5",2,66,10,61.8,1,6,"14CRo98-2","11/10/14","CRo","17","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","5_66"
