"","rep","run","shelf","plate","line","trt","type","end","status","germinated"
"175.1",1,2,9,306,"102-1",15,"E3",395.05,1,2
"176",1,2,6,183,"102-1",10,"E3",542.5,0,1
"177",1,2,6,188,"102-1",20,"E3",542.5,0,3
"177.1",1,2,6,188,"102-1",20,"E3",542.5,0,3
"177.2",1,2,6,188,"102-1",20,"E3",542.5,0,3
"178",1,2,6,184,"104-1",0,"E3",155.5,1,2
"178.1",1,2,6,184,"104-1",0,"E3",155.5,1,2
"179",1,2,6,184,"104-1",0,"E3",205.7,1,1
"180",1,2,6,184,"104-1",0,"E3",253.8166667,1,3
"180.1",1,2,6,184,"104-1",0,"E3",253.8166667,1,3
"180.2",1,2,6,184,"104-1",0,"E3",253.8166667,1,3
"181",1,2,6,184,"104-1",0,"E3",302.5833333,1,3
"181.1",1,2,6,184,"104-1",0,"E3",302.5833333,1,3
"181.2",1,2,6,184,"104-1",0,"E3",302.5833333,1,3
"182",1,2,6,184,"104-1",0,"E3",542.3333333,1,1
"183",1,2,8,267,"104-1",15,"E3",253.7166667,1,2
"183.1",1,2,8,267,"104-1",15,"E3",253.7166667,1,2
"184",1,2,8,267,"104-1",15,"E3",302.4166667,1,4
"184.1",1,2,8,267,"104-1",15,"E3",302.4166667,1,4
"184.2",1,2,8,267,"104-1",15,"E3",302.4166667,1,4
"184.3",1,2,8,267,"104-1",15,"E3",302.4166667,1,4
"185",1,2,8,267,"104-1",15,"E3",348.95,1,1
"186",1,2,8,267,"104-1",15,"E3",445.0166667,1,3
"186.1",1,2,8,267,"104-1",15,"E3",445.0166667,1,3
"186.2",1,2,8,267,"104-1",15,"E3",445.0166667,1,3
"187",1,2,9,300,"104-1",10,"E3",205.3333333,1,1
"188",1,2,9,300,"104-1",10,"E3",253.5833333,1,4
"188.1",1,2,9,300,"104-1",10,"E3",253.5833333,1,4
"188.2",1,2,9,300,"104-1",10,"E3",253.5833333,1,4
"188.3",1,2,9,300,"104-1",10,"E3",253.5833333,1,4
"189",1,2,9,300,"104-1",10,"E3",302.2333333,1,1
"190",1,2,9,300,"104-1",10,"E3",348.7666667,1,2
"190.1",1,2,9,300,"104-1",10,"E3",348.7666667,1,2
"191",1,2,9,300,"104-1",10,"E3",444.8166667,1,1
"192",1,2,9,300,"104-1",10,"E3",542.2,1,1
"193",1,2,7,230,"104-1",20,"E3",542.5,0,10
"193.1",1,2,7,230,"104-1",20,"E3",542.5,0,10
"193.2",1,2,7,230,"104-1",20,"E3",542.5,0,10
"193.3",1,2,7,230,"104-1",20,"E3",542.5,0,10
"193.4",1,2,7,230,"104-1",20,"E3",542.5,0,10
"193.5",1,2,7,230,"104-1",20,"E3",542.5,0,10
"193.6",1,2,7,230,"104-1",20,"E3",542.5,0,10
"193.7",1,2,7,230,"104-1",20,"E3",542.5,0,10
"193.8",1,2,7,230,"104-1",20,"E3",542.5,0,10
"193.9",1,2,7,230,"104-1",20,"E3",542.5,0,10
"194",1,1,3,80,"104-2",10,"E3",246.05,1,2
"194.1",1,1,3,80,"104-2",10,"E3",246.05,1,2
"195",1,1,3,80,"104-2",10,"E3",295.05,1,1
"196",1,1,3,80,"104-2",10,"E3",342.1833333,1,3
"196.1",1,1,3,80,"104-2",10,"E3",342.1833333,1,3
"196.2",1,1,3,80,"104-2",10,"E3",342.1833333,1,3
"197",1,1,3,80,"104-2",10,"E3",437.9,1,1
"198",1,1,3,80,"104-2",10,"E3",542.5,0,3
"198.1",1,1,3,80,"104-2",10,"E3",542.5,0,3
"198.2",1,1,3,80,"104-2",10,"E3",542.5,0,3
"199",1,1,4,138,"104-2",0,"E3",198.3166667,1,2
"199.1",1,1,4,138,"104-2",0,"E3",198.3166667,1,2
"200",1,1,4,138,"104-2",0,"E3",246.1,1,5
"200.1",1,1,4,138,"104-2",0,"E3",246.1,1,5
"200.2",1,1,4,138,"104-2",0,"E3",246.1,1,5
"200.3",1,1,4,138,"104-2",0,"E3",246.1,1,5
"200.4",1,1,4,138,"104-2",0,"E3",246.1,1,5
"201",1,1,4,138,"104-2",0,"E3",295.15,1,1
"202",1,1,4,138,"104-2",0,"E3",342.2666667,1,1
"203",1,1,4,138,"104-2",0,"E3",542.5,0,1
"204",1,1,6,210,"104-2",20,"E3",542.5,0,10
"204.1",1,1,6,210,"104-2",20,"E3",542.5,0,10
"204.2",1,1,6,210,"104-2",20,"E3",542.5,0,10
"204.3",1,1,6,210,"104-2",20,"E3",542.5,0,10
"204.4",1,1,6,210,"104-2",20,"E3",542.5,0,10
"204.5",1,1,6,210,"104-2",20,"E3",542.5,0,10
"204.6",1,1,6,210,"104-2",20,"E3",542.5,0,10
"204.7",1,1,6,210,"104-2",20,"E3",542.5,0,10
"204.8",1,1,6,210,"104-2",20,"E3",542.5,0,10
"204.9",1,1,6,210,"104-2",20,"E3",542.5,0,10
"205",1,1,8,253,"104-2",15,"E3",295.4333333,1,1
"206",1,1,8,253,"104-2",15,"E3",342.4833333,1,1
"207",1,1,8,253,"104-2",15,"E3",440.4,1,2
"207.1",1,1,8,253,"104-2",15,"E3",440.4,1,2
"208",1,1,8,253,"104-2",15,"E3",542.5,0,6
"208.1",1,1,8,253,"104-2",15,"E3",542.5,0,6
"208.2",1,1,8,253,"104-2",15,"E3",542.5,0,6
"208.3",1,1,8,253,"104-2",15,"E3",542.5,0,6
"208.4",1,1,8,253,"104-2",15,"E3",542.5,0,6
"208.5",1,1,8,253,"104-2",15,"E3",542.5,0,6
"209",1,2,2,70,"105-1",15,"E3",253.9833333,1,4
"209.1",1,2,2,70,"105-1",15,"E3",253.9833333,1,4
"209.2",1,2,2,70,"105-1",15,"E3",253.9833333,1,4
"209.3",1,2,2,70,"105-1",15,"E3",253.9833333,1,4
"210",1,2,2,70,"105-1",15,"E3",303.15,1,4
"210.1",1,2,2,70,"105-1",15,"E3",303.15,1,4
"210.2",1,2,2,70,"105-1",15,"E3",303.15,1,4
"210.3",1,2,2,70,"105-1",15,"E3",303.15,1,4
"211",1,2,2,70,"105-1",15,"E3",445.8,1,1
"212",1,2,3,105,"105-1",0,"E3",253.8333333,1,4
"212.1",1,2,3,105,"105-1",0,"E3",253.8333333,1,4
"212.2",1,2,3,105,"105-1",0,"E3",253.8333333,1,4
"212.3",1,2,3,105,"105-1",0,"E3",253.8333333,1,4
"213",1,2,3,105,"105-1",0,"E3",302.9,1,1
"214",1,2,3,105,"105-1",0,"E3",349.6,1,2
"214.1",1,2,3,105,"105-1",0,"E3",349.6,1,2
"215",1,2,7,236,"105-1",20,"E3",253.7666667,1,3
"215.1",1,2,7,236,"105-1",20,"E3",253.7666667,1,3
"215.2",1,2,7,236,"105-1",20,"E3",253.7666667,1,3
"216",1,2,7,236,"105-1",20,"E3",349,1,4
"216.1",1,2,7,236,"105-1",20,"E3",349,1,4
"216.2",1,2,7,236,"105-1",20,"E3",349,1,4
"216.3",1,2,7,236,"105-1",20,"E3",349,1,4
"217",1,2,7,236,"105-1",20,"E3",395.35,1,1
"218",1,2,7,236,"105-1",20,"E3",445.1333333,1,1
"219",1,2,9,317,"105-1",10,"E3",155.1,1,4
"219.1",1,2,9,317,"105-1",10,"E3",155.1,1,4
"219.2",1,2,9,317,"105-1",10,"E3",155.1,1,4
"219.3",1,2,9,317,"105-1",10,"E3",155.1,1,4
"220",1,2,9,317,"105-1",10,"E3",205.3333333,1,3
"220.1",1,2,9,317,"105-1",10,"E3",205.3333333,1,3
"220.2",1,2,9,317,"105-1",10,"E3",205.3333333,1,3
"221",1,2,9,317,"105-1",10,"E3",253.5833333,1,1
"222",1,2,9,317,"105-1",10,"E3",348.7666667,1,1
"223",1,2,9,317,"105-1",10,"E3",395.05,1,1
"224",1,2,2,70,"105-1",15,"E3",542.5,0,1
"225",1,2,3,105,"105-1",0,"E3",542.5,0,3
"225.1",1,2,3,105,"105-1",0,"E3",542.5,0,3
"225.2",1,2,3,105,"105-1",0,"E3",542.5,0,3
"226",1,2,7,236,"105-1",20,"E3",542.5,0,1
"227",1,2,4,137,"106-1",0,"E3",253.9666667,1,1
"228",1,2,4,137,"106-1",0,"E3",302.8333333,1,4
"228.1",1,2,4,137,"106-1",0,"E3",302.8333333,1,4
"228.2",1,2,4,137,"106-1",0,"E3",302.8333333,1,4
"228.3",1,2,4,137,"106-1",0,"E3",302.8333333,1,4
"229",1,2,4,137,"106-1",0,"E3",349.45,1,2
"229.1",1,2,4,137,"106-1",0,"E3",349.45,1,2
"230",1,2,4,137,"106-1",0,"E3",395.7333333,1,2
"230.1",1,2,4,137,"106-1",0,"E3",395.7333333,1,2
"231",1,2,5,149,"106-1",20,"E3",253.85,1,1
"232",1,2,5,149,"106-1",20,"E3",302.6666667,1,1
"233",1,2,5,149,"106-1",20,"E3",494.3333333,1,1
"234",1,2,5,149,"106-1",20,"E3",542.3166667,1,3
"234.1",1,2,5,149,"106-1",20,"E3",542.3166667,1,3
"234.2",1,2,5,149,"106-1",20,"E3",542.3166667,1,3
"235",1,2,9,291,"106-1",15,"E3",253.5833333,1,4
"235.1",1,2,9,291,"106-1",15,"E3",253.5833333,1,4
"235.2",1,2,9,291,"106-1",15,"E3",253.5833333,1,4
"235.3",1,2,9,291,"106-1",15,"E3",253.5833333,1,4
"236",1,2,9,291,"106-1",15,"E3",302.2333333,1,1
"237",1,2,9,291,"106-1",15,"E3",348.7666667,1,2
"237.1",1,2,9,291,"106-1",15,"E3",348.7666667,1,2
"238",1,2,9,308,"106-1",10,"E3",155.1,1,3
"238.1",1,2,9,308,"106-1",10,"E3",155.1,1,3
"238.2",1,2,9,308,"106-1",10,"E3",155.1,1,3
"239",1,2,9,308,"106-1",10,"E3",205.3333333,1,3
"239.1",1,2,9,308,"106-1",10,"E3",205.3333333,1,3
"239.2",1,2,9,308,"106-1",10,"E3",205.3333333,1,3
"240",1,2,9,308,"106-1",10,"E3",253.5833333,1,2
"240.1",1,2,9,308,"106-1",10,"E3",253.5833333,1,2
"241",1,2,9,308,"106-1",10,"E3",348.7666667,1,1
"242",1,2,4,137,"106-1",0,"E3",542.5,0,1
"243",1,2,5,149,"106-1",20,"E3",542.5,0,4
"243.1",1,2,5,149,"106-1",20,"E3",542.5,0,4
"243.2",1,2,5,149,"106-1",20,"E3",542.5,0,4
"243.3",1,2,5,149,"106-1",20,"E3",542.5,0,4
"244",1,2,9,291,"106-1",15,"E3",542.5,0,3
"244.1",1,2,9,291,"106-1",15,"E3",542.5,0,3
"244.2",1,2,9,291,"106-1",15,"E3",542.5,0,3
"245",1,2,9,308,"106-1",10,"E3",542.5,0,1
"246",1,2,5,162,"107-1",15,"E3",155.5833333,1,5
"246.1",1,2,5,162,"107-1",15,"E3",155.5833333,1,5
"246.2",1,2,5,162,"107-1",15,"E3",155.5833333,1,5
"246.3",1,2,5,162,"107-1",15,"E3",155.5833333,1,5
"246.4",1,2,5,162,"107-1",15,"E3",155.5833333,1,5
"247",1,2,5,162,"107-1",15,"E3",205.8,1,1
"248",1,2,5,162,"107-1",15,"E3",253.85,1,3
"248.1",1,2,5,162,"107-1",15,"E3",253.85,1,3
"248.2",1,2,5,162,"107-1",15,"E3",253.85,1,3
"249",1,2,5,162,"107-1",15,"E3",302.6666667,1,1
"250",1,2,9,295,"107-1",0,"E3",205.3333333,1,1
"251",1,2,9,295,"107-1",0,"E3",253.5833333,1,5
"251.1",1,2,9,295,"107-1",0,"E3",253.5833333,1,5
"251.2",1,2,9,295,"107-1",0,"E3",253.5833333,1,5
"251.3",1,2,9,295,"107-1",0,"E3",253.5833333,1,5
"251.4",1,2,9,295,"107-1",0,"E3",253.5833333,1,5
"252",1,2,9,295,"107-1",0,"E3",302.2333333,1,2
"252.1",1,2,9,295,"107-1",0,"E3",302.2333333,1,2
"253",1,2,9,295,"107-1",0,"E3",348.7666667,1,1
"254",1,2,9,318,"107-1",10,"E3",155.1,1,3
"254.1",1,2,9,318,"107-1",10,"E3",155.1,1,3
"254.2",1,2,9,318,"107-1",10,"E3",155.1,1,3
"255",1,2,9,318,"107-1",10,"E3",205.3333333,1,2
"255.1",1,2,9,318,"107-1",10,"E3",205.3333333,1,2
"256",1,2,9,318,"107-1",10,"E3",253.5833333,1,3
"256.1",1,2,9,318,"107-1",10,"E3",253.5833333,1,3
"256.2",1,2,9,318,"107-1",10,"E3",253.5833333,1,3
"257",1,2,1,26,"107-1",20,"E3",542.5,0,10
"257.1",1,2,1,26,"107-1",20,"E3",542.5,0,10
"257.2",1,2,1,26,"107-1",20,"E3",542.5,0,10
"257.3",1,2,1,26,"107-1",20,"E3",542.5,0,10
"257.4",1,2,1,26,"107-1",20,"E3",542.5,0,10
"257.5",1,2,1,26,"107-1",20,"E3",542.5,0,10
"257.6",1,2,1,26,"107-1",20,"E3",542.5,0,10
"257.7",1,2,1,26,"107-1",20,"E3",542.5,0,10
"257.8",1,2,1,26,"107-1",20,"E3",542.5,0,10
"257.9",1,2,1,26,"107-1",20,"E3",542.5,0,10
"258",1,2,9,295,"107-1",0,"E3",542.5,0,1
"259",1,2,9,318,"107-1",10,"E3",542.5,0,2
"259.1",1,2,9,318,"107-1",10,"E3",542.5,0,2
"260",1,2,4,129,"107-2",10,"E3",155.7833333,1,1
"261",1,2,4,129,"107-2",10,"E3",205.85,1,2
"261.1",1,2,4,129,"107-2",10,"E3",205.85,1,2
"262",1,2,4,129,"107-2",10,"E3",253.9666667,1,5
"262.1",1,2,4,129,"107-2",10,"E3",253.9666667,1,5
"262.2",1,2,4,129,"107-2",10,"E3",253.9666667,1,5
"262.3",1,2,4,129,"107-2",10,"E3",253.9666667,1,5
"262.4",1,2,4,129,"107-2",10,"E3",253.9666667,1,5
"263",1,2,4,129,"107-2",10,"E3",302.8333333,1,2
"263.1",1,2,4,129,"107-2",10,"E3",302.8333333,1,2
"264",1,2,5,171,"107-2",20,"E3",253.85,1,1
"265",1,2,5,171,"107-2",20,"E3",302.6666667,1,1
"266",1,2,5,171,"107-2",20,"E3",349.2833333,1,1
"267",1,2,5,171,"107-2",20,"E3",395.5666667,1,1
"268",1,2,5,171,"107-2",20,"E3",542.3166667,1,1
"269",1,2,6,187,"107-2",15,"E3",205.7,1,1
"270",1,2,6,187,"107-2",15,"E3",253.8166667,1,5
"270.1",1,2,6,187,"107-2",15,"E3",253.8166667,1,5
"270.2",1,2,6,187,"107-2",15,"E3",253.8166667,1,5
"270.3",1,2,6,187,"107-2",15,"E3",253.8166667,1,5
"270.4",1,2,6,187,"107-2",15,"E3",253.8166667,1,5
"271",1,2,6,187,"107-2",15,"E3",302.5833333,1,2
"271.1",1,2,6,187,"107-2",15,"E3",302.5833333,1,2
"272",1,2,6,187,"107-2",15,"E3",349.1666667,1,2
"272.1",1,2,6,187,"107-2",15,"E3",349.1666667,1,2
"273",1,2,7,249,"107-2",0,"E3",205.6166667,1,5
"273.1",1,2,7,249,"107-2",0,"E3",205.6166667,1,5
"273.2",1,2,7,249,"107-2",0,"E3",205.6166667,1,5
"273.3",1,2,7,249,"107-2",0,"E3",205.6166667,1,5
"273.4",1,2,7,249,"107-2",0,"E3",205.6166667,1,5
"274",1,2,7,249,"107-2",0,"E3",253.7666667,1,2
"274.1",1,2,7,249,"107-2",0,"E3",253.7666667,1,2
"275",1,2,7,249,"107-2",0,"E3",302.4166667,1,1
"276",1,2,5,171,"107-2",20,"E3",542.5,0,5
"276.1",1,2,5,171,"107-2",20,"E3",542.5,0,5
"276.2",1,2,5,171,"107-2",20,"E3",542.5,0,5
"276.3",1,2,5,171,"107-2",20,"E3",542.5,0,5
"276.4",1,2,5,171,"107-2",20,"E3",542.5,0,5
"277",1,2,7,249,"107-2",0,"E3",542.5,0,2
"277.1",1,2,7,249,"107-2",0,"E3",542.5,0,2
"278",1,2,6,186,"109-1",20,"E3",395.45,1,1
"279",1,2,8,253,"109-1",15,"E3",205.5166667,1,1
"280",1,2,8,253,"109-1",15,"E3",253.7166667,1,3
"280.1",1,2,8,253,"109-1",15,"E3",253.7166667,1,3
"280.2",1,2,8,253,"109-1",15,"E3",253.7166667,1,3
"281",1,2,8,253,"109-1",15,"E3",302.25,1,2
"281.1",1,2,8,253,"109-1",15,"E3",302.25,1,2
"282",1,2,8,253,"109-1",15,"E3",348.95,1,1
"283",1,2,8,253,"109-1",15,"E3",395.25,1,1
"284",1,2,8,253,"109-1",15,"E3",493.9666667,1,2
"284.1",1,2,8,253,"109-1",15,"E3",493.9666667,1,2
"285",1,2,8,263,"109-1",0,"E3",205.5166667,1,4
"285.1",1,2,8,263,"109-1",0,"E3",205.5166667,1,4
"285.2",1,2,8,263,"109-1",0,"E3",205.5166667,1,4
"285.3",1,2,8,263,"109-1",0,"E3",205.5166667,1,4
"286",1,2,8,263,"109-1",0,"E3",253.7166667,1,2
"286.1",1,2,8,263,"109-1",0,"E3",253.7166667,1,2
"287",1,2,8,263,"109-1",0,"E3",302.4166667,1,3
"287.1",1,2,8,263,"109-1",0,"E3",302.4166667,1,3
"287.2",1,2,8,263,"109-1",0,"E3",302.4166667,1,3
"288",1,2,8,263,"109-1",0,"E3",348.95,1,1
"289",1,2,8,277,"109-1",10,"E3",155.2833333,1,1
"290",1,2,8,277,"109-1",10,"E3",205.5166667,1,1
"291",1,2,8,277,"109-1",10,"E3",253.7166667,1,1
"292",1,2,8,277,"109-1",10,"E3",302.4166667,1,1
"293",1,2,8,277,"109-1",10,"E3",348.95,1,5
"293.1",1,2,8,277,"109-1",10,"E3",348.95,1,5
"293.2",1,2,8,277,"109-1",10,"E3",348.95,1,5
"293.3",1,2,8,277,"109-1",10,"E3",348.95,1,5
"293.4",1,2,8,277,"109-1",10,"E3",348.95,1,5
"294",1,2,6,186,"109-1",20,"E3",542.5,0,9
"294.1",1,2,6,186,"109-1",20,"E3",542.5,0,9
"294.2",1,2,6,186,"109-1",20,"E3",542.5,0,9
"294.3",1,2,6,186,"109-1",20,"E3",542.5,0,9
"294.4",1,2,6,186,"109-1",20,"E3",542.5,0,9
"294.5",1,2,6,186,"109-1",20,"E3",542.5,0,9
"294.6",1,2,6,186,"109-1",20,"E3",542.5,0,9
"294.7",1,2,6,186,"109-1",20,"E3",542.5,0,9
"294.8",1,2,6,186,"109-1",20,"E3",542.5,0,9
"295",1,2,8,277,"109-1",10,"E3",542.5,0,1
"296",1,2,1,24,"109-2",15,"E3",108.4333333,1,1
"297",1,2,1,24,"109-2",15,"E3",254.0666667,1,2
"297.1",1,2,1,24,"109-2",15,"E3",254.0666667,1,2
"298",1,2,1,24,"109-2",15,"E3",303.3333333,1,1
"299",1,2,1,24,"109-2",15,"E3",349.95,1,4
"299.1",1,2,1,24,"109-2",15,"E3",349.95,1,4
"299.2",1,2,1,24,"109-2",15,"E3",349.95,1,4
"299.3",1,2,1,24,"109-2",15,"E3",349.95,1,4
"300",1,2,1,24,"109-2",15,"E3",396.2833333,1,1
"301",1,2,3,104,"109-2",0,"E3",253.8333333,1,4
"301.1",1,2,3,104,"109-2",0,"E3",253.8333333,1,4
"301.2",1,2,3,104,"109-2",0,"E3",253.8333333,1,4
"301.3",1,2,3,104,"109-2",0,"E3",253.8333333,1,4
"302",1,2,3,104,"109-2",0,"E3",302.9,1,5
"302.1",1,2,3,104,"109-2",0,"E3",302.9,1,5
"302.2",1,2,3,104,"109-2",0,"E3",302.9,1,5
"302.3",1,2,3,104,"109-2",0,"E3",302.9,1,5
"302.4",1,2,3,104,"109-2",0,"E3",302.9,1,5
"303",1,2,3,104,"109-2",0,"E3",349.6,1,1
"304",1,2,8,271,"109-2",10,"E3",205.5166667,1,1
"305",1,2,8,271,"109-2",10,"E3",253.7166667,1,5
"305.1",1,2,8,271,"109-2",10,"E3",253.7166667,1,5
"305.2",1,2,8,271,"109-2",10,"E3",253.7166667,1,5
"305.3",1,2,8,271,"109-2",10,"E3",253.7166667,1,5
"305.4",1,2,8,271,"109-2",10,"E3",253.7166667,1,5
"306",1,2,8,271,"109-2",10,"E3",302.4166667,1,2
"306.1",1,2,8,271,"109-2",10,"E3",302.4166667,1,2
"307",1,2,8,271,"109-2",10,"E3",348.95,1,1
"308",1,2,9,313,"109-2",20,"E3",302.2333333,1,1
"309",1,2,9,313,"109-2",20,"E3",395.05,1,2
"309.1",1,2,9,313,"109-2",20,"E3",395.05,1,2
"310",1,2,1,24,"109-2",15,"E3",542.5,0,1
"311",1,2,8,271,"109-2",10,"E3",542.5,0,1
"312",1,2,9,313,"109-2",20,"E3",542.5,0,7
"312.1",1,2,9,313,"109-2",20,"E3",542.5,0,7
"312.2",1,2,9,313,"109-2",20,"E3",542.5,0,7
"312.3",1,2,9,313,"109-2",20,"E3",542.5,0,7
"312.4",1,2,9,313,"109-2",20,"E3",542.5,0,7
"312.5",1,2,9,313,"109-2",20,"E3",542.5,0,7
"312.6",1,2,9,313,"109-2",20,"E3",542.5,0,7
"313",1,2,2,48,"118-1",15,"E3",108.2333333,1,1
"314",1,2,2,48,"118-1",15,"E3",156.1666667,1,2
"314.1",1,2,2,48,"118-1",15,"E3",156.1666667,1,2
"315",1,2,2,48,"118-1",15,"E3",206.1833333,1,2
"315.1",1,2,2,48,"118-1",15,"E3",206.1833333,1,2
"316",1,2,2,48,"118-1",15,"E3",253.9833333,1,1
"317",1,2,2,48,"118-1",15,"E3",303.15,1,1
"318",1,2,2,48,"118-1",15,"E3",349.8,1,2
"318.1",1,2,2,48,"118-1",15,"E3",349.8,1,2
"319",1,2,2,48,"118-1",15,"E3",396.1,1,1
"320",1,2,4,128,"118-1",10,"E3",107.8,1,2
"320.1",1,2,4,128,"118-1",10,"E3",107.8,1,2
"321",1,2,4,128,"118-1",10,"E3",155.7833333,1,4
"321.1",1,2,4,128,"118-1",10,"E3",155.7833333,1,4
"321.2",1,2,4,128,"118-1",10,"E3",155.7833333,1,4
"321.3",1,2,4,128,"118-1",10,"E3",155.7833333,1,4
"322",1,2,4,128,"118-1",10,"E3",205.85,1,2
"322.1",1,2,4,128,"118-1",10,"E3",205.85,1,2
"323",1,2,4,128,"118-1",10,"E3",253.9666667,1,1
"324",1,2,4,128,"118-1",10,"E3",302.8333333,1,1
"325",1,2,4,141,"118-1",0,"E3",107.8,1,1
"326",1,2,4,141,"118-1",0,"E3",205.85,1,3
"326.1",1,2,4,141,"118-1",0,"E3",205.85,1,3
"326.2",1,2,4,141,"118-1",0,"E3",205.85,1,3
"327",1,2,4,141,"118-1",0,"E3",302.8333333,1,4
"327.1",1,2,4,141,"118-1",0,"E3",302.8333333,1,4
"327.2",1,2,4,141,"118-1",0,"E3",302.8333333,1,4
"327.3",1,2,4,141,"118-1",0,"E3",302.8333333,1,4
"328",1,2,4,141,"118-1",0,"E3",494.5166667,1,2
"328.1",1,2,4,141,"118-1",0,"E3",494.5166667,1,2
"329",1,2,8,283,"118-1",20,"E3",253.7166667,1,1
"330",1,2,8,283,"118-1",20,"E3",302.4166667,1,1
"331",1,2,8,283,"118-1",20,"E3",348.95,1,1
"332",1,2,8,283,"118-1",20,"E3",395.25,1,2
"332.1",1,2,8,283,"118-1",20,"E3",395.25,1,2
"333",1,2,8,283,"118-1",20,"E3",493.9666667,1,1
"334",1,2,8,283,"118-1",20,"E3",542.3333333,1,1
"335",1,2,8,283,"118-1",20,"E3",542.5,0,3
"335.1",1,2,8,283,"118-1",20,"E3",542.5,0,3
"335.2",1,2,8,283,"118-1",20,"E3",542.5,0,3
"336",1,1,1,31,"118-2",15,"E3",245.9666667,1,1
"337",1,1,1,31,"118-2",15,"E3",294.9166667,1,3
"337.1",1,1,1,31,"118-2",15,"E3",294.9166667,1,3
"337.2",1,1,1,31,"118-2",15,"E3",294.9166667,1,3
"338",1,1,1,31,"118-2",15,"E3",342.0333333,1,3
"338.1",1,1,1,31,"118-2",15,"E3",342.0333333,1,3
"338.2",1,1,1,31,"118-2",15,"E3",342.0333333,1,3
"339",1,1,1,31,"118-2",15,"E3",389.8833333,1,1
"340",1,1,1,31,"118-2",15,"E3",437.6333333,1,1
"341",1,1,1,31,"118-2",15,"E3",542.5,0,1
"342",1,1,2,57,"118-2",20,"E3",437.6333333,1,1
"343",1,1,2,57,"118-2",20,"E3",542.5,0,9
"343.1",1,1,2,57,"118-2",20,"E3",542.5,0,9
"343.2",1,1,2,57,"118-2",20,"E3",542.5,0,9
"343.3",1,1,2,57,"118-2",20,"E3",542.5,0,9
"343.4",1,1,2,57,"118-2",20,"E3",542.5,0,9
"343.5",1,1,2,57,"118-2",20,"E3",542.5,0,9
"343.6",1,1,2,57,"118-2",20,"E3",542.5,0,9
"343.7",1,1,2,57,"118-2",20,"E3",542.5,0,9
"343.8",1,1,2,57,"118-2",20,"E3",542.5,0,9
"344",1,1,8,260,"118-2",0,"E3",150.6666667,1,2
"344.1",1,1,8,260,"118-2",0,"E3",150.6666667,1,2
"345",1,1,8,260,"118-2",0,"E3",198.55,1,1
"346",1,1,8,260,"118-2",0,"E3",295.4333333,1,4
"346.1",1,1,8,260,"118-2",0,"E3",295.4333333,1,4
"346.2",1,1,8,260,"118-2",0,"E3",295.4333333,1,4
"346.3",1,1,8,260,"118-2",0,"E3",295.4333333,1,4
"347",1,1,8,260,"118-2",0,"E3",342.4833333,1,3
"347.1",1,1,8,260,"118-2",0,"E3",342.4833333,1,3
"347.2",1,1,8,260,"118-2",0,"E3",342.4833333,1,3
"348",1,1,8,269,"118-2",10,"E3",295.4333333,1,1
"349",1,1,8,269,"118-2",10,"E3",440.4,1,1
"350",1,1,8,269,"118-2",10,"E3",542.5,0,8
"350.1",1,1,8,269,"118-2",10,"E3",542.5,0,8
"350.2",1,1,8,269,"118-2",10,"E3",542.5,0,8
"350.3",1,1,8,269,"118-2",10,"E3",542.5,0,8
"350.4",1,1,8,269,"118-2",10,"E3",542.5,0,8
"350.5",1,1,8,269,"118-2",10,"E3",542.5,0,8
"350.6",1,1,8,269,"118-2",10,"E3",542.5,0,8
"350.7",1,1,8,269,"118-2",10,"E3",542.5,0,8
"351",1,2,1,15,"119-2",10,"E3",156.35,1,1
"352",1,2,1,15,"119-2",10,"E3",206.3333333,1,2
"352.1",1,2,1,15,"119-2",10,"E3",206.3333333,1,2
"353",1,2,1,15,"119-2",10,"E3",254.0666667,1,2
"353.1",1,2,1,15,"119-2",10,"E3",254.0666667,1,2
"354",1,2,1,15,"119-2",10,"E3",349.95,1,1
"355",1,2,3,88,"119-2",20,"E3",302.9,1,1
"356",1,2,6,211,"119-2",0,"E3",107.4833333,1,7
"356.1",1,2,6,211,"119-2",0,"E3",107.4833333,1,7
"356.2",1,2,6,211,"119-2",0,"E3",107.4833333,1,7
"356.3",1,2,6,211,"119-2",0,"E3",107.4833333,1,7
"356.4",1,2,6,211,"119-2",0,"E3",107.4833333,1,7
"356.5",1,2,6,211,"119-2",0,"E3",107.4833333,1,7
"356.6",1,2,6,211,"119-2",0,"E3",107.4833333,1,7
"357",1,2,6,211,"119-2",0,"E3",253.8166667,1,2
"357.1",1,2,6,211,"119-2",0,"E3",253.8166667,1,2
"358",1,2,6,211,"119-2",0,"E3",302.5833333,1,1
"359",1,2,9,310,"119-2",15,"E3",107.0166667,1,1
"360",1,2,9,310,"119-2",15,"E3",155.1,1,1
"361",1,2,9,310,"119-2",15,"E3",205.3333333,1,3
"361.1",1,2,9,310,"119-2",15,"E3",205.3333333,1,3
"361.2",1,2,9,310,"119-2",15,"E3",205.3333333,1,3
"362",1,2,9,310,"119-2",15,"E3",253.5833333,1,3
"362.1",1,2,9,310,"119-2",15,"E3",253.5833333,1,3
"362.2",1,2,9,310,"119-2",15,"E3",253.5833333,1,3
"363",1,2,9,310,"119-2",15,"E3",302.2333333,1,1
"364",1,2,9,310,"119-2",15,"E3",348.7666667,1,1
"365",1,2,1,15,"119-2",10,"E3",542.5,0,4
"365.1",1,2,1,15,"119-2",10,"E3",542.5,0,4
