"","rep","run","shelf","plate","line","trt","end","status","viable","number"
"189.1",1,1,2,48,"122-2",0,542.5,0,1,2
"190",1,1,2,49,"204-2",20,542.5,0,1,5
"190.1",1,1,2,49,"204-2",20,542.5,0,1,5
"190.2",1,1,2,49,"204-2",20,542.5,0,1,5
"190.3",1,1,2,49,"204-2",20,542.5,0,1,5
"190.4",1,1,2,49,"204-2",20,542.5,0,1,5
"191",1,1,2,49,"204-2",20,542.5,0,0,5
"191.1",1,1,2,49,"204-2",20,542.5,0,0,5
"191.2",1,1,2,49,"204-2",20,542.5,0,0,5
"191.3",1,1,2,49,"204-2",20,542.5,0,0,5
"191.4",1,1,2,49,"204-2",20,542.5,0,0,5
"192",1,1,2,50,"173-2",0,150.4,1,1,2
"192.1",1,1,2,50,"173-2",0,150.4,1,1,2
"193",1,1,2,50,"173-2",0,198.1666667,1,1,2
"193.1",1,1,2,50,"173-2",0,198.1666667,1,1,2
"194",1,1,2,50,"173-2",0,245.9666667,1,1,1
"195",1,1,2,50,"173-2",0,294.9833333,1,1,1
"196",1,1,2,50,"173-2",0,389.8833333,1,1,1
"197",1,1,2,50,"173-2",0,542.5,0,1,1
"198",1,1,2,50,"173-2",0,542.5,0,0,2
"198.1",1,1,2,50,"173-2",0,542.5,0,0,2
"199",1,1,2,51,"135-2",10,150.4,1,1,1
"200",1,1,2,51,"135-2",10,542.5,0,1,3
"200.1",1,1,2,51,"135-2",10,542.5,0,1,3
"200.2",1,1,2,51,"135-2",10,542.5,0,1,3
"201",1,1,2,51,"135-2",10,542.5,0,0,6
"201.1",1,1,2,51,"135-2",10,542.5,0,0,6
"201.2",1,1,2,51,"135-2",10,542.5,0,0,6
"201.3",1,1,2,51,"135-2",10,542.5,0,0,6
"201.4",1,1,2,51,"135-2",10,542.5,0,0,6
"201.5",1,1,2,51,"135-2",10,542.5,0,0,6
"202",1,1,2,52,"190-2",20,198.1666667,1,1,2
"202.1",1,1,2,52,"190-2",20,198.1666667,1,1,2
"203",1,1,2,52,"190-2",20,294.9833333,1,1,4
"203.1",1,1,2,52,"190-2",20,294.9833333,1,1,4
"203.2",1,1,2,52,"190-2",20,294.9833333,1,1,4
"203.3",1,1,2,52,"190-2",20,294.9833333,1,1,4
"204",1,1,2,52,"190-2",20,437.6333333,1,1,1
"205",1,1,2,52,"190-2",20,542.5,0,1,3
"205.1",1,1,2,52,"190-2",20,542.5,0,1,3
"205.2",1,1,2,52,"190-2",20,542.5,0,1,3
"206",1,1,2,53,"128-2",0,150.4,1,1,1
"207",1,1,2,53,"128-2",0,542.5,0,1,3
"207.1",1,1,2,53,"128-2",0,542.5,0,1,3
"207.2",1,1,2,53,"128-2",0,542.5,0,1,3
"208",1,1,2,53,"128-2",0,542.5,0,0,6
"208.1",1,1,2,53,"128-2",0,542.5,0,0,6
"208.2",1,1,2,53,"128-2",0,542.5,0,0,6
"208.3",1,1,2,53,"128-2",0,542.5,0,0,6
"208.4",1,1,2,53,"128-2",0,542.5,0,0,6
"208.5",1,1,2,53,"128-2",0,542.5,0,0,6
"209",1,1,2,54,"75-1",15,150.4,1,1,2
"209.1",1,1,2,54,"75-1",15,150.4,1,1,2
"210",1,1,2,54,"75-1",15,198.1666667,1,1,3
"210.1",1,1,2,54,"75-1",15,198.1666667,1,1,3
"210.2",1,1,2,54,"75-1",15,198.1666667,1,1,3
"211",1,1,2,54,"75-1",15,245.9666667,1,1,1
"212",1,1,2,54,"75-1",15,342.1333333,1,1,2
"212.1",1,1,2,54,"75-1",15,342.1333333,1,1,2
"213",1,1,2,54,"75-1",15,542.5,0,1,1
"214",1,1,2,54,"75-1",15,542.5,0,0,1
"215",1,1,2,55,"129-1",15,150.4,1,1,2
"215.1",1,1,2,55,"129-1",15,150.4,1,1,2
"216",1,1,2,55,"129-1",15,542.5,0,0,8
"216.1",1,1,2,55,"129-1",15,542.5,0,0,8
"216.2",1,1,2,55,"129-1",15,542.5,0,0,8
"216.3",1,1,2,55,"129-1",15,542.5,0,0,8
"216.4",1,1,2,55,"129-1",15,542.5,0,0,8
"216.5",1,1,2,55,"129-1",15,542.5,0,0,8
"216.6",1,1,2,55,"129-1",15,542.5,0,0,8
"216.7",1,1,2,55,"129-1",15,542.5,0,0,8
"217",1,1,2,56,"146-1",0,101.95,1,1,1
"218",1,1,2,56,"146-1",0,150.4,1,1,1
"219",1,1,2,56,"146-1",0,245.9666667,1,1,1
"220",1,1,2,56,"146-1",0,294.9833333,1,1,1
"221",1,1,2,56,"146-1",0,542.5,0,1,2
"221.1",1,1,2,56,"146-1",0,542.5,0,1,2
"222",1,1,2,56,"146-1",0,542.5,0,0,4
"222.1",1,1,2,56,"146-1",0,542.5,0,0,4
"222.2",1,1,2,56,"146-1",0,542.5,0,0,4
"222.3",1,1,2,56,"146-1",0,542.5,0,0,4
"223",1,1,2,57,"118-2",20,437.6333333,1,1,1
"224",1,1,2,57,"118-2",20,542.5,0,1,4
"224.1",1,1,2,57,"118-2",20,542.5,0,1,4
"224.2",1,1,2,57,"118-2",20,542.5,0,1,4
"224.3",1,1,2,57,"118-2",20,542.5,0,1,4
"225",1,1,2,57,"118-2",20,542.5,0,0,5
"225.1",1,1,2,57,"118-2",20,542.5,0,0,5
"225.2",1,1,2,57,"118-2",20,542.5,0,0,5
"225.3",1,1,2,57,"118-2",20,542.5,0,0,5
"225.4",1,1,2,57,"118-2",20,542.5,0,0,5
"226",1,1,2,58,"164-2",20,245.9666667,1,1,1
"227",1,1,2,58,"164-2",20,542.5,0,1,2
"227.1",1,1,2,58,"164-2",20,542.5,0,1,2
"228",1,1,2,58,"164-2",20,542.5,0,0,7
"228.1",1,1,2,58,"164-2",20,542.5,0,0,7
"228.2",1,1,2,58,"164-2",20,542.5,0,0,7
"228.3",1,1,2,58,"164-2",20,542.5,0,0,7
"228.4",1,1,2,58,"164-2",20,542.5,0,0,7
"228.5",1,1,2,58,"164-2",20,542.5,0,0,7
"228.6",1,1,2,58,"164-2",20,542.5,0,0,7
"229",1,1,2,59,"93-1",0,101.95,1,1,1
"230",1,1,2,59,"93-1",0,150.4,1,1,5
"230.1",1,1,2,59,"93-1",0,150.4,1,1,5
"230.2",1,1,2,59,"93-1",0,150.4,1,1,5
"230.3",1,1,2,59,"93-1",0,150.4,1,1,5
"230.4",1,1,2,59,"93-1",0,150.4,1,1,5
"231",1,1,2,59,"93-1",0,245.9666667,1,1,1
"232",1,1,2,59,"93-1",0,294.9833333,1,1,1
"233",1,1,2,59,"93-1",0,542.5,0,1,1
"234",1,1,2,59,"93-1",0,542.5,0,0,1
"235",1,1,2,61,"156-2",20,542.5,0,1,6
"235.1",1,1,2,61,"156-2",20,542.5,0,1,6
"235.2",1,1,2,61,"156-2",20,542.5,0,1,6
"235.3",1,1,2,61,"156-2",20,542.5,0,1,6
"235.4",1,1,2,61,"156-2",20,542.5,0,1,6
"235.5",1,1,2,61,"156-2",20,542.5,0,1,6
"236",1,1,2,61,"156-2",20,542.5,0,0,4
"236.1",1,1,2,61,"156-2",20,542.5,0,0,4
"236.2",1,1,2,61,"156-2",20,542.5,0,0,4
"236.3",1,1,2,61,"156-2",20,542.5,0,0,4
"237",1,1,2,62,"98-1",15,101.95,1,1,9
"237.1",1,1,2,62,"98-1",15,101.95,1,1,9
"237.2",1,1,2,62,"98-1",15,101.95,1,1,9
"237.3",1,1,2,62,"98-1",15,101.95,1,1,9
"237.4",1,1,2,62,"98-1",15,101.95,1,1,9
"237.5",1,1,2,62,"98-1",15,101.95,1,1,9
"237.6",1,1,2,62,"98-1",15,101.95,1,1,9
"237.7",1,1,2,62,"98-1",15,101.95,1,1,9
"237.8",1,1,2,62,"98-1",15,101.95,1,1,9
"238",1,1,2,62,"98-1",15,150.4,1,1,1
"239",1,1,2,63,"Johnny's",15,245.9666667,1,1,4
"239.1",1,1,2,63,"Johnny's",15,245.9666667,1,1,4
"239.2",1,1,2,63,"Johnny's",15,245.9666667,1,1,4
"239.3",1,1,2,63,"Johnny's",15,245.9666667,1,1,4
"240",1,1,2,63,"Johnny's",15,294.9833333,1,1,1
"241",1,1,2,63,"Johnny's",15,342.1333333,1,1,1
"242",1,1,2,63,"Johnny's",15,437.6333333,1,1,1
"243",1,1,2,63,"Johnny's",15,542.5,0,1,1
"244",1,1,2,63,"Johnny's",15,542.5,0,0,2
"244.1",1,1,2,63,"Johnny's",15,542.5,0,0,2
"245",1,1,2,64,"128-2",20,542.5,0,1,4
"245.1",1,1,2,64,"128-2",20,542.5,0,1,4
"245.2",1,1,2,64,"128-2",20,542.5,0,1,4
"245.3",1,1,2,64,"128-2",20,542.5,0,1,4
"246",1,1,2,64,"128-2",20,542.5,0,0,6
"246.1",1,1,2,64,"128-2",20,542.5,0,0,6
"246.2",1,1,2,64,"128-2",20,542.5,0,0,6
"246.3",1,1,2,64,"128-2",20,542.5,0,0,6
"246.4",1,1,2,64,"128-2",20,542.5,0,0,6
"246.5",1,1,2,64,"128-2",20,542.5,0,0,6
"247",1,1,2,65,"137-2",20,198.1666667,1,1,4
"247.1",1,1,2,65,"137-2",20,198.1666667,1,1,4
"247.2",1,1,2,65,"137-2",20,198.1666667,1,1,4
"247.3",1,1,2,65,"137-2",20,198.1666667,1,1,4
"248",1,1,2,65,"137-2",20,245.9666667,1,1,1
"249",1,1,2,65,"137-2",20,294.9833333,1,1,2
"249.1",1,1,2,65,"137-2",20,294.9833333,1,1,2
"250",1,1,2,65,"137-2",20,542.5,0,1,1
"251",1,1,2,65,"137-2",20,542.5,0,0,2
"251.1",1,1,2,65,"137-2",20,542.5,0,0,2
"252",1,1,2,66,"84-1",15,101.95,1,1,1
"253",1,1,2,66,"84-1",15,150.4,1,1,8
"253.1",1,1,2,66,"84-1",15,150.4,1,1,8
"253.2",1,1,2,66,"84-1",15,150.4,1,1,8
"253.3",1,1,2,66,"84-1",15,150.4,1,1,8
"253.4",1,1,2,66,"84-1",15,150.4,1,1,8
"253.5",1,1,2,66,"84-1",15,150.4,1,1,8
"253.6",1,1,2,66,"84-1",15,150.4,1,1,8
"253.7",1,1,2,66,"84-1",15,150.4,1,1,8
"254",1,1,2,66,"84-1",15,198.1666667,1,1,1
"255",1,1,2,67,"100-1",15,198.1666667,1,1,1
"256",1,1,2,67,"100-1",15,294.9833333,1,1,2
"256.1",1,1,2,67,"100-1",15,294.9833333,1,1,2
"257",1,1,2,67,"100-1",15,437.6333333,1,1,1
"258",1,1,2,67,"100-1",15,542.5,0,1,4
"258.1",1,1,2,67,"100-1",15,542.5,0,1,4
"258.2",1,1,2,67,"100-1",15,542.5,0,1,4
"258.3",1,1,2,67,"100-1",15,542.5,0,1,4
"259",1,1,2,67,"100-1",15,542.5,0,0,2
"259.1",1,1,2,67,"100-1",15,542.5,0,0,2
"260",1,1,2,68,"184-1",15,150.4,1,1,7
"260.1",1,1,2,68,"184-1",15,150.4,1,1,7
"260.2",1,1,2,68,"184-1",15,150.4,1,1,7
"260.3",1,1,2,68,"184-1",15,150.4,1,1,7
"260.4",1,1,2,68,"184-1",15,150.4,1,1,7
"260.5",1,1,2,68,"184-1",15,150.4,1,1,7
"260.6",1,1,2,68,"184-1",15,150.4,1,1,7
"261",1,1,2,68,"184-1",15,198.1666667,1,1,2
"261.1",1,1,2,68,"184-1",15,198.1666667,1,1,2
"262",1,1,2,68,"184-1",15,542.5,0,0,1
"263",1,1,2,69,"Johnny's",20,245.9666667,1,1,1
"264",1,1,2,69,"Johnny's",20,294.9833333,1,1,1
"265",1,1,2,69,"Johnny's",20,342.1333333,1,1,2
"265.1",1,1,2,69,"Johnny's",20,342.1333333,1,1,2
"266",1,1,2,69,"Johnny's",20,389.8833333,1,1,1
"267",1,1,2,69,"Johnny's",20,542.5,0,1,2
"267.1",1,1,2,69,"Johnny's",20,542.5,0,1,2
"268",1,1,2,69,"Johnny's",20,542.5,0,0,3
"268.1",1,1,2,69,"Johnny's",20,542.5,0,0,3
"268.2",1,1,2,69,"Johnny's",20,542.5,0,0,3
"269",1,1,2,70,"177-2",0,150.4,1,1,2
"269.1",1,1,2,70,"177-2",0,150.4,1,1,2
"270",1,1,2,70,"177-2",0,198.1666667,1,1,2
"270.1",1,1,2,70,"177-2",0,198.1666667,1,1,2
"271",1,1,2,70,"177-2",0,542.5,0,0,6
"271.1",1,1,2,70,"177-2",0,542.5,0,0,6
"271.2",1,1,2,70,"177-2",0,542.5,0,0,6
"271.3",1,1,2,70,"177-2",0,542.5,0,0,6
"271.4",1,1,2,70,"177-2",0,542.5,0,0,6
"271.5",1,1,2,70,"177-2",0,542.5,0,0,6
"272",1,1,2,71,"126-2",20,542.5,0,1,3
"272.1",1,1,2,71,"126-2",20,542.5,0,1,3
"272.2",1,1,2,71,"126-2",20,542.5,0,1,3
"273",1,1,2,71,"126-2",20,542.5,0,0,7
"273.1",1,1,2,71,"126-2",20,542.5,0,0,7
"273.2",1,1,2,71,"126-2",20,542.5,0,0,7
"273.3",1,1,2,71,"126-2",20,542.5,0,0,7
"273.4",1,1,2,71,"126-2",20,542.5,0,0,7
"273.5",1,1,2,71,"126-2",20,542.5,0,0,7
"273.6",1,1,2,71,"126-2",20,542.5,0,0,7
"274",1,1,2,72,"184-1",20,198.1666667,1,1,4
"274.1",1,1,2,72,"184-1",20,198.1666667,1,1,4
"274.2",1,1,2,72,"184-1",20,198.1666667,1,1,4
"274.3",1,1,2,72,"184-1",20,198.1666667,1,1,4
"275",1,1,2,72,"184-1",20,245.9666667,1,1,3
"275.1",1,1,2,72,"184-1",20,245.9666667,1,1,3
"275.2",1,1,2,72,"184-1",20,245.9666667,1,1,3
"276",1,1,2,72,"184-1",20,342.1333333,1,1,2
"276.1",1,1,2,72,"184-1",20,342.1333333,1,1,2
"277",1,1,2,72,"184-1",20,542.5,0,0,1
"278",1,1,3,73,"219-1",10,542.5,0,1,7
"278.1",1,1,3,73,"219-1",10,542.5,0,1,7
"278.2",1,1,3,73,"219-1",10,542.5,0,1,7
"278.3",1,1,3,73,"219-1",10,542.5,0,1,7
"278.4",1,1,3,73,"219-1",10,542.5,0,1,7
"278.5",1,1,3,73,"219-1",10,542.5,0,1,7
"278.6",1,1,3,73,"219-1",10,542.5,0,1,7
"279",1,1,3,73,"219-1",10,542.5,0,0,3
"279.1",1,1,3,73,"219-1",10,542.5,0,0,3
"279.2",1,1,3,73,"219-1",10,542.5,0,0,3
"280",1,1,3,74,"132-2",20,198.2166667,1,1,3
"280.1",1,1,3,74,"132-2",20,198.2166667,1,1,3
"280.2",1,1,3,74,"132-2",20,198.2166667,1,1,3
"281",1,1,3,74,"132-2",20,246.05,1,1,2
"281.1",1,1,3,74,"132-2",20,246.05,1,1,2
"282",1,1,3,74,"132-2",20,295.05,1,1,2
"282.1",1,1,3,74,"132-2",20,295.05,1,1,2
"283",1,1,3,74,"132-2",20,542.5,0,0,3
"283.1",1,1,3,74,"132-2",20,542.5,0,0,3
"283.2",1,1,3,74,"132-2",20,542.5,0,0,3
"284",1,1,3,75,"181-1",10,101.9833333,1,1,2
"284.1",1,1,3,75,"181-1",10,101.9833333,1,1,2
"285",1,1,3,75,"181-1",10,150.4333333,1,1,4
"285.1",1,1,3,75,"181-1",10,150.4333333,1,1,4
"285.2",1,1,3,75,"181-1",10,150.4333333,1,1,4
"285.3",1,1,3,75,"181-1",10,150.4333333,1,1,4
"286",1,1,3,75,"181-1",10,246.05,1,1,1
"287",1,1,3,75,"181-1",10,295.05,1,1,1
"288",1,1,3,75,"181-1",10,542.5,0,1,2
"288.1",1,1,3,75,"181-1",10,542.5,0,1,2
"289",1,1,3,76,"122-2",15,295.05,1,1,2
"289.1",1,1,3,76,"122-2",15,295.05,1,1,2
"290",1,1,3,76,"122-2",15,437.9,1,1,1
"291",1,1,3,76,"122-2",15,542.5,0,1,5
"291.1",1,1,3,76,"122-2",15,542.5,0,1,5
"291.2",1,1,3,76,"122-2",15,542.5,0,1,5
"291.3",1,1,3,76,"122-2",15,542.5,0,1,5
"291.4",1,1,3,76,"122-2",15,542.5,0,1,5
"292",1,1,3,76,"122-2",15,542.5,0,0,2
"292.1",1,1,3,76,"122-2",15,542.5,0,0,2
"293",1,1,3,77,"126-2",10,295.05,1,1,1
"294",1,1,3,77,"126-2",10,390.0333333,1,1,2
"294.1",1,1,3,77,"126-2",10,390.0333333,1,1,2
"295",1,1,3,77,"126-2",10,542.5,0,1,5
"295.1",1,1,3,77,"126-2",10,542.5,0,1,5
"295.2",1,1,3,77,"126-2",10,542.5,0,1,5
"295.3",1,1,3,77,"126-2",10,542.5,0,1,5
"295.4",1,1,3,77,"126-2",10,542.5,0,1,5
"296",1,1,3,77,"126-2",10,542.5,0,0,2
"296.1",1,1,3,77,"126-2",10,542.5,0,0,2
"297",1,1,3,78,"215-1",15,150.4333333,1,1,1
"298",1,1,3,78,"215-1",15,198.2166667,1,1,2
"298.1",1,1,3,78,"215-1",15,198.2166667,1,1,2
"299",1,1,3,78,"215-1",15,542.5,0,1,2
"299.1",1,1,3,78,"215-1",15,542.5,0,1,2
"300",1,1,3,78,"215-1",15,542.5,0,0,5
"300.1",1,1,3,78,"215-1",15,542.5,0,0,5
"300.2",1,1,3,78,"215-1",15,542.5,0,0,5
"300.3",1,1,3,78,"215-1",15,542.5,0,0,5
"300.4",1,1,3,78,"215-1",15,542.5,0,0,5
"301",1,1,3,79,"126-2",15,437.9,1,1,2
"301.1",1,1,3,79,"126-2",15,437.9,1,1,2
"302",1,1,3,79,"126-2",15,542.5,0,1,5
"302.1",1,1,3,79,"126-2",15,542.5,0,1,5
"302.2",1,1,3,79,"126-2",15,542.5,0,1,5
"302.3",1,1,3,79,"126-2",15,542.5,0,1,5
"302.4",1,1,3,79,"126-2",15,542.5,0,1,5
"303",1,1,3,79,"126-2",15,542.5,0,0,3
"303.1",1,1,3,79,"126-2",15,542.5,0,0,3
"303.2",1,1,3,79,"126-2",15,542.5,0,0,3
"304",1,1,3,80,"104-2",10,246.05,1,1,2
"304.1",1,1,3,80,"104-2",10,246.05,1,1,2
"305",1,1,3,80,"104-2",10,295.05,1,1,1
"306",1,1,3,80,"104-2",10,342.1833333,1,1,3
"306.1",1,1,3,80,"104-2",10,342.1833333,1,1,3
"306.2",1,1,3,80,"104-2",10,342.1833333,1,1,3
"307",1,1,3,80,"104-2",10,437.9,1,1,1
"308",1,1,3,80,"104-2",10,542.5,0,0,3
"308.1",1,1,3,80,"104-2",10,542.5,0,0,3
"308.2",1,1,3,80,"104-2",10,542.5,0,0,3
"309",1,1,3,81,"131-1",15,150.4333333,1,1,2
"309.1",1,1,3,81,"131-1",15,150.4333333,1,1,2
"310",1,1,3,81,"131-1",15,198.2166667,1,1,2
"310.1",1,1,3,81,"131-1",15,198.2166667,1,1,2
"311",1,1,3,81,"131-1",15,246.05,1,1,1
"312",1,1,3,81,"131-1",15,542.5,0,1,1
"313",1,1,3,81,"131-1",15,542.5,0,0,4
"313.1",1,1,3,81,"131-1",15,542.5,0,0,4
"313.2",1,1,3,81,"131-1",15,542.5,0,0,4
"313.3",1,1,3,81,"131-1",15,542.5,0,0,4
"314",1,1,3,82,"135-1",15,101.9833333,1,1,2
"314.1",1,1,3,82,"135-1",15,101.9833333,1,1,2
"315",1,1,3,82,"135-1",15,150.4333333,1,1,4
"315.1",1,1,3,82,"135-1",15,150.4333333,1,1,4
"315.2",1,1,3,82,"135-1",15,150.4333333,1,1,4
"315.3",1,1,3,82,"135-1",15,150.4333333,1,1,4
"316",1,1,3,82,"135-1",15,542.5,0,1,1
"317",1,1,3,82,"135-1",15,542.5,0,0,3
"317.1",1,1,3,82,"135-1",15,542.5,0,0,3
"317.2",1,1,3,82,"135-1",15,542.5,0,0,3
"318",1,1,3,83,"139-1",0,150.4333333,1,1,3
"318.1",1,1,3,83,"139-1",0,150.4333333,1,1,3
"318.2",1,1,3,83,"139-1",0,150.4333333,1,1,3
"319",1,1,3,83,"139-1",0,198.2166667,1,1,3
"319.1",1,1,3,83,"139-1",0,198.2166667,1,1,3
"319.2",1,1,3,83,"139-1",0,198.2166667,1,1,3
"320",1,1,3,83,"139-1",0,246.05,1,1,1
"321",1,1,3,83,"139-1",0,542.5,0,1,1
"322",1,1,3,83,"139-1",0,542.5,0,0,2
"322.1",1,1,3,83,"139-1",0,542.5,0,0,2
"323",1,1,3,84,"151-2",20,198.2166667,1,1,3
"323.1",1,1,3,84,"151-2",20,198.2166667,1,1,3
"323.2",1,1,3,84,"151-2",20,198.2166667,1,1,3
"324",1,1,3,84,"151-2",20,246.05,1,1,2
"324.1",1,1,3,84,"151-2",20,246.05,1,1,2
"325",1,1,3,84,"151-2",20,390.0333333,1,1,1
"326",1,1,3,84,"151-2",20,542.5,0,1,3
"326.1",1,1,3,84,"151-2",20,542.5,0,1,3
"326.2",1,1,3,84,"151-2",20,542.5,0,1,3
"327",1,1,3,84,"151-2",20,542.5,0,0,1
"328",1,1,3,85,"179-1",15,150.4333333,1,1,2
"328.1",1,1,3,85,"179-1",15,150.4333333,1,1,2
"329",1,1,3,85,"179-1",15,198.2166667,1,1,1
"330",1,1,3,85,"179-1",15,246.05,1,1,2
"330.1",1,1,3,85,"179-1",15,246.05,1,1,2
"331",1,1,3,85,"179-1",15,295.05,1,1,3
"331.1",1,1,3,85,"179-1",15,295.05,1,1,3
"331.2",1,1,3,85,"179-1",15,295.05,1,1,3
"332",1,1,3,85,"179-1",15,342.1833333,1,1,1
"333",1,1,3,85,"179-1",15,542.5,0,1,1
"334",1,1,3,86,"149-1",10,101.9833333,1,1,4
"334.1",1,1,3,86,"149-1",10,101.9833333,1,1,4
"334.2",1,1,3,86,"149-1",10,101.9833333,1,1,4
"334.3",1,1,3,86,"149-1",10,101.9833333,1,1,4
"335",1,1,3,86,"149-1",10,150.4333333,1,1,3
"335.1",1,1,3,86,"149-1",10,150.4333333,1,1,3
"335.2",1,1,3,86,"149-1",10,150.4333333,1,1,3
"336",1,1,3,86,"149-1",10,198.2166667,1,1,1
"337",1,1,3,86,"149-1",10,295.05,1,1,1
"338",1,1,3,86,"149-1",10,542.5,0,0,1
"339",1,1,3,87,"219-1",0,342.1833333,1,1,1
"340",1,1,3,87,"219-1",0,390.0333333,1,1,1
"341",1,1,3,87,"219-1",0,437.9,1,1,2
"341.1",1,1,3,87,"219-1",0,437.9,1,1,2
"342",1,1,3,87,"219-1",0,542.5,0,1,4
"342.1",1,1,3,87,"219-1",0,542.5,0,1,4
"342.2",1,1,3,87,"219-1",0,542.5,0,1,4
"342.3",1,1,3,87,"219-1",0,542.5,0,1,4
"343",1,1,3,87,"219-1",0,542.5,0,0,2
"343.1",1,1,3,87,"219-1",0,542.5,0,0,2
"344",1,1,3,89,"139-1",10,150.4333333,1,1,3
"344.1",1,1,3,89,"139-1",10,150.4333333,1,1,3
"344.2",1,1,3,89,"139-1",10,150.4333333,1,1,3
"345",1,1,3,89,"139-1",10,246.05,1,1,1
"346",1,1,3,89,"139-1",10,542.5,0,1,3
"346.1",1,1,3,89,"139-1",10,542.5,0,1,3
"346.2",1,1,3,89,"139-1",10,542.5,0,1,3
"347",1,1,3,89,"139-1",10,542.5,0,0,3
"347.1",1,1,3,89,"139-1",10,542.5,0,0,3
"347.2",1,1,3,89,"139-1",10,542.5,0,0,3
"348",1,1,3,90,"100-1",15,246.05,1,1,2
"348.1",1,1,3,90,"100-1",15,246.05,1,1,2
"349",1,1,3,90,"100-1",15,295.05,1,1,1
"350",1,1,3,90,"100-1",15,342.1833333,1,1,1
"351",1,1,3,90,"100-1",15,390.0333333,1,1,2
"351.1",1,1,3,90,"100-1",15,390.0333333,1,1,2
"352",1,1,3,90,"100-1",15,437.9,1,1,1
"353",1,1,3,90,"100-1",15,542.5,0,1,3
"353.1",1,1,3,90,"100-1",15,542.5,0,1,3
"353.2",1,1,3,90,"100-1",15,542.5,0,1,3
"354",1,1,3,91,"100-1",0,246.05,1,1,5
"354.1",1,1,3,91,"100-1",0,246.05,1,1,5
"354.2",1,1,3,91,"100-1",0,246.05,1,1,5
"354.3",1,1,3,91,"100-1",0,246.05,1,1,5
"354.4",1,1,3,91,"100-1",0,246.05,1,1,5
"355",1,1,3,91,"100-1",0,295.05,1,1,1
"356",1,1,3,91,"100-1",0,342.1833333,1,1,3
"356.1",1,1,3,91,"100-1",0,342.1833333,1,1,3
"356.2",1,1,3,91,"100-1",0,342.1833333,1,1,3
"357",1,1,3,91,"100-1",0,390.0333333,1,1,1
"358",1,1,3,92,"189-1",10,150.4333333,1,1,4
"358.1",1,1,3,92,"189-1",10,150.4333333,1,1,4
"358.2",1,1,3,92,"189-1",10,150.4333333,1,1,4
"358.3",1,1,3,92,"189-1",10,150.4333333,1,1,4
"359",1,1,3,92,"189-1",10,198.2166667,1,1,1
"360",1,1,3,92,"189-1",10,342.1833333,1,1,1
"361",1,1,3,92,"189-1",10,542.5,0,1,3
"361.1",1,1,3,92,"189-1",10,542.5,0,1,3
"361.2",1,1,3,92,"189-1",10,542.5,0,1,3
"362",1,1,3,92,"189-1",10,542.5,0,0,1
"363",1,1,3,93,"129-1",20,542.5,0,1,2
"363.1",1,1,3,93,"129-1",20,542.5,0,1,2
"364",1,1,3,93,"129-1",20,542.5,0,0,8
"364.1",1,1,3,93,"129-1",20,542.5,0,0,8
"364.2",1,1,3,93,"129-1",20,542.5,0,0,8
"364.3",1,1,3,93,"129-1",20,542.5,0,0,8
"364.4",1,1,3,93,"129-1",20,542.5,0,0,8
"364.5",1,1,3,93,"129-1",20,542.5,0,0,8
"364.6",1,1,3,93,"129-1",20,542.5,0,0,8
"364.7",1,1,3,93,"129-1",20,542.5,0,0,8
"365",1,1,3,94,"144-1",20,150.4333333,1,1,1
"366",1,1,3,94,"144-1",20,198.2166667,1,1,1
"367",1,1,3,94,"144-1",20,246.05,1,1,2
"367.1",1,1,3,94,"144-1",20,246.05,1,1,2
"368",1,1,3,94,"144-1",20,295.05,1,1,2
"368.1",1,1,3,94,"144-1",20,295.05,1,1,2
"369",1,1,3,94,"144-1",20,342.1833333,1,1,1
"370",1,1,3,94,"144-1",20,542.5,0,1,1
"371",1,1,3,94,"144-1",20,542.5,0,0,2
"371.1",1,1,3,94,"144-1",20,542.5,0,0,2
"372",1,1,3,95,"181-1",20,150.4333333,1,1,1
"373",1,1,3,95,"181-1",20,295.05,1,1,5
"373.1",1,1,3,95,"181-1",20,295.05,1,1,5
"373.2",1,1,3,95,"181-1",20,295.05,1,1,5
"373.3",1,1,3,95,"181-1",20,295.05,1,1,5
"373.4",1,1,3,95,"181-1",20,295.05,1,1,5
"374",1,1,3,95,"181-1",20,342.1833333,1,1,2
"374.1",1,1,3,95,"181-1",20,342.1833333,1,1,2
"375",1,1,3,95,"181-1",20,390.0333333,1,1,1
"376",1,1,3,95,"181-1",20,437.9,1,1,1
"377",1,1,3,96,"215-1",0,101.9833333,1,1,2
"377.1",1,1,3,96,"215-1",0,101.9833333,1,1,2
"378",1,1,3,96,"215-1",0,150.4333333,1,1,2
"378.1",1,1,3,96,"215-1",0,150.4333333,1,1,2
"379",1,1,3,96,"215-1",0,246.05,1,1,2
"379.1",1,1,3,96,"215-1",0,246.05,1,1,2
"380",1,1,3,96,"215-1",0,542.5,0,1,1
"381",1,1,3,96,"215-1",0,542.5,0,0,3
"381.1",1,1,3,96,"215-1",0,542.5,0,0,3
"381.2",1,1,3,96,"215-1",0,542.5,0,0,3
"382",1,1,3,97,"81-2",15,101.9833333,1,1,6
"382.1",1,1,3,97,"81-2",15,101.9833333,1,1,6
"382.2",1,1,3,97,"81-2",15,101.9833333,1,1,6
"382.3",1,1,3,97,"81-2",15,101.9833333,1,1,6
"382.4",1,1,3,97,"81-2",15,101.9833333,1,1,6
"382.5",1,1,3,97,"81-2",15,101.9833333,1,1,6
