sampleid,line,X,rep,run,shelf,plate,trt,end,status,viable,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use,uniqueplate
CanLabor1,134-1,1650,1,2,3,107,15,302.9,1,1,1,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
CanLabor1,134-1,1651,1,2,3,107,15,542.5,0,0,1,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
CanLabor1,134-1,1647.2,1,2,3,107,15,156,1,1,3,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
CanLabor1,134-1,1649.1,1,2,3,107,15,253.8,1,1,3,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
CanLabor1,134-1,1649.2,1,2,3,107,15,253.8,1,1,3,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
CanLabor1,134-1,1648,1,2,3,107,15,206.1,1,1,1,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
CanLabor1,134-2,8769.5,4,8,9,309,20,308.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
CanLabor1,134-2,4546.2,2,4,8,266,10,114.2,1,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
CanLabor1,134-2,8769.6,4,8,9,309,20,308.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
CanLabor1,134-2,7872,4,8,2,41,10,211,1,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
CanLabor1,134-2,7872.2,4,8,2,41,10,211,1,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
CanLabor1,134-2,8769.4,4,8,9,309,20,308.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
CanLabor1,134-2,4547.2,2,4,8,266,10,160.2,1,1,3,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
CanLabor1,134-2,3223,2,4,1,1,20,304.1,1,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_1
CanLabor1,134-2,3222.1,2,4,1,1,20,208.4,1,1,5,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_1
CanLabor1,134-2,1387,1,2,2,41,10,156.2,1,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
CanLabor1,134-2,8769.3,4,8,9,309,20,308.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
CanLabor1,134-2,7873,4,8,2,41,10,500,0,0,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
CanLabor1,134-2,7872.3,4,8,2,41,10,211,1,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
CanLabor1,134-2,1387.2,1,2,2,41,10,156.2,1,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
CanLabor1,134-2,1387.1,1,2,2,41,10,156.2,1,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
CanLabor1,134-2,7871,4,8,2,41,10,163.5,1,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
CanLabor1,134-2,4547,2,4,8,266,10,160.2,1,1,3,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
CanLabor1,134-2,3221,2,4,1,1,20,160.5,1,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_1
CanLabor1,134-2,3222.4,2,4,1,1,20,208.4,1,1,5,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_1
CanLabor1,134-2,3224,2,4,1,1,20,497.5,0,1,2,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_1
CanLabor1,134-2,3224.1,2,4,1,1,20,497.5,0,1,2,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_1
CanLabor1,134-2,7870.2,4,8,2,41,10,114.2,1,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
CanLabor1,134-2,5640.4,3,5,5,152,10,156.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
CanLabor1,134-2,7870.1,4,8,2,41,10,114.2,1,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
CanLabor1,134-2,4549,2,4,8,266,10,497.5,0,0,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
CanLabor1,134-2,5641,3,5,5,152,10,254,1,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
CanLabor1,134-2,5640.2,3,5,5,152,10,156.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
CanLabor1,134-2,7872.1,4,8,2,41,10,211,1,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
CanLabor1,134-2,7870.3,4,8,2,41,10,114.2,1,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
CanLabor1,134-2,3222.3,2,4,1,1,20,208.4,1,1,5,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_1
CanLabor1,134-2,7870,4,8,2,41,10,114.2,1,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_41
CanLabor1,134-2,5640,3,5,5,152,10,156.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
CanLabor1,134-2,5640.3,3,5,5,152,10,156.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
CanLabor1,134-2,4830,3,5,5,152,10,522,0,0,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
CanLabor1,134-2,3222,2,4,1,1,20,208.4,1,1,5,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_1
CanLabor1,134-2,5640.1,3,5,5,152,10,156.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
CanLabor1,134-2,3222.2,2,4,1,1,20,208.4,1,1,5,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_1
CanLabor1,134-2,4547.1,2,4,8,266,10,160.2,1,1,3,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
CanLabor1,134-2,5640.6,3,5,5,152,10,156.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
CanLabor1,134-2,8785,4,8,9,315,15,500,0,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
CanLabor1,134-2,8785.5,4,8,9,315,15,500,0,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
CanLabor1,134-2,8770,4,8,9,309,20,356.8,1,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
CanLabor1,134-2,1386,1,2,2,41,10,108.2,1,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
CanLabor1,134-2,8785.4,4,8,9,315,15,500,0,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
CanLabor1,134-2,4546,2,4,8,266,10,114.2,1,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
CanLabor1,134-2,8786,4,8,9,315,15,500,0,0,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
CanLabor1,134-2,4546.5,2,4,8,266,10,114.2,1,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
CanLabor1,134-2,1386.3,1,2,2,41,10,108.2,1,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
CanLabor1,134-2,1387.3,1,2,2,41,10,156.2,1,1,4,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
CanLabor1,134-2,1386.5,1,2,2,41,10,108.2,1,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
CanLabor1,134-2,5640.5,3,5,5,152,10,156.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
CanLabor1,134-2,8785.6,4,8,9,315,15,500,0,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
CanLabor1,134-2,4546.4,2,4,8,266,10,114.2,1,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
CanLabor1,134-2,8785.1,4,8,9,315,15,500,0,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
CanLabor1,134-2,8784,4,8,9,315,15,258,1,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
CanLabor1,134-2,8785.3,4,8,9,315,15,500,0,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
CanLabor1,134-2,1386.2,1,2,2,41,10,108.2,1,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
CanLabor1,134-2,8783,4,8,9,315,15,164,1,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
CanLabor1,134-2,8769.2,4,8,9,309,20,308.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
CanLabor1,134-2,1386.1,1,2,2,41,10,108.2,1,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
CanLabor1,134-2,8769,4,8,9,309,20,308.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
CanLabor1,134-2,8785.2,4,8,9,315,15,500,0,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_315
CanLabor1,134-2,1386.4,1,2,2,41,10,108.2,1,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_41
CanLabor1,134-1,1649,1,2,3,107,15,253.8,1,1,3,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
CanLabor1,134-1,1646,1,2,3,107,15,108,1,1,1,14CAg134-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_107
CanLabor1,134-2,4546.1,2,4,8,266,10,114.2,1,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
CanLabor1,134-2,4546.3,2,4,8,266,10,114.2,1,1,6,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_266
CanLabor1,134-2,3225,2,4,1,1,20,497.5,0,0,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_1
CanLabor1,134-2,5642,3,5,5,152,10,303.8,1,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,5_152
CanLabor1,134-2,8771,4,8,9,309,20,500,0,0,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
CanLabor1,134-2,8768,4,8,9,309,20,258,1,1,1,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
CanLabor1,134-2,8769.1,4,8,9,309,20,308.8,1,1,7,14CAg134-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,8_309
CanLabor2,135-1,6951.1,4,7,1,12,0,253,1,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
CanLabor2,135-1,3630.2,2,4,3,106,20,160.4,1,1,6,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_106
CanLabor2,135-1,478.2,1,1,4,121,20,198.3,1,1,3,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
CanLabor2,135-1,3632,2,4,3,106,20,497.5,0,1,1,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_106
CanLabor2,135-1,6949.1,4,7,1,12,0,107.3,1,1,4,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
CanLabor2,135-1,3630,2,4,3,106,20,160.4,1,1,6,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_106
CanLabor2,135-1,3630.5,2,4,3,106,20,160.4,1,1,6,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_106
CanLabor2,135-1,3630.1,2,4,3,106,20,160.4,1,1,6,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_106
CanLabor2,135-1,3630.4,2,4,3,106,20,160.4,1,1,6,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_106
CanLabor2,135-1,3629,2,4,3,106,20,114.5,1,1,1,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_106
CanLabor2,135-1,3630.3,2,4,3,106,20,160.4,1,1,6,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_106
CanLabor2,135-1,477.1,1,1,4,121,20,150.5,1,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
CanLabor2,135-1,479,1,1,4,121,20,246.1,1,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
CanLabor2,135-1,3633,2,4,3,106,20,497.5,0,0,1,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_106
CanLabor2,135-1,6952,4,7,1,12,0,503,0,0,1,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
CanLabor2,135-1,478,1,1,4,121,20,198.3,1,1,3,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
CanLabor2,135-1,3631,2,4,3,106,20,208.3,1,1,1,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,4_106
CanLabor2,135-1,478.1,1,1,4,121,20,198.3,1,1,3,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
CanLabor2,135-1,6949,4,7,1,12,0,107.3,1,1,4,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
CanLabor2,135-1,6950.1,4,7,1,12,0,153.8,1,1,3,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
CanLabor2,135-1,477,1,1,4,121,20,150.5,1,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
CanLabor2,135-1,480,1,1,4,121,20,295.1,1,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
CanLabor2,135-1,480.1,1,1,4,121,20,295.1,1,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
CanLabor2,135-1,6949.2,4,7,1,12,0,107.3,1,1,4,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
CanLabor2,135-1,481,1,1,4,121,20,542.5,0,0,1,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
CanLabor2,135-1,479.1,1,1,4,121,20,246.1,1,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_121
CanLabor2,135-1,6950,4,7,1,12,0,153.8,1,1,3,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
CanLabor2,135-1,6949.3,4,7,1,12,0,107.3,1,1,4,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
CanLabor2,135-1,6951,4,7,1,12,0,253,1,1,2,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
CanLabor2,135-1,6950.2,4,7,1,12,0,153.8,1,1,3,14CAg135-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_12
CanLabor3,136-1,2499.7,1,2,9,321,15,155.1,1,1,8,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_321
CanLabor3,136-1,2499.2,1,2,9,321,15,155.1,1,1,8,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_321
CanLabor3,136-1,2499,1,2,9,321,15,155.1,1,1,8,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_321
CanLabor3,136-1,2501,1,2,9,321,15,542.5,0,0,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_321
CanLabor3,136-1,2499.5,1,2,9,321,15,155.1,1,1,8,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_321
CanLabor3,136-1,2499.4,1,2,9,321,15,155.1,1,1,8,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_321
CanLabor3,136-1,2345,1,2,8,280,20,155.3,1,1,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
CanLabor3,136-1,2346.4,1,2,8,280,20,205.5,1,1,5,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
CanLabor3,136-1,2346.2,1,2,8,280,20,205.5,1,1,5,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
CanLabor3,136-1,2500,1,2,9,321,15,253.6,1,1,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_321
CanLabor3,136-1,7147.1,4,7,3,77,10,107.3,1,1,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_77
CanLabor3,136-1,2499.1,1,2,9,321,15,155.1,1,1,8,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_321
CanLabor3,136-1,2499.3,1,2,9,321,15,155.1,1,1,8,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_321
CanLabor3,136-1,7148,4,7,3,77,10,153.8,1,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_77
CanLabor3,136-1,7148.2,4,7,3,77,10,153.8,1,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_77
CanLabor3,136-1,7149.1,4,7,3,77,10,203.7,1,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_77
CanLabor3,136-1,2349,1,2,8,280,20,542.5,0,0,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
CanLabor3,136-1,7151,4,7,3,77,10,503,0,0,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_77
CanLabor3,136-1,2347,1,2,8,280,20,253.7,1,1,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
CanLabor3,136-1,7148.1,4,7,3,77,10,153.8,1,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_77
CanLabor3,136-1,2347.1,1,2,8,280,20,253.7,1,1,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
CanLabor3,136-1,7149,4,7,3,77,10,203.7,1,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_77
CanLabor3,136-1,7150,4,7,3,77,10,344.8,1,1,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_77
CanLabor3,136-1,2346.3,1,2,8,280,20,205.5,1,1,5,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
CanLabor3,136-1,7149.2,4,7,3,77,10,203.7,1,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_77
CanLabor3,136-2,1920.1,1,2,5,176,0,107.6,1,1,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_176
CanLabor3,136-2,1921,1,2,5,176,0,155.6,1,1,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_176
CanLabor3,136-1,2346,1,2,8,280,20,205.5,1,1,5,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
CanLabor3,136-1,2346.1,1,2,8,280,20,205.5,1,1,5,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
CanLabor3,136-1,7147,4,7,3,77,10,107.3,1,1,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,7_77
CanLabor3,136-1,2499.6,1,2,9,321,15,155.1,1,1,8,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_321
CanLabor3,136-1,2348,1,2,8,280,20,302.4,1,1,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_280
CanLabor3,136-2,1921.2,1,2,5,176,0,155.6,1,1,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_176
CanLabor3,136-2,1921.1,1,2,5,176,0,155.6,1,1,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_176
CanLabor3,136-2,1920,1,2,5,176,0,107.6,1,1,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_176
CanLabor3,136-2,1922,1,2,5,176,0,445.2,1,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_176
CanLabor3,136-2,1921.3,1,2,5,176,0,155.6,1,1,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_176
CanLabor3,136-2,1923.1,1,2,5,176,0,542.5,0,1,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_176
CanLabor3,136-2,1923,1,2,5,176,0,542.5,0,1,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_176
CanLabor3,136-2,1924,1,2,5,176,0,542.5,0,0,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_176
CanLabor4,137-1,1932,1,2,5,179,10,349.3,1,1,1,14CAg137-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_179
CanLabor4,137-1,1930,1,2,5,179,10,155.6,1,1,1,14CAg137-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_179
CanLabor4,137-1,1933.3,1,2,5,179,10,542.5,0,1,6,14CAg137-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_179
CanLabor4,137-1,1933.2,1,2,5,179,10,542.5,0,1,6,14CAg137-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_179
CanLabor4,137-1,1931,1,2,5,179,10,253.8,1,1,1,14CAg137-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_179
CanLabor4,137-1,1929,1,2,5,179,10,107.6,1,1,1,14CAg137-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,2_179
CanLabor4,137-2,89.2,1,1,1,23,0,198.1,1,1,3,14CAg137-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh,1_23
