"","sampleid","line","X","rep","run","shelf","plate","trt","end","status","viable","number","pedigree","planting.date","landrace.abb","region","pop","population.type","landrace.name","cultivation","main.use"
"11324","CanRanchoLlano3B","218-2",709.5,1,1,5,178,15,198.3833333,1,1,8,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11325","CanRanchoLlano3B","218-2",4495.2,2,4,7,251,15,160.78,1,1,8,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11326","CanRanchoLlano3B","218-2",1165.5,1,1,9,304,20,542.5,0,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11327","CanRanchoLlano3B","218-2",6078.4,3,5,9,312,10,156.75,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11328","CanRanchoLlano3B","218-2",5848.1,3,5,7,226,0,109.5,1,1,4,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11329","CanRanchoLlano3B","218-2",8388.5,4,8,6,203,20,258,1,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11330","CanRanchoLlano3B","218-2",892.9,1,1,7,231,0,150.6166667,1,1,10,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11331","CanRanchoLlano3B","218-2",5849.3,3,5,7,226,0,156.75,1,1,5,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11332","CanRanchoLlano3B","218-2",130,1,1,1,34,10,101.9,1,1,2,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11333","CanRanchoLlano3B","218-2",8656.2,4,8,8,281,0,164,1,1,3,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11334","CanRanchoLlano3B","218-2",4495.6,2,4,7,251,15,160.78,1,1,8,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11335","CanRanchoLlano3B","218-2",6078.1,3,5,9,312,10,156.75,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11336","CanRanchoLlano3B","218-2",1165.4,1,1,9,304,20,542.5,0,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11337","CanRanchoLlano3B","218-2",4742.1,2,4,9,319,10,114.13,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11338","CanRanchoLlano3B","218-2",6037.2,3,5,9,294,20,397.5,1,1,3,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11339","CanRanchoLlano3B","218-2",1165.3,1,1,9,304,20,542.5,0,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11340","CanRanchoLlano3B","218-2",4495,2,4,7,251,15,160.78,1,1,8,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11341","CanRanchoLlano3B","218-2",4539.9,2,4,8,263,20,208.17,1,1,10,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11342","CanRanchoLlano3B","218-2",8388.4,4,8,6,203,20,258,1,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11343","CanRanchoLlano3B","218-2",1164,1,1,9,304,20,390.4666667,1,1,1,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11344","CanRanchoLlano3B","218-2",5626,3,5,5,146,15,207,1,1,1,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11345","CanRanchoLlano3B","218-2",8388.6,4,8,6,203,20,258,1,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11346","CanRanchoLlano3B","218-2",5625.6,3,5,5,146,15,156.75,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11347","CanRanchoLlano3B","218-2",6078.7,3,5,9,312,10,156.75,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11348","CanRanchoLlano3B","218-2",4025.3,2,4,6,213,0,114.23,1,1,6,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11349","CanRanchoLlano3B","218-2",4025.2,2,4,6,213,0,114.23,1,1,6,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11350","CanRanchoLlano3B","218-2",4495.7,2,4,7,251,15,160.78,1,1,8,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11351","CanRanchoLlano3B","218-2",4495.4,2,4,7,251,15,160.78,1,1,8,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11352","CanRanchoLlano3B","218-2",710.1,1,1,5,178,15,246.1833333,1,1,2,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11353","CanRanchoLlano3B","218-2",4495.3,2,4,7,251,15,160.78,1,1,8,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11354","CanRanchoLlano3B","218-2",4742,2,4,9,319,10,114.13,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11355","CanRanchoLlano3B","218-2",6037.1,3,5,9,294,20,397.5,1,1,3,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11356","CanRanchoLlano3B","218-2",6079,3,5,9,312,10,254,1,1,1,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11357","CanRanchoLlano3B","218-2",5625,3,5,5,146,15,156.75,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11358","CanRanchoLlano3B","218-2",5625.8,3,5,5,146,15,156.75,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11359","CanRanchoLlano3B","218-2",8388.3,4,8,6,203,20,258,1,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11360","CanRanchoLlano3B","218-2",8655,4,8,8,281,0,114.25,1,1,5,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11361","CanRanchoLlano3B","218-2",4026,2,4,6,213,0,160.15,1,1,2,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11362","CanRanchoLlano3B","218-2",4025.1,2,4,6,213,0,114.23,1,1,6,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11363","CanRanchoLlano3B","218-2",4495.5,2,4,7,251,15,160.78,1,1,8,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11364","CanRanchoLlano3B","218-2",4026.1,2,4,6,213,0,160.15,1,1,2,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11365","CanRanchoLlano3B","218-2",710,1,1,5,178,15,246.1833333,1,1,2,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11366","CanRanchoLlano3B","218-2",131.1,1,1,1,34,10,150.3333333,1,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11367","CanRanchoLlano3B","218-2",4495.1,2,4,7,251,15,160.78,1,1,8,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11368","CanRanchoLlano3B","218-2",4539.8,2,4,8,263,20,208.17,1,1,10,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11369","CanRanchoLlano3B","218-2",131.2,1,1,1,34,10,150.3333333,1,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11370","CanRanchoLlano3B","218-2",4025.5,2,4,6,213,0,114.23,1,1,6,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11371","CanRanchoLlano3B","218-2",5849.4,3,5,7,226,0,156.75,1,1,5,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11372","CanRanchoLlano3B","218-2",8656.1,4,8,8,281,0,164,1,1,3,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11373","CanRanchoLlano3B","218-2",6078,3,5,9,312,10,156.75,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11374","CanRanchoLlano3B","218-2",709.4,1,1,5,178,15,198.3833333,1,1,8,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11375","CanRanchoLlano3B","218-2",4025.4,2,4,6,213,0,114.23,1,1,6,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11376","CanRanchoLlano3B","218-2",4025,2,4,6,213,0,114.23,1,1,6,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11377","CanRanchoLlano3B","218-2",8388.1,4,8,6,203,20,258,1,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11378","CanRanchoLlano3B","218-2",8655.1,4,8,8,281,0,114.25,1,1,5,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11379","CanRanchoLlano3B","218-2",709.6,1,1,5,178,15,198.3833333,1,1,8,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11380","CanRanchoLlano3B","218-2",8388.2,4,8,6,203,20,258,1,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11381","CanRanchoLlano3B","218-2",8655.4,4,8,8,281,0,114.25,1,1,5,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11382","CanRanchoLlano3B","218-2",8656,4,8,8,281,0,164,1,1,3,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11383","CanRanchoLlano3B","218-2",8655.3,4,8,8,281,0,114.25,1,1,5,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11384","CanRanchoLlano3B","218-2",4024,2,4,6,213,0,66.58,1,1,2,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11385","CanRanchoLlano3B","218-2",4539.4,2,4,8,263,20,208.17,1,1,10,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11386","CanRanchoLlano3B","218-2",4742.2,2,4,9,319,10,114.13,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11387","CanRanchoLlano3B","218-2",4539.7,2,4,8,263,20,208.17,1,1,10,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11388","CanRanchoLlano3B","218-2",1165.2,1,1,9,304,20,542.5,0,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11389","CanRanchoLlano3B","218-2",4539.6,2,4,8,263,20,208.17,1,1,10,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11390","CanRanchoLlano3B","218-2",8655.2,4,8,8,281,0,114.25,1,1,5,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11391","CanRanchoLlano3B","218-2",1165,1,1,9,304,20,542.5,0,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11392","CanRanchoLlano3B","218-2",4539.5,2,4,8,263,20,208.17,1,1,10,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11393","CanRanchoLlano3B","218-2",6036.1,3,5,9,294,20,207,1,1,2,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11394","CanRanchoLlano3B","218-2",6037,3,5,9,294,20,397.5,1,1,3,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11395","CanRanchoLlano3B","218-2",1165.1,1,1,9,304,20,542.5,0,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11396","CanRanchoLlano3B","218-1",8565,4,8,8,256,15,114.25,1,1,2,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11397","CanRanchoLlano3B","218-1",8566.2,4,8,8,256,15,164,1,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11398","CanRanchoLlano3B","218-1",8565.1,4,8,8,256,15,114.25,1,1,2,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11399","CanRanchoLlano3B","218-1",8566.1,4,8,8,256,15,164,1,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11400","CanRanchoLlano3B","218-1",8567,4,8,8,256,15,211,1,1,1,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11401","CanRanchoLlano3B","218-1",403.1,1,1,3,103,20,542.5,0,1,9,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11402","CanRanchoLlano3B","218-1",794,1,1,6,203,10,102.0666667,1,1,6,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11403","CanRanchoLlano3B","218-1",2563,2,3,1,14,10,206.85,1,1,1,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11404","CanRanchoLlano3B","218-1",4345.4,2,3,8,281,0,157.05,1,1,10,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11405","CanRanchoLlano3B","218-1",4345,2,3,8,281,0,157.05,1,1,10,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11406","CanRanchoLlano3B","218-1",5799,3,5,6,203,15,109.5,1,1,2,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11407","CanRanchoLlano3B","218-1",849,1,1,7,220,0,102.1833333,1,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11408","CanRanchoLlano3B","218-1",8477.1,4,8,7,224,20,500,0,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11409","CanRanchoLlano3B","218-1",849.2,1,1,7,220,0,102.1833333,1,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11410","CanRanchoLlano3B","218-1",1130.6,1,1,9,292,15,198.6166667,1,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11411","CanRanchoLlano3B","218-1",850.1,1,1,7,220,0,150.6166667,1,1,2,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11412","CanRanchoLlano3B","218-1",5800.2,3,5,6,203,15,156.75,1,1,6,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11413","CanRanchoLlano3B","218-1",4345.3,2,3,8,281,0,157.05,1,1,10,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11414","CanRanchoLlano3B","218-1",4345.1,2,3,8,281,0,157.05,1,1,10,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11415","CanRanchoLlano3B","218-1",850,1,1,7,220,0,150.6166667,1,1,2,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11416","CanRanchoLlano3B","218-1",8475,4,8,7,224,20,404,1,1,1,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11417","CanRanchoLlano3B","218-1",4345.5,2,3,8,281,0,157.05,1,1,10,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11418","CanRanchoLlano3B","218-1",8566,4,8,8,256,15,164,1,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11419","CanRanchoLlano3B","218-1",8476,4,8,7,224,20,453,1,1,1,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11420","CanRanchoLlano3B","218-1",403.8,1,1,3,103,20,542.5,0,1,9,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11421","CanRanchoLlano3B","218-1",403.6,1,1,3,103,20,542.5,0,1,9,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11422","CanRanchoLlano3B","218-1",4345.2,2,3,8,281,0,157.05,1,1,10,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11423","CanRanchoLlano3B","218-1",851,1,1,7,220,0,342.4833333,1,1,1,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11424","CanRanchoLlano3B","218-1",8566.3,4,8,8,256,15,164,1,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11425","CanRanchoLlano3B","218-1",849.4,1,1,7,220,0,102.1833333,1,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11426","CanRanchoLlano3B","218-1",4345.9,2,3,8,281,0,157.05,1,1,10,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11427","CanRanchoLlano3B","218-1",8566.5,4,8,8,256,15,164,1,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11428","CanRanchoLlano3B","218-1",5800,3,5,6,203,15,156.75,1,1,6,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11429","CanRanchoLlano3B","218-1",403.7,1,1,3,103,20,542.5,0,1,9,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11430","CanRanchoLlano3B","218-1",403.5,1,1,3,103,20,542.5,0,1,9,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11431","CanRanchoLlano3B","218-1",403.4,1,1,3,103,20,542.5,0,1,9,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11432","CanRanchoLlano3B","218-1",8566.4,4,8,8,256,15,164,1,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11433","CanRanchoLlano3B","218-1",8566.6,4,8,8,256,15,164,1,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11434","CanRanchoLlano3B","218-1",849.6,1,1,7,220,0,102.1833333,1,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11435","CanRanchoLlano3B","218-1",849.5,1,1,7,220,0,102.1833333,1,1,7,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11436","CanRanchoLlano3B","218-2",5848.3,3,5,7,226,0,109.5,1,1,4,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11437","CanRanchoLlano3B","218-2",4742.7,2,4,9,319,10,114.13,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11438","CanRanchoLlano3B","218-2",8388,4,8,6,203,20,258,1,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11439","CanRanchoLlano3B","218-2",7837,4,8,1,31,15,211,1,1,1,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11440","CanRanchoLlano3B","218-2",4494,2,4,7,251,15,114.85,1,1,2,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11441","CanRanchoLlano3B","218-2",709.2,1,1,5,178,15,198.3833333,1,1,8,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11442","CanRanchoLlano3B","218-1",403.3,1,1,3,103,20,542.5,0,1,9,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11443","CanRanchoLlano3B","218-1",8474,4,8,7,224,20,308.5,1,1,1,"14GDa218-1","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11444","CanRanchoLlano3B","218-2",6078.6,3,5,9,312,10,156.75,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11445","CanRanchoLlano3B","218-2",8250.8,4,8,5,154,10,114.25,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11446","CanRanchoLlano3B","218-2",4539.3,2,4,8,263,20,208.17,1,1,10,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11447","CanRanchoLlano3B","218-2",5625.2,3,5,5,146,15,156.75,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11448","CanRanchoLlano3B","218-2",4539.2,2,4,8,263,20,208.17,1,1,10,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11449","CanRanchoLlano3B","218-2",131.6,1,1,1,34,10,150.3333333,1,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11450","CanRanchoLlano3B","218-2",132,1,1,1,34,10,198.1166667,1,1,1,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11451","CanRanchoLlano3B","218-2",131.5,1,1,1,34,10,150.3333333,1,1,7,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11452","CanRanchoLlano3B","218-2",4539.1,2,4,8,263,20,208.17,1,1,10,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11453","CanRanchoLlano3B","218-2",8250.5,4,8,5,154,10,114.25,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11454","CanRanchoLlano3B","218-2",8250.7,4,8,5,154,10,114.25,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11455","CanRanchoLlano3B","218-2",5850,3,5,7,226,0,207,1,1,1,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11456","CanRanchoLlano3B","218-2",5849,3,5,7,226,0,156.75,1,1,5,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11457","CanRanchoLlano3B","218-2",8251,4,8,5,154,10,500,0,1,1,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11458","CanRanchoLlano3B","218-2",8250,4,8,5,154,10,114.25,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11459","CanRanchoLlano3B","218-2",4539,2,4,8,263,20,208.17,1,1,10,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11460","CanRanchoLlano3B","218-2",892,1,1,7,231,0,150.6166667,1,1,10,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11461","CanRanchoLlano3B","218-2",8250.1,4,8,5,154,10,114.25,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11462","CanRanchoLlano3B","218-2",6078.8,3,5,9,312,10,156.75,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11463","CanRanchoLlano3B","218-2",709.1,1,1,5,178,15,198.3833333,1,1,8,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11464","CanRanchoLlano3B","218-2",7836.5,4,8,1,31,15,163.25,1,1,6,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11465","CanRanchoLlano3B","218-2",7836.3,4,8,1,31,15,163.25,1,1,6,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11466","CanRanchoLlano3B","218-2",8250.4,4,8,5,154,10,114.25,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"11467","CanRanchoLlano3B","218-2",5625.3,3,5,5,146,15,156.75,1,1,9,"14GDa218-2","11/10/14","GDa","ecoast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
