"","sampleid","line","X","rep","run","shelf","plate","trt","end","status","viable","number","pedigree","planting.date","landrace.abb","region","pop","population.type","landrace.name","cultivation","main.use"
"490","CanAnil1","75-1",7440,4,7,5,179,10,445,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"491","CanAnil1","75-1",84.2,1,1,1,22,0,245.9666667,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"492","CanAnil1","75-1",3123.1,2,3,6,184,10,156.75,1,1,5,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"493","CanAnil1","75-1",7439.2,4,7,5,179,10,396,1,1,5,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"494","CanAnil1","75-1",2629.2,2,3,1,31,20,206.85,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"495","CanAnil1","75-1",7438,4,7,5,179,10,344.75,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"496","CanAnil1","75-1",7439,4,7,5,179,10,396,1,1,5,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"497","CanAnil1","75-1",7438.1,4,7,5,179,10,344.75,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"498","CanAnil1","75-1",5808.1,3,5,6,207,10,254,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"499","CanAnil1","75-1",2541,2,3,1,8,15,496,0,0,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"500","CanAnil1","75-1",622,1,1,5,157,20,198.3833333,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"501","CanAnil1","75-1",2539,2,3,1,8,15,206.85,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"502","CanAnil1","75-1",623.1,1,1,5,157,20,295.15,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"503","CanAnil1","75-1",7714.6,4,7,9,305,20,503,0,1,8,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"504","CanAnil1","75-1",2539.1,2,3,1,8,15,206.85,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"505","CanAnil1","75-1",2632.1,2,3,1,31,20,496,0,0,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"506","CanAnil1","75-1",6930.8,4,7,1,7,15,503,0,1,9,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"507","CanAnil1","75-1",5591,3,5,4,130,0,109.5,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"508","CanAnil1","75-1",5485,3,5,3,86,15,156.75,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"509","CanAnil1","75-1",623.2,1,1,5,157,20,295.15,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"510","CanAnil1","75-1",14,1,1,1,3,10,542.5,0,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"511","CanAnil1","75-1",13,1,1,1,3,10,245.9666667,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"512","CanAnil1","75-1",12,1,1,1,3,10,198.1166667,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"513","CanAnil1","75-1",12.1,1,1,1,3,10,198.1166667,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"514","CanAnil1","75-1",11.2,1,1,1,3,10,150.3333333,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"515","CanAnil1","75-1",7080.1,4,7,2,50,0,344.75,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"516","CanAnil1","75-1",7714.2,4,7,9,305,20,503,0,1,8,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"517","CanAnil1","75-1",12.2,1,1,1,3,10,198.1166667,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"518","CanAnil1","75-1",5484.1,3,5,3,86,15,109.5,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"519","CanAnil1","75-1",6884.1,3,5,3,76,20,522,0,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"520","CanAnil1","75-1",2550,2,3,1,11,0,255.0333333,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"521","CanAnil1","75-1",2551.2,2,3,1,11,0,206.85,1,1,6,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"522","CanAnil1","75-1",211,1,1,2,54,15,245.9666667,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"523","CanAnil1","75-1",5805,3,5,6,207,10,109.5,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"524","CanAnil1","75-1",209.1,1,1,2,54,15,150.4,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"525","CanAnil1","75-1",5809,3,5,6,207,10,493.5,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"526","CanAnil1","75-1",11.1,1,1,1,3,10,150.3333333,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"527","CanAnil1","75-1",7080,4,7,2,50,0,344.75,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"528","CanAnil1","75-1",5488,3,5,3,86,15,303.75,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"529","CanAnil1","75-1",2540.5,2,3,1,8,15,157.9666667,1,1,6,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"530","CanAnil1","75-1",6884,3,5,3,76,20,522,0,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"531","CanAnil1","75-1",5453.1,3,5,3,76,20,207,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"532","CanAnil1","75-1",2540.2,2,3,1,8,15,157.9666667,1,1,6,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"533","CanAnil1","75-1",5594,3,5,4,130,0,303.75,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"534","CanAnil1","75-1",624.1,1,1,5,157,20,342.35,1,1,4,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"535","CanAnil1","75-1",624,1,1,5,157,20,342.35,1,1,4,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"536","CanAnil1","75-1",210,1,1,2,54,15,198.1666667,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"537","CanAnil1","75-1",209,1,1,2,54,15,150.4,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"538","CanAnil1","75-1",7714.5,4,7,9,305,20,503,0,1,8,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"539","CanAnil1","75-1",5806.1,3,5,6,207,10,156.75,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"540","CanAnil1","75-1",5487,3,5,3,86,15,254,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"541","CanAnil1","75-1",7079.5,4,7,2,50,0,253,1,1,6,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"542","CanAnil1","75-1",5454,3,5,3,76,20,254,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"543","CanAnil1","75-1",86,1,1,1,22,0,542.5,0,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"544","CanAnil1","75-1",7441,4,7,5,179,10,503,0,0,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"545","CanAnil1","75-1",2632,2,3,1,31,20,496,0,0,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"546","CanAnil1","75-1",7079.3,4,7,2,50,0,253,1,1,6,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"547","CanAnil1","75-1",2538,2,3,1,8,15,255.0333333,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"548","CanAnil1","75-1",2551.1,2,3,1,11,0,206.85,1,1,6,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"549","CanAnil1","75-1",212.1,1,1,2,54,15,342.1333333,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"550","CanAnil1","75-1",2540,2,3,1,8,15,157.9666667,1,1,6,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"551","CanAnil1","75-1",3122,2,3,6,184,10,205.6333333,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"552","CanAnil1","75-1",5807.1,3,5,6,207,10,207,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"553","CanAnil1","75-1",5807,3,5,6,207,10,207,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"554","CanAnil1","75-1",11,1,1,1,3,10,150.3333333,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"555","CanAnil1","75-1",6930.6,4,7,1,7,15,503,0,1,9,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"556","CanAnil1","75-1",5454.1,3,5,3,76,20,254,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"557","CanAnil1","75-1",85,1,1,1,22,0,389.8833333,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"558","CanAnil1","75-1",5484.2,3,5,3,86,15,109.5,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"559","CanAnil1","75-1",2631.1,2,3,1,31,20,496,0,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"560","CanAnil1","75-1",2551.5,2,3,1,11,0,206.85,1,1,6,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"561","CanAnil1","75-1",7714.7,4,7,9,305,20,503,0,1,8,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"562","CanAnil1","75-1",626,1,1,5,157,20,542.5,0,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"563","CanAnil1","75-1",213,1,1,2,54,15,542.5,0,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"564","CanAnil1","75-1",212,1,1,2,54,15,342.1333333,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"565","CanAnil1","75-1",3122.1,2,3,6,184,10,205.6333333,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"566","CanAnil1","75-1",5808,3,5,6,207,10,254,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"567","CanAnil1","75-1",5486.1,3,5,3,86,15,207,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"568","CanAnil1","75-1",2540.3,2,3,1,8,15,157.9666667,1,1,6,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"569","CanAnil1","75-1",5455,3,5,3,76,20,303.75,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"570","CanAnil1","75-1",84.1,1,1,1,22,0,245.9666667,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"571","CanAnil1","75-1",5590,3,5,4,130,0,61.75,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"572","CanAnil1","75-1",5484,3,5,3,86,15,109.5,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"573","CanAnil1","75-1",5593,3,5,4,130,0,254,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"574","CanAnil1","75-1",5592,3,5,4,130,0,207,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"575","CanAnil1","75-2",1534.1,1,2,3,79,20,155.9833333,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"576","CanAnil1","75-2",1730.1,1,2,4,126,10,542.5,0,0,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"577","CanAnil1","75-2",6672,3,6,8,259,0,312.03,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"578","CanAnil1","75-2",7534,4,7,6,204,20,298.75,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"579","CanAnil1","75-2",7227,4,7,3,107,0,203.6666667,1,1,3,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"580","CanAnil1","75-2",2707.1,2,3,2,52,20,496,0,0,5,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"581","CanAnil1","75-2",7677.7,4,7,8,268,10,503,0,0,8,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"582","CanAnil1","75-2",1728,1,2,4,126,10,395.7333333,1,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"583","CanAnil1","75-2",1730,1,2,4,126,10,542.5,0,0,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"584","CanAnil1","75-2",3121.3,2,3,6,183,15,496,0,0,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"585","CanAnil1","75-2",4251.1,2,3,7,252,0,496,0,0,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"586","CanAnil1","75-2",5232.2,3,6,9,305,20,528,0,1,3,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"587","CanAnil1","75-2",5231.4,3,6,9,305,20,528,0,0,5,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"588","CanAnil1","75-2",2531.1,2,3,1,5,10,496,0,0,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"589","CanAnil1","75-2",2531,2,3,1,5,10,496,0,0,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"590","CanAnil1","75-2",2530.5,2,3,1,5,10,157.9666667,1,1,7,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"591","CanAnil1","75-2",6542.1,3,6,6,191,15,215.66,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"592","CanAnil1","75-2",6670,3,6,8,259,0,167.99,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"593","CanAnil1","75-2",3120.1,2,3,6,183,15,156.75,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"594","CanAnil1","75-2",1824.3,1,2,5,150,15,107.6,1,1,5,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"595","CanAnil1","75-2",7534.3,4,7,6,204,20,298.75,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"596","CanAnil1","75-2",7227.1,4,7,3,107,0,203.6666667,1,1,3,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"597","CanAnil1","75-2",1824,1,2,5,150,15,107.6,1,1,5,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"598","CanAnil1","75-2",6543.1,3,6,6,191,15,264.06,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"599","CanAnil1","75-2",7031,4,7,1,36,15,107.3333333,1,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"600","CanAnil1","75-2",7677.2,4,7,8,268,10,503,0,0,8,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"601","CanAnil1","75-2",1539,1,2,3,79,20,542.5,0,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"602","CanAnil1","75-2",1535,1,2,3,79,20,206.1,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"603","CanAnil1","75-2",7032.4,4,7,1,36,15,503,0,0,9,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"604","CanAnil1","75-2",6670.1,3,6,8,259,0,167.99,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"605","CanAnil1","75-2",6671,3,6,8,259,0,215.66,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"606","CanAnil1","75-2",4248,2,3,7,252,0,398.2333333,1,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"607","CanAnil1","75-2",7228,4,7,3,107,0,253,1,1,3,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"608","CanAnil1","75-2",3121,2,3,6,183,15,496,0,0,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"609","CanAnil1","75-2",7226,4,7,3,107,0,153.75,1,1,1,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"610","CanAnil1","75-2",5242.2,3,6,9,319,10,528,0,0,9,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"611","CanAnil1","75-2",7227.2,4,7,3,107,0,203.6666667,1,1,3,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"612","CanAnil1","75-2",7535,4,7,6,204,20,503,0,1,3,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"613","CanAnil1","75-2",7534.1,4,7,6,204,20,298.75,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"614","CanAnil1","75-2",7677,4,7,8,268,10,503,0,0,8,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"615","CanAnil1","75-2",2530.6,2,3,1,5,10,157.9666667,1,1,7,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"616","CanAnil1","75-2",7677.5,4,7,8,268,10,503,0,0,8,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"617","CanAnil1","75-2",2530.1,2,3,1,5,10,157.9666667,1,1,7,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"618","CanAnil1","75-2",6671.1,3,6,8,259,0,215.66,1,1,2,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"619","CanAnil1","75-2",4249.1,2,3,7,252,0,206.3666667,1,1,3,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"620","CanAnil1","75-2",1826.1,1,2,5,150,15,205.8,1,1,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"621","CanAnil1","75-2",3121.2,2,3,6,183,15,496,0,0,4,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"622","CanAnil1","75-1",3123.2,2,3,6,184,10,156.75,1,1,5,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"623","CanAnil1","75-1",7714,4,7,9,305,20,503,0,1,8,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"624","CanAnil1","75-1",84,1,1,1,22,0,245.9666667,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"625","CanAnil1","75-1",83.2,1,1,1,22,0,198.1166667,1,1,4,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"626","CanAnil1","75-1",3124.1,2,3,6,184,10,496,0,0,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"627","CanAnil1","75-1",2632.2,2,3,1,31,20,496,0,0,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"628","CanAnil1","75-1",5805.1,3,5,6,207,10,109.5,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"629","CanAnil1","75-1",2630,2,3,1,31,20,157.9666667,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"630","CanAnil1","75-1",5486,3,5,3,86,15,207,1,1,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"631","CanAnil1","75-1",3123.4,2,3,6,184,10,156.75,1,1,5,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"632","CanAnil1","75-1",4795,3,5,3,76,20,522,0,0,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"633","CanAnil1","75-1",3123,2,3,6,184,10,156.75,1,1,5,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"634","CanAnil1","75-1",4795.1,3,5,3,76,20,522,0,0,2,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"635","CanAnil1","75-1",7437,4,7,5,179,10,107.3333333,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"636","CanAnil1","75-1",2629,2,3,1,31,20,206.85,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"637","CanAnil1","75-1",2628,2,3,1,31,20,255.0333333,1,1,1,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"638","CanAnil1","75-1",83,1,1,1,22,0,198.1166667,1,1,4,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"639","CanAnil1","75-1",2629.1,2,3,1,31,20,206.85,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"640","CanAnil1","75-1",5454.2,3,5,3,76,20,254,1,1,3,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"641","CanAnil1","75-1",7439.1,4,7,5,179,10,396,1,1,5,"14CRo75-1","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
"642","CanAnil1","75-2",2458.1,1,2,9,309,0,542.5,0,0,3,"14CRo75-2","11/10/14","CRo","wcoast","CRo_1","landrace","Costeno Rojo","Plantation","Dry"
