,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use
12084,CanRose1,120-1,2491,2,3,2,58,20,496,0,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12085,CanRose1,120-1,1855.1,1,2,6,208,10,542.5,0,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12086,CanRose1,120-1,3023.2,2,3,7,239,10,496,0,4,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12087,CanRose1,120-1,1148,1,2,1,20,15,108.4333333,1,5,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12088,CanRose1,120-1,7830.2,4,7,7,224,10,107.3333333,1,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12089,CanRose1,120-1,7281.4,4,7,3,75,20,503,0,5,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12090,CanRose1,120-1,6848,3,6,9,289,20,528,0,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12091,CanRose1,120-1,6747,3,6,8,269,15,528,0,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12092,CanRose1,120-1,7283.1,4,7,3,75,20,503,0,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12093,CanRose1,120-1,7283,4,7,3,75,20,503,0,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12094,CanRose1,120-1,7831.2,4,7,7,224,10,253,0,4,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12095,CanRose1,120-1,2296.3,2,3,1,1,15,496,0,7,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12096,CanRose1,120-1,2294.1,2,3,1,1,15,157.9666667,1,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12097,CanRose1,120-1,1094,1,2,1,5,20,156.35,1,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12098,CanRose1,120-1,1149.4,1,2,1,20,15,542.5,0,5,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12099,CanRose1,120-1,7281,4,7,3,75,20,503,0,5,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12100,CanRose1,120-1,6748,3,6,8,269,15,528,0,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12101,CanRose1,120-1,6746.3,3,6,8,269,15,120.03,1,4,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12102,CanRose1,120-1,6591,3,6,7,231,0,120.03,1,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12103,CanRose1,120-1,7832,4,7,7,224,10,298.75,0,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12104,CanRose1,120-1,6593,3,6,7,231,0,528,0,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12105,CanRose1,120-1,1855.4,1,2,6,208,10,542.5,0,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12106,CanRose1,120-1,1855.3,1,2,6,208,10,542.5,0,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12107,CanRose1,120-1,2296,2,3,1,1,15,496,0,7,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12108,CanRose1,120-1,6591.1,3,6,7,231,0,120.03,1,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12109,CanRose1,120-1,7831.3,4,7,7,224,10,253,0,4,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12110,CanRose1,120-1,7831,4,7,7,224,10,253,0,4,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12111,CanRose1,120-1,6590,3,6,7,231,0,71.95,1,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12112,CanRose1,120-1,1853,1,2,6,208,10,107.4833333,1,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12113,CanRose1,120-1,7831.1,4,7,7,224,10,253,0,4,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12114,CanRose1,120-1,2296.4,2,3,1,1,15,496,0,7,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12115,CanRose1,120-1,6746.2,3,6,8,269,15,120.03,1,4,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12116,CanRose1,120-1,2296.6,2,3,1,1,15,496,0,7,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12117,CanRose1,120-1,1095,1,2,1,5,20,254.0666667,1,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12118,CanRose1,120-1,1148.1,1,2,1,20,15,108.4333333,1,5,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12119,CanRose1,120-1,7535,4,7,5,146,0,107.3333333,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12120,CanRose1,120-1,6845.1,3,6,9,289,20,215.66,1,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12121,CanRose1,120-1,3023.1,2,3,7,239,10,496,0,4,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12122,CanRose1,120-1,1148.3,1,2,1,20,15,108.4333333,1,5,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12123,CanRose1,120-1,7281.2,4,7,3,75,20,503,0,5,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12124,CanRose1,120-1,7282.2,4,7,3,75,20,502.75,0,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12125,CanRose1,120-1,1096.1,1,2,1,5,20,542.5,0,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12126,CanRose1,120-1,3022.1,2,3,7,239,10,157.6166667,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12127,CanRose1,120-1,7535.2,4,7,5,146,0,107.3333333,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12128,CanRose1,120-1,1897,1,2,7,220,0,107.3666667,1,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12129,CanRose1,120-1,1854.1,1,2,6,208,10,155.5,1,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12130,CanRose1,120-1,7535.4,4,7,5,146,0,107.3333333,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12131,CanRose1,120-1,2490,2,3,2,58,20,157.7833333,1,7,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12132,CanRose1,120-1,7536,4,7,5,146,0,153.75,1,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12133,CanRose1,120-1,7537,4,7,5,146,0,153.75,0,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12134,CanRose1,120-1,2443,2,3,2,41,0,496,0,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12135,CanRose1,120-1,3022.3,2,3,7,239,10,157.6166667,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12136,CanRose1,120-1,7535.1,4,7,5,146,0,107.3333333,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12137,CanRose1,120-1,5907,3,6,3,84,10,528,0,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12138,CanRose1,120-1,7535.5,4,7,5,146,0,107.3333333,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12139,CanRose1,120-1,6750.1,3,6,8,269,15,528,0,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12140,CanRose1,120-1,3023,2,3,7,239,10,496,0,4,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12141,CanRose1,120-1,2442.4,2,3,2,41,0,157.7833333,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12142,CanRose1,120-1,2491.2,2,3,2,58,20,496,0,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12143,CanRose1,120-1,6596,3,6,7,231,0,528,0,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12144,CanRose1,120-1,1096.3,1,2,1,5,20,542.5,0,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12145,CanRose1,120-1,1149.1,1,2,1,20,15,542.5,0,5,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12146,CanRose1,120-1,2442.3,2,3,2,41,0,157.7833333,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12147,CanRose1,120-1,1855.5,1,2,6,208,10,542.5,0,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12148,CanRose1,120-1,2443.2,2,3,2,41,0,496,0,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12149,CanRose1,120-1,6750,3,6,8,269,15,528,0,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12150,CanRose1,120-1,5905,3,6,3,84,10,71.95,1,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12151,CanRose1,120-1,3023.3,2,3,7,239,10,496,0,4,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12152,CanRose1,120-1,2295,2,3,1,1,15,61.03333333,1,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12153,CanRose1,120-1,2490.3,2,3,2,58,20,157.7833333,1,7,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12154,CanRose1,120-1,5908.1,3,6,3,84,10,528,0,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12155,CanRose1,120-1,1855.2,1,2,6,208,10,542.5,0,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12156,CanRose1,120-1,7535.3,4,7,5,146,0,107.3333333,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12157,CanRose1,120-1,6844.1,3,6,9,289,20,120.03,1,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12158,CanRose1,120-1,1854,1,2,6,208,10,155.5,1,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12159,CanRose1,120-1,1899,1,2,7,220,0,542.5,0,8,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12160,CanRose1,120-1,1899.1,1,2,7,220,0,542.5,0,8,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12161,CanRose1,120-1,1096,1,2,1,5,20,542.5,0,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12162,CanRose1,120-1,1899.7,1,2,7,220,0,542.5,0,8,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12163,CanRose1,120-1,1094.1,1,2,1,5,20,156.35,1,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12164,CanRose1,120-1,1093,1,2,1,5,20,108.4333333,1,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12165,CanRose1,120-1,1096.2,1,2,1,5,20,542.5,0,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12166,CanRose1,120-1,3022,2,3,7,239,10,157.6166667,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12167,CanRose1,120-1,2490.1,2,3,2,58,20,157.7833333,1,7,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12168,CanRose1,120-1,6592,3,6,7,231,0,167.99,1,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12169,CanRose1,120-1,6595.1,3,6,7,231,0,528,0,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12170,CanRose1,120-1,2490.2,2,3,2,58,20,157.7833333,1,7,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12171,CanRose1,120-1,6746,3,6,8,269,15,120.03,1,4,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12172,CanRose1,120-1,7281.1,4,7,3,75,20,503,0,5,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12173,CanRose1,120-1,2296.2,2,3,1,1,15,496,0,7,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12174,CanRose1,120-1,6844,3,6,9,289,20,120.03,1,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12175,CanRose1,120-1,1898,1,2,7,220,0,155.4,1,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12176,CanRose1,120-1,1899.5,1,2,7,220,0,542.5,0,8,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12177,CanRose1,120-1,7282,4,7,3,75,20,502.75,0,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12178,CanRose1,120-1,2296.5,2,3,1,1,15,496,0,7,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12179,CanRose1,120-1,1899.4,1,2,7,220,0,542.5,0,8,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12180,CanRose1,120-1,5906,3,6,3,84,10,120.03,1,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12181,CanRose1,120-1,2442.1,2,3,2,41,0,157.7833333,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12182,CanRose1,120-1,7282.1,4,7,3,75,20,502.75,0,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12183,CanRose1,120-1,7830.1,4,7,7,224,10,107.3333333,1,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12184,CanRose1,120-1,1854.2,1,2,6,208,10,155.5,1,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12185,CanRose1,120-1,3022.2,2,3,7,239,10,157.6166667,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12186,CanRose1,120-1,1899.3,1,2,7,220,0,542.5,0,8,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12187,CanRose1,120-1,7830,4,7,7,224,10,107.3333333,1,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12188,CanRose1,120-1,6745,3,6,8,269,15,71.95,1,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12189,CanRose1,120-1,7281.3,4,7,3,75,20,503,0,5,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12190,CanRose1,120-1,6849,3,6,9,289,20,528,0,1,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12191,CanRose1,120-1,5909.1,3,6,3,84,10,528,0,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12192,CanRose1,120-1,6746.1,3,6,8,269,15,120.03,1,4,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12193,CanRose1,120-1,2294,2,3,1,1,15,157.9666667,1,2,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12194,CanRose1,120-1,5908,3,6,3,84,10,528,0,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12195,CanRose1,120-1,1899.6,1,2,7,220,0,542.5,0,8,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12196,CanRose1,120-1,2296.1,2,3,1,1,15,496,0,7,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12197,CanRose1,120-1,2442.2,2,3,2,41,0,157.7833333,1,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12198,CanRose1,120-1,2443.1,2,3,2,41,0,496,0,3,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12199,CanRose1,120-1,1855,1,2,6,208,10,542.5,0,6,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12200,CanRose1,120-1,2490.4,2,3,2,58,20,157.7833333,1,7,14CRo120-1,11/10/14,CRo,ecoast,CRo_17,landrace,Costeno Rojo,Plantation,Dry
12201,CanRose10B,168-1,1426.1,1,2,3,95,15,155.9833333,1,5,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12202,CanRose10B,168-1,5756.4,3,6,2,56,10,120.03,1,8,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12203,CanRose10B,168-1,8650,4,8,6,214,0,65.75,1,1,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12204,CanRose10B,168-1,2704.5,2,3,4,129,20,158.2,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12205,CanRose10B,168-1,2139.1,1,2,8,282,10,107.2333333,1,6,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12206,CanRose10B,168-1,2704,2,3,4,129,20,158.2,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12207,CanRose10B,168-1,8654,4,8,6,214,0,356.75,1,1,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12208,CanRose10B,168-1,8778.2,4,8,7,252,15,164,1,5,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12209,CanRose10B,168-1,1425,1,2,3,95,15,108.0166667,1,2,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12210,CanRose10B,168-1,8159,4,8,2,70,10,163.5,1,2,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12211,CanRose10B,168-1,8433,4,8,5,153,20,163.6666667,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12212,CanRose10B,168-1,6567,3,6,7,225,0,215.66,1,1,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12213,CanRose10B,168-1,1857.3,1,2,6,209,20,155.5,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12214,CanRose10B,168-1,3237.5,2,3,9,315,15,156.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12215,CanRose10B,168-1,6566.4,3,6,7,225,0,167.99,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12216,CanRose10B,168-1,2682.2,2,3,4,122,10,158.2,1,6,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12217,CanRose10B,168-1,2704.2,2,3,4,129,20,158.2,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12218,CanRose10B,168-1,8433.3,4,8,5,153,20,163.6666667,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12219,CanRose10B,168-1,8777.2,4,8,7,252,15,114.25,1,4,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12220,CanRose10B,168-1,8778.4,4,8,7,252,15,164,1,5,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12221,CanRose10B,168-1,6566.6,3,6,7,225,0,167.99,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12222,CanRose10B,168-1,6566.5,3,6,7,225,0,167.99,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12223,CanRose10B,168-1,8158.4,4,8,2,70,10,114.25,1,6,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12224,CanRose10B,168-1,1857.6,1,2,6,209,20,155.5,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12225,CanRose10B,168-1,6250.7,3,6,5,155,15,120.03,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12226,CanRose10B,168-1,6251,3,6,5,155,15,167.99,1,1,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12227,CanRose10B,168-1,2139.2,1,2,8,282,10,107.2333333,1,6,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12228,CanRose10B,168-1,6683,3,6,8,256,20,120.03,1,3,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12229,CanRose10B,168-1,6566.3,3,6,7,225,0,167.99,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12230,CanRose10B,168-1,8652.2,4,8,6,214,0,211,1,3,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12231,CanRose10B,168-1,8652,4,8,6,214,0,211,1,3,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12232,CanRose10B,168-1,1156.1,1,2,1,23,0,108.4333333,1,2,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12233,CanRose10B,168-1,8158,4,8,2,70,10,114.25,1,6,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12234,CanRose10B,168-1,6250.5,3,6,5,155,15,120.03,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12235,CanRose10B,168-1,2704.4,2,3,4,129,20,158.2,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12236,CanRose10B,168-1,1857.5,1,2,6,209,20,155.5,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12237,CanRose10B,168-1,8433.2,4,8,5,153,20,163.6666667,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12238,CanRose10B,168-1,3237.6,2,3,9,315,15,156.7,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12239,CanRose10B,168-1,6250.3,3,6,5,155,15,120.03,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12240,CanRose10B,168-1,6250,3,6,5,155,15,120.03,1,9,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12241,CanRose10B,168-1,1157.3,1,2,1,23,0,156.35,1,4,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12242,CanRose10B,168-1,1857,1,2,6,209,20,155.5,1,7,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12243,CanRose10B,168-1,1856,1,2,6,209,20,107.4833333,1,2,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
12244,CanRose10B,168-1,2705,2,3,4,129,20,496,0,1,14CRo168-1,11/10/14,CRo,ecoast,CRo_32,landrace,Costeno Rojo,Plantation,Dry
