,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use
5197,CanLabor3,136-2,8737,4,8,7,243,0,114.25,1,6,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5198,CanLabor3,136-2,3074.7,2,3,8,259,20,496,0,10,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5199,CanLabor3,136-2,6461,3,6,6,200,15,528,0,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5200,CanLabor3,136-2,5850,3,6,3,75,10,71.95,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5201,CanLabor3,136-2,7919.1,4,8,1,11,15,114.25,0,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5202,CanLabor3,136-2,1799,1,2,6,194,20,542.5,0,5,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5203,CanLabor3,136-2,3074.3,2,3,8,259,20,496,0,10,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5204,CanLabor3,136-2,3074,2,3,8,259,20,496,0,10,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5205,CanLabor3,136-2,6459.1,3,6,6,200,15,167.99,1,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5206,CanLabor3,136-2,1201,1,2,1,35,10,60.58333333,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5207,CanLabor3,136-2,5856,3,6,3,75,10,528,0,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5208,CanLabor3,136-2,1319,1,2,2,67,15,108.2333333,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5209,CanLabor3,136-2,6576.2,3,6,7,227,20,528,0,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5210,CanLabor3,136-2,8737.2,4,8,7,243,0,114.25,1,6,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5211,CanLabor3,136-2,1320,1,2,2,67,15,156.1666667,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5212,CanLabor3,136-2,3071.3,2,3,8,257,0,496,0,8,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5213,CanLabor3,136-2,8785,4,8,8,254,10,356.75,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5214,CanLabor3,136-2,3074.2,2,3,8,259,20,496,0,10,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5215,CanLabor3,136-2,2634,2,3,3,104,15,350.3833333,1,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5216,CanLabor3,136-2,7917,4,8,1,11,15,114.25,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5217,CanLabor3,136-2,1202.1,1,2,1,35,10,108.4333333,1,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5218,CanLabor3,136-2,2420,2,3,1,35,10,496,0,5,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5219,CanLabor3,136-2,8783.3,4,8,8,254,10,114.25,1,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5220,CanLabor3,136-2,6578,3,6,7,227,20,528,0,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5221,CanLabor3,136-2,5854,3,6,3,75,10,528,0,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5222,CanLabor3,136-2,6459.3,3,6,6,200,15,167.99,1,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5223,CanLabor3,136-2,5853,3,6,3,75,10,408.1,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5224,CanLabor3,136-2,1321,1,2,2,67,15,253.9833333,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5225,CanLabor3,136-2,3074.5,2,3,8,259,20,496,0,10,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5226,CanLabor3,136-2,1731,1,2,5,176,0,542.5,0,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5227,CanLabor3,136-2,3071.6,2,3,8,257,0,496,0,8,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5228,CanLabor3,136-2,7918,4,8,1,11,15,257,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5229,CanLabor3,136-2,3074.1,2,3,8,259,20,496,0,10,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5230,CanLabor3,136-2,6459,3,6,6,200,15,167.99,1,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5231,CanLabor3,136-2,3070,2,3,8,257,0,157.05,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5232,CanLabor3,136-2,8737.5,4,8,7,243,0,114.25,1,6,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5233,CanLabor3,136-2,6461.1,3,6,6,200,15,528,0,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5234,CanLabor3,136-2,8787.2,4,8,8,254,10,500,0,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5235,CanLabor3,136-2,6576.3,3,6,7,227,20,528,0,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5236,CanLabor3,136-2,8737.1,4,8,7,243,0,114.25,1,6,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5237,CanLabor3,136-2,7921,4,8,1,11,15,500,0,5,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5238,CanLabor3,136-2,1729.3,1,2,5,176,0,155.5833333,1,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5239,CanLabor3,136-2,1797,1,2,6,194,20,205.7,1,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5240,CanLabor3,136-2,1730,1,2,5,176,0,445.2333333,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5241,CanLabor3,136-2,3071.2,2,3,8,257,0,496,0,8,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5242,CanLabor3,136-2,3071.1,2,3,8,257,0,496,0,8,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5243,CanLabor3,136-2,8737.4,4,8,7,243,0,114.25,1,6,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5244,CanLabor3,136-2,8784,4,8,8,254,10,164,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5245,CanLabor3,136-2,6575,3,6,7,227,20,215.66,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5246,CanLabor3,136-2,3069,2,3,8,257,0,253.9333333,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5247,CanLabor3,136-2,1323.4,1,2,2,67,15,542.5,0,6,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5248,CanLabor3,136-2,2636.2,2,3,3,104,15,496,0,5,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5249,CanLabor3,136-1,2903.1,2,3,6,202,20,205.6333333,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5250,CanLabor3,136-1,2116.2,1,2,8,276,10,542.5,0,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5251,CanLabor3,136-1,2903.2,2,3,6,202,20,205.6333333,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5252,CanLabor3,136-1,2904,2,3,6,202,20,156.75,1,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5253,CanLabor3,136-1,2279.4,1,2,9,321,15,155.1,1,8,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5254,CanLabor3,136-1,7286,4,7,3,77,10,107.3333333,1,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5255,CanLabor3,136-1,6549,3,6,7,221,15,528,0,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5256,CanLabor3,136-1,7332.1,4,7,3,93,20,396,0,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5257,CanLabor3,136-1,6262,3,6,5,158,10,71.95,1,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5258,CanLabor3,136-1,6548.6,3,6,7,221,15,120.03,1,7,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5259,CanLabor3,136-1,6267,3,6,5,158,10,528,0,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5260,CanLabor3,136-1,1596,1,2,4,138,0,205.85,1,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5261,CanLabor3,136-1,7287.2,4,7,3,77,10,153.75,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5262,CanLabor3,136-1,7559.1,4,7,5,155,15,107.3333333,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5263,CanLabor3,136-1,7331,4,7,3,93,20,203.6666667,1,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5264,CanLabor3,136-1,7333.1,4,7,3,93,20,445,0,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5265,CanLabor3,136-1,6263.2,3,6,5,158,10,120.03,1,4,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5266,CanLabor3,136-1,7333,4,7,3,93,20,445,0,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5267,CanLabor3,136-1,7286.1,4,7,3,77,10,107.3333333,1,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5268,CanLabor3,136-1,7287.1,4,7,3,77,10,153.75,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5269,CanLabor3,136-1,7334.3,4,7,3,93,20,503,0,5,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5270,CanLabor3,136-1,2822.3,2,3,5,172,10,157.5,1,5,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5271,CanLabor3,136-1,2767,2,3,5,151,0,496,0,5,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5272,CanLabor3,136-1,6756,3,6,8,270,20,528,0,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5273,CanLabor3,136-1,3028,2,3,7,243,15,301.7333333,1,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5274,CanLabor3,136-1,6751.1,3,6,8,270,20,167.99,1,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5275,CanLabor3,136-1,2823.4,2,3,5,172,10,496,0,5,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5276,CanLabor3,136-1,2765,2,3,5,151,0,206.3166667,1,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5277,CanLabor3,136-1,7290,4,7,3,77,10,501,0,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5278,CanLabor3,136-1,1598.2,1,2,4,138,0,542.5,0,6,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5279,CanLabor3,136-1,6266,3,6,5,158,10,528,0,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5280,CanLabor3,136-1,7560,4,7,5,155,15,153.75,1,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5281,CanLabor3,136-1,2279.2,1,2,9,321,15,155.1,1,8,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5282,CanLabor3,136-2,5857,3,6,3,75,10,528,0,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5283,CanLabor3,136-2,6463,3,6,6,200,15,528,0,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5284,CanLabor3,136-2,6408,3,6,6,189,0,408.1,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5285,CanLabor3,136-2,6409.1,3,6,6,189,0,528,0,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5286,CanLabor3,136-2,8786,4,8,8,254,10,500,0,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5287,CanLabor3,136-2,2418.2,2,3,1,35,10,157.9666667,1,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5288,CanLabor3,136-2,7919,4,8,1,11,15,114.25,0,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5289,CanLabor3,136-2,8739.2,4,8,7,243,0,500,0,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5290,CanLabor3,136-2,1799.1,1,2,6,194,20,542.5,0,5,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5291,CanLabor3,136-2,2420.3,2,3,1,35,10,496,0,5,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5292,CanLabor3,136-2,6407,3,6,6,189,0,167.99,1,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5293,CanLabor3,136-2,6407.1,3,6,6,189,0,167.99,1,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5294,CanLabor3,136-2,6577,3,6,7,227,20,528,0,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5295,CanLabor3,136-2,2420.4,2,3,1,35,10,496,0,5,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5296,CanLabor3,136-2,5852.1,3,6,3,75,10,167.99,1,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5297,CanLabor3,136-2,8783,4,8,8,254,10,114.25,1,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5298,CanLabor3,136-2,5855,3,6,3,75,10,528,0,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5299,CanLabor3,136-2,5851,3,6,3,75,10,120.03,1,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5300,CanLabor3,136-2,8783.1,4,8,8,254,10,114.25,1,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5301,CanLabor3,136-2,1797.1,1,2,6,194,20,205.7,1,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5302,CanLabor3,136-2,1799.3,1,2,6,194,20,542.5,0,5,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5303,CanLabor3,136-2,6409,3,6,6,189,0,528,0,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5304,CanLabor3,136-2,6462,3,6,6,200,15,528,0,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5305,CanLabor3,136-2,1798,1,2,6,194,20,302.5833333,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5306,CanLabor3,136-2,2418.1,2,3,1,35,10,157.9666667,1,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5307,CanLabor3,136-2,8787.1,4,8,8,254,10,500,0,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5308,CanLabor3,136-2,8738,4,8,7,243,0,453,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5309,CanLabor3,136-2,6576.1,3,6,7,227,20,528,0,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5310,CanLabor3,136-2,6407.2,3,6,6,189,0,167.99,1,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5311,CanLabor3,136-2,1202,1,2,1,35,10,108.4333333,1,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5312,CanLabor3,136-2,8737.3,4,8,7,243,0,114.25,1,6,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5313,CanLabor3,136-2,1799.2,1,2,6,194,20,542.5,0,5,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5314,CanLabor3,136-2,6406.2,3,6,6,189,0,120.03,1,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5315,CanLabor3,136-1,7559,4,7,5,155,15,107.3333333,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5316,CanLabor3,136-1,6265,3,6,5,158,10,528,0,1,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5317,CanLabor3,136-1,7561,4,7,5,155,15,203.6666667,1,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5318,CanLabor3,136-1,7559.2,4,7,5,155,15,107.3333333,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5319,CanLabor3,136-1,7561.1,4,7,5,155,15,203.6666667,1,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5320,CanLabor3,136-1,2279.3,1,2,9,321,15,155.1,1,8,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5321,CanLabor3,136-1,6266.1,3,6,5,158,10,528,0,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5322,CanLabor3,136-2,1323,1,2,2,67,15,542.5,0,6,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5323,CanLabor3,136-2,2419,2,3,1,35,10,61.03333333,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5324,CanLabor3,136-2,2636.1,2,3,3,104,15,496,0,5,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5325,CanLabor3,136-2,1204,1,2,1,35,10,542.5,0,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5326,CanLabor3,136-2,3071,2,3,8,257,0,496,0,8,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5327,CanLabor3,136-2,3074.6,2,3,8,259,20,496,0,10,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5328,CanLabor3,136-2,1731.1,1,2,5,176,0,542.5,0,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5329,CanLabor3,136-2,1322,1,2,2,67,15,396.1,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5330,CanLabor3,136-2,3074.8,2,3,8,259,20,496,0,10,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5331,CanLabor3,136-2,5852,3,6,3,75,10,167.99,1,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5332,CanLabor3,136-2,1729.1,1,2,5,176,0,155.5833333,1,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5333,CanLabor3,136-2,1728.1,1,2,5,176,0,107.6,1,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5334,CanLabor3,136-2,2633,2,3,3,104,15,495.1166667,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5335,CanLabor3,136-2,1204.1,1,2,1,35,10,542.5,0,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5336,CanLabor3,136-2,3071.7,2,3,8,257,0,496,0,8,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5337,CanLabor3,136-2,1203.2,1,2,1,35,10,156.35,1,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5338,CanLabor3,136-2,1797.2,1,2,6,194,20,205.7,1,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5339,CanLabor3,136-2,6576,3,6,7,227,20,528,0,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5340,CanLabor3,136-2,6574,3,6,7,227,20,167.99,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5341,CanLabor3,136-2,6406,3,6,6,189,0,120.03,1,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5342,CanLabor3,136-2,6410,3,6,6,189,0,528,0,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5343,CanLabor3,136-2,7920,4,8,1,11,15,453,0,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5344,CanLabor3,136-2,1729,1,2,5,176,0,155.5833333,1,4,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5345,CanLabor3,136-2,5851.1,3,6,3,75,10,120.03,1,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5346,CanLabor3,136-2,1731.2,1,2,5,176,0,542.5,0,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5347,CanLabor3,136-2,3074.4,2,3,8,259,20,496,0,10,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5348,CanLabor3,136-2,3074.9,2,3,8,259,20,496,0,10,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5349,CanLabor3,136-2,1204.2,1,2,1,35,10,542.5,0,3,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5350,CanLabor3,136-2,1728,1,2,5,176,0,107.6,1,2,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5351,CanLabor3,136-2,3071.5,2,3,8,257,0,496,0,8,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5352,CanLabor3,136-1,7288.1,4,7,3,77,10,203.6666667,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5353,CanLabor3,136-1,7288,4,7,3,77,10,203.6666667,1,3,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5354,CanLabor3,136-1,7332,4,7,3,93,20,396,0,2,14CAg136-1,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5355,CanLabor3,136-2,1796,1,2,6,194,20,155.5,1,1,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
5356,CanLabor3,136-2,1323.5,1,2,2,67,15,542.5,0,6,14CAg136-2,11/10/14,CAg,central valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
