,X.1,sampleid,line,X,rep,run,shelf,plate,trt,end,status,number,pedigree,planting.date,landrace.abb,region,pop,population.type,landrace.name,cultivation,main.use,uniqueplate
16278,16278,CanSPablo4,181-1,8212.1,4,8,3,88,20,308.2,1,2,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_88
16279,16279,CanSPablo4,181-1,8969,4,8,9,296,0,Inf,0,1,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_296
16280,16280,CanSPablo4,181-1,4784,3,5,5,150,15,254,1,2,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,5_150
16281,16281,CanSPablo4,181-1,8055.7,4,8,2,44,15,163.5,1,8,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_44
16282,16282,CanSPablo4,181-1,8055.4,4,8,2,44,15,163.5,1,8,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_44
16283,16283,CanSPablo4,181-1,8055.3,4,8,2,44,15,163.5,1,8,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_44
16284,16284,CanSPablo4,181-1,327,1,1,3,95,20,390,1,1,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_95
16285,16285,CanSPablo4,181-1,2.2,1,1,1,1,0,150.3,1,3,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_1
16286,16286,CanSPablo4,181-1,324,1,1,3,95,20,150.4,1,1,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_95
16287,16287,CanSPablo4,181-1,4787,3,5,5,150,15,Inf,1,1,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,5_150
16288,16288,CanSPablo4,181-1,8212,4,8,3,88,20,308.2,1,2,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_88
16289,16289,CanSPablo4,181-1,328,1,1,3,95,20,437.9,1,1,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_95
16290,16290,CanSPablo4,181-1,8211.1,4,8,3,88,20,258,1,2,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_88
16292,16292,CanSPablo4,181-1,8214,4,8,3,88,20,Inf,1,1,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_88
16294,16294,CanSPablo4,181-1,8612.2,4,8,6,206,10,65.8,1,5,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_206
16295,16295,CanSPablo4,181-1,4940,3,5,6,186,0,61.8,1,1,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,5_186
16296,16296,CanSPablo4,181-1,613,1,1,5,175,15,150.5,1,3,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_175
16297,16297,CanSPablo4,181-1,325.2,1,1,3,95,20,295.1,1,5,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_95
16298,16298,CanSPablo4,181-1,8055.1,4,8,2,44,15,163.5,1,8,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_44
16299,16299,CanSPablo4,181-1,4601.2,3,5,3,105,10,156.8,1,5,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,5_105
16301,16301,CanSPablo4,181-1,4603,3,5,3,105,10,254,1,1,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,5_105
16302,16302,CanSPablo4,181-1,8966,4,8,9,296,0,211,1,3,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_296
16303,16303,CanSPablo4,181-1,3386.1,2,4,2,46,10,160.3,1,3,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,4_46
16304,16304,CanSPablo4,181-1,2.1,1,1,1,1,0,150.3,1,3,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_1
16305,16305,CanSPablo4,181-1,8966.2,4,8,9,296,0,211,1,3,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_296
16306,16306,CanSPablo4,181-1,8967,4,8,9,296,0,308.8,1,1,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_296
16308,16308,CanSPablo4,181-1,1.4,1,1,1,1,0,101.9,1,5,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_1
16311,16311,CanSPablo4,181-1,8612.3,4,8,6,206,10,65.8,1,5,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_206
16312,16312,CanSPablo4,181-1,4783,3,5,5,150,15,207,1,1,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,5_150
16313,16313,CanSPablo4,181-1,4601.4,3,5,3,105,10,156.8,1,5,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,5_105
16314,16314,CanSPablo4,181-1,4600,3,5,3,105,10,109.5,1,2,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,5_105
16315,16315,CanSPablo4,181-1,8615,4,8,6,206,10,308.5,1,1,14Tav181-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_206
16461,16461,CanSPablo6,183-1,1683.1,1,2,5,163,15,205.8,1,5,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,2_163
16468,16468,CanSPablo6,183-1,1684.2,1,2,5,163,15,253.8,1,3,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,2_163
16474,16474,CanSPablo6,183-1,8327.2,4,8,4,119,10,114.2,1,3,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_119
16475,16475,CanSPablo6,183-1,8330,4,8,4,119,10,Inf,1,2,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_119
16486,16486,CanSPablo6,183-1,1682,1,2,5,163,15,155.6,1,1,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,2_163
16494,16494,CanSPablo6,183-1,1683.2,1,2,5,163,15,205.8,1,5,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,2_163
16498,16498,CanSPablo6,183-1,1683,1,2,5,163,15,205.8,1,5,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,2_163
16500,16500,CanSPablo6,183-1,8327.1,4,8,4,119,10,114.2,1,3,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_119
16510,16510,CanSPablo6,183-1,8329,4,8,4,119,10,453,1,1,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_119
16514,16514,CanSPablo6,183-1,1685,1,2,5,163,15,Inf,0,1,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,2_163
16530,16530,CanSPablo6,183-1,1684.1,1,2,5,163,15,253.8,1,3,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,2_163
16532,16532,CanSPablo6,183-1,1683.3,1,2,5,163,15,205.8,1,5,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,2_163
16555,16555,CanSPablo6,183-1,8328.1,4,8,4,119,10,163.7,1,4,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_119
16559,16559,CanSPablo6,183-1,8327,4,8,4,119,10,114.2,1,3,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_119
16569,16569,CanSPablo6,183-1,8328.3,4,8,4,119,10,163.7,1,4,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_119
16570,16570,CanSPablo6,183-1,8328,4,8,4,119,10,163.7,1,4,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_119
16579,16579,CanSPablo6,183-1,1683.4,1,2,5,163,15,205.8,1,5,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,2_163
16581,16581,CanSPablo6,183-1,8328.2,4,8,4,119,10,163.7,1,4,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_119
16596,16596,CanSPablo6,183-1,8330.1,4,8,4,119,10,Inf,1,2,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_119
16606,16606,CanSPablo6,183-1,1684,1,2,5,163,15,253.8,1,3,14Tav183-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,2_163
16617,16617,CanSPablo7,184-1,8088.3,4,8,2,54,0,211,1,4,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_54
16618,16618,CanSPablo7,184-1,8090,4,8,2,54,0,404,1,1,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_54
16619,16619,CanSPablo7,184-1,8088.2,4,8,2,54,0,211,1,4,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_54
16621,16621,CanSPablo7,184-1,8609.2,4,8,6,205,10,163.7,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_205
16625,16625,CanSPablo7,184-1,657.2,1,1,6,191,10,102.1,1,4,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_191
16627,16627,CanSPablo7,184-1,8608,4,8,6,205,10,114.2,1,1,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_205
16628,16628,CanSPablo7,184-1,658.1,1,1,6,191,10,150.6,1,5,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_191
16629,16629,CanSPablo7,184-1,8611,4,8,6,205,10,Inf,0,1,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_205
16630,16630,CanSPablo7,184-1,8609.6,4,8,6,205,10,163.7,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_205
16631,16631,CanSPablo7,184-1,8609.3,4,8,6,205,10,163.7,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_205
16634,16634,CanSPablo7,184-1,8609.1,4,8,6,205,10,163.7,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_205
16635,16635,CanSPablo7,184-1,8091,4,8,2,54,0,Inf,0,1,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_54
16638,16638,CanSPablo7,184-1,8087,4,8,2,54,0,163.5,1,1,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_54
16641,16641,CanSPablo7,184-1,8088.1,4,8,2,54,0,211,1,4,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_54
16643,16643,CanSPablo7,184-1,8089.2,4,8,2,54,0,308.2,1,3,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_54
16646,16646,CanSPablo7,184-1,8089.1,4,8,2,54,0,308.2,1,3,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_54
16652,16652,CanSPablo7,184-1,8089,4,8,2,54,0,308.2,1,3,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_54
16654,16654,CanSPablo7,184-1,8088,4,8,2,54,0,211,1,4,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_54
16660,16660,CanSPablo7,184-1,242,1,1,2,72,20,342.1,1,2,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_72
16661,16661,CanSPablo7,184-1,240.2,1,1,2,72,20,198.2,1,4,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_72
16667,16667,CanSPablo7,184-1,8610,4,8,6,205,10,258,1,1,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_205
16673,16673,CanSPablo7,184-1,242.1,1,1,2,72,20,342.1,1,2,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_72
16676,16676,CanSPablo7,184-1,240,1,1,2,72,20,198.2,1,4,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_72
16677,16677,CanSPablo7,184-1,241.1,1,1,2,72,20,246,1,3,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_72
16681,16681,CanSPablo7,184-1,657.1,1,1,6,191,10,102.1,1,4,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_191
16685,16685,CanSPablo7,184-1,658,1,1,6,191,10,150.6,1,5,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_191
16688,16688,CanSPablo7,184-1,240.3,1,1,2,72,20,198.2,1,4,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_72
16699,16699,CanSPablo7,184-1,241,1,1,2,72,20,246,1,3,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_72
16701,16701,CanSPablo7,184-1,240.1,1,1,2,72,20,198.2,1,4,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_72
16710,16710,CanSPablo7,184-1,657,1,1,6,191,10,102.1,1,4,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_191
16712,16712,CanSPablo7,184-1,228.1,1,1,2,68,15,150.4,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_68
16718,16718,CanSPablo7,184-1,658.2,1,1,6,191,10,150.6,1,5,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_191
16719,16719,CanSPablo7,184-1,658.4,1,1,6,191,10,150.6,1,5,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_191
16720,16720,CanSPablo7,184-1,228.4,1,1,2,68,15,150.4,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_68
16725,16725,CanSPablo7,184-1,8609.5,4,8,6,205,10,163.7,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_205
16728,16728,CanSPablo7,184-1,658.3,1,1,6,191,10,150.6,1,5,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_191
16733,16733,CanSPablo7,184-1,657.3,1,1,6,191,10,102.1,1,4,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_191
16735,16735,CanSPablo7,184-1,228.5,1,1,2,68,15,150.4,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_68
16736,16736,CanSPablo7,184-1,228.3,1,1,2,68,15,150.4,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_68
16739,16739,CanSPablo7,184-1,8609.4,4,8,6,205,10,163.7,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_205
16746,16746,CanSPablo7,184-1,659,1,1,6,191,10,Inf,0,1,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_191
16748,16748,CanSPablo7,184-1,228.6,1,1,2,68,15,150.4,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_68
16750,16750,CanSPablo7,184-1,228.2,1,1,2,68,15,150.4,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_68
16753,16753,CanSPablo7,184-1,8609,4,8,6,205,10,163.7,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,8_205
16754,16754,CanSPablo7,184-1,241.2,1,1,2,72,20,246,1,3,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_72
16757,16757,CanSPablo7,184-1,243,1,1,2,72,20,Inf,0,1,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_72
16761,16761,CanSPablo7,184-1,230,1,1,2,68,15,Inf,0,1,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_68
16762,16762,CanSPablo7,184-1,229,1,1,2,68,15,198.2,1,2,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_68
16765,16765,CanSPablo7,184-1,228,1,1,2,68,15,150.4,1,7,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_68
16776,16776,CanSPablo7,184-1,229.1,1,1,2,68,15,198.2,1,2,14Tav184-1,11/10/14,Tav,central valleys,Tav_37,landrace,Taviche,Milpa,Dry,1_68
16777,16777,CanStaCruz11,170-1,1022.1,1,1,9,305,15,150.7,1,5,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_305
16781,16781,CanStaCruz11,170-1,6312,3,6,5,167,20,Inf,0,1,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,6_167
16789,16789,CanStaCruz11,170-1,1028,1,1,9,306,0,Inf,0,1,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_306
16794,16794,CanStaCruz11,170-1,6310.4,3,6,5,167,20,168,1,7,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,6_167
16800,16800,CanStaCruz11,170-1,1022,1,1,9,305,15,150.7,1,5,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_305
16803,16803,CanStaCruz11,170-1,1022.2,1,1,9,305,15,150.7,1,5,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_305
16808,16808,CanStaCruz11,170-1,6310.1,3,6,5,167,20,168,1,7,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,6_167
16815,16815,CanStaCruz11,170-1,1021,1,1,9,305,15,102.3,1,2,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_305
16817,16817,CanStaCruz11,170-1,1022.3,1,1,9,305,15,150.7,1,5,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_305
16832,16832,CanStaCruz11,170-1,1021.1,1,1,9,305,15,102.3,1,2,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_305
16835,16835,CanStaCruz11,170-1,1025.1,1,1,9,306,0,102.3,1,4,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_306
16836,16836,CanStaCruz11,170-1,1023,1,1,9,305,15,198.6,1,2,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_305
16843,16843,CanStaCruz11,170-1,6310.5,3,6,5,167,20,168,1,7,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,6_167
16845,16845,CanStaCruz11,170-1,6310.2,3,6,5,167,20,168,1,7,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,6_167
16850,16850,CanStaCruz11,170-1,1026,1,1,9,306,0,150.7,1,4,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_306
16855,16855,CanStaCruz11,170-1,1025.2,1,1,9,306,0,102.3,1,4,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_306
16857,16857,CanStaCruz11,170-1,1026.2,1,1,9,306,0,150.7,1,4,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_306
16858,16858,CanStaCruz11,170-1,6310.3,3,6,5,167,20,168,1,7,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,6_167
16859,16859,CanStaCruz11,170-1,1027,1,1,9,306,0,342.5,1,1,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_306
16867,16867,CanStaCruz11,170-1,1026.1,1,1,9,306,0,150.7,1,4,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_306
16868,16868,CanStaCruz11,170-1,1024,1,1,9,305,15,Inf,0,1,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_305
16869,16869,CanStaCruz11,170-1,1023.1,1,1,9,305,15,198.6,1,2,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_305
16899,16899,CanStaCruz11,170-1,1022.4,1,1,9,305,15,150.7,1,5,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_305
16900,16900,CanStaCruz11,170-1,6310.6,3,6,5,167,20,168,1,7,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,6_167
16901,16901,CanStaCruz11,170-1,1025.3,1,1,9,306,0,102.3,1,4,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_306
16902,16902,CanStaCruz11,170-1,1026.3,1,1,9,306,0,150.7,1,4,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_306
16903,16903,CanStaCruz11,170-1,1025,1,1,9,306,0,102.3,1,4,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_306
16911,16911,CanStaCruz11,170-1,6311,3,6,5,167,20,215.7,1,2,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,6_167
16913,16913,CanStaCruz11,170-1,6310,3,6,5,167,20,168,1,7,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,6_167
16935,16935,CanStaCruz11,170-1,6311.1,3,6,5,167,20,215.7,1,2,14CAg170-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,6_167
16944,16944,CanStaCruz14,173-1,399.2,1,1,4,116,20,246.1,1,5,14CAg173-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_116
16958,16958,CanStaCruz14,173-1,399,1,1,4,116,20,246.1,1,5,14CAg173-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_116
16969,16969,CanStaCruz14,173-1,399.1,1,1,4,116,20,246.1,1,5,14CAg173-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_116
16985,16985,CanStaCruz14,173-1,400.1,1,1,4,116,20,295.1,1,2,14CAg173-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_116
16994,16994,CanStaCruz14,173-1,399.3,1,1,4,116,20,246.1,1,5,14CAg173-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_116
16999,16999,CanStaCruz14,173-1,401,1,1,4,116,20,342.3,1,1,14CAg173-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_116
17001,17001,CanStaCruz14,173-1,402,1,1,4,116,20,Inf,0,1,14CAg173-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_116
17020,17020,CanStaCruz14,173-1,399.4,1,1,4,116,20,246.1,1,5,14CAg173-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_116
17085,17085,CanStaCruz14,173-1,398,1,1,4,116,20,198.3,1,1,14CAg173-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_116
17087,17087,CanStaCruz14,173-1,400,1,1,4,116,20,295.1,1,2,14CAg173-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_116
17247,17247,CanStaCruz15,174-1,993,1,1,9,293,15,390.5,1,1,14CAg174-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_293
17259,17259,CanStaCruz15,174-1,1075,1,1,9,323,20,295.4,1,1,14CAg174-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_323
17260,17260,CanStaCruz15,174-1,8467,4,8,5,167,20,258,1,3,14CAg174-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,8_167
17268,17268,CanStaCruz15,174-1,1073.3,1,1,9,323,20,198.6,1,5,14CAg174-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_323
17275,17275,CanStaCruz15,174-1,992.6,1,1,9,293,15,150.7,1,8,14CAg174-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_293
17277,17277,CanStaCruz15,174-1,992.1,1,1,9,293,15,150.7,1,8,14CAg174-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_293
17281,17281,CanStaCruz15,174-1,1076,1,1,9,323,20,342.5,1,2,14CAg174-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_323
17289,17289,CanStaCruz15,174-1,992.5,1,1,9,293,15,150.7,1,8,14CAg174-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_293
17293,17293,CanStaCruz15,174-1,1073,1,1,9,323,20,198.6,1,5,14CAg174-1,11/10/14,CAg,central valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh,1_323
