"","X.1","sampleid","line","X","rep","run","shelf","plate","trt","end","status","number","pedigree","planting.date","landrace.abb","region","pop","population.type","landrace.name","cultivation","main.use","uniqueplate"
"3981",3981,"CanEjutla3","191-2",2802.9,2,"3",5,163,15,157.5,1,10,"14UNK191-2","11/10/14","CdA","central valleys","","landrace","Chile de Agua","Plantation","Fresh","3_163"
"3983",3983,"CanEjutla3","191-2",381,1,"1",4,112,10,150.5,1,8,"14UNK191-2","11/10/14","CdA","central valleys","","landrace","Chile de Agua","Plantation","Fresh","1_112"
"3984",3984,"CanEjutla3","191-2",381.2,1,"1",4,112,10,150.5,1,8,"14UNK191-2","11/10/14","CdA","central valleys","","landrace","Chile de Agua","Plantation","Fresh","1_112"
"3989",3989,"CanEjutla3","191-2",381.5,1,"1",4,112,10,150.5,1,8,"14UNK191-2","11/10/14","CdA","central valleys","","landrace","Chile de Agua","Plantation","Fresh","1_112"
"3995",3995,"CanGpe1","84-1",8714.5,4,"8",7,234,0,114.2,1,6,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_234"
"3999",3999,"CanGpe1","84-1",5005.2,3,"5",6,199,10,156.8,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","5_199"
"4000",4000,"CanGpe1","84-1",5005.3,3,"5",6,199,10,156.8,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","5_199"
"4007",4007,"CanGpe1","84-1",8715,4,"8",7,234,0,164,1,3,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_234"
"4010",4010,"CanGpe1","84-1",5005.5,3,"5",6,199,10,156.8,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","5_199"
"4012",4012,"CanGpe1","84-1",5005.1,3,"5",6,199,10,156.8,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","5_199"
"4013",4013,"CanGpe1","84-1",5005,3,"5",6,199,10,156.8,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","5_199"
"4014",4014,"CanGpe1","84-1",5004.1,3,"5",6,199,10,61.8,1,2,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","5_199"
"4019",4019,"CanGpe1","84-1",2554.9,2,"3",3,77,0,157.9,1,10,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","3_77"
"4023",4023,"CanGpe1","84-1",5005.6,3,"5",6,199,10,156.8,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","5_199"
"4026",4026,"CanGpe1","84-1",599,1,"1",5,171,10,150.5,1,3,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_171"
"4027",4027,"CanGpe1","84-1",8714.2,4,"8",7,234,0,114.2,1,6,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_234"
"4030",4030,"CanGpe1","84-1",9064.2,4,"8",9,319,10,114.2,1,6,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_319"
"4031",4031,"CanGpe1","84-1",9065.3,4,"8",9,319,10,164,1,4,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_319"
"4033",4033,"CanGpe1","84-1",2554.8,2,"3",3,77,0,157.9,1,10,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","3_77"
"4039",4039,"CanGpe1","84-1",599.2,1,"1",5,171,10,150.5,1,3,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_171"
"4040",4040,"CanGpe1","84-1",5004,3,"5",6,199,10,61.8,1,2,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","5_199"
"4043",4043,"CanGpe1","84-1",8714,4,"8",7,234,0,114.2,1,6,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_234"
"4050",4050,"CanGpe1","84-1",598.5,1,"1",5,171,10,102.1,1,7,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_171"
"4055",4055,"CanGpe1","84-1",9064.5,4,"8",9,319,10,114.2,1,6,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_319"
"4056",4056,"CanGpe1","84-1",9064.3,4,"8",9,319,10,114.2,1,6,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_319"
"4060",4060,"CanGpe1","84-1",222.6,1,"1",2,66,15,150.4,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_66"
"4064",4064,"CanGpe1","84-1",9065.1,4,"8",9,319,10,164,1,4,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_319"
"4065",4065,"CanGpe1","84-1",598.4,1,"1",5,171,10,102.1,1,7,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_171"
"4067",4067,"CanGpe1","84-1",2554.7,2,"3",3,77,0,157.9,1,10,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","3_77"
"4069",4069,"CanGpe1","84-1",9064,4,"8",9,319,10,114.2,1,6,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_319"
"4070",4070,"CanGpe1","84-1",9065.2,4,"8",9,319,10,164,1,4,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_319"
"4072",4072,"CanGpe1","84-1",9065,4,"8",9,319,10,164,1,4,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_319"
"4074",4074,"CanGpe1","84-1",8714.3,4,"8",7,234,0,114.2,1,6,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_234"
"4076",4076,"CanGpe1","84-1",598.3,1,"1",5,171,10,102.1,1,7,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_171"
"4077",4077,"CanGpe1","84-1",2554.6,2,"3",3,77,0,157.9,1,10,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","3_77"
"4078",4078,"CanGpe1","84-1",598.2,1,"1",5,171,10,102.1,1,7,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_171"
"4080",4080,"CanGpe1","84-1",598.1,1,"1",5,171,10,102.1,1,7,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_171"
"4081",4081,"CanGpe1","84-1",9064.1,4,"8",9,319,10,114.2,1,6,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_319"
"4082",4082,"CanGpe1","84-1",2554.5,2,"3",3,77,0,157.9,1,10,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","3_77"
"4083",4083,"CanGpe1","84-1",598,1,"1",5,171,10,102.1,1,7,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_171"
"4090",4090,"CanGpe1","84-1",599.1,1,"1",5,171,10,150.5,1,3,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_171"
"4095",4095,"CanGpe1","84-1",222.7,1,"1",2,66,15,150.4,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_66"
"4100",4100,"CanGpe1","84-1",222.5,1,"1",2,66,15,150.4,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_66"
"4102",4102,"CanGpe1","84-1",2554.3,2,"3",3,77,0,157.9,1,10,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","3_77"
"4108",4108,"CanGpe1","84-1",222.4,1,"1",2,66,15,150.4,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_66"
"4110",4110,"CanGpe1","84-1",222.1,1,"1",2,66,15,150.4,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_66"
"4113",4113,"CanGpe1","84-1",8715.1,4,"8",7,234,0,164,1,3,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_234"
"4117",4117,"CanGpe1","84-1",8714.4,4,"8",7,234,0,114.2,1,6,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_234"
"4119",4119,"CanGpe1","84-1",2554.4,2,"3",3,77,0,157.9,1,10,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","3_77"
"4120",4120,"CanGpe1","84-1",223,1,"1",2,66,15,198.2,1,1,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_66"
"4122",4122,"CanGpe1","84-1",8713,4,"8",7,234,0,65.8,1,1,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_234"
"4123",4123,"CanGpe1","84-1",5005.7,3,"5",6,199,10,156.8,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","5_199"
"4126",4126,"CanGpe1","84-1",9064.4,4,"8",9,319,10,114.2,1,6,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_319"
"4128",4128,"CanGpe1","84-1",2554.1,2,"3",3,77,0,157.9,1,10,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","3_77"
"4129",4129,"CanGpe1","84-1",2554,2,"3",3,77,0,157.9,1,10,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","3_77"
"4130",4130,"CanGpe1","84-1",222.2,1,"1",2,66,15,150.4,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_66"
"4131",4131,"CanGpe1","84-1",8715.2,4,"8",7,234,0,164,1,3,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_234"
"4133",4133,"CanGpe1","84-1",5005.4,3,"5",6,199,10,156.8,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","5_199"
"4134",4134,"CanGpe1","84-1",2554.2,2,"3",3,77,0,157.9,1,10,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","3_77"
"4136",4136,"CanGpe1","84-1",222.3,1,"1",2,66,15,150.4,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_66"
"4144",4144,"CanGpe1","84-1",8714.1,4,"8",7,234,0,114.2,1,6,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","8_234"
"4146",4146,"CanGpe1","84-1",598.6,1,"1",5,171,10,102.1,1,7,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_171"
"4147",4147,"CanGpe1","84-1",221,1,"1",2,66,15,102,1,1,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_66"
"4149",4149,"CanGpe1","84-1",222,1,"1",2,66,15,150.4,1,8,"14CRo84-1","11/10/14","CRo","wcoast","CRo_2","landrace","Costeno Rojo","Plantation","Dry","1_66"
"4151",4151,"CanHuax2","88-1",5142.1,3,"5",7,239,0,156.8,1,5,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","5_239"
"4157",4157,"CanHuax2","88-1",1884.2,1,"2",6,216,0,253.8,1,3,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_216"
"4159",4159,"CanHuax2","88-1",5141,3,"5",7,239,0,109.5,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","5_239"
"4161",4161,"CanHuax2","88-1",5140,3,"5",7,239,0,61.8,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","5_239"
"4170",4170,"CanHuax2","88-1",1885,1,"2",6,216,0,302.6,1,4,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_216"
"4200",4200,"CanHuax2","88-1",1819,1,"2",6,200,15,542.3,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_200"
"4212",4212,"CanHuax2","88-1",1883,1,"2",6,216,0,205.7,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_216"
"4215",4215,"CanHuax2","88-1",1884,1,"2",6,216,0,253.8,1,3,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_216"
"4224",4224,"CanHuax2","88-1",5142,3,"5",7,239,0,156.8,1,5,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","5_239"
"4226",4226,"CanHuax2","88-1",1884.1,1,"2",6,216,0,253.8,1,3,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_216"
"4231",4231,"CanHuax2","88-1",5144,3,"5",7,239,0,254,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","5_239"
"4232",4232,"CanHuax2","88-1",5143,3,"5",7,239,0,207,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","5_239"
"4233",4233,"CanHuax2","88-1",1887,1,"2",6,216,0,494.2,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_216"
"4243",4243,"CanHuax2","88-1",1813.3,1,"2",6,200,15,107.5,1,4,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_200"
"4244",4244,"CanHuax2","88-1",1813.1,1,"2",6,200,15,107.5,1,4,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_200"
"4245",4245,"CanHuax2","88-1",1813,1,"2",6,200,15,107.5,1,4,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_200"
"4247",4247,"CanHuax2","88-1",5142.2,3,"5",7,239,0,156.8,1,5,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","5_239"
"4256",4256,"CanHuax2","88-1",1815,1,"2",6,200,15,302.6,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_200"
"4258",4258,"CanHuax2","88-1",1885.2,1,"2",6,216,0,302.6,1,4,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_216"
"4262",4262,"CanHuax2","88-1",5142.3,3,"5",7,239,0,156.8,1,5,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","5_239"
"4264",4264,"CanHuax2","88-1",5142.4,3,"5",7,239,0,156.8,1,5,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","5_239"
"4279",4279,"CanHuax2","88-1",1885.1,1,"2",6,216,0,302.6,1,4,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_216"
"4284",4284,"CanHuax2","88-1",1816,1,"2",6,200,15,395.4,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_200"
"4285",4285,"CanHuax2","88-1",1885.3,1,"2",6,216,0,302.6,1,4,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_216"
"4287",4287,"CanHuax2","88-1",1813.2,1,"2",6,200,15,107.5,1,4,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_200"
"4289",4289,"CanHuax2","88-1",5145,3,"5",7,239,0,352,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","5_239"
"4290",4290,"CanHuax2","88-1",1814,1,"2",6,200,15,253.8,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_200"
"4291",4291,"CanHuax2","88-1",1886,1,"2",6,216,0,395.4,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_216"
"4296",4296,"CanHuax2","88-1",1818,1,"2",6,200,15,494.2,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_200"
"4297",4297,"CanHuax2","88-1",1817,1,"2",6,200,15,445.2,1,1,"14Piq88-1","11/10/14","Piq","wcoast","Piq_6","landrace","Piquin","Backyard","Fresh","2_200"
"4589",4589,"CanLabor1","134-2",1223.4,1,"2",2,41,10,108.2,1,6,"14CAg134-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","2_41"
"4591",4591,"CanLabor1","134-2",1223.2,1,"2",2,41,10,108.2,1,6,"14CAg134-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","2_41"
"4653",4653,"CanLabor1","134-2",1224,1,"2",2,41,10,156.2,1,4,"14CAg134-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","2_41"
"4701",4701,"CanLabor1","134-2",1223.3,1,"2",2,41,10,108.2,1,6,"14CAg134-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","2_41"
"4702",4702,"CanLabor1","134-2",1223.1,1,"2",2,41,10,108.2,1,6,"14CAg134-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","2_41"
"4716",4716,"CanLabor1","134-2",1224.1,1,"2",2,41,10,156.2,1,4,"14CAg134-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","2_41"
"4719",4719,"CanLabor1","134-2",1223.5,1,"2",2,41,10,108.2,1,6,"14CAg134-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","2_41"
"4721",4721,"CanLabor1","134-2",1223,1,"2",2,41,10,108.2,1,6,"14CAg134-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","2_41"
"4741",4741,"CanLabor1","134-2",1224.2,1,"2",2,41,10,156.2,1,4,"14CAg134-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","2_41"
"4761",4761,"CanLabor1","134-2",1224.3,1,"2",2,41,10,156.2,1,4,"14CAg134-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","2_41"
"5560",5560,"CanLabor4","137-2",83.1,1,"1",1,23,0,198.1,1,3,"14CAg137-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","1_23"
"5561",5561,"CanLabor4","137-2",83,1,"1",1,23,0,198.1,1,3,"14CAg137-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","1_23"
"5576",5576,"CanLabor4","137-2",81.3,1,"1",1,23,0,101.9,1,5,"14CAg137-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","1_23"
"5589",5589,"CanLabor4","137-2",83.2,1,"1",1,23,0,198.1,1,3,"14CAg137-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","1_23"
"5592",5592,"CanLabor4","137-2",81,1,"1",1,23,0,101.9,1,5,"14CAg137-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","1_23"
"5633",5633,"CanLabor4","137-2",81.4,1,"1",1,23,0,101.9,1,5,"14CAg137-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","1_23"
"5655",5655,"CanLabor4","137-2",82,1,"1",1,23,0,150.3,1,2,"14CAg137-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","1_23"
"5660",5660,"CanLabor4","137-2",81.1,1,"1",1,23,0,101.9,1,5,"14CAg137-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","1_23"
"5669",5669,"CanLabor4","137-2",82.1,1,"1",1,23,0,150.3,1,2,"14CAg137-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","1_23"
"5692",5692,"CanLabor4","137-2",81.2,1,"1",1,23,0,101.9,1,5,"14CAg137-2","11/10/14","CAg","central valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh","1_23"
"6262",6262,"CanLag4","98-1",8215,4,"8",3,89,15,114.2,1,7,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_89"
"6263",6263,"CanLag4","98-1",6936.1,3,"6",9,307,10,72,1,3,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","6_307"
"6264",6264,"CanLag4","98-1",209.3,1,"1",2,62,15,102,1,9,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","1_62"
"6265",6265,"CanLag4","98-1",8215.2,4,"8",3,89,15,114.2,1,7,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_89"
"6266",6266,"CanLag4","98-1",6938.6,3,"6",9,308,20,168,1,7,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","6_308"
"6268",6268,"CanLag4","98-1",2912.7,2,"3",6,205,0,156.8,1,8,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","3_205"
"6269",6269,"CanLag4","98-1",8272.3,4,"8",3,105,0,163.7,1,4,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_105"
"6270",6270,"CanLag4","98-1",8273,4,"8",3,105,0,308.2,1,1,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_105"
"6271",6271,"CanLag4","98-1",6937.2,3,"6",9,307,10,120,1,7,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","6_307"
"6274",6274,"CanLag4","98-1",8271.4,4,"8",3,105,0,114.2,1,5,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_105"
"6275",6275,"CanLag4","98-1",8271,4,"8",3,105,0,114.2,1,5,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_105"
"6276",6276,"CanLag4","98-1",8271.2,4,"8",3,105,0,114.2,1,5,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_105"
"6278",6278,"CanLag4","98-1",563,1,"1",5,161,0,542.5,1,1,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","1_161"
"6280",6280,"CanLag4","98-1",8109.2,4,"8",2,58,10,114.2,1,7,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_58"
"6282",6282,"CanLag4","98-1",8109.1,4,"8",2,58,10,114.2,1,7,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_58"
"6283",6283,"CanLag4","98-1",2912,2,"3",6,205,0,156.8,1,8,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","3_205"
"6285",6285,"CanLag4","98-1",6938.5,3,"6",9,308,20,168,1,7,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","6_308"
"6286",6286,"CanLag4","98-1",8606,4,"8",6,204,20,211,1,1,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_204"
"6287",6287,"CanLag4","98-1",6938.4,3,"6",9,308,20,168,1,7,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","6_308"
"6288",6288,"CanLag4","98-1",8108,4,"8",2,58,10,65.8,1,1,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_58"
"6289",6289,"CanLag4","98-1",6936,3,"6",9,307,10,72,1,3,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","6_307"
"6290",6290,"CanLag4","98-1",8271.3,4,"8",3,105,0,114.2,1,5,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_105"
"6291",6291,"CanLag4","98-1",3242.9,2,"3",9,318,20,156.7,1,10,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","3_318"
"6292",6292,"CanLag4","98-1",2913,2,"3",6,205,0,59.9,1,1,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","3_205"
"6293",6293,"CanLag4","98-1",209.5,1,"1",2,62,15,102,1,9,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","1_62"
"6294",6294,"CanLag4","98-1",209.4,1,"1",2,62,15,102,1,9,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","1_62"
"6295",6295,"CanLag4","98-1",8109,4,"8",2,58,10,114.2,1,7,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","8_58"
"6297",6297,"CanLag4","98-1",209,1,"1",2,62,15,102,1,9,"14CRo98-1","11/10/14","CRo","wcoast","CRo_8","landrace","Costeno Rojo","Milpa","Dry","1_62"
