"","X.1","sampleid","line","X","rep","run","shelf","plate","trt","end","status","number","pedigree","planting.date","landrace.abb","region","pop","population.type","landrace.name","cultivation","main.use","uniqueplate"
"19997",19997,"CfrLaguna1","100-1",1531,1,"2",4,122,10,205.8,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_122"
"20004",20004,"CfrLaguna1","100-1",2753,2,"3",5,147,10,254.4,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_147"
"20008",20008,"CfrLaguna1","100-1",2754,2,"3",5,147,10,206.3,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_147"
"20011",20011,"CfrLaguna1","100-1",1966.1,1,"2",7,239,10,253.8,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_239"
"20012",20012,"CfrLaguna1","100-1",2755.3,2,"3",5,147,10,157.5,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_147"
"20013",20013,"CfrLaguna1","100-1",1966.4,1,"2",7,239,10,253.8,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_239"
"20021",20021,"CfrLaguna1","100-1",2469,2,"3",2,51,10,398.6,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_51"
"20032",20032,"CfrLaguna1","100-1",8865.2,4,"8",8,275,0,211,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_275"
"20033",20033,"CfrLaguna1","100-1",762.2,1,"1",7,225,0,246.3,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","1_225"
"20034",20034,"CfrLaguna1","100-1",762.3,1,"1",7,225,0,246.3,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","1_225"
"20035",20035,"CfrLaguna1","100-1",8866.1,4,"8",8,275,0,258,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_275"
"20039",20039,"CfrLaguna1","100-1",1439.5,1,"2",3,99,0,206.1,1,6,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_99"
"20045",20045,"CfrLaguna1","100-1",6555.1,3,"6",7,222,10,312,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","6_222"
"20046",20046,"CfrLaguna1","100-1",8865.3,4,"8",8,275,0,211,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_275"
"20047",20047,"CfrLaguna1","100-1",8866,4,"8",8,275,0,258,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_275"
"20049",20049,"CfrLaguna1","100-1",1572,1,"2",4,132,0,155.8,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_132"
"20051",20051,"CfrLaguna1","100-1",8684,4,"8",7,221,10,356.8,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_221"
"20054",20054,"CfrLaguna1","100-1",6841.2,3,"6",8,288,10,168,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","6_288"
"20056",20056,"CfrLaguna1","100-1",309,1,"1",3,91,0,246.1,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","1_91"
"20057",20057,"CfrLaguna1","100-1",6555,3,"6",7,222,10,312,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","6_222"
"20060",20060,"CfrLaguna1","100-1",8622,4,"8",6,208,0,114.2,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_208"
"20061",20061,"CfrLaguna1","100-1",8824.1,4,"8",8,266,0,114.2,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_266"
"20062",20062,"CfrLaguna1","100-1",763,1,"1",7,225,0,295.4,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","1_225"
"20064",20064,"CfrLaguna1","100-1",2285,1,"2",9,322,15,348.8,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_322"
"20068",20068,"CfrLaguna1","100-1",9.2,1,"1",1,2,10,437.6,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","1_2"
"20069",20069,"CfrLaguna1","100-1",9.1,1,"1",1,2,10,437.6,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","1_2"
"20070",20070,"CfrLaguna1","100-1",2472.1,2,"3",2,51,10,206.7,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_51"
"20073",20073,"CfrLaguna1","100-1",2922,2,"3",6,208,0,253.8,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_208"
"20074",20074,"CfrLaguna1","100-1",2284.1,1,"2",9,322,15,302.2,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_322"
"20077",20077,"CfrLaguna1","100-1",2470,2,"3",2,51,10,302.1,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_51"
"20081",20081,"CfrLaguna1","100-1",8825.1,4,"8",8,266,0,164,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_266"
"20090",20090,"CfrLaguna1","100-1",4302,3,"5",1,32,0,254,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_32"
"20091",20091,"CfrLaguna1","100-1",4302.1,3,"5",1,32,0,254,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_32"
"20094",20094,"CfrLaguna1","100-1",1440,1,"2",3,99,0,253.8,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_99"
"20095",20095,"CfrLaguna1","100-1",1441,1,"2",3,99,0,302.9,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_99"
"20097",20097,"CfrLaguna1","100-1",9,1,"1",1,2,10,437.6,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","1_2"
"20100",20100,"CfrLaguna1","100-1",4301,3,"5",1,32,0,207,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_32"
"20101",20101,"CfrLaguna1","100-1",6161.4,3,"6",4,135,10,264.1,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","6_135"
"20105",20105,"CfrLaguna1","100-1",4303,3,"5",1,32,0,303.8,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_32"
"20106",20106,"CfrLaguna1","100-1",4304,3,"5",1,32,0,352,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_32"
"20107",20107,"CfrLaguna1","100-1",8624,4,"8",6,208,0,211,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_208"
"20109",20109,"CfrLaguna1","100-1",2471.1,2,"3",2,51,10,254.8,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_51"
"20118",20118,"CfrLaguna1","100-1",8623,4,"8",6,208,0,163.7,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_208"
"20119",20119,"CfrLaguna1","100-1",8623.1,4,"8",6,208,0,163.7,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_208"
"20122",20122,"CfrLaguna1","100-1",8826,4,"8",8,266,0,211,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_266"
"20123",20123,"CfrLaguna1","100-1",8291.1,4,"8",4,110,10,114.2,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_110"
"20126",20126,"CfrLaguna1","100-1",2920,2,"3",6,208,0,446.5,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_208"
"20127",20127,"CfrLaguna1","100-1",2921,2,"3",6,208,0,301,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_208"
"20130",20130,"CfrLaguna1","100-1",6842.2,3,"6",8,288,10,264.1,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","6_288"
"20132",20132,"CfrLaguna1","100-1",1544.3,1,"2",4,125,15,254,1,7,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_125"
"20133",20133,"CfrLaguna1","100-1",2009,1,"2",7,251,0,253.8,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_251"
"20135",20135,"CfrLaguna1","100-1",2009.2,1,"2",7,251,0,253.8,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_251"
"20136",20136,"CfrLaguna1","100-1",2010,1,"2",7,251,0,302.4,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_251"
"20140",20140,"CfrLaguna1","100-1",6843,3,"6",8,288,10,408.1,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","6_288"
"20141",20141,"CfrLaguna1","100-1",6478,3,"6",6,203,0,120,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","6_203"
"20143",20143,"CfrLaguna1","100-1",2922.1,2,"3",6,208,0,253.8,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_208"
"20144",20144,"CfrLaguna1","100-1",8531,4,"8",6,183,0,114.2,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_183"
"20150",20150,"CfrLaguna1","100-1",6842,3,"6",8,288,10,264.1,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","6_288"
"20151",20151,"CfrLaguna1","100-1",8,1,"1",1,2,10,389.9,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","1_2"
"20157",20157,"CfrLaguna1","100-1",2922.2,2,"3",6,208,0,253.8,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_208"
"20158",20158,"CfrLaguna1","100-1",2923,2,"3",6,208,0,205.6,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_208"
"20162",20162,"CfrLaguna1","100-1",2755.2,2,"3",5,147,10,157.5,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_147"
"20166",20166,"CfrLaguna1","100-1",5175,3,"5",7,247,10,254,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_247"
"20167",20167,"CfrLaguna1","100-1",8683,4,"8",7,221,10,258,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_221"
"20169",20169,"CfrLaguna1","100-1",4300,3,"5",1,32,0,156.8,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_32"
"20170",20170,"CfrLaguna1","100-1",1966,1,"2",7,239,10,253.8,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_239"
"20171",20171,"CfrLaguna1","100-1",4301.2,3,"5",1,32,0,207,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_32"
"20172",20172,"CfrLaguna1","100-1",2923.1,2,"3",6,208,0,205.6,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_208"
"20174",20174,"CfrLaguna1","100-1",2470.1,2,"3",2,51,10,302.1,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_51"
"20178",20178,"CfrLaguna1","100-1",8825,4,"8",8,266,0,164,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_266"
"20181",20181,"CfrLaguna1","100-1",6842.3,3,"6",8,288,10,264.1,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","6_288"
"20183",20183,"CfrLaguna1","100-1",4301.1,3,"5",1,32,0,207,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_32"
"20185",20185,"CfrLaguna1","100-1",4301.3,3,"5",1,32,0,207,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_32"
"20186",20186,"CfrLaguna1","100-1",6840,3,"6",8,288,10,120,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","6_288"
"20188",20188,"CfrLaguna1","100-1",2755,2,"3",5,147,10,157.5,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_147"
"20190",20190,"CfrLaguna1","100-1",8683.4,4,"8",7,221,10,258,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_221"
"20192",20192,"CfrLaguna1","100-1",1546,1,"2",4,125,15,494.5,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_125"
"20193",20193,"CfrLaguna1","100-1",1441.1,1,"2",3,99,0,302.9,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_99"
"20197",20197,"CfrLaguna1","100-1",1544.2,1,"2",4,125,15,254,1,7,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_125"
"20202",20202,"CfrLaguna1","100-1",2471,2,"3",2,51,10,254.8,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_51"
"20204",20204,"CfrLaguna1","100-1",8683.3,4,"8",7,221,10,258,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_221"
"20209",20209,"CfrLaguna1","100-1",8682.1,4,"8",7,221,10,164,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_221"
"20214",20214,"CfrLaguna1","100-1",6840.1,3,"6",8,288,10,120,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","6_288"
"20215",20215,"CfrLaguna1","100-1",4301.4,3,"5",1,32,0,207,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_32"
"20223",20223,"CfrLaguna1","100-1",8532.1,4,"8",6,183,0,211,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_183"
"20236",20236,"CfrLaguna1","100-1",1544.6,1,"2",4,125,15,254,1,7,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_125"
"20245",20245,"CfrLaguna1","100-1",8683.1,4,"8",7,221,10,258,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_221"
"20247",20247,"CfrLaguna1","100-1",1964,1,"2",7,239,10,155.4,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_239"
"20249",20249,"CfrLaguna1","100-1",1544.4,1,"2",4,125,15,254,1,7,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_125"
"20256",20256,"CfrLaguna1","100-1",8683.2,4,"8",7,221,10,258,1,5,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_221"
"20261",20261,"CfrLaguna1","100-1",6841.1,3,"6",8,288,10,168,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","6_288"
"20269",20269,"CfrLaguna1","100-1",2284.3,1,"2",9,322,15,302.2,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_322"
"20272",20272,"CfrLaguna1","100-1",8826.1,4,"8",8,266,0,211,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_266"
"20277",20277,"CfrLaguna1","100-1",1544.5,1,"2",4,125,15,254,1,7,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_125"
"20282",20282,"CfrLaguna1","100-1",2284.2,1,"2",9,322,15,302.2,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_322"
"20285",20285,"CfrLaguna1","100-1",8827,4,"8",8,266,0,258,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_266"
"20287",20287,"CfrLaguna1","100-1",1965,1,"2",7,239,10,205.6,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_239"
"20290",20290,"CfrLaguna1","100-1",1545,1,"2",4,125,15,349.4,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_125"
"20301",20301,"CfrLaguna1","100-2",8665.1,4,"8",7,218,10,114.2,1,3,"14FBo100-2","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_218"
"20302",20302,"CfrLaguna1","100-2",8665,4,"8",7,218,10,114.2,1,3,"14FBo100-2","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_218"
"20319",20319,"CfrLaguna1","100-2",8665.2,4,"8",7,218,10,114.2,1,3,"14FBo100-2","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_218"
"20370",20370,"CfrLaguna1","100-2",8666,4,"8",7,218,10,164,1,1,"14FBo100-2","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_218"
"20384",20384,"CfrLaguna1","100-2",8669.1,4,"8",7,218,10,308.5,1,2,"14FBo100-2","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_218"
"20393",20393,"CfrLaguna1","100-2",8668,4,"8",7,218,10,258,1,1,"14FBo100-2","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_218"
"20404",20404,"CfrLaguna1","100-2",8671,4,"8",7,218,10,500,1,1,"14FBo100-2","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_218"
"20416",20416,"CfrLaguna1","100-2",8667,4,"8",7,218,10,211,1,1,"14FBo100-2","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_218"
"20455",20455,"CfrLaguna1","100-2",8670,4,"8",7,218,10,356.8,1,1,"14FBo100-2","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_218"
"20456",20456,"CfrLaguna1","100-2",8669,4,"8",7,218,10,308.5,1,2,"14FBo100-2","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_218"
"20458",20458,"CfrLaguna1","100-1",8623.2,4,"8",6,208,0,163.7,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_208"
"20459",20459,"CfrLaguna1","100-1",2755.1,2,"3",5,147,10,157.5,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_147"
"20463",20463,"CfrLaguna1","100-1",8291.2,4,"8",4,110,10,114.2,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_110"
"20464",20464,"CfrLaguna1","100-1",1441.2,1,"2",3,99,0,302.9,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_99"
"20466",20466,"CfrLaguna1","100-1",8682.2,4,"8",7,221,10,164,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_221"
"20469",20469,"CfrLaguna1","100-1",8534.1,4,"8",6,183,0,308.5,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_183"
"20471",20471,"CfrLaguna1","100-1",5178.3,3,"5",7,248,0,207,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_248"
"20474",20474,"CfrLaguna1","100-1",1925,1,"2",7,228,10,542.4,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_228"
"20487",20487,"CfrLaguna1","100-1",1543,1,"2",4,125,15,107.8,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_125"
"20498",20498,"CfrLaguna1","100-1",3370.2,2,"4",2,41,0,256.4,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","4_41"
"20500",20500,"CfrLaguna1","100-1",3371.1,2,"4",2,41,0,208.2,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","4_41"
"20503",20503,"CfrLaguna1","100-1",2688,2,"3",4,124,0,350.8,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_124"
"20507",20507,"CfrLaguna1","100-1",2690.2,2,"3",4,124,0,255.2,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","3_124"
"20508",20508,"CfrLaguna1","100-1",5177,3,"5",7,248,0,61.8,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_248"
"20509",20509,"CfrLaguna1","100-1",1288,1,"2",2,57,15,349.8,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_57"
"20515",20515,"CfrLaguna1","100-1",8863.1,4,"8",8,275,0,114.2,1,2,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","8_275"
"20521",20521,"CfrLaguna1","100-1",1287.2,1,"2",2,57,15,303.1,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","2_57"
"20526",20526,"CfrLaguna1","100-1",5173,3,"5",7,247,10,156.8,1,1,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_247"
"20527",20527,"CfrLaguna1","100-1",5174.1,3,"5",7,247,10,207,1,3,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","5_247"
"20530",20530,"CfrLaguna1","100-1",391.1,1,"1",4,114,0,246.1,1,4,"14FBo100-1","11/10/14","FBo","ecoast","FBo_9","landrace","Chile Bolita","Backyard","Fresh","1_114"
"20535",20535,"CfrPind1","109-1",2059,1,"2",8,263,0,205.5,1,4,"14Mir109-1","11/10/14","Mir","ecoast","Mir_12","landrace","Mirasol","Backyard","Fresh","2_263"
"20536",20536,"CfrPind1","109-1",2059.1,1,"2",8,263,0,205.5,1,4,"14Mir109-1","11/10/14","Mir","ecoast","Mir_12","landrace","Mirasol","Backyard","Fresh","2_263"
"20538",20538,"CfrPind1","109-1",8081,4,"8",2,52,10,211,1,3,"14Mir109-1","11/10/14","Mir","ecoast","Mir_12","landrace","Mirasol","Backyard","Fresh","8_52"
"20539",20539,"CfrPind1","109-1",2060,1,"2",8,263,0,253.7,1,2,"14Mir109-1","11/10/14","Mir","ecoast","Mir_12","landrace","Mirasol","Backyard","Fresh","2_263"
"20547",20547,"CfrPind1","109-1",2014.1,1,"2",8,253,15,302.2,1,2,"14Mir109-1","11/10/14","Mir","ecoast","Mir_12","landrace","Mirasol","Backyard","Fresh","2_253"
"20548",20548,"CfrPind1","109-1",2015,1,"2",8,253,15,348.9,1,1,"14Mir109-1","11/10/14","Mir","ecoast","Mir_12","landrace","Mirasol","Backyard","Fresh","2_253"
"20549",20549,"CfrPind1","109-1",8082.2,4,"8",2,52,10,308.2,1,4,"14Mir109-1","11/10/14","Mir","ecoast","Mir_12","landrace","Mirasol","Backyard","Fresh","8_52"
"20550",20550,"CfrPind1","109-1",8082.3,4,"8",2,52,10,308.2,1,4,"14Mir109-1","11/10/14","Mir","ecoast","Mir_12","landrace","Mirasol","Backyard","Fresh","8_52"
"20554",20554,"CfrPind1","109-1",2060.1,1,"2",8,263,0,253.7,1,2,"14Mir109-1","11/10/14","Mir","ecoast","Mir_12","landrace","Mirasol","Backyard","Fresh","2_263"
"20555",20555,"CfrPind1","109-1",2061,1,"2",8,263,0,302.4,1,3,"14Mir109-1","11/10/14","Mir","ecoast","Mir_12","landrace","Mirasol","Backyard","Fresh","2_263"
"20557",20557,"CfrPind1","109-1",2013.2,1,"2",8,253,15,253.7,1,3,"14Mir109-1","11/10/14","Mir","ecoast","Mir_12","landrace","Mirasol","Backyard","Fresh","2_253"
