"","X.1","sampleid","line","X","rep","run","shelf","plate","trt","end","status","viable","number","pedigree","planting.date","landrace.abb","region","pop","population.type","landrace.name","cultivation","main.use","uniqueplate"
"12838",12838,"CanRose3","122-1",4980.3,3,"6",3,76,20,528,0,1,9,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_76"
"12840",12840,"CanRose3","122-1",2777.1,2,"3",3,73,0,398.6,1,1,2,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_73"
"12842",12842,"CanRose3","122-1",1668.2,1,"2",4,111,10,254,1,1,3,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_111"
"12843",12843,"CanRose3","122-1",1567.3,1,"2",3,87,0,253.8,1,1,6,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_87"
"12844",12844,"CanRose3","122-1",1669.1,1,"2",4,111,10,302.8,1,1,2,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_111"
"12845",12845,"CanRose3","122-1",3044,2,"3",5,158,10,301.7,1,1,2,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_158"
"12846",12846,"CanRose3","122-1",2818.1,2,"3",3,85,15,302.2,1,1,3,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_85"
"12847",12847,"CanRose3","122-1",4980.7,3,"6",3,76,20,528,0,1,9,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_76"
"12848",12848,"CanRose3","122-1",1668,1,"2",4,111,10,254,1,1,3,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_111"
"12849",12849,"CanRose3","122-1",2818,2,"3",3,85,15,302.2,1,1,3,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_85"
"12853",12853,"CanRose3","122-1",4980.2,3,"6",3,76,20,528,0,1,9,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_76"
"12854",12854,"CanRose3","122-1",2002,1,"2",6,196,20,542.5,0,0,1,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_196"
"12855",12855,"CanRose3","122-1",2001.5,1,"2",6,196,20,542.5,0,1,6,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_196"
"12856",12856,"CanRose3","122-1",1666,1,"2",4,111,10,107.8,1,1,1,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_111"
"12858",12858,"CanRose3","122-1",1667,1,"2",4,111,10,205.8,1,1,1,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_111"
"12860",12860,"CanRose3","122-1",1312.2,1,"2",1,22,15,542.5,0,1,5,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_22"
"12861",12861,"CanRose3","122-1",3048,2,"3",5,158,10,496,0,0,1,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_158"
"12863",12863,"CanRose3","122-1",2818.2,2,"3",3,85,15,302.2,1,1,3,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_85"
"12865",12865,"CanRose3","122-1",2779,2,"3",3,73,0,302.2,1,1,3,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_73"
"12866",12866,"CanRose3","122-1",7576.3,4,"7",6,216,0,153.8,1,1,4,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_216"
"12868",12868,"CanRose3","122-1",2819.1,2,"3",3,85,15,254.8,1,1,5,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_85"
"12869",12869,"CanRose3","122-1",3113.2,2,"3",6,181,20,496,0,1,8,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_181"
"12871",12871,"CanRose3","122-1",2000.1,1,"2",6,196,20,542.3,1,1,2,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_196"
"12872",12872,"CanRose3","122-1",2000,1,"2",6,196,20,542.3,1,1,2,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_196"
"12873",12873,"CanRose3","122-1",1999,1,"2",6,196,20,395.4,1,1,1,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_196"
"12874",12874,"CanRose3","122-1",4980.5,3,"6",3,76,20,528,0,1,9,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_76"
"12875",12875,"CanRose3","122-1",2001,1,"2",6,196,20,542.5,0,1,6,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_196"
"12877",12877,"CanRose3","122-1",2780.2,2,"3",3,73,0,206.8,1,1,3,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_73"
"12878",12878,"CanRose3","122-1",7576.1,4,"7",6,216,0,153.8,1,1,4,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_216"
"12879",12879,"CanRose3","122-1",1311,1,"2",1,22,15,542.3,1,1,2,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_22"
"12883",12883,"CanRose3","122-1",3113.1,2,"3",6,181,20,496,0,1,8,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_181"
"12884",12884,"CanRose3","122-1",1671,1,"2",4,111,10,542.5,0,0,1,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_111"
"12885",12885,"CanRose3","122-1",3113.6,2,"3",6,181,20,496,0,1,8,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_181"
"12886",12886,"CanRose3","122-1",2780,2,"3",3,73,0,206.8,1,1,3,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_73"
"12887",12887,"CanRose3","122-1",2780.1,2,"3",3,73,0,206.8,1,1,3,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_73"
"12888",12888,"CanRose3","122-1",1312,1,"2",1,22,15,542.5,0,1,5,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_22"
"12889",12889,"CanRose3","122-1",1310,1,"2",1,22,15,396.3,1,1,1,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_22"
"12891",12891,"CanRose3","122-1",2820,2,"3",3,85,15,206.8,1,1,1,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_85"
"12892",12892,"CanRose3","122-1",2819,2,"3",3,85,15,254.8,1,1,5,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_85"
"12894",12894,"CanRose3","122-1",1570.1,1,"2",3,87,0,542.5,0,0,2,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_87"
"12897",12897,"CanRose3","122-1",3112,2,"3",6,181,20,397.5,1,1,1,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_181"
"12898",12898,"CanRose3","122-1",2001.1,1,"2",6,196,20,542.5,0,1,6,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_196"
"12900",12900,"CanRose3","122-1",3113.4,2,"3",6,181,20,496,0,1,8,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","3_181"
"12901",12901,"CanRose3","122-1",1309.1,1,"2",1,22,15,349.9,1,1,2,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","2_22"
"12903",12903,"CanRose3","122-1",6268,3,"6",3,76,20,264.1,1,1,1,"14CRo122-1","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_76"
"12904",12904,"CanRose3","122-2",177.5,1,"1",2,46,10,542.5,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_46"
"12905",12905,"CanRose3","122-2",186,1,"1",2,48,0,150.4,1,1,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_48"
"12906",12906,"CanRose3","122-2",7304,4,"7",4,133,10,203.7,1,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_133"
"12908",12908,"CanRose3","122-2",289.1,1,"1",3,76,15,295.1,1,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_76"
"12909",12909,"CanRose3","122-2",6192.1,3,"6",2,41,10,264.1,1,1,3,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_41"
"12910",12910,"CanRose3","122-2",188,1,"1",2,48,0,295,1,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_48"
"12911",12911,"CanRose3","122-2",6190,3,"6",2,41,10,120,1,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_41"
"12914",12914,"CanRose3","122-2",6804,3,"6",9,310,15,264.1,1,1,3,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_310"
"12915",12915,"CanRose3","122-2",6803,3,"6",9,310,15,215.7,1,1,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_310"
"12916",12916,"CanRose3","122-2",6192,3,"6",2,41,10,264.1,1,1,3,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_41"
"12917",12917,"CanRose3","122-2",7559.3,4,"7",6,211,15,503,0,1,4,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_211"
"12918",12918,"CanRose3","122-2",7558,4,"7",6,211,15,502.8,1,1,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_211"
"12919",12919,"CanRose3","122-2",187.2,1,"1",2,48,0,246,1,1,5,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_48"
"12920",12920,"CanRose3","122-2",187.1,1,"1",2,48,0,246,1,1,5,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_48"
"12922",12922,"CanRose3","122-2",187.3,1,"1",2,48,0,246,1,1,5,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_48"
"12924",12924,"CanRose3","122-2",7305.1,4,"7",4,133,10,253,1,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_133"
"12925",12925,"CanRose3","122-2",177.6,1,"1",2,46,10,542.5,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_46"
"12927",12927,"CanRose3","122-2",4691.2,2,"4",9,305,20,497.5,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","4_305"
"12928",12928,"CanRose3","122-2",6191.2,3,"6",2,41,10,215.7,1,1,4,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_41"
"12929",12929,"CanRose3","122-2",7308,4,"7",4,133,10,445,1,1,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_133"
"12931",12931,"CanRose3","122-2",7309,4,"7",4,133,10,502.8,1,1,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_133"
"12932",12932,"CanRose3","122-2",4691.5,2,"4",9,305,20,497.5,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","4_305"
"12933",12933,"CanRose3","122-2",6191.1,3,"6",2,41,10,215.7,1,1,4,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_41"
"12934",12934,"CanRose3","122-2",4692,2,"4",9,305,20,497.5,0,0,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","4_305"
"12935",12935,"CanRose3","122-2",4689,2,"4",9,305,20,208.2,1,1,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","4_305"
"12941",12941,"CanRose3","122-2",6805,3,"6",9,310,15,360.1,1,1,3,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_310"
"12942",12942,"CanRose3","122-2",187,1,"1",2,48,0,246,1,1,5,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_48"
"12944",12944,"CanRose3","122-2",7307,4,"7",4,133,10,344.8,1,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_133"
"12945",12945,"CanRose3","122-2",7557.3,4,"7",6,211,15,445,1,1,4,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_211"
"12948",12948,"CanRose3","122-2",7305,4,"7",4,133,10,253,1,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_133"
"12949",12949,"CanRose3","122-2",6191,3,"6",2,41,10,215.7,1,1,4,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_41"
"12951",12951,"CanRose3","122-2",7304.1,4,"7",4,133,10,203.7,1,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_133"
"12952",12952,"CanRose3","122-2",5050.4,3,"6",4,130,20,528,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_130"
"12953",12953,"CanRose3","122-2",177.3,1,"1",2,46,10,542.5,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_46"
"12954",12954,"CanRose3","122-2",4691.6,2,"4",9,305,20,497.5,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","4_305"
"12955",12955,"CanRose3","122-2",189,1,"1",2,48,0,542.5,0,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_48"
"12956",12956,"CanRose3","122-2",188.1,1,"1",2,48,0,295,1,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_48"
"12957",12957,"CanRose3","122-2",948.3,1,"1",7,246,20,542.5,0,1,8,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_246"
"12958",12958,"CanRose3","122-2",6805.2,3,"6",9,310,15,360.1,1,1,3,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_310"
"12959",12959,"CanRose3","122-2",4690,2,"4",9,305,20,496.8,1,1,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","4_305"
"12960",12960,"CanRose3","122-2",4923.1,3,"6",1,25,0,528,0,0,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_25"
"12961",12961,"CanRose3","122-2",290,1,"1",3,76,15,437.9,1,1,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_76"
"12962",12962,"CanRose3","122-2",4943,3,"6",2,41,10,528,0,0,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_41"
"12964",12964,"CanRose3","122-2",7559.2,4,"7",6,211,15,503,0,1,4,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_211"
"12965",12965,"CanRose3","122-2",177.4,1,"1",2,46,10,542.5,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_46"
"12966",12966,"CanRose3","122-2",177.1,1,"1",2,46,10,542.5,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_46"
"12967",12967,"CanRose3","122-2",6152,3,"6",1,25,0,215.7,1,1,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_25"
"12968",12968,"CanRose3","122-2",7557,4,"7",6,211,15,445,1,1,4,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_211"
"12969",12969,"CanRose3","122-2",5050.1,3,"6",4,130,20,528,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_130"
"12970",12970,"CanRose3","122-2",949,1,"1",7,246,20,542.5,0,0,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_246"
"12971",12971,"CanRose3","122-2",6805.1,3,"6",9,310,15,360.1,1,1,3,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_310"
"12972",12972,"CanRose3","122-2",7056.2,4,"7",2,44,0,203.7,1,1,3,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_44"
"12973",12973,"CanRose3","122-2",948.1,1,"1",7,246,20,542.5,0,1,8,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_246"
"12974",12974,"CanRose3","122-2",7056,4,"7",2,44,0,203.7,1,1,3,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_44"
"12977",12977,"CanRose3","122-2",7306,4,"7",4,133,10,298.8,1,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_133"
"12978",12978,"CanRose3","122-2",6802,3,"6",9,310,15,168,1,1,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_310"
"12980",12980,"CanRose3","122-2",178,1,"1",2,46,10,542.5,0,0,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_46"
"12981",12981,"CanRose3","122-2",5050.3,3,"6",4,130,20,528,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_130"
"12983",12983,"CanRose3","122-2",189.1,1,"1",2,48,0,542.5,0,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_48"
"12984",12984,"CanRose3","122-2",948.7,1,"1",7,246,20,542.5,0,1,8,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_246"
"12985",12985,"CanRose3","122-2",7057.2,4,"7",2,44,0,253,1,1,3,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_44"
"12986",12986,"CanRose3","122-2",175,1,"1",2,46,10,295,1,1,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_46"
"12987",12987,"CanRose3","122-2",6190.1,3,"6",2,41,10,120,1,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_41"
"12988",12988,"CanRose3","122-2",948.2,1,"1",7,246,20,542.5,0,1,8,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_246"
"12989",12989,"CanRose3","122-2",292.1,1,"1",3,76,15,542.5,0,0,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_76"
"12990",12990,"CanRose3","122-2",5049,3,"6",4,130,20,528,0,0,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_130"
"12991",12991,"CanRose3","122-2",6385,3,"6",4,130,20,408.1,1,1,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_130"
"12993",12993,"CanRose3","122-2",177,1,"1",2,46,10,542.5,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_46"
"12994",12994,"CanRose3","122-2",7060,4,"7",2,44,0,503,0,0,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_44"
"12995",12995,"CanRose3","122-2",7560,4,"7",6,211,15,503,0,0,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_211"
"12997",12997,"CanRose3","122-2",5050.2,3,"6",4,130,20,528,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_130"
"12998",12998,"CanRose3","122-2",948.6,1,"1",7,246,20,542.5,0,1,8,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_246"
"12999",12999,"CanRose3","122-2",291.1,1,"1",3,76,15,542.5,0,1,5,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_76"
"13000",13000,"CanRose3","122-2",291,1,"1",3,76,15,542.5,0,1,5,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_76"
"13001",13001,"CanRose3","122-2",291.2,1,"1",3,76,15,542.5,0,1,5,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_76"
"13002",13002,"CanRose3","122-2",4691.3,2,"4",9,305,20,497.5,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","4_305"
"13003",13003,"CanRose3","122-2",291.3,1,"1",3,76,15,542.5,0,1,5,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_76"
"13004",13004,"CanRose3","122-2",291.4,1,"1",3,76,15,542.5,0,1,5,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_76"
"13007",13007,"CanRose3","122-2",5049.1,3,"6",4,130,20,528,0,0,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_130"
"13008",13008,"CanRose3","122-2",5050,3,"6",4,130,20,528,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_130"
"13010",13010,"CanRose3","122-2",5235,3,"6",9,310,15,528,0,0,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_310"
"13011",13011,"CanRose3","122-2",7057.1,4,"7",2,44,0,253,1,1,3,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_44"
"13012",13012,"CanRose3","122-2",292,1,"1",3,76,15,542.5,0,0,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","1_76"
"13013",13013,"CanRose3","122-2",4923,3,"6",1,25,0,528,0,0,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","6_25"
"13014",13014,"CanRose3","122-2",4691,2,"4",9,305,20,497.5,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","4_305"
"13015",13015,"CanRose3","122-2",4691.4,2,"4",9,305,20,497.5,0,1,7,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","4_305"
"13019",13019,"CanRose3","122-2",7058,4,"7",2,44,0,298.8,1,1,1,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_44"
"13020",13020,"CanRose3","122-2",7059.1,4,"7",2,44,0,344.8,1,1,2,"14CRo122-2","11/10/14","CRo","ecoast","CRo_18","landrace","Costeno Rojo","Plantation","Dry","7_44"
