"","X","sampleid","line","rep","run","shelf","plate","trt","read.time","start","end","start.count","end.count","germinated","notes","pedigree","planting.date","landrace.abb","loc_id","region","pop","population.type","landrace.name","cultivation","main.use"
"5461",2181,"CanSaa1","124-1",1,2,9,315,20,"2/8/16 21:45",107.0166667,155.1,0,0,0,NA,"14CMa124-1","11/10/14","CMa",36,"E Coast","CMa_22","landrace","Mareno","Backyard","Fresh"
"5462",2172,"CanSaa1","124-1",1,2,9,315,20,"2/8/16 21:45",155.1,205.3333333,0,0,0,NA,"14CMa124-1","11/10/14","CMa",36,"E Coast","CMa_22","landrace","Mareno","Backyard","Fresh"
"5463",2180,"CanSaa1","124-1",1,2,9,315,20,"2/8/16 21:45",205.3333333,253.5833333,0,0,0,NA,"14CMa124-1","11/10/14","CMa",36,"E Coast","CMa_22","landrace","Mareno","Backyard","Fresh"
"5464",2179,"CanSaa1","124-1",1,2,9,315,20,"2/8/16 21:45",253.5833333,302.2333333,0,0,0,NA,"14CMa124-1","11/10/14","CMa",36,"E Coast","CMa_22","landrace","Mareno","Backyard","Fresh"
"5465",2165,"CanSaa1","124-1",1,2,9,315,20,"2/8/16 21:45",302.2333333,348.7666667,0,0,0,NA,"14CMa124-1","11/10/14","CMa",36,"E Coast","CMa_22","landrace","Mareno","Backyard","Fresh"
"5466",2164,"CanSaa1","124-1",1,2,9,315,20,"2/8/16 21:45",348.7666667,395.05,0,0,0,NA,"14CMa124-1","11/10/14","CMa",36,"E Coast","CMa_22","landrace","Mareno","Backyard","Fresh"
"5467",2192,"CanSaa1","124-1",1,2,9,315,20,"2/8/16 21:45",395.05,444.8166667,0,1,1,NA,"14CMa124-1","11/10/14","CMa",36,"E Coast","CMa_22","landrace","Mareno","Backyard","Fresh"
"5468",2167,"CanSaa1","124-1",1,2,9,315,20,"2/8/16 21:45",444.8166667,493.7833333,1,1,0,NA,"14CMa124-1","11/10/14","CMa",36,"E Coast","CMa_22","landrace","Mareno","Backyard","Fresh"
"5469",2199,"CanSaa1","124-1",1,2,9,315,20,"",493.7833333,Inf,1,10,9,NA,"14CMa124-1","11/10/14","CMa",36,"E Coast","CMa_22","landrace","Mareno","Backyard","Fresh"
"5470",2989,"CfrLaguna1","100-1",1,2,9,324,20,"2/8/16 21:45",0,59.1,0,0,0,NA,"14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"5471",2986,"CfrLaguna1","100-1",1,2,9,324,20,"2/8/16 21:45",59.1,107.0166667,0,0,0,NA,"14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"5472",2893,"CfrLaguna1","100-1",1,2,9,324,20,"2/8/16 21:45",107.0166667,155.1,0,0,0,NA,"14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"5473",2839,"CfrLaguna1","100-1",1,2,9,324,20,"2/8/16 21:45",155.1,205.3333333,0,0,0,NA,"14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"5474",2908,"CfrLaguna1","100-1",1,2,9,324,20,"2/8/16 21:45",205.3333333,253.5833333,0,1,1,NA,"14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"5475",2936,"CfrLaguna1","100-1",1,2,9,324,20,"2/8/16 21:45",253.5833333,302.2333333,1,1,0,NA,"14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"5476",2896,"CfrLaguna1","100-1",1,2,9,324,20,"2/8/16 21:45",302.2333333,348.7666667,1,2,1,NA,"14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"5477",2910,"CfrLaguna1","100-1",1,2,9,324,20,"2/8/16 21:45",348.7666667,395.05,2,2,0,NA,"14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"5478",2939,"CfrLaguna1","100-1",1,2,9,324,20,"2/8/16 21:45",395.05,444.8166667,2,2,0,NA,"14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"5479",2938,"CfrLaguna1","100-1",1,2,9,324,20,"2/8/16 21:45",444.8166667,493.7833333,2,5,3,NA,"14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"5480",2925,"CfrLaguna1","100-1",1,2,9,324,20,"",493.7833333,Inf,5,10,5,NA,"14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"5481",3313,NA,"Johnny's",1,2,4,123,0,"2/8/16 20:45",0,59.93333333,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5482",3314,NA,"Johnny's",1,2,4,123,0,"2/8/16 20:45",59.93333333,107.8,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5483",3315,NA,"Johnny's",1,2,4,123,0,"2/8/16 20:45",107.8,155.7833333,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5484",3316,NA,"Johnny's",1,2,4,123,0,"2/8/16 20:45",155.7833333,205.85,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5485",3317,NA,"Johnny's",1,2,4,123,0,"2/8/16 20:45",205.85,253.9666667,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5486",3318,NA,"Johnny's",1,2,4,123,0,"2/8/16 20:45",253.9666667,302.8333333,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5487",3319,NA,"Johnny's",1,2,4,123,0,"2/8/16 20:45",302.8333333,349.45,0,1,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5488",3320,NA,"Johnny's",1,2,4,123,0,"2/8/16 20:45",349.45,395.7333333,1,2,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5489",3321,NA,"Johnny's",1,2,4,123,0,"2/8/16 20:45",395.7333333,445.4333333,2,3,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5490",3322,NA,"Johnny's",1,2,4,123,0,"2/8/16 20:45",445.4333333,494.5166667,3,5,2,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5491",3323,NA,"Johnny's",1,2,4,123,0,"",494.5166667,Inf,5,10,5,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5492",3223,NA,"Johnny's",1,2,5,180,0,"2/8/16 21:00",0,59.71666667,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5493",3220,NA,"Johnny's",1,2,5,180,0,"2/8/16 21:00",59.71666667,107.6,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5494",3232,NA,"Johnny's",1,2,5,180,0,"2/8/16 21:00",107.6,155.5833333,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5495",3229,NA,"Johnny's",1,2,5,180,0,"2/8/16 21:00",155.5833333,205.8,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5496",3230,NA,"Johnny's",1,2,5,180,0,"2/8/16 21:00",205.8,253.85,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5497",3227,NA,"Johnny's",1,2,5,180,0,"2/8/16 21:00",253.85,302.6666667,0,1,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5498",3256,NA,"Johnny's",1,2,5,180,0,"2/8/16 21:00",302.6666667,349.2833333,1,2,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5499",3336,NA,"Johnny's",1,2,5,180,0,"2/8/16 21:00",349.2833333,395.5666667,2,5,3,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5500",3324,NA,"Johnny's",1,2,5,180,0,"2/8/16 21:00",395.5666667,445.2333333,5,8,3,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5501",3325,NA,"Johnny's",1,2,5,180,0,"2/8/16 21:00",445.2333333,494.3333333,8,10,2,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5502",3326,NA,"Johnny's",1,2,5,180,0,"",494.3333333,Inf,10,10,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5503",3212,NA,"Johnny's",1,2,2,46,0,"2/8/16 20:15",0,60.36666667,0,1,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5504",3202,NA,"Johnny's",1,2,2,46,0,"2/8/16 20:15",60.36666667,108.2333333,1,1,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5505",3203,NA,"Johnny's",1,2,2,46,0,"2/8/16 20:15",108.2333333,156.1666667,1,2,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5506",3204,NA,"Johnny's",1,2,2,46,0,"2/8/16 20:15",156.1666667,206.1833333,2,2,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5507",3215,NA,"Johnny's",1,2,2,46,0,"2/8/16 20:15",206.1833333,253.9833333,2,2,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5508",3193,NA,"Johnny's",1,2,2,46,0,"2/8/16 20:15",253.9833333,303.15,2,3,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5509",3194,NA,"Johnny's",1,2,2,46,0,"2/8/16 20:15",303.15,349.8,3,4,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5510",3195,NA,"Johnny's",1,2,2,46,0,"2/8/16 20:15",349.8,396.1,4,5,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5511",3296,NA,"Johnny's",1,2,2,46,0,"2/8/16 20:15",396.1,445.8,5,5,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5512",3297,NA,"Johnny's",1,2,2,46,0,"2/8/16 20:15",445.8,494.9166667,5,6,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5513",3298,NA,"Johnny's",1,2,2,46,0,"",494.9166667,Inf,6,10,4,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5514",3265,NA,"Johnny's",1,2,9,303,0,"2/8/16 21:45",0,59.1,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5515",3206,NA,"Johnny's",1,2,9,303,0,"2/8/16 21:45",59.1,107.0166667,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5516",3207,NA,"Johnny's",1,2,9,303,0,"2/8/16 21:45",107.0166667,155.1,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5517",3208,NA,"Johnny's",1,2,9,303,0,"2/8/16 21:45",155.1,205.3333333,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5518",3209,NA,"Johnny's",1,2,9,303,0,"2/8/16 21:45",205.3333333,253.5833333,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5519",3197,NA,"Johnny's",1,2,9,303,0,"2/8/16 21:45",253.5833333,302.2333333,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5520",3185,NA,"Johnny's",1,2,9,303,0,"2/8/16 21:45",302.2333333,348.7666667,0,3,3,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5521",3172,NA,"Johnny's",1,2,9,303,0,"2/8/16 21:45",348.7666667,395.05,3,6,3,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5522",3173,NA,"Johnny's",1,2,9,303,0,"2/8/16 21:45",395.05,444.8166667,6,8,2,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5523",3247,NA,"Johnny's",1,2,9,303,0,"2/8/16 21:45",444.8166667,493.7833333,8,9,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5524",3188,NA,"Johnny's",1,2,9,303,0,"",493.7833333,Inf,9,10,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5525",1490,"CanRanchoLlano1B","217-1",1,2,1,7,10,"2/8/16 20:00",0,60.58333333,0,0,0,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5526",1499,"CanRanchoLlano1B","217-1",1,2,1,7,10,"2/8/16 20:00",60.58333333,108.4333333,0,2,2,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5527",1503,"CanRanchoLlano1B","217-1",1,2,1,7,10,"2/8/16 20:00",108.4333333,156.35,2,4,2,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5528",1497,"CanRanchoLlano1B","217-1",1,2,1,7,10,"2/8/16 20:00",156.35,206.3333333,4,8,4,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5529",1511,"CanRanchoLlano1B","217-1",1,2,1,7,10,"2/8/16 20:00",206.3333333,254.0666667,8,9,1,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5530",1514,"CanRanchoLlano1B","217-1",1,2,1,7,10,"2/8/16 20:00",254.0666667,303.3333333,9,9,0,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5531",1523,"CanRanchoLlano1B","217-1",1,2,1,7,10,"2/8/16 20:00",303.3333333,349.95,9,10,1,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5532",1512,"CanRanchoLlano1B","217-1",1,2,1,7,10,"2/8/16 20:00",349.95,396.2833333,10,10,0,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5533",1522,"CanRanchoLlano1B","217-1",1,2,1,7,10,"2/8/16 20:00",396.2833333,446,10,10,0,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5534",1504,"CanRanchoLlano1B","217-1",1,2,1,7,10,"2/8/16 20:00",446,495.1166667,10,10,0,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5535",1501,"CanRanchoLlano1B","217-1",1,2,1,7,10,"",495.1166667,Inf,10,10,0,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5536",1483,"CanRanchoLlano1B","217-2",1,2,1,25,10,"2/8/16 20:00",0,60.58333333,0,0,0,NA,"14Pay217-2","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5537",1538,"CanRanchoLlano1B","217-2",1,2,1,25,10,"2/8/16 20:00",60.58333333,108.4333333,0,2,2,NA,"14Pay217-2","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5538",1460,"CanRanchoLlano1B","217-2",1,2,1,25,10,"2/8/16 20:00",108.4333333,156.35,2,8,6,NA,"14Pay217-2","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5539",1540,"CanRanchoLlano1B","217-2",1,2,1,25,10,"2/8/16 20:00",156.35,206.3333333,8,10,2,NA,"14Pay217-2","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5540",1536,"CanRanchoLlano1B","217-2",1,2,1,25,10,"2/8/16 20:00",206.3333333,254.0666667,10,10,0,NA,"14Pay217-2","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5541",1472,"CanRanchoLlano1B","217-2",1,2,1,25,10,"2/8/16 20:00",254.0666667,303.3333333,10,10,0,NA,"14Pay217-2","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5542",1484,"CanRanchoLlano1B","217-2",1,2,1,25,10,"2/8/16 20:00",303.3333333,349.95,10,10,0,NA,"14Pay217-2","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5543",1486,"CanRanchoLlano1B","217-2",1,2,1,25,10,"2/8/16 20:00",349.95,396.2833333,10,10,0,NA,"14Pay217-2","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5544",1478,"CanRanchoLlano1B","217-2",1,2,1,25,10,"2/8/16 20:00",396.2833333,446,10,10,0,NA,"14Pay217-2","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5545",1456,"CanRanchoLlano1B","217-2",1,2,1,25,10,"2/8/16 20:00",446,495.1166667,10,10,0,NA,"14Pay217-2","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5546",1468,"CanRanchoLlano1B","217-2",1,2,1,25,10,"",495.1166667,Inf,10,10,0,NA,"14Pay217-2","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5547",3284,NA,"Johnny's",1,2,2,59,10,"2/8/16 20:15",0,60.36666667,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5548",3285,NA,"Johnny's",1,2,2,59,10,"2/8/16 20:15",60.36666667,108.2333333,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5549",3286,NA,"Johnny's",1,2,2,59,10,"2/8/16 20:15",108.2333333,156.1666667,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5550",3287,NA,"Johnny's",1,2,2,59,10,"2/8/16 20:15",156.1666667,206.1833333,0,3,3,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5551",3288,NA,"Johnny's",1,2,2,59,10,"2/8/16 20:15",206.1833333,253.9833333,3,4,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5552",3289,NA,"Johnny's",1,2,2,59,10,"2/8/16 20:15",253.9833333,303.15,4,4,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5553",3248,NA,"Johnny's",1,2,2,59,10,"2/8/16 20:15",303.15,349.8,4,4,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5554",3189,NA,"Johnny's",1,2,2,59,10,"2/8/16 20:15",349.8,396.1,4,5,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5555",3217,NA,"Johnny's",1,2,2,59,10,"2/8/16 20:15",396.1,445.8,5,5,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5556",3205,NA,"Johnny's",1,2,2,59,10,"2/8/16 20:15",445.8,494.9166667,5,5,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5557",3225,NA,"Johnny's",1,2,2,59,10,"",494.9166667,Inf,5,10,5,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5558",3299,NA,"Johnny's",1,2,2,72,10,"2/8/16 20:15",0,60.36666667,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5559",3300,NA,"Johnny's",1,2,2,72,10,"2/8/16 20:15",60.36666667,108.2333333,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5560",3301,NA,"Johnny's",1,2,2,72,10,"2/8/16 20:15",108.2333333,156.1666667,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5561",3275,NA,"Johnny's",1,2,2,72,10,"2/8/16 20:15",156.1666667,206.1833333,0,4,4,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5562",3276,NA,"Johnny's",1,2,2,72,10,"2/8/16 20:15",206.1833333,253.9833333,4,6,2,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5563",3277,NA,"Johnny's",1,2,2,72,10,"2/8/16 20:15",253.9833333,303.15,6,8,2,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5564",3278,NA,"Johnny's",1,2,2,72,10,"2/8/16 20:15",303.15,349.8,8,8,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5565",3279,NA,"Johnny's",1,2,2,72,10,"2/8/16 20:15",349.8,396.1,8,8,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5566",3280,NA,"Johnny's",1,2,2,72,10,"2/8/16 20:15",396.1,445.8,8,9,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5567",3281,NA,"Johnny's",1,2,2,72,10,"2/8/16 20:15",445.8,494.9166667,9,9,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5568",3282,NA,"Johnny's",1,2,2,72,10,"",494.9166667,Inf,9,10,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5569",3224,NA,"Johnny's",1,2,3,82,10,"2/8/16 20:30",0,60.15,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5570",3226,NA,"Johnny's",1,2,3,82,10,"2/8/16 20:30",60.15,108.0166667,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5571",3214,NA,"Johnny's",1,2,3,82,10,"2/8/16 20:30",108.0166667,155.9833333,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5572",3233,NA,"Johnny's",1,2,3,82,10,"2/8/16 20:30",155.9833333,206.1,0,2,2,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5573",3216,NA,"Johnny's",1,2,3,82,10,"2/8/16 20:30",206.1,253.8333333,2,3,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5574",3221,NA,"Johnny's",1,2,3,82,10,"2/8/16 20:30",253.8333333,302.9,3,4,1,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5575",3218,NA,"Johnny's",1,2,3,82,10,"2/8/16 20:30",302.9,349.6,4,4,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5576",3196,NA,"Johnny's",1,2,3,82,10,"2/8/16 20:30",349.6,395.9,4,6,2,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5577",3184,NA,"Johnny's",1,2,3,82,10,"2/8/16 20:30",395.9,445.55,6,6,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5578",3169,NA,"Johnny's",1,2,3,82,10,"2/8/16 20:30",445.55,494.7166667,6,6,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5579",3170,NA,"Johnny's",1,2,3,82,10,"",494.7166667,Inf,6,10,4,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5580",3329,NA,"Johnny's",1,2,4,133,10,"2/8/16 20:45",0,59.93333333,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5581",3303,NA,"Johnny's",1,2,4,133,10,"2/8/16 20:45",59.93333333,107.8,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5582",3304,NA,"Johnny's",1,2,4,133,10,"2/8/16 20:45",107.8,155.7833333,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5583",3305,NA,"Johnny's",1,2,4,133,10,"2/8/16 20:45",155.7833333,205.85,0,5,5,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5584",3306,NA,"Johnny's",1,2,4,133,10,"2/8/16 20:45",205.85,253.9666667,5,5,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5585",3307,NA,"Johnny's",1,2,4,133,10,"2/8/16 20:45",253.9666667,302.8333333,5,5,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5586",3308,NA,"Johnny's",1,2,4,133,10,"2/8/16 20:45",302.8333333,349.45,5,5,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5587",3309,NA,"Johnny's",1,2,4,133,10,"2/8/16 20:45",349.45,395.7333333,5,7,2,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5588",3310,NA,"Johnny's",1,2,4,133,10,"2/8/16 20:45",395.7333333,445.4333333,7,7,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5589",3311,NA,"Johnny's",1,2,4,133,10,"2/8/16 20:45",445.4333333,494.5166667,7,7,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5590",3312,NA,"Johnny's",1,2,4,133,10,"",494.5166667,Inf,7,10,3,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5591",1526,"CanRanchoLlano1B","217-1",1,2,2,38,15,"2/8/16 20:15",0,60.36666667,0,0,0,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5592",1494,"CanRanchoLlano1B","217-1",1,2,2,38,15,"2/8/16 20:15",60.36666667,108.2333333,0,0,0,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5593",1513,"CanRanchoLlano1B","217-1",1,2,2,38,15,"2/8/16 20:15",108.2333333,156.1666667,0,3,3,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5594",1495,"CanRanchoLlano1B","217-1",1,2,2,38,15,"2/8/16 20:15",156.1666667,206.1833333,3,6,3,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5595",1521,"CanRanchoLlano1B","217-1",1,2,2,38,15,"2/8/16 20:15",206.1833333,253.9833333,6,8,2,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5596",1518,"CanRanchoLlano1B","217-1",1,2,2,38,15,"2/8/16 20:15",253.9833333,303.15,8,9,1,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5597",1524,"CanRanchoLlano1B","217-1",1,2,2,38,15,"2/8/16 20:15",303.15,349.8,9,10,1,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5598",1516,"CanRanchoLlano1B","217-1",1,2,2,38,15,"2/8/16 20:15",349.8,396.1,10,10,0,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5599",1502,"CanRanchoLlano1B","217-1",1,2,2,38,15,"2/8/16 20:15",396.1,445.8,10,10,0,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5600",1496,"CanRanchoLlano1B","217-1",1,2,2,38,15,"2/8/16 20:15",445.8,494.9166667,10,10,0,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5601",1505,"CanRanchoLlano1B","217-1",1,2,2,38,15,"",494.9166667,Inf,10,10,0,NA,"14Pay217-1","11/10/14","Pay",28,"E Coast",NA,NA,NA,NA,NA
"5602",3222,NA,"Johnny's",1,2,2,66,15,"2/8/16 20:15",0,60.36666667,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
"5603",3213,NA,"Johnny's",1,2,2,66,15,"2/8/16 20:15",60.36666667,108.2333333,0,0,0,NA,NA,NA,NA,NA,"Johnny's",NA,NA,NA,NA,NA
