"","X","sampleid","line","rep","run","shelf","plate","trt","read.time","start","end","start.count","end.count","germinated","notes","pedigree","planting.date","landrace.abb","loc_id","region","pop","population.type","landrace.name","cultivation","main.use"
"302",1065,"CanLobera3","142-2",1,1,1,33,0,"1/22/16 8:24",54,101.9,0,1,1,"","14CAg142-2","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"303",1089,"CanLobera3","142-2",1,1,1,33,0,"1/24/16 8:50",101.9,150.33,1,3,2,"","14CAg142-2","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"304",1077,"CanLobera3","142-2",1,1,1,33,0,"1/26/16 8:37",150.33,198.12,3,6,3,"","14CAg142-2","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"305",1067,"CanLobera3","142-2",1,1,1,33,0,"1/28/16 8:28",198.12,245.97,6,6,0,"","14CAg142-2","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"306",1064,"CanLobera3","142-2",1,1,1,33,0,"1/30/16 9:25",245.97,294.92,6,6,0,"","14CAg142-2","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"307",1066,"CanLobera3","142-2",1,1,1,33,0,"2/1/16 8:32",294.92,342.03,6,6,0,"","14CAg142-2","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"308",1086,"CanLobera3","142-2",1,1,1,33,0,"2/3/16 8:23",342.03,389.88,6,6,0,"","14CAg142-2","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"309",1098,"CanLobera3","142-2",1,1,1,33,0,"2/5/16 8:08",389.88,437.63,6,6,0,"","14CAg142-2","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"310",1095,"CanLobera3","142-2",1,1,1,33,0,"",437.63,Inf,6,10,4,"","14CAg142-2","11/10/14","CAg",14,"Central Valleys","CAg_26","landrace","Chile de Agua","Milpa","Fresh"
"311",1632,"CanRanchoLlano3B","218-2",1,1,1,34,10,"1/20/16 8:30",0,54,0,0,0,"","14GDa218-2","11/10/14","GDa",29,"E Coast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"312",1652,"CanRanchoLlano3B","218-2",1,1,1,34,10,"1/22/16 8:24",54,101.9,0,2,2,"","14GDa218-2","11/10/14","GDa",29,"E Coast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"313",1645,"CanRanchoLlano3B","218-2",1,1,1,34,10,"1/24/16 8:50",101.9,150.33,2,9,7,"","14GDa218-2","11/10/14","GDa",29,"E Coast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"314",1639,"CanRanchoLlano3B","218-2",1,1,1,34,10,"1/26/16 8:37",150.33,198.12,9,10,1,"","14GDa218-2","11/10/14","GDa",29,"E Coast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"315",1631,"CanRanchoLlano3B","218-2",1,1,1,34,10,"1/28/16 8:28",198.12,245.97,10,10,0,"","14GDa218-2","11/10/14","GDa",29,"E Coast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"316",1625,"CanRanchoLlano3B","218-2",1,1,1,34,10,"1/30/16 9:25",245.97,294.92,10,10,0,"","14GDa218-2","11/10/14","GDa",29,"E Coast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"317",1622,"CanRanchoLlano3B","218-2",1,1,1,34,10,"2/1/16 8:32",294.92,342.03,10,10,0,"","14GDa218-2","11/10/14","GDa",29,"E Coast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"318",1634,"CanRanchoLlano3B","218-2",1,1,1,34,10,"2/3/16 8:23",342.03,389.88,10,10,0,"","14GDa218-2","11/10/14","GDa",29,"E Coast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"319",1644,"CanRanchoLlano3B","218-2",1,1,1,34,10,"2/5/16 8:08",389.88,437.63,10,10,0,"","14GDa218-2","11/10/14","GDa",29,"E Coast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"320",1607,"CanRanchoLlano3B","218-2",1,1,1,34,10,"",437.63,Inf,10,10,0,"","14GDa218-2","11/10/14","GDa",29,"E Coast","GDa_15","landrace","Guina Dahni","Plantation","Dry"
"321",2558,"CfrLaguna1","100-1",1,1,1,35,15,"1/20/16 8:30",0,54,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"322",2604,"CfrLaguna1","100-1",1,1,1,35,15,"1/22/16 8:24",54,101.9,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"323",2598,"CfrLaguna1","100-1",1,1,1,35,15,"1/24/16 8:50",101.9,150.33,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"324",2613,"CfrLaguna1","100-1",1,1,1,35,15,"1/26/16 8:37",150.33,198.12,0,2,2,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"325",2606,"CfrLaguna1","100-1",1,1,1,35,15,"1/28/16 8:28",198.12,245.97,2,2,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"326",2615,"CfrLaguna1","100-1",1,1,1,35,15,"1/30/16 9:25",245.97,294.92,2,2,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"327",2561,"CfrLaguna1","100-1",1,1,1,35,15,"2/1/16 8:32",294.92,342.03,2,2,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"328",2616,"CfrLaguna1","100-1",1,1,1,35,15,"2/3/16 8:23",342.03,389.88,2,3,1,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"329",2611,"CfrLaguna1","100-1",1,1,1,35,15,"2/5/16 8:08",389.88,437.63,3,5,2,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"330",2556,"CfrLaguna1","100-1",1,1,1,35,15,"",437.63,Inf,5,10,5,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"331",869,"CanLabor5","138-1",1,1,1,36,15,"1/20/16 8:30",0,54,0,0,0,"","14CAg138-1","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"332",900,"CanLabor5","138-1",1,1,1,36,15,"1/22/16 8:24",54,101.9,0,0,0,"","14CAg138-1","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"333",899,"CanLabor5","138-1",1,1,1,36,15,"1/24/16 8:50",101.9,150.33,0,4,4,"","14CAg138-1","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"334",885,"CanLabor5","138-1",1,1,1,36,15,"1/26/16 8:37",150.33,198.12,4,5,1,"","14CAg138-1","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"335",883,"CanLabor5","138-1",1,1,1,36,15,"1/28/16 8:28",198.12,245.97,5,5,0,"","14CAg138-1","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"336",886,"CanLabor5","138-1",1,1,1,36,15,"1/30/16 9:25",245.97,294.92,5,5,0,"","14CAg138-1","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"337",880,"CanLabor5","138-1",1,1,1,36,15,"2/1/16 8:32",294.92,342.03,5,7,2,"","14CAg138-1","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"338",896,"CanLabor5","138-1",1,1,1,36,15,"2/3/16 8:23",342.03,389.88,7,7,0,"","14CAg138-1","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"339",893,"CanLabor5","138-1",1,1,1,36,15,"2/5/16 8:08",389.88,437.63,7,7,0,"","14CAg138-1","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"340",864,"CanLabor5","138-1",1,1,1,36,15,"",437.63,Inf,7,10,3,"","14CAg138-1","11/10/14","CAg",13,"Central Valleys","CAg_25","landrace","Chile de Agua","Plantation","Fresh"
"341",1742,"CanRose7B","165-1",1,1,2,37,10,"1/20/16 8:30",0,54,0,0,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"342",1756,"CanRose7B","165-1",1,1,2,37,10,"1/22/16 8:27",54,101.95,0,2,2,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"343",1734,"CanRose7B","165-1",1,1,2,37,10,"1/24/16 8:54",101.95,150.4,2,4,2,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"344",1748,"CanRose7B","165-1",1,1,2,37,10,"1/26/16 8:40",150.4,198.17,4,4,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"345",1757,"CanRose7B","165-1",1,1,2,37,10,"1/28/16 8:28",198.17,245.97,4,5,1,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"346",1745,"CanRose7B","165-1",1,1,2,37,10,"1/30/16 9:29",245.97,294.98,5,5,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"347",1731,"CanRose7B","165-1",1,1,2,37,10,"2/1/16 8:38",294.98,342.13,5,5,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"348",1754,"CanRose7B","165-1",1,1,2,37,10,"2/3/16 8:23",342.13,389.88,5,5,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"349",1747,"CanRose7B","165-1",1,1,2,37,10,"2/5/16 8:08",389.88,437.63,5,5,0,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"350",1740,"CanRose7B","165-1",1,1,2,37,10,"",437.63,Inf,5,10,5,"","14CRo165-1","11/10/14","CRo",33,"E Coast","CRo_32","landrace","Costeno Rojo","Plantation","Dry"
"351",2575,"CfrLaguna1","100-1",1,1,2,38,15,"1/20/16 8:30",0,54,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"352",2562,"CfrLaguna1","100-1",1,1,2,38,15,"1/22/16 8:27",54,101.95,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"353",2590,"CfrLaguna1","100-1",1,1,2,38,15,"1/24/16 8:54",101.95,150.4,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"354",2567,"CfrLaguna1","100-1",1,1,2,38,15,"1/26/16 8:40",150.4,198.17,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"355",2689,"CfrLaguna1","100-1",1,1,2,38,15,"1/28/16 8:28",198.17,245.97,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"356",2620,"CfrLaguna1","100-1",1,1,2,38,15,"1/30/16 9:29",245.97,294.98,0,1,1,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"357",2690,"CfrLaguna1","100-1",1,1,2,38,15,"2/1/16 8:38",294.98,342.13,1,1,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"358",2732,"CfrLaguna1","100-1",1,1,2,38,15,"2/3/16 8:23",342.13,389.88,1,2,1,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"359",2570,"CfrLaguna1","100-1",1,1,2,38,15,"2/5/16 8:08",389.88,437.63,2,2,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"360",2579,"CfrLaguna1","100-1",1,1,2,38,15,"",437.63,Inf,2,10,8,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"361",737,"CanJuan1","93-1",1,1,2,39,20,"1/20/16 8:30",0,54,0,0,0,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"362",733,"CanJuan1","93-1",1,1,2,39,20,"1/22/16 8:27",54,101.95,0,0,0,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"363",727,"CanJuan1","93-1",1,1,2,39,20,"1/24/16 8:54",101.95,150.4,0,0,0,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"364",728,"CanJuan1","93-1",1,1,2,39,20,"1/26/16 8:40",150.4,198.17,0,1,1,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"365",712,"CanJuan1","93-1",1,1,2,39,20,"1/28/16 8:28",198.17,245.97,1,3,2,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"366",736,"CanJuan1","93-1",1,1,2,39,20,"1/30/16 9:29",245.97,294.98,3,7,4,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"367",718,"CanJuan1","93-1",1,1,2,39,20,"2/1/16 8:38",294.98,342.13,7,7,0,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"368",715,"CanJuan1","93-1",1,1,2,39,20,"2/3/16 8:23",342.13,389.88,7,7,0,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"369",717,"CanJuan1","93-1",1,1,2,39,20,"2/5/16 8:08",389.88,437.63,7,7,0,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"370",701,"CanJuan1","93-1",1,1,2,39,20,"",437.63,Inf,7,10,3,"","14Tus93-1","11/10/14","Tus",12,"E Coast","Tus_7","landrace","Tusta","Milpa","Fresh-Dry"
"371",2508,"CanTorto3","219-1",1,1,2,40,15,"1/20/16 8:30",0,54,0,0,0,"","14UNK219-1","11/10/14","UNK",NA,"E Coast","","","","",""
"372",2518,"CanTorto3","219-1",1,1,2,40,15,"1/22/16 8:27",54,101.95,0,0,0,"","14UNK219-1","11/10/14","UNK",NA,"E Coast","","","","",""
"373",2513,"CanTorto3","219-1",1,1,2,40,15,"1/24/16 8:54",101.95,150.4,0,0,0,"","14UNK219-1","11/10/14","UNK",NA,"E Coast","","","","",""
"374",2507,"CanTorto3","219-1",1,1,2,40,15,"1/26/16 8:40",150.4,198.17,0,0,0,"","14UNK219-1","11/10/14","UNK",NA,"E Coast","","","","",""
"375",2505,"CanTorto3","219-1",1,1,2,40,15,"1/28/16 8:28",198.17,245.97,0,0,0,"","14UNK219-1","11/10/14","UNK",NA,"E Coast","","","","",""
"376",2496,"CanTorto3","219-1",1,1,2,40,15,"1/30/16 9:29",245.97,294.98,0,0,0,"","14UNK219-1","11/10/14","UNK",NA,"E Coast","","","","",""
"377",2500,"CanTorto3","219-1",1,1,2,40,15,"2/1/16 8:38",294.98,342.13,0,0,0,"","14UNK219-1","11/10/14","UNK",NA,"E Coast","","","","",""
"378",2499,"CanTorto3","219-1",1,1,2,40,15,"2/3/16 8:23",342.13,389.88,0,0,0,"","14UNK219-1","11/10/14","UNK",NA,"E Coast","","","","",""
"379",2489,"CanTorto3","219-1",1,1,2,40,15,"2/5/16 8:08",389.88,437.63,0,0,0,"","14UNK219-1","11/10/14","UNK",NA,"E Coast","","","","",""
"380",2485,"CanTorto3","219-1",1,1,2,40,15,"",437.63,Inf,0,10,0,"","14UNK219-1","11/10/14","UNK",NA,"E Coast","","","","",""
"381",261,"CanAnil7","81-2",1,1,2,41,10,"1/20/16 8:30",0,54,0,0,0,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"382",238,"CanAnil7","81-2",1,1,2,41,10,"1/22/16 8:27",54,101.95,0,8,8,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"383",262,"CanAnil7","81-2",1,1,2,41,10,"1/24/16 8:54",101.95,150.4,8,8,0,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"384",242,"CanAnil7","81-2",1,1,2,41,10,"1/26/16 8:40",150.4,198.17,8,8,0,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"385",245,"CanAnil7","81-2",1,1,2,41,10,"1/28/16 8:28",198.17,245.97,8,8,0,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"386",241,"CanAnil7","81-2",1,1,2,41,10,"1/30/16 9:29",245.97,294.98,8,9,1,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"387",244,"CanAnil7","81-2",1,1,2,41,10,"2/1/16 8:38",294.98,342.13,9,9,0,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"388",248,"CanAnil7","81-2",1,1,2,41,10,"2/3/16 8:23",342.13,389.88,9,9,0,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"389",268,"CanAnil7","81-2",1,1,2,41,10,"2/5/16 8:08",389.88,437.63,9,9,0,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"390",250,"CanAnil7","81-2",1,1,2,41,10,"",437.63,Inf,9,10,1,"","14CAm81-2","11/10/14","Cam",4,"W Coast","CAm_1","landrace","Costeno Amarillo","Plantation","Dry"
"391",2820,NA,"Johnny's",1,1,2,42,15,"1/20/16 8:30",0,54,0,0,0,"",NA,NA,NA,NA,"Johnny's ",NA,NA,NA,NA,NA
"392",2821,NA,"Johnny's",1,1,2,42,15,"1/22/16 8:27",54,101.95,0,0,0,"",NA,NA,NA,NA,"Johnny's ",NA,NA,NA,NA,NA
"393",2826,NA,"Johnny's",1,1,2,42,15,"1/24/16 8:54",101.95,150.4,0,0,0,"",NA,NA,NA,NA,"Johnny's ",NA,NA,NA,NA,NA
"394",2819,NA,"Johnny's",1,1,2,42,15,"1/26/16 8:40",150.4,198.17,0,0,0,"",NA,NA,NA,NA,"Johnny's ",NA,NA,NA,NA,NA
"395",2861,NA,"Johnny's",1,1,2,42,15,"1/28/16 8:28",198.17,245.97,0,2,2,"",NA,NA,NA,NA,"Johnny's ",NA,NA,NA,NA,NA
"396",2875,NA,"Johnny's",1,1,2,42,15,"1/30/16 9:29",245.97,294.98,2,4,2,"",NA,NA,NA,NA,"Johnny's ",NA,NA,NA,NA,NA
"397",2814,NA,"Johnny's",1,1,2,42,15,"2/1/16 8:38",294.98,342.13,4,4,0,"",NA,NA,NA,NA,"Johnny's ",NA,NA,NA,NA,NA
"398",2880,NA,"Johnny's",1,1,2,42,15,"2/3/16 8:23",342.13,389.88,4,4,0,"",NA,NA,NA,NA,"Johnny's ",NA,NA,NA,NA,NA
"399",2876,NA,"Johnny's",1,1,2,42,15,"2/5/16 8:08",389.88,437.63,4,6,2,"",NA,NA,NA,NA,"Johnny's ",NA,NA,NA,NA,NA
"400",2798,NA,"Johnny's",1,1,2,42,15,"",437.63,Inf,6,10,4,"",NA,NA,NA,NA,"Johnny's ",NA,NA,NA,NA,NA
"401",2571,"CfrLaguna1","100-1",1,1,2,43,20,"1/20/16 8:30",0,54,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"402",2572,"CfrLaguna1","100-1",1,1,2,43,20,"1/22/16 8:27",54,101.95,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"403",2573,"CfrLaguna1","100-1",1,1,2,43,20,"1/24/16 8:54",101.95,150.4,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"404",2745,"CfrLaguna1","100-1",1,1,2,43,20,"1/26/16 8:40",150.4,198.17,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"405",2715,"CfrLaguna1","100-1",1,1,2,43,20,"1/28/16 8:28",198.17,245.97,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"406",2685,"CfrLaguna1","100-1",1,1,2,43,20,"1/30/16 9:29",245.97,294.98,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"407",2630,"CfrLaguna1","100-1",1,1,2,43,20,"2/1/16 8:38",294.98,342.13,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"408",2631,"CfrLaguna1","100-1",1,1,2,43,20,"2/3/16 8:23",342.13,389.88,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"409",2740,"CfrLaguna1","100-1",1,1,2,43,20,"2/5/16 8:08",389.88,437.63,0,0,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"410",2580,"CfrLaguna1","100-1",1,1,2,43,20,"",437.63,Inf,0,10,0,"","14FBo100-1","11/10/14","FBo",18,"E Coast","FBo_9","landrace","Chile Bolita","Backyard","Fresh"
"411",960,"CanLag4","98-1",1,1,2,45,10,"1/20/16 8:30",0,54,0,0,0,"","14CRo98-1","11/10/14","CRo",17,"W Coast","CRo_8","landrace","Costeno Rojo","Milpa","Dry"
"412",978,"CanLag4","98-1",1,1,2,45,10,"1/22/16 8:27",54,101.95,0,7,7,"","14CRo98-1","11/10/14","CRo",17,"W Coast","CRo_8","landrace","Costeno Rojo","Milpa","Dry"
"413",955,"CanLag4","98-1",1,1,2,45,10,"1/24/16 8:54",101.95,150.4,7,7,0,"","14CRo98-1","11/10/14","CRo",17,"W Coast","CRo_8","landrace","Costeno Rojo","Milpa","Dry"
"414",959,"CanLag4","98-1",1,1,2,45,10,"1/26/16 8:40",150.4,198.17,7,7,0,"","14CRo98-1","11/10/14","CRo",17,"W Coast","CRo_8","landrace","Costeno Rojo","Milpa","Dry"
"415",976,"CanLag4","98-1",1,1,2,45,10,"1/28/16 8:28",198.17,245.97,7,7,0,"","14CRo98-1","11/10/14","CRo",17,"W Coast","CRo_8","landrace","Costeno Rojo","Milpa","Dry"
"416",972,"CanLag4","98-1",1,1,2,45,10,"1/30/16 9:29",245.97,294.98,7,7,0,"","14CRo98-1","11/10/14","CRo",17,"W Coast","CRo_8","landrace","Costeno Rojo","Milpa","Dry"
"417",975,"CanLag4","98-1",1,1,2,45,10,"2/1/16 8:38",294.98,342.13,7,7,0,"","14CRo98-1","11/10/14","CRo",17,"W Coast","CRo_8","landrace","Costeno Rojo","Milpa","Dry"
"418",962,"CanLag4","98-1",1,1,2,45,10,"2/3/16 8:23",342.13,389.88,7,7,0,"","14CRo98-1","11/10/14","CRo",17,"W Coast","CRo_8","landrace","Costeno Rojo","Milpa","Dry"
"419",970,"CanLag4","98-1",1,1,2,45,10,"2/5/16 8:08",389.88,437.63,7,7,0,"","14CRo98-1","11/10/14","CRo",17,"W Coast","CRo_8","landrace","Costeno Rojo","Milpa","Dry"
"420",957,"CanLag4","98-1",1,1,2,45,10,"",437.63,Inf,7,10,3,"","14CRo98-1","11/10/14","CRo",17,"W Coast","CRo_8","landrace","Costeno Rojo","Milpa","Dry"
"421",1694,"CanRose3","122-2",1,1,2,46,10,"1/20/16 8:30",0,54,0,0,0,"","14CRo122-2","11/10/14","CRo",33,"E Coast","CRo_18","landrace","Costeno Rojo","Plantation","Dry"
"422",1675,"CanRose3","122-2",1,1,2,46,10,"1/22/16 8:27",54,101.95,0,0,0,"","14CRo122-2","11/10/14","CRo",33,"E Coast","CRo_18","landrace","Costeno Rojo","Plantation","Dry"
"423",1664,"CanRose3","122-2",1,1,2,46,10,"1/24/16 8:54",101.95,150.4,0,0,0,"","14CRo122-2","11/10/14","CRo",33,"E Coast","CRo_18","landrace","Costeno Rojo","Plantation","Dry"
"424",1683,"CanRose3","122-2",1,1,2,46,10,"1/26/16 8:40",150.4,198.17,0,0,0,"","14CRo122-2","11/10/14","CRo",33,"E Coast","CRo_18","landrace","Costeno Rojo","Plantation","Dry"
"425",1692,"CanRose3","122-2",1,1,2,46,10,"1/28/16 8:28",198.17,245.97,0,0,0,"","14CRo122-2","11/10/14","CRo",33,"E Coast","CRo_18","landrace","Costeno Rojo","Plantation","Dry"
"426",1672,"CanRose3","122-2",1,1,2,46,10,"1/30/16 9:29",245.97,294.98,0,1,1,"","14CRo122-2","11/10/14","CRo",33,"E Coast","CRo_18","landrace","Costeno Rojo","Plantation","Dry"
"427",1698,"CanRose3","122-2",1,1,2,46,10,"2/1/16 8:38",294.98,342.13,1,1,0,"","14CRo122-2","11/10/14","CRo",33,"E Coast","CRo_18","landrace","Costeno Rojo","Plantation","Dry"
"428",1689,"CanRose3","122-2",1,1,2,46,10,"2/3/16 8:23",342.13,389.88,1,1,0,"","14CRo122-2","11/10/14","CRo",33,"E Coast","CRo_18","landrace","Costeno Rojo","Plantation","Dry"
"429",1663,"CanRose3","122-2",1,1,2,46,10,"2/5/16 8:08",389.88,437.63,1,2,1,"","14CRo122-2","11/10/14","CRo",33,"E Coast","CRo_18","landrace","Costeno Rojo","Plantation","Dry"
"430",1693,"CanRose3","122-2",1,1,2,46,10,"",437.63,Inf,2,10,8,"","14CRo122-2","11/10/14","CRo",33,"E Coast","CRo_18","landrace","Costeno Rojo","Plantation","Dry"
"431",1356,"CanParaje1","146-1",1,1,2,47,10,"1/20/16 8:30",0,54,0,0,0,"","14CAg146-1","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
"432",1368,"CanParaje1","146-1",1,1,2,47,10,"1/22/16 8:27",54,101.95,0,0,0,"","14CAg146-1","11/10/14","CAg",22,"Central Valleys","CAg_27","landrace","Chile de Agua","Plantation","Fresh"
