,sampleid,line,rep,run,shelf,plate,trt,read.time,start,end,start.count,end.count,germinated,notes,pedigree,planting.date,landrace.abb,loc_id,region,pop,population.type,landrace.name,cultivation,main.use
1111,CanLobera4,143-1,1,1,6,182,20,1/24/16 9:04,102.07,150.57,0,0,0,,14CAg143-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1102,CanLobera4,143-1,1,1,6,182,20,1/26/16 8:56,150.57,198.43,0,5,5,,14CAg143-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1122,CanLobera4,143-1,1,1,6,182,20,1/28/16 8:45,198.43,246.25,5,8,3,,14CAg143-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1106,CanLobera4,143-1,1,1,6,182,20,1/30/16 9:48,246.25,295.3,8,8,0,,14CAg143-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1109,CanLobera4,143-1,1,1,6,182,20,2/1/16 8:56,295.3,342.43,8,8,0,,14CAg143-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1125,CanLobera4,143-1,1,1,6,182,20,2/3/16 8:42,342.43,390.2,8,8,0,,14CAg143-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1119,CanLobera4,143-1,1,1,6,182,20,2/5/16 10:17,390.2,439.78,8,8,0,,14CAg143-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1104,CanLobera4,143-1,1,1,6,182,20,,439.78,Inf,8,10,2,,14CAg143-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
202,CanAnil5,79-1,1,1,6,183,10,1/20/16 8:34,0,54.07,0,0,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
194,CanAnil5,79-1,1,1,6,183,10,1/22/16 8:34,54.07,102.07,0,6,6,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
214,CanAnil5,79-1,1,1,6,183,10,1/24/16 9:04,102.07,150.57,6,10,4,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
203,CanAnil5,79-1,1,1,6,183,10,1/26/16 8:56,150.57,198.43,10,10,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
205,CanAnil5,79-1,1,1,6,183,10,1/28/16 8:45,198.43,246.25,10,10,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
198,CanAnil5,79-1,1,1,6,183,10,1/30/16 9:48,246.25,295.3,10,10,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
225,CanAnil5,79-1,1,1,6,183,10,2/1/16 8:56,295.3,342.43,10,10,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
206,CanAnil5,79-1,1,1,6,183,10,2/3/16 8:42,342.43,390.2,10,10,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
191,CanAnil5,79-1,1,1,6,183,10,2/5/16 10:17,390.2,439.78,10,10,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
218,CanAnil5,79-1,1,1,6,183,10,,439.78,Inf,10,10,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
224,CanAnil5,79-1,1,1,6,184,15,1/20/16 8:34,0,54.07,0,0,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
222,CanAnil5,79-1,1,1,6,184,15,1/22/16 8:34,54.07,102.07,0,1,1,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
219,CanAnil5,79-1,1,1,6,184,15,1/24/16 9:04,102.07,150.57,1,3,2,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
193,CanAnil5,79-1,1,1,6,184,15,1/26/16 8:56,150.57,198.43,3,3,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
220,CanAnil5,79-1,1,1,6,184,15,1/28/16 8:45,198.43,246.25,3,5,2,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
212,CanAnil5,79-1,1,1,6,184,15,1/30/16 9:48,246.25,295.3,5,5,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
223,CanAnil5,79-1,1,1,6,184,15,2/1/16 8:56,295.3,342.43,5,5,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
226,CanAnil5,79-1,1,1,6,184,15,2/3/16 8:42,342.43,390.2,5,5,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
229,CanAnil5,79-1,1,1,6,184,15,2/5/16 10:17,390.2,439.78,5,5,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
215,CanAnil5,79-1,1,1,6,184,15,,439.78,Inf,5,10,5,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
839,CanLabor4,137-2,1,1,6,186,10,1/20/16 8:34,0,54.07,0,0,0,,14CAg137-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
857,CanLabor4,137-2,1,1,6,186,10,1/22/16 8:34,54.07,102.07,0,3,3,,14CAg137-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
850,CanLabor4,137-2,1,1,6,186,10,1/24/16 9:04,102.07,150.57,3,5,2,,14CAg137-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
851,CanLabor4,137-2,1,1,6,186,10,1/26/16 8:56,150.57,198.43,5,5,0,,14CAg137-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
838,CanLabor4,137-2,1,1,6,186,10,1/28/16 8:45,198.43,246.25,5,5,0,,14CAg137-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
824,CanLabor4,137-2,1,1,6,186,10,1/30/16 9:48,246.25,295.3,5,5,0,,14CAg137-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
854,CanLabor4,137-2,1,1,6,186,10,2/1/16 8:56,295.3,342.43,5,5,0,,14CAg137-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
840,CanLabor4,137-2,1,1,6,186,10,2/3/16 8:42,342.43,390.2,5,5,0,,14CAg137-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
836,CanLabor4,137-2,1,1,6,186,10,2/5/16 10:17,390.2,439.78,5,5,0,,14CAg137-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
847,CanLabor4,137-2,1,1,6,186,10,,439.78,Inf,5,10,5,,14CAg137-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
2684,CfrLaguna1,100-1,1,1,6,187,20,1/20/16 8:34,0,54.07,0,0,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
2628,CfrLaguna1,100-1,1,1,6,187,20,1/22/16 8:34,54.07,102.07,0,0,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
2577,CfrLaguna1,100-1,1,1,6,187,20,1/24/16 9:04,102.07,150.57,0,0,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
2578,CfrLaguna1,100-1,1,1,6,187,20,1/26/16 8:56,150.57,198.43,0,0,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
2566,CfrLaguna1,100-1,1,1,6,187,20,1/28/16 8:45,198.43,246.25,0,0,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
2688,CfrLaguna1,100-1,1,1,6,187,20,1/30/16 9:48,246.25,295.3,0,0,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
2730,CfrLaguna1,100-1,1,1,6,187,20,2/1/16 8:56,295.3,342.43,0,0,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
2742,CfrLaguna1,100-1,1,1,6,187,20,2/3/16 8:42,342.43,390.2,0,0,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
2694,CfrLaguna1,100-1,1,1,6,187,20,2/5/16 10:17,390.2,439.78,0,0,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
2692,CfrLaguna1,100-1,1,1,6,187,20,,439.78,Inf,0,10,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
210,CanAnil5,79-1,1,1,6,188,20,1/20/16 8:34,0,54.07,0,0,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
230,CanAnil5,79-1,1,1,6,188,20,1/22/16 8:34,54.07,102.07,0,0,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
221,CanAnil5,79-1,1,1,6,188,20,1/24/16 9:04,102.07,150.57,0,0,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
209,CanAnil5,79-1,1,1,6,188,20,1/26/16 8:56,150.57,198.43,0,1,1,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
228,CanAnil5,79-1,1,1,6,188,20,1/28/16 8:45,198.43,246.25,1,2,1,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
211,CanAnil5,79-1,1,1,6,188,20,1/30/16 9:48,246.25,295.3,2,6,4,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
227,CanAnil5,79-1,1,1,6,188,20,2/1/16 8:56,295.3,342.43,6,6,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
213,CanAnil5,79-1,1,1,6,188,20,2/3/16 8:42,342.43,390.2,6,6,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
192,CanAnil5,79-1,1,1,6,188,20,2/5/16 10:17,390.2,439.78,6,6,0,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
201,CanAnil5,79-1,1,1,6,188,20,,439.78,Inf,6,10,4,,14CRo79-1,11/10/14,CRo,4,W Coast,CRo_1,landrace,Costeno Rojo,Plantation,Dry
1099,CanLobera3,142-2,1,1,6,190,20,1/20/16 8:34,0,54.07,0,0,0,,14CAg142-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1092,CanLobera3,142-2,1,1,6,190,20,1/22/16 8:34,54.07,102.07,0,0,0,,14CAg142-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1072,CanLobera3,142-2,1,1,6,190,20,1/24/16 9:04,102.07,150.57,0,0,0,,14CAg142-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1080,CanLobera3,142-2,1,1,6,190,20,1/26/16 8:56,150.57,198.43,0,0,0,,14CAg142-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1097,CanLobera3,142-2,1,1,6,190,20,1/28/16 8:45,198.43,246.25,0,2,2,,14CAg142-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1083,CanLobera3,142-2,1,1,6,190,20,1/30/16 9:48,246.25,295.3,2,3,1,,14CAg142-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1088,CanLobera3,142-2,1,1,6,190,20,2/1/16 8:56,295.3,342.43,3,4,1,,14CAg142-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1096,CanLobera3,142-2,1,1,6,190,20,2/3/16 8:42,342.43,390.2,4,5,1,,14CAg142-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1078,CanLobera3,142-2,1,1,6,190,20,2/5/16 10:17,390.2,439.78,5,5,0,,14CAg142-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1079,CanLobera3,142-2,1,1,6,190,20,,439.78,Inf,5,10,5,,14CAg142-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
2140,CanSPablo7,184-1,1,1,6,191,10,1/20/16 8:34,0,54.07,0,0,0,,14Tav184-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2151,CanSPablo7,184-1,1,1,6,191,10,1/22/16 8:34,54.07,102.07,0,4,4,,14Tav184-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2121,CanSPablo7,184-1,1,1,6,191,10,1/24/16 9:04,102.07,150.57,4,9,5,,14Tav184-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2152,CanSPablo7,184-1,1,1,6,191,10,1/26/16 8:56,150.57,198.43,9,9,0,,14Tav184-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2129,CanSPablo7,184-1,1,1,6,191,10,1/28/16 8:45,198.43,246.25,9,9,0,,14Tav184-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2134,CanSPablo7,184-1,1,1,6,191,10,1/30/16 9:48,246.25,295.3,9,9,0,,14Tav184-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2132,CanSPablo7,184-1,1,1,6,191,10,2/1/16 8:56,295.3,342.43,9,9,0,,14Tav184-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2124,CanSPablo7,184-1,1,1,6,191,10,2/3/16 8:42,342.43,390.2,9,9,0,,14Tav184-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2143,CanSPablo7,184-1,1,1,6,191,10,2/5/16 10:17,390.2,439.78,9,9,0,,14Tav184-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2150,CanSPablo7,184-1,1,1,6,191,10,,439.78,Inf,9,10,1,,14Tav184-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2873,NA,Johnny's,1,1,6,192,20,1/20/16 8:34,0,54.07,0,0,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2828,NA,Johnny's,1,1,6,192,20,1/22/16 8:34,54.07,102.07,0,0,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2823,NA,Johnny's,1,1,6,192,20,1/24/16 9:04,102.07,150.57,0,0,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2831,NA,Johnny's,1,1,6,192,20,1/26/16 8:56,150.57,198.43,0,1,1,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2832,NA,Johnny's,1,1,6,192,20,1/28/16 8:45,198.43,246.25,1,2,1,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2827,NA,Johnny's,1,1,6,192,20,1/30/16 9:48,246.25,295.3,2,2,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2833,NA,Johnny's,1,1,6,192,20,2/1/16 8:56,295.3,342.43,2,3,1,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2825,NA,Johnny's,1,1,6,192,20,2/3/16 8:42,342.43,390.2,3,3,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2834,NA,Johnny's,1,1,6,192,20,2/5/16 10:17,390.2,439.78,3,4,1,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2842,NA,Johnny's,1,1,6,192,20,,439.78,Inf,4,10,6,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
1198,CanLobera6,145-1,1,1,6,193,20,1/20/16 8:34,0,54.07,0,0,0,,14CAg145-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1197,CanLobera6,145-1,1,1,6,193,20,1/22/16 8:34,54.07,102.07,0,0,0,,14CAg145-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1194,CanLobera6,145-1,1,1,6,193,20,1/24/16 9:04,102.07,150.57,0,0,0,,14CAg145-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1192,CanLobera6,145-1,1,1,6,193,20,1/26/16 8:56,150.57,198.43,0,2,2,,14CAg145-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1182,CanLobera6,145-1,1,1,6,193,20,1/28/16 8:45,198.43,246.25,2,2,0,,14CAg145-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1186,CanLobera6,145-1,1,1,6,193,20,1/30/16 9:48,246.25,295.3,2,3,1,,14CAg145-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1213,CanLobera6,145-1,1,1,6,193,20,2/1/16 8:56,295.3,342.43,3,4,1,,14CAg145-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1189,CanLobera6,145-1,1,1,6,193,20,2/3/16 8:42,342.43,390.2,4,4,0,,14CAg145-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1190,CanLobera6,145-1,1,1,6,193,20,2/5/16 10:17,390.2,439.78,4,4,0,,14CAg145-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
1208,CanLobera6,145-1,1,1,6,193,20,,439.78,Inf,4,10,6,,14CAg145-1,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
627,CanEjutla3,191-2,1,1,6,194,15,1/20/16 8:34,0,54.07,0,0,0,,14UNK191-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
626,CanEjutla3,191-2,1,1,6,194,15,1/22/16 8:34,54.07,102.07,0,0,0,,14UNK191-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
660,CanEjutla3,191-2,1,1,6,194,15,1/24/16 9:04,102.07,150.57,0,0,0,,14UNK191-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
628,CanEjutla3,191-2,1,1,6,194,15,1/26/16 8:56,150.57,198.43,0,5,5,,14UNK191-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
653,CanEjutla3,191-2,1,1,6,194,15,1/28/16 8:45,198.43,246.25,5,7,2,,14UNK191-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
624,CanEjutla3,191-2,1,1,6,194,15,1/30/16 9:48,246.25,295.3,7,8,1,,14UNK191-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
623,CanEjutla3,191-2,1,1,6,194,15,2/1/16 8:56,295.3,342.43,8,8,0,,14UNK191-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
622,CanEjutla3,191-2,1,1,6,194,15,2/3/16 8:42,342.43,390.2,8,8,0,,14UNK191-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
652,CanEjutla3,191-2,1,1,6,194,15,2/5/16 10:17,390.2,439.78,8,8,0,,14UNK191-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
641,CanEjutla3,191-2,1,1,6,194,15,,439.78,Inf,8,10,2,,14UNK191-2,11/10/14,UNK,NA,Central Valleys,NA,NA,NA,NA,NA
494,CanCoat7,132-2,1,1,6,195,0,1/20/16 8:34,0,54.07,0,0,0,,14CAg132-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
441,CanCoat7,132-2,1,1,6,195,0,1/22/16 8:34,54.07,102.07,0,2,2,,14CAg132-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
466,CanCoat7,132-2,1,1,6,195,0,1/24/16 9:04,102.07,150.57,2,4,2,,14CAg132-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
471,CanCoat7,132-2,1,1,6,195,0,1/26/16 8:56,150.57,198.43,4,6,2,,14CAg132-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
479,CanCoat7,132-2,1,1,6,195,0,1/28/16 8:45,198.43,246.25,6,6,0,,14CAg132-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
486,CanCoat7,132-2,1,1,6,195,0,1/30/16 9:48,246.25,295.3,6,6,0,,14CAg132-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
480,CanCoat7,132-2,1,1,6,195,0,2/1/16 8:56,295.3,342.43,6,6,0,,14CAg132-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
500,CanCoat7,132-2,1,1,6,195,0,2/3/16 8:42,342.43,390.2,6,6,0,,14CAg132-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
496,CanCoat7,132-2,1,1,6,195,0,2/5/16 10:17,390.2,439.78,6,6,0,,14CAg132-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
493,CanCoat7,132-2,1,1,6,195,0,,439.78,Inf,6,10,4,,14CAg132-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
1513,CanParaje6,150-2,1,1,6,196,0,1/20/16 8:34,0,54.07,0,0,0,,14CAg150-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1514,CanParaje6,150-2,1,1,6,196,0,1/22/16 8:34,54.07,102.07,0,0,0,,14CAg150-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1535,CanParaje6,150-2,1,1,6,196,0,1/24/16 9:04,102.07,150.57,0,1,1,,14CAg150-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1540,CanParaje6,150-2,1,1,6,196,0,1/26/16 8:56,150.57,198.43,1,2,1,,14CAg150-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1531,CanParaje6,150-2,1,1,6,196,0,1/28/16 8:45,198.43,246.25,2,2,0,,14CAg150-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1517,CanParaje6,150-2,1,1,6,196,0,1/30/16 9:48,246.25,295.3,2,2,0,,14CAg150-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1518,CanParaje6,150-2,1,1,6,196,0,2/1/16 8:56,295.3,342.43,2,2,0,,14CAg150-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1523,CanParaje6,150-2,1,1,6,196,0,2/3/16 8:42,342.43,390.2,2,2,0,,14CAg150-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1524,CanParaje6,150-2,1,1,6,196,0,2/5/16 10:17,390.2,439.78,2,2,0,,14CAg150-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1534,CanParaje6,150-2,1,1,6,196,0,,439.78,Inf,2,10,8,,14CAg150-2,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
2824,NA,Johnny's,1,1,6,197,10,1/20/16 8:34,0,54.07,0,0,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2811,NA,Johnny's,1,1,6,197,10,1/22/16 8:34,54.07,102.07,0,0,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2812,NA,Johnny's,1,1,6,197,10,1/24/16 9:04,102.07,150.57,0,0,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2839,NA,Johnny's,1,1,6,197,10,1/26/16 8:56,150.57,198.43,0,2,2,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2835,NA,Johnny's,1,1,6,197,10,1/28/16 8:45,198.43,246.25,2,3,1,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2802,NA,Johnny's,1,1,6,197,10,1/30/16 9:48,246.25,295.3,3,7,4,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2805,NA,Johnny's,1,1,6,197,10,2/1/16 8:56,295.3,342.43,7,7,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2791,NA,Johnny's,1,1,6,197,10,2/3/16 8:42,342.43,390.2,7,7,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2883,NA,Johnny's,1,1,6,197,10,2/5/16 10:17,390.2,439.78,7,7,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2947,NA,Johnny's,1,1,6,197,10,,439.78,Inf,7,10,3,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2884,NA,Johnny's,1,1,6,198,0,1/20/16 8:34,0,54.07,0,0,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2885,NA,Johnny's,1,1,6,198,0,1/22/16 8:34,54.07,102.07,0,0,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2886,NA,Johnny's,1,1,6,198,0,1/24/16 9:04,102.07,150.57,0,0,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2836,NA,Johnny's,1,1,6,198,0,1/26/16 8:56,150.57,198.43,0,1,1,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
2887,NA,Johnny's,1,1,6,198,0,1/28/16 8:45,198.43,246.25,1,1,0,,NA,NA,NA,NA,Johnny's ,NA,NA,NA,NA,NA
