,sampleid,line,rep,run,shelf,plate,trt,read.time,start,end,start.count,end.count,germinated,notes,pedigree,planting.date,landrace.abb,loc_id,region,pop,population.type,landrace.name,cultivation,main.use
763,CanLabor6,139-2,1,2,1,11,10,2/8/16 20:00,396.2833333,446,9,9,0,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
785,CanLabor6,139-2,1,2,1,11,10,2/8/16 20:00,446,495.1166667,9,9,0,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
787,CanLabor6,139-2,1,2,1,11,10,,495.1166667,Inf,9,10,1,,14CAg139-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
2450,CanSPablo10,185-1,1,2,1,16,10,2/8/16 20:00,0,60.58333333,0,0,0,,14Tus185-1,11/10/14,Tus,39,Central Valleys,Tus_38,landrace,Tusta,Milpa,Dry
2462,CanSPablo10,185-1,1,2,1,16,10,2/8/16 20:00,60.58333333,108.4333333,0,0,0,,14Tus185-1,11/10/14,Tus,39,Central Valleys,Tus_38,landrace,Tusta,Milpa,Dry
2492,CanSPablo10,185-1,1,2,1,16,10,2/8/16 20:00,108.4333333,156.35,0,1,1,,14Tus185-1,11/10/14,Tus,39,Central Valleys,Tus_38,landrace,Tusta,Milpa,Dry
2457,CanSPablo10,185-1,1,2,1,16,10,2/8/16 20:00,156.35,206.3333333,1,8,7,,14Tus185-1,11/10/14,Tus,39,Central Valleys,Tus_38,landrace,Tusta,Milpa,Dry
2477,CanSPablo10,185-1,1,2,1,16,10,2/8/16 20:00,206.3333333,254.0666667,8,9,1,,14Tus185-1,11/10/14,Tus,39,Central Valleys,Tus_38,landrace,Tusta,Milpa,Dry
2471,CanSPablo10,185-1,1,2,1,16,10,2/8/16 20:00,254.0666667,303.3333333,9,10,1,,14Tus185-1,11/10/14,Tus,39,Central Valleys,Tus_38,landrace,Tusta,Milpa,Dry
2476,CanSPablo10,185-1,1,2,1,16,10,2/8/16 20:00,303.3333333,349.95,10,10,0,,14Tus185-1,11/10/14,Tus,39,Central Valleys,Tus_38,landrace,Tusta,Milpa,Dry
2494,CanSPablo10,185-1,1,2,1,16,10,2/8/16 20:00,349.95,396.2833333,10,10,0,,14Tus185-1,11/10/14,Tus,39,Central Valleys,Tus_38,landrace,Tusta,Milpa,Dry
2468,CanSPablo10,185-1,1,2,1,16,10,2/8/16 20:00,396.2833333,446,10,10,0,,14Tus185-1,11/10/14,Tus,39,Central Valleys,Tus_38,landrace,Tusta,Milpa,Dry
2466,CanSPablo10,185-1,1,2,1,16,10,2/8/16 20:00,446,495.1166667,10,10,0,,14Tus185-1,11/10/14,Tus,39,Central Valleys,Tus_38,landrace,Tusta,Milpa,Dry
2473,CanSPablo10,185-1,1,2,1,16,10,,495.1166667,Inf,10,10,0,,14Tus185-1,11/10/14,Tus,39,Central Valleys,Tus_38,landrace,Tusta,Milpa,Dry
512,CanLabor1,134-1,1,2,1,28,10,2/8/16 20:00,0,60.58333333,0,0,0,,14CAg134-1,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
521,CanLabor1,134-1,1,2,1,28,10,2/8/16 20:00,60.58333333,108.4333333,0,3,3,,14CAg134-1,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
541,CanLabor1,134-1,1,2,1,28,10,2/8/16 20:00,108.4333333,156.35,3,4,1,,14CAg134-1,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
532,CanLabor1,134-1,1,2,1,28,10,2/8/16 20:00,156.35,206.3333333,4,4,0,,14CAg134-1,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
545,CanLabor1,134-1,1,2,1,28,10,2/8/16 20:00,206.3333333,254.0666667,4,5,1,,14CAg134-1,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
519,CanLabor1,134-1,1,2,1,28,10,2/8/16 20:00,254.0666667,303.3333333,5,5,0,,14CAg134-1,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
528,CanLabor1,134-1,1,2,1,28,10,2/8/16 20:00,303.3333333,349.95,5,5,0,,14CAg134-1,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
566,CanLabor1,134-1,1,2,1,28,10,2/8/16 20:00,349.95,396.2833333,5,5,0,,14CAg134-1,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
514,CanLabor1,134-1,1,2,1,28,10,2/8/16 20:00,396.2833333,446,5,5,0,,14CAg134-1,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
555,CanLabor1,134-1,1,2,1,28,10,2/8/16 20:00,446,495.1166667,5,5,0,,14CAg134-1,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
571,CanLabor1,134-1,1,2,1,28,10,,495.1166667,Inf,5,10,5,,14CAg134-1,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
964,CanLobera5,144-2,1,2,1,29,10,2/8/16 20:00,0,60.58333333,0,0,0,,14CAg144-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
935,CanLobera5,144-2,1,2,1,29,10,2/8/16 20:00,60.58333333,108.4333333,0,3,3,,14CAg144-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
934,CanLobera5,144-2,1,2,1,29,10,2/8/16 20:00,108.4333333,156.35,3,4,1,,14CAg144-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
961,CanLobera5,144-2,1,2,1,29,10,2/8/16 20:00,156.35,206.3333333,4,4,0,,14CAg144-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
955,CanLobera5,144-2,1,2,1,29,10,2/8/16 20:00,206.3333333,254.0666667,4,4,0,,14CAg144-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
948,CanLobera5,144-2,1,2,1,29,10,2/8/16 20:00,254.0666667,303.3333333,4,5,1,,14CAg144-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
940,CanLobera5,144-2,1,2,1,29,10,2/8/16 20:00,303.3333333,349.95,5,5,0,,14CAg144-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
943,CanLobera5,144-2,1,2,1,29,10,2/8/16 20:00,349.95,396.2833333,5,6,1,,14CAg144-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
928,CanLobera5,144-2,1,2,1,29,10,2/8/16 20:00,396.2833333,446,6,6,0,,14CAg144-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
939,CanLobera5,144-2,1,2,1,29,10,2/8/16 20:00,446,495.1166667,6,6,0,,14CAg144-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
941,CanLobera5,144-2,1,2,1,29,10,,495.1166667,Inf,6,10,4,,14CAg144-2,11/10/14,CAg,14,Central Valleys,CAg_26,landrace,Chile de Agua,Milpa,Fresh
2658,CanStaCruz6,169-2,1,2,1,32,10,2/8/16 20:00,0,60.58333333,0,0,0,,14CAg169-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2673,CanStaCruz6,169-2,1,2,1,32,10,2/8/16 20:00,60.58333333,108.4333333,0,0,0,,14CAg169-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2711,CanStaCruz6,169-2,1,2,1,32,10,2/8/16 20:00,108.4333333,156.35,0,3,3,,14CAg169-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2653,CanStaCruz6,169-2,1,2,1,32,10,2/8/16 20:00,156.35,206.3333333,3,3,0,,14CAg169-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2709,CanStaCruz6,169-2,1,2,1,32,10,2/8/16 20:00,206.3333333,254.0666667,3,3,0,,14CAg169-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2659,CanStaCruz6,169-2,1,2,1,32,10,2/8/16 20:00,254.0666667,303.3333333,3,4,1,,14CAg169-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2668,CanStaCruz6,169-2,1,2,1,32,10,2/8/16 20:00,303.3333333,349.95,4,4,0,,14CAg169-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2727,CanStaCruz6,169-2,1,2,1,32,10,2/8/16 20:00,349.95,396.2833333,4,4,0,,14CAg169-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2646,CanStaCruz6,169-2,1,2,1,32,10,2/8/16 20:00,396.2833333,446,4,4,0,,14CAg169-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2670,CanStaCruz6,169-2,1,2,1,32,10,2/8/16 20:00,446,495.1166667,4,4,0,,14CAg169-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
2660,CanStaCruz6,169-2,1,2,1,32,10,,495.1166667,Inf,4,10,6,,14CAg169-2,11/10/14,CAg,41,Central Valleys,CAg_33,landrace,Chile de Agua,Plantation,Fresh
655,CanLabor3,136-2,1,2,1,35,10,2/8/16 20:00,0,60.58333333,0,1,1,,14CAg136-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
580,CanLabor3,136-2,1,2,1,35,10,2/8/16 20:00,60.58333333,108.4333333,1,4,3,,14CAg136-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
584,CanLabor3,136-2,1,2,1,35,10,2/8/16 20:00,108.4333333,156.35,4,7,3,,14CAg136-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
587,CanLabor3,136-2,1,2,1,35,10,2/8/16 20:00,156.35,206.3333333,7,7,0,,14CAg136-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
637,CanLabor3,136-2,1,2,1,35,10,2/8/16 20:00,206.3333333,254.0666667,7,7,0,,14CAg136-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
638,CanLabor3,136-2,1,2,1,35,10,2/8/16 20:00,254.0666667,303.3333333,7,7,0,,14CAg136-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
575,CanLabor3,136-2,1,2,1,35,10,2/8/16 20:00,303.3333333,349.95,7,7,0,,14CAg136-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
597,CanLabor3,136-2,1,2,1,35,10,2/8/16 20:00,349.95,396.2833333,7,7,0,,14CAg136-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
603,CanLabor3,136-2,1,2,1,35,10,2/8/16 20:00,396.2833333,446,7,7,0,,14CAg136-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
592,CanLabor3,136-2,1,2,1,35,10,2/8/16 20:00,446,495.1166667,7,7,0,,14CAg136-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
578,CanLabor3,136-2,1,2,1,35,10,,495.1166667,Inf,7,10,3,,14CAg136-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
493,CanLabor1,134-2,1,2,2,41,10,2/8/16 20:15,0,60.36666667,0,0,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
507,CanLabor1,134-2,1,2,2,41,10,2/8/16 20:15,60.36666667,108.2333333,0,6,6,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
526,CanLabor1,134-2,1,2,2,41,10,2/8/16 20:15,108.2333333,156.1666667,6,10,4,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
494,CanLabor1,134-2,1,2,2,41,10,2/8/16 20:15,156.1666667,206.1833333,10,10,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
485,CanLabor1,134-2,1,2,2,41,10,2/8/16 20:15,206.1833333,253.9833333,10,10,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
518,CanLabor1,134-2,1,2,2,41,10,2/8/16 20:15,253.9833333,303.15,10,10,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
496,CanLabor1,134-2,1,2,2,41,10,2/8/16 20:15,303.15,349.8,10,10,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
561,CanLabor1,134-2,1,2,2,41,10,2/8/16 20:15,349.8,396.1,10,10,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
492,CanLabor1,134-2,1,2,2,41,10,2/8/16 20:15,396.1,445.8,10,10,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
497,CanLabor1,134-2,1,2,2,41,10,2/8/16 20:15,445.8,494.9166667,10,10,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
517,CanLabor1,134-2,1,2,2,41,10,,494.9166667,Inf,10,10,0,,14CAg134-2,11/10/14,CAg,13,Central Valleys,CAg_25,landrace,Chile de Agua,Plantation,Fresh
343,CanCoat6,131-2,1,2,2,52,10,2/8/16 20:15,0,60.36666667,0,0,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
325,CanCoat6,131-2,1,2,2,52,10,2/8/16 20:15,60.36666667,108.2333333,0,5,5,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
328,CanCoat6,131-2,1,2,2,52,10,2/8/16 20:15,108.2333333,156.1666667,5,5,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
352,CanCoat6,131-2,1,2,2,52,10,2/8/16 20:15,156.1666667,206.1833333,5,5,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
339,CanCoat6,131-2,1,2,2,52,10,2/8/16 20:15,206.1833333,253.9833333,5,5,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
310,CanCoat6,131-2,1,2,2,52,10,2/8/16 20:15,253.9833333,303.15,5,5,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
345,CanCoat6,131-2,1,2,2,52,10,2/8/16 20:15,303.15,349.8,5,5,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
336,CanCoat6,131-2,1,2,2,52,10,2/8/16 20:15,349.8,396.1,5,5,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
330,CanCoat6,131-2,1,2,2,52,10,2/8/16 20:15,396.1,445.8,5,5,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
327,CanCoat6,131-2,1,2,2,52,10,2/8/16 20:15,445.8,494.9166667,5,5,0,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
348,CanCoat6,131-2,1,2,2,52,10,,494.9166667,Inf,5,10,5,,14CAg131-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
1213,CanParaje2,147-1,1,2,2,60,10,2/8/16 20:15,0,60.36666667,0,0,0,,14CAg147-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1201,CanParaje2,147-1,1,2,2,60,10,2/8/16 20:15,60.36666667,108.2333333,0,1,1,,14CAg147-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1192,CanParaje2,147-1,1,2,2,60,10,2/8/16 20:15,108.2333333,156.1666667,1,1,0,,14CAg147-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1197,CanParaje2,147-1,1,2,2,60,10,2/8/16 20:15,156.1666667,206.1833333,1,1,0,,14CAg147-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1196,CanParaje2,147-1,1,2,2,60,10,2/8/16 20:15,206.1833333,253.9833333,1,1,0,,14CAg147-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1229,CanParaje2,147-1,1,2,2,60,10,2/8/16 20:15,253.9833333,303.15,1,2,1,,14CAg147-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1200,CanParaje2,147-1,1,2,2,60,10,2/8/16 20:15,303.15,349.8,2,2,0,,14CAg147-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1183,CanParaje2,147-1,1,2,2,60,10,2/8/16 20:15,349.8,396.1,2,2,0,,14CAg147-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1195,CanParaje2,147-1,1,2,2,60,10,2/8/16 20:15,396.1,445.8,2,2,0,,14CAg147-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1203,CanParaje2,147-1,1,2,2,60,10,2/8/16 20:15,445.8,494.9166667,2,2,0,,14CAg147-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1215,CanParaje2,147-1,1,2,2,60,10,,494.9166667,Inf,2,10,8,,14CAg147-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
301,CanCoat5,130-2,1,2,3,94,10,2/8/16 20:30,0,60.15,0,0,0,,14CAg130-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
304,CanCoat5,130-2,1,2,3,94,10,2/8/16 20:30,60.15,108.0166667,0,2,2,,14CAg130-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
302,CanCoat5,130-2,1,2,3,94,10,2/8/16 20:30,108.0166667,155.9833333,2,3,1,,14CAg130-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
281,CanCoat5,130-2,1,2,3,94,10,2/8/16 20:30,155.9833333,206.1,3,3,0,,14CAg130-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
306,CanCoat5,130-2,1,2,3,94,10,2/8/16 20:30,206.1,253.8333333,3,3,0,,14CAg130-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
275,CanCoat5,130-2,1,2,3,94,10,2/8/16 20:30,253.8333333,302.9,3,3,0,,14CAg130-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
265,CanCoat5,130-2,1,2,3,94,10,2/8/16 20:30,302.9,349.6,3,3,0,,14CAg130-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
300,CanCoat5,130-2,1,2,3,94,10,2/8/16 20:30,349.6,395.9,3,3,0,,14CAg130-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
282,CanCoat5,130-2,1,2,3,94,10,2/8/16 20:30,395.9,445.55,3,3,0,,14CAg130-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
294,CanCoat5,130-2,1,2,3,94,10,2/8/16 20:30,445.55,494.7166667,3,3,0,,14CAg130-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
295,CanCoat5,130-2,1,2,3,94,10,,494.7166667,Inf,3,10,7,,14CAg130-2,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
2545,CanSPablo6,183-1,1,2,4,118,10,2/8/16 20:45,0,59.93333333,0,0,0,,14Tav183-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2509,CanSPablo6,183-1,1,2,4,118,10,2/8/16 20:45,59.93333333,107.8,0,0,0,,14Tav183-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2510,CanSPablo6,183-1,1,2,4,118,10,2/8/16 20:45,107.8,155.7833333,0,2,2,,14Tav183-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2534,CanSPablo6,183-1,1,2,4,118,10,2/8/16 20:45,155.7833333,205.85,2,6,4,,14Tav183-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2526,CanSPablo6,183-1,1,2,4,118,10,2/8/16 20:45,205.85,253.9666667,6,6,0,,14Tav183-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2549,CanSPablo6,183-1,1,2,4,118,10,2/8/16 20:45,253.9666667,302.8333333,6,6,0,,14Tav183-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2547,CanSPablo6,183-1,1,2,4,118,10,2/8/16 20:45,302.8333333,349.45,6,6,0,,14Tav183-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2514,CanSPablo6,183-1,1,2,4,118,10,2/8/16 20:45,349.45,395.7333333,6,6,0,,14Tav183-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2531,CanSPablo6,183-1,1,2,4,118,10,2/8/16 20:45,395.7333333,445.4333333,6,6,0,,14Tav183-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2524,CanSPablo6,183-1,1,2,4,118,10,2/8/16 20:45,445.4333333,494.5166667,6,6,0,,14Tav183-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
2513,CanSPablo6,183-1,1,2,4,118,10,,494.5166667,Inf,6,10,4,,14Tav183-1,11/10/14,Tav,39,Central Valleys,Tav_37,landrace,Taviche,Milpa,Dry
1360,CanParaje6,150-1,1,2,4,140,10,2/8/16 20:45,0,59.93333333,0,0,0,,14CAg150-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1337,CanParaje6,150-1,1,2,4,140,10,2/8/16 20:45,59.93333333,107.8,0,4,4,,14CAg150-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1341,CanParaje6,150-1,1,2,4,140,10,2/8/16 20:45,107.8,155.7833333,4,6,2,,14CAg150-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1338,CanParaje6,150-1,1,2,4,140,10,2/8/16 20:45,155.7833333,205.85,6,7,1,,14CAg150-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1323,CanParaje6,150-1,1,2,4,140,10,2/8/16 20:45,205.85,253.9666667,7,7,0,,14CAg150-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1354,CanParaje6,150-1,1,2,4,140,10,2/8/16 20:45,253.9666667,302.8333333,7,7,0,,14CAg150-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1334,CanParaje6,150-1,1,2,4,140,10,2/8/16 20:45,302.8333333,349.45,7,7,0,,14CAg150-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1344,CanParaje6,150-1,1,2,4,140,10,2/8/16 20:45,349.45,395.7333333,7,7,0,,14CAg150-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1336,CanParaje6,150-1,1,2,4,140,10,2/8/16 20:45,395.7333333,445.4333333,7,7,0,,14CAg150-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1325,CanParaje6,150-1,1,2,4,140,10,2/8/16 20:45,445.4333333,494.5166667,7,7,0,,14CAg150-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
1322,CanParaje6,150-1,1,2,4,140,10,,494.5166667,Inf,7,10,3,,14CAg150-1,11/10/14,CAg,22,Central Valleys,CAg_27,landrace,Chile de Agua,Plantation,Fresh
385,CanCoat8,133-1,1,2,5,151,10,2/8/16 21:00,0,59.71666667,0,0,0,,14CAg133-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
371,CanCoat8,133-1,1,2,5,151,10,2/8/16 21:00,59.71666667,107.6,0,0,0,,14CAg133-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
364,CanCoat8,133-1,1,2,5,151,10,2/8/16 21:00,107.6,155.5833333,0,4,4,,14CAg133-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
388,CanCoat8,133-1,1,2,5,151,10,2/8/16 21:00,155.5833333,205.8,4,6,2,,14CAg133-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
378,CanCoat8,133-1,1,2,5,151,10,2/8/16 21:00,205.8,253.85,6,6,0,,14CAg133-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
363,CanCoat8,133-1,1,2,5,151,10,2/8/16 21:00,253.85,302.6666667,6,6,0,,14CAg133-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
359,CanCoat8,133-1,1,2,5,151,10,2/8/16 21:00,302.6666667,349.2833333,6,7,1,,14CAg133-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
390,CanCoat8,133-1,1,2,5,151,10,2/8/16 21:00,349.2833333,395.5666667,7,7,0,,14CAg133-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
373,CanCoat8,133-1,1,2,5,151,10,2/8/16 21:00,395.5666667,445.2333333,7,7,0,,14CAg133-1,11/10/14,CAg,5,Central Valleys,CAg_24,landrace,Chile de Agua,Plantation,Fresh
