,X,sampleid,line,rep,run,shelf,plate,trt,type,concatenate,start.day,start.time,start.day.time,read.day.time,start,end,start.count,end.count,germinated,notes,pedigree,planting.date,landrace.abb,loc_id,region,pop,population.type,landrace.name,cultivation,main.use
5691,5797,CfrLaguna1,100-1,1,1,3,91,0,C2,0+C2+E Coast,2/1/16,8:41,1/18/16 2:30,2/3/16 8:32,342.1833333,390.0333333,9,10,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5809,5852,CfrLaguna1,100-1,1,2,4,122,10,C2,10+C2+E Coast,2/25/16,8:29,2/8/16 20:45,2/27/16 10:11,395.7333333,445.4333333,9,10,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5921,5699,CfrLaguna1,100-1,1,2,4,125,15,C2,15+C2+E Coast,2/27/16,10:11,2/8/16 20:45,2/29/16 11:16,445.4333333,494.5166667,9,10,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5827,5904,CfrLaguna1,100-1,1,2,7,228,10,C2,10+C2+E Coast,2/29/16,11:26,2/8/16 21:20,3/2/16 11:41,494.1,542.35,9,10,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5752,5684,CfrLaguna1,100-1,1,2,7,251,0,C2,0+C2+E Coast,2/19/16,11:06,2/8/16 21:20,2/21/16 11:45,253.7666667,302.4166667,9,10,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5761,5819,CfrLaguna1,100-1,1,1,8,255,0,C2,0+C2+E Coast,2/5/16,10:54,2/5/16 10:54,Inf,440.4,Inf,9,10,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5859,5883,CfrLaguna1,100-1,1,1,8,259,10,C2,10+C2+E Coast,2/5/16,10:54,2/5/16 10:54,Inf,440.4,Inf,9,10,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5961,5982,CfrLaguna1,100-1,1,2,9,322,15,C2,15+C2+E Coast,2/21/16,11:59,2/8/16 21:45,2/23/16 10:31,302.2333333,348.7666667,9,10,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5787,5877,CfrLaguna1,100-1,1,1,1,11,10,C2,10+C2+E Coast,2/1/16,8:32,1/18/16 2:30,2/3/16 8:23,342.0333333,389.8833333,9,9,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5783,5878,CfrLaguna1,100-1,1,1,1,11,10,C2,10+C2+E Coast,2/3/16,8:23,1/18/16 2:30,2/5/16 8:08,389.8833333,437.6333333,9,9,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5675,5830,CfrLaguna1,100-1,1,2,2,44,0,C2,0+C2+E Coast,2/19/16,10:14,2/8/16 20:15,2/21/16 11:24,253.9833333,303.15,9,9,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5807,5896,CfrLaguna1,100-1,1,2,4,122,10,C2,10+C2+E Coast,2/21/16,11:35,2/8/16 20:45,2/23/16 10:12,302.8333333,349.45,9,9,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5802,5897,CfrLaguna1,100-1,1,2,4,122,10,C2,10+C2+E Coast,2/23/16,10:12,2/8/16 20:45,2/25/16 8:29,349.45,395.7333333,9,9,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5922,5704,CfrLaguna1,100-1,1,2,4,125,15,C2,15+C2+E Coast,2/23/16,10:12,2/8/16 20:45,2/25/16 8:29,349.45,395.7333333,9,9,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5929,5705,CfrLaguna1,100-1,1,2,4,125,15,C2,15+C2+E Coast,2/25/16,8:29,2/8/16 20:45,2/27/16 10:11,395.7333333,445.4333333,9,9,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5829,5908,CfrLaguna1,100-1,1,2,7,228,10,C2,10+C2+E Coast,2/21/16,11:45,2/8/16 21:20,2/23/16 10:20,302.4166667,349,9,9,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5823,5909,CfrLaguna1,100-1,1,2,7,228,10,C2,10+C2+E Coast,2/23/16,10:20,2/8/16 21:20,2/25/16 8:41,349,395.35,9,9,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5831,5910,CfrLaguna1,100-1,1,2,7,228,10,C2,10+C2+E Coast,2/25/16,8:41,2/8/16 21:20,2/27/16 10:28,395.35,445.1333333,9,9,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5824,5911,CfrLaguna1,100-1,1,2,7,228,10,C2,10+C2+E Coast,2/27/16,10:28,2/8/16 21:20,2/29/16 11:26,445.1333333,494.1,9,9,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5890,5959,CfrLaguna1,100-1,1,2,2,57,15,C2,15+C2+E Coast,2/27/16,10:03,2/8/16 20:15,2/29/16 11:10,445.8,494.9166667,8,9,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5927,5711,CfrLaguna1,100-1,1,2,4,125,15,C2,15+C2+E Coast,2/21/16,11:35,2/8/16 20:45,2/23/16 10:12,302.8333333,349.45,8,9,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5864,5882,CfrLaguna1,100-1,1,1,8,259,10,C2,10+C2+E Coast,2/3/16,8:53,1/18/16 2:30,2/5/16 10:54,390.3833333,440.4,8,9,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5889,5693,CfrLaguna1,100-1,1,2,2,57,15,C2,15+C2+E Coast,2/23/16,10:03,2/8/16 20:15,2/25/16 8:21,349.8,396.1,8,8,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5897,5694,CfrLaguna1,100-1,1,2,2,57,15,C2,15+C2+E Coast,2/25/16,8:21,2/8/16 20:15,2/27/16 10:03,396.1,445.8,8,8,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5924,5703,CfrLaguna1,100-1,1,2,4,125,15,C2,15+C2+E Coast,2/19/16,10:43,2/8/16 20:45,2/21/16 11:35,253.9666667,302.8333333,8,8,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5865,5848,CfrLaguna1,100-1,1,1,8,259,10,C2,10+C2+E Coast,2/1/16,8:59,1/18/16 2:30,2/3/16 8:53,342.4833333,390.3833333,8,8,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5773,5859,CfrLaguna1,100-1,1,1,1,2,10,C2,10+C2+E Coast,2/3/16,8:23,1/18/16 2:30,2/5/16 8:08,389.8833333,437.6333333,7,10,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5912,5945,CfrLaguna1,100-1,1,1,3,90,15,C2,15+C2+E Coast,2/5/16,8:24,2/5/16 8:24,Inf,437.9,Inf,7,10,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5697,5837,CfrLaguna1,100-1,1,2,3,99,0,C2,0+C2+E Coast,2/19/16,10:20,2/8/16 20:30,2/21/16 11:24,253.8333333,302.9,7,10,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5748,5805,CfrLaguna1,100-1,1,1,7,225,0,C2,0+C2+E Coast,1/30/16,9:53,1/18/16 2:30,2/1/16 8:59,295.3833333,342.4833333,7,10,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
6014,5981,CfrLaguna1,100-1,1,2,7,229,20,C2,20+C2+E Coast,3/2/16,11:41,2/8/16 21:20,Inf,542.35,Inf,7,10,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5838,5914,CfrLaguna1,100-1,1,2,7,239,10,C2,10+C2+E Coast,2/19/16,11:06,2/8/16 21:20,2/21/16 11:45,253.7666667,302.4166667,7,10,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5804,5851,CfrLaguna1,100-1,1,2,4,122,10,C2,10+C2+E Coast,2/19/16,10:43,2/8/16 20:45,2/21/16 11:35,253.9666667,302.8333333,7,9,2,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5766,5816,CfrLaguna1,100-1,1,1,8,255,0,C2,0+C2+E Coast,2/3/16,8:53,1/18/16 2:30,2/5/16 10:54,390.3833333,440.4,7,9,2,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5790,5870,CfrLaguna1,100-1,1,1,1,11,10,C2,10+C2+E Coast,1/30/16,9:25,1/18/16 2:30,2/1/16 8:32,294.9166667,342.0333333,6,9,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5676,5825,CfrLaguna1,100-1,1,2,2,44,0,C2,0+C2+E Coast,2/17/16,10:26,2/8/16 20:15,2/19/16 10:14,206.1833333,253.9833333,6,9,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5694,5795,CfrLaguna1,100-1,1,1,3,91,0,C2,0+C2+E Coast,1/30/16,9:33,1/18/16 2:30,2/1/16 8:41,295.05,342.1833333,6,9,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5826,5902,CfrLaguna1,100-1,1,2,7,228,10,C2,10+C2+E Coast,2/19/16,11:06,2/8/16 21:20,2/21/16 11:45,253.7666667,302.4166667,6,9,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5751,5683,CfrLaguna1,100-1,1,2,7,251,0,C2,0+C2+E Coast,2/17/16,10:57,2/8/16 21:20,2/19/16 11:06,205.6166667,253.7666667,6,9,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5777,5863,CfrLaguna1,100-1,1,1,1,2,10,C2,10+C2+E Coast,2/1/16,8:32,1/18/16 2:30,2/3/16 8:23,342.0333333,389.8833333,6,7,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5915,5950,CfrLaguna1,100-1,1,1,3,90,15,C2,15+C2+E Coast,2/3/16,8:32,1/18/16 2:30,2/5/16 8:24,390.0333333,437.9,6,7,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5698,5838,CfrLaguna1,100-1,1,2,3,99,0,C2,0+C2+E Coast,2/17/16,10:36,2/8/16 20:30,2/19/16 10:20,206.1,253.8333333,6,7,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
6013,6026,CfrLaguna1,100-1,1,2,7,229,20,C2,20+C2+E Coast,2/29/16,11:26,2/8/16 21:20,3/2/16 11:41,494.1,542.35,6,7,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5767,5818,CfrLaguna1,100-1,1,1,8,255,0,C2,0+C2+E Coast,2/1/16,8:59,1/18/16 2:30,2/3/16 8:53,342.4833333,390.3833333,6,7,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5785,5876,CfrLaguna1,100-1,1,1,1,11,10,C2,10+C2+E Coast,1/28/16,8:28,1/18/16 2:30,1/30/16 9:25,245.9666667,294.9166667,6,6,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5770,5823,CfrLaguna1,100-1,1,1,8,255,0,C2,0+C2+E Coast,1/30/16,9:56,1/18/16 2:30,2/1/16 8:59,295.4333333,342.4833333,6,6,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
6058,5965,CfrLaguna1,100-1,1,2,9,324,20,C2,20+C2+E Coast,3/2/16,11:57,2/8/16 21:45,Inf,542.2,Inf,5,10,5,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5958,5708,CfrLaguna1,100-1,1,2,9,322,15,C2,15+C2+E Coast,2/19/16,11:20,2/8/16 21:45,2/21/16 11:59,253.5833333,302.2333333,5,9,4,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5895,5956,CfrLaguna1,100-1,1,2,2,57,15,C2,15+C2+E Coast,2/21/16,11:24,2/8/16 20:15,2/23/16 10:03,303.15,349.8,5,8,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5868,5880,CfrLaguna1,100-1,1,1,8,259,10,C2,10+C2+E Coast,1/30/16,9:56,1/18/16 2:30,2/1/16 8:59,295.4333333,342.4833333,5,8,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5744,5806,CfrLaguna1,100-1,1,1,7,225,0,C2,0+C2+E Coast,1/28/16,8:47,1/18/16 2:30,1/30/16 9:53,246.2833333,295.3833333,5,7,2,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5690,5796,CfrLaguna1,100-1,1,1,3,91,0,C2,0+C2+E Coast,1/28/16,8:33,1/18/16 2:30,1/30/16 9:33,246.05,295.05,5,6,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
6010,6025,CfrLaguna1,100-1,1,2,7,229,20,C2,20+C2+E Coast,2/27/16,10:28,2/8/16 21:20,2/29/16 11:26,445.1333333,494.1,5,6,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
6057,6016,CfrLaguna1,100-1,1,2,9,324,20,C2,20+C2+E Coast,2/29/16,11:32,2/8/16 21:45,3/2/16 11:57,493.7833333,542.2,5,5,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5902,5895,CfrLaguna1,100-1,1,1,2,67,15,C2,15+C2+E Coast,2/5/16,8:08,2/5/16 8:08,Inf,437.6333333,Inf,4,10,6,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5780,5862,CfrLaguna1,100-1,1,1,1,2,10,C2,10+C2+E Coast,1/30/16,9:25,1/18/16 2:30,2/1/16 8:32,294.9166667,342.0333333,4,6,2,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5917,5947,CfrLaguna1,100-1,1,1,3,90,15,C2,15+C2+E Coast,2/1/16,8:41,1/18/16 2:30,2/3/16 8:32,342.1833333,390.0333333,4,6,2,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
6017,6024,CfrLaguna1,100-1,1,2,7,229,20,C2,20+C2+E Coast,2/25/16,8:41,2/8/16 21:20,2/27/16 10:28,395.35,445.1333333,4,5,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5803,5849,CfrLaguna1,100-1,1,2,4,122,10,C2,10+C2+E Coast,2/17/16,10:36,2/8/16 20:45,2/19/16 10:43,205.85,253.9666667,3,7,4,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5765,5814,CfrLaguna1,100-1,1,1,8,255,0,C2,0+C2+E Coast,1/28/16,8:50,1/18/16 2:30,1/30/16 9:56,246.3333333,295.4333333,3,6,3,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5903,5938,CfrLaguna1,100-1,1,1,2,67,15,C2,15+C2+E Coast,2/3/16,8:23,1/18/16 2:30,2/5/16 8:08,389.8833333,437.6333333,3,4,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5920,5949,CfrLaguna1,100-1,1,1,3,90,15,C2,15+C2+E Coast,1/30/16,9:33,1/18/16 2:30,2/1/16 8:41,295.05,342.1833333,3,4,1,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5910,5943,CfrLaguna1,100-1,1,1,2,67,15,C2,15+C2+E Coast,1/30/16,9:29,1/18/16 2:30,2/1/16 8:38,294.9833333,342.1333333,3,3,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5907,5944,CfrLaguna1,100-1,1,1,2,67,15,C2,15+C2+E Coast,2/1/16,8:38,1/18/16 2:30,2/3/16 8:23,342.1333333,389.8833333,3,3,0,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
5880,5885,CfrLaguna1,100-1,1,1,2,38,15,C2,15+C2+E Coast,2/5/16,8:08,2/5/16 8:08,Inf,437.6333333,Inf,2,10,8,,14FBo100-1,11/10/14,FBo,18,E Coast,FBo_9,landrace,Chile Bolita,Backyard,Fresh
